Time (s),Temperature (K),HRR (W/g)
0.00,347.98,-0.51
5.97,348.48,-8.15
8.37,348.98,-0.42
10.23,349.48,3.30
11.93,349.98,3.63
13.23,350.48,3.87
14.24,350.98,3.84
15.19,351.48,3.75
16.03,351.98,3.19
16.79,352.48,3.09
17.52,352.98,2.88
18.23,353.48,2.62
18.89,353.98,2.63
19.53,354.48,2.15
20.17,354.98,2.24
20.78,355.48,2.02
21.35,355.98,1.70
21.96,356.48,1.69
22.53,356.98,1.77
23.09,357.48,1.62
23.64,357.98,1.62
24.20,358.48,1.48
24.75,358.98,1.33
25.29,359.48,1.26
25.82,359.98,1.25
26.37,360.48,1.37
26.88,360.98,1.25
27.42,361.48,1.37
27.91,361.98,1.28
28.44,362.48,1.26
28.94,362.98,1.08
29.47,363.48,1.05
29.99,363.98,0.87
30.47,364.48,0.59
30.94,364.98,0.59
31.44,365.48,0.56
31.95,365.98,0.35
32.41,366.48,0.29
32.94,366.98,0.32
33.44,367.48,0.47
33.92,367.98,0.45
34.41,368.48,0.53
34.86,368.98,0.66
35.34,369.48,0.77
35.82,369.98,0.80
36.30,370.48,0.66
36.78,370.98,0.63
37.27,371.48,0.62
37.75,371.98,0.51
38.23,372.48,0.44
38.72,372.98,0.41
39.20,373.48,0.28
39.67,373.98,0.20
40.13,374.48,0.37
40.62,374.98,0.36
41.11,375.48,0.39
41.58,375.98,0.26
42.02,376.48,0.24
42.48,376.98,0.02
42.95,377.48,-0.02
43.42,377.98,-0.17
43.90,378.48,0.01
44.37,378.98,0.03
44.84,379.48,0.07
45.33,379.98,0.19
45.79,380.48,0.12
46.25,380.98,-0.08
46.72,381.48,-0.07
47.19,381.98,0.05
47.67,382.48,-0.01
48.14,382.98,-0.03
48.59,383.48,-0.11
49.04,383.98,-0.05
49.53,384.48,0.07
49.98,384.98,0.03
50.47,385.48,-0.04
50.95,385.98,-0.15
51.40,386.48,-0.04
51.86,386.98,-0.16
52.33,387.48,-0.20
52.79,387.98,-0.28
53.26,388.48,-0.35
53.73,388.98,-0.29
54.20,389.48,-0.16
54.67,389.98,-0.10
55.12,390.48,-0.09
55.59,390.98,-0.10
56.06,391.48,-0.08
56.51,391.98,0.12
57.00,392.48,0.13
57.47,392.98,0.08
57.93,393.48,0.12
58.41,393.98,0.07
58.89,394.48,0.05
