Time (s),Temperature (C),HRR (W/g)
0,75.051,-0.782
0.501,75.07,-0.548
1,75.052,-0.526
1.5,75.053,-0.915
2,75.039,-2.032
2.5,75.049,-3.279
3,75.072,-4.339
3.499,75.116,-5.831
4,75.132,-6.828
4.5,75.163,-7.599
5,75.217,-7.981
5.499,75.285,-8.082
6,75.363,-7.997
6.5,75.434,-7.332
7.001,75.496,-5.861
7.501,75.597,-3.954
8,75.707,-1.771
8.501,75.78,0.217
9,75.874,1.762
9.5,75.991,3.029
10,76.117,3.742
10.5,76.243,4.523
11,76.369,4.822
11.5,76.489,4.974
12,76.65,4.99
12.5,76.819,4.698
13,77.014,4.998
13.5,77.189,4.819
14,77.457,4.839
14.5,77.681,4.718
15,77.969,4.391
15.5,78.213,4.408
16,78.542,4.232
16.5,78.836,4.051
17,79.127,3.669
17.5,79.486,3.615
18,79.803,3.316
18.5,80.195,3.349
19,80.521,3.201
19.5,80.902,2.907
20,81.314,2.698
20.5,81.708,2.464
21,82.132,2.495
21.5,82.517,2.344
22,82.942,1.976
22.5,83.4,2.16
23,83.851,2.069
23.5,84.288,2.134
24.001,84.749,1.89
24.5,85.207,2.047
25,85.634,1.971
25.5,86.123,2.068
26,86.593,1.879
26.5,87.079,1.73
27,87.535,1.755
27.5,88.023,1.69
28,88.499,1.707
28.5,88.985,1.529
29,89.481,1.511
29.5,89.965,1.476
30,90.461,1.196
30.5,90.989,1.016
31,91.464,0.814
31.5,91.97,0.635
32,92.483,0.82
32.501,92.984,0.706
33.001,93.488,0.802
33.5,94.028,0.755
34,94.558,0.66
34.5,95.086,0.519
35.001,95.592,0.572
35.501,96.101,0.755
36,96.599,0.547
36.5,97.141,0.526
37.001,97.652,0.584
37.501,98.168,0.658
38,98.72,0.646
38.5,99.256,0.753
39,99.773,0.734
39.5,100.292,0.945
40,100.833,0.63
40.5,101.375,0.587
41,101.901,0.427
41.5,102.44,0.402
42.001,102.961,0.144
42.501,103.466,-0.004
43,104.02,0.178
43.5,104.553,0.266
44,105.089,0.481
44.5,105.618,0.508
45,106.17,0.338
45.501,106.705,0.563
46.001,107.232,0.436
46.5,107.79,0.302
47.001,108.287,0.119
47.501,108.818,0.295
48,109.369,0.018
48.5,109.923,0.198
49.001,110.432,0.118
49.5,110.991,0.451
50,111.518,0.325
50.5,112.067,0.354
51,112.592,0.541
51.5,113.122,0.625
52,113.662,0.433
52.5,114.188,0.037
53.001,114.746,-0.083
53.501,115.271,-0.111
54,115.811,-0.392
54.5,116.338,-0.34
55,116.882,-0.049
55.501,117.412,-0.108
56.001,117.98,-0.014
56.501,118.477,0.273
57,118.987,0.366
57.5,119.524,0.524
58,120.076,0.08
58.501,120.63,0.001
59.001,121.15,-0.182
59.501,121.708,-0.274
60.001,122.237,-0.49
60.5,122.756,-0.381
61,123.298,0.101
61.5,123.824,0.114
62,124.394,0.033
62.5,124.878,0.1
63,125.447,0.092
63.501,125.985,0.018
64.001,126.464,-0.016
64.501,127.038,-0.033
65.001,127.544,-0.008
65.5,128.091,-0.008
66.001,128.644,0.105
66.501,129.152,0.055
67,129.677,0.182
67.5,130.234,0.304
68.001,130.739,0.541
68.501,131.271,0.502
69.001,131.836,0.479
69.5,132.336,0.233
70,132.885,0.314
70.5,133.379,0.391
71,133.918,0.261
71.501,134.461,0.15
72.002,134.973,-0.057
72.502,135.496,0.107
73.001,136.048,0.303
73.502,136.532,0.121
74.001,137.061,0.235
74.501,137.583,0.282
75,138.14,0.075
75.5,138.644,0.352
76.001,139.188,0.252
76.502,139.703,0.392
77.001,140.209,0.782
77.501,140.725,0.622
78.001,141.271,0.65
78.501,141.807,0.647
79.001,142.352,0.392
79.501,142.852,0.485
80.001,143.348,0.628
80.501,143.873,0.732
81.001,144.408,0.95
81.501,144.918,0.895
82.001,145.463,2.046
82.501,145.947,1.499
83.001,146.51,0.982
83.501,147.01,0.85
84.001,147.487,0.916
84.501,148.035,0.759
85.001,148.539,-0.319
85.501,149.1,0.034
86.001,149.59,0.567
86.501,150.109,0.927
87.001,150.626,0.722
87.501,151.148,1.016
88.001,151.659,1.667
88.501,152.186,2.187
89.001,152.69,2.191
89.501,153.193,2.072
90.001,153.729,2.17
90.501,154.281,2.207
91,154.753,1.205
91.501,155.283,0.941
92.001,155.803,1.23
92.501,156.303,1.636
93.001,156.839,1.563
93.501,157.343,1.413
94.001,157.867,2.027
94.501,158.364,2.73
95.001,158.911,2.714
95.501,159.382,2.52
96.001,159.901,2.523
96.501,160.424,2.753
97.001,160.936,1.762
97.501,161.456,1.014
98.002,161.954,1.278
98.502,162.476,1.367
99.002,162.989,1.527
99.501,163.497,1.588
100.001,164.025,2.913
100.501,164.521,3.406
101.001,165.037,3.164
101.501,165.551,2.905
102.002,166.066,2.688
102.501,166.548,2.587
103.001,167.113,1.237
103.501,167.601,1.039
104.001,168.12,1.471
104.501,168.644,1.838
105.001,169.13,2.07
105.501,169.654,2.001
106.001,170.165,3.255
106.501,170.679,3.716
107.001,171.2,3.856
107.501,171.697,4.139
108.001,172.224,3.866
108.501,172.719,3.876
109.001,173.254,2.87
109.502,173.783,2.751
110.001,174.317,2.798
110.501,174.779,2.702
111.001,175.292,2.782
111.502,175.781,3.011
112.001,176.301,3.643
112.501,176.814,3.686
113.001,177.317,3.682
113.501,177.822,3.667
114.001,178.344,3.534
114.501,178.85,3.313
115.001,179.369,2.4
115.501,179.893,2.713
116.002,180.428,3.005
116.502,180.92,3.198
117.002,181.432,3.597
117.501,181.951,3.681
118.001,182.457,4.821
118.501,182.94,5.23
119.002,183.461,5.108
119.502,183.942,5.222
120.001,184.455,5.116
120.501,184.968,5.013
121.001,185.485,4.088
121.501,185.983,3.924
122.001,186.495,3.985
122.501,187.013,4.283
123.001,187.532,4.335
123.502,188.025,4.732
124.001,188.534,5.744
124.501,189.071,6.13
125.001,189.591,6.064
125.501,190.07,6.062
126.001,190.58,5.823
126.502,191.106,5.648
127.001,191.611,4.643
127.501,192.113,4.805
128.001,192.663,5.006
128.502,193.157,5.357
129.002,193.618,5.779
129.502,194.177,5.855
130.002,194.662,6.96
130.502,195.16,7.479
131.001,195.684,7.406
131.501,196.15,7.372
132.002,196.698,7.258
132.502,197.211,7.159
133.002,197.705,6.337
133.501,198.231,5.956
134.001,198.735,6.51
134.502,199.251,6.857
135.002,199.759,7.018
135.502,200.275,7.178
136.002,200.755,8.481
136.502,201.252,8.849
137.001,201.789,9.007
137.501,202.299,9.13
138.001,202.792,9.282
138.501,203.307,9.134
139.002,203.816,8.217
139.502,204.327,7.907
140.002,204.841,8.459
140.501,205.302,8.747
141.001,205.82,8.803
141.501,206.331,8.936
142.002,206.839,10.224
142.502,207.338,10.774
143.002,207.853,10.999
143.501,208.399,10.927
144.001,208.869,10.911
144.501,209.367,11.125
145.001,209.887,10.081
145.502,210.41,9.96
146.002,210.909,9.778
146.501,211.407,10.131
147.001,211.924,10.133
147.501,212.392,10.119
148.001,212.896,11.405
148.502,213.391,11.845
149.001,213.907,11.846
149.501,214.43,11.964
150.002,214.97,12.109
150.502,215.487,11.801
151.002,215.97,10.54
151.501,216.499,10.705
152.001,217.02,10.839
152.502,217.493,10.797
153.003,218.02,11.065
153.502,218.5,11.009
154.001,219.012,12.382
154.501,219.514,12.708
155.002,220.025,12.592
155.502,220.493,12.78
156.002,221.03,12.516
156.501,221.547,12.33
157.002,222.042,11.114
157.502,222.568,10.775
158.001,223.053,11.055
158.502,223.55,11.067
159.002,224.063,11.23
159.502,224.547,11.463
160.003,225.038,12.288
160.503,225.561,12.642
161.003,226.076,12.578
161.503,226.594,12.593
162.002,227.066,12.416
162.502,227.576,12.405
163.002,228.091,11.391
163.502,228.61,10.985
164.002,229.116,11.147
164.501,229.573,11.064
165.001,230.093,11.732
165.501,230.621,11.706
166.002,231.113,12.27
166.503,231.621,12.291
167.002,232.095,12.317
167.501,232.601,12.516
168.002,233.103,12.273
168.502,233.621,12.294
169.002,234.139,12.234
169.502,234.59,11.977
170.002,235.103,12.224
170.502,235.623,12.567
171.003,236.145,12.619
171.502,236.632,12.754
172.002,237.182,12.634
172.502,237.66,12.793
173.002,238.165,12.731
173.503,238.616,12.761
174.002,239.158,12.615
174.502,239.642,12.544
175.003,240.155,12.888
175.502,240.686,12.758
176.002,241.185,12.87
176.502,241.661,13.143
177.002,242.194,13.239
177.502,242.692,13.331
178.002,243.187,13.367
178.502,243.686,13.306
179.002,244.193,13.493
179.502,244.709,13.476
180.003,245.162,13.491
180.502,245.677,13.913
181.002,246.204,14.059
181.502,246.728,14.101
182.001,247.223,14.124
182.502,247.738,13.93
183.002,248.217,13.977
183.502,248.69,13.745
184.002,249.252,13.898
184.502,249.741,13.865
185.002,250.264,14.039
185.502,250.75,14.264
186.002,251.27,14.498
186.502,251.755,14.779
187.002,252.257,15.081
187.502,252.748,15.254
188.002,253.292,15.427
188.502,253.789,15.682
189.003,254.268,15.819
189.503,254.777,15.802
190.002,255.291,15.679
190.502,255.795,16.013
191.002,256.297,16.035
191.502,256.823,16.007
192.003,257.314,16.255
192.503,257.804,16.282
193.002,258.285,16.395
193.502,258.807,16.724
194.002,259.311,17.041
194.503,259.839,17.53
195.003,260.337,17.597
195.502,260.822,17.84
196.002,261.325,17.886
196.502,261.863,18.245
197.002,262.342,18.294
197.502,262.833,18.572
198.002,263.311,19.057
198.503,263.804,19.359
199.003,264.338,19.836
199.502,264.854,19.953
200.002,265.303,20.263
200.502,265.833,20.449
201.002,266.346,20.44
201.502,266.817,20.648
202.002,267.333,20.541
202.503,267.81,20.779
203.002,268.309,21.029
203.503,268.822,21.32
204.002,269.318,21.57
204.502,269.796,21.876
205.003,270.355,22.027
205.503,270.851,22.574
206.003,271.322,22.471
206.502,271.839,22.84
207.002,272.341,23.269
207.502,272.841,23.243
208.002,273.343,23.423
208.503,273.861,23.73
209.003,274.387,23.973
209.502,274.868,24.328
210.003,275.355,24.494
210.503,275.855,24.881
211.002,276.371,25.369
211.502,276.888,25.427
212.002,277.32,25.753
212.502,277.871,26.167
213.002,278.361,26.521
213.502,278.859,26.89
214.002,279.355,27.264
214.502,279.887,27.556
215.002,280.357,27.755
215.503,280.857,28.056
216.002,281.323,28.107
216.503,281.845,28.371
217.003,282.338,28.635
217.503,282.849,28.915
218.003,283.381,29.133
218.503,283.874,29.673
219.002,284.352,29.99
219.502,284.87,30.669
220.002,285.386,31.216
220.502,285.866,31.568
221.002,286.373,32.113
221.503,286.873,32.463
222.002,287.373,32.76
222.502,287.845,32.574
223.002,288.373,32.561
223.503,288.856,32.694
224.003,289.374,32.817
224.503,289.875,33.09
225.003,290.374,33.525
225.503,290.893,34.018
226.003,291.374,34.623
226.503,291.858,35.269
227.003,292.373,35.576
227.502,292.865,35.905
228.002,293.351,36.245
228.503,293.881,36.599
229.003,294.365,36.838
229.502,294.886,36.984
230.002,295.368,37.206
230.503,295.886,37.775
231.003,296.361,38.027
231.503,296.899,38.359
232.003,297.408,38.629
232.503,297.905,39.047
233.003,298.422,39.509
233.503,298.928,39.737
234.003,299.439,40.063
234.503,299.927,40.606
235.003,300.433,40.879
235.503,300.972,41.194
236.003,301.406,41.634
236.502,301.933,42.162
237.002,302.403,42.375
237.503,302.903,42.867
238.003,303.438,43.263
238.503,303.918,43.815
239.003,304.433,44.117
239.503,304.905,44.128
240.002,305.427,44.534
240.503,305.922,44.945
241.003,306.433,45.55
241.504,306.929,45.748
242.003,307.432,46.286
242.503,307.931,46.456
243.003,308.419,47.005
243.503,308.938,47.41
244.003,309.413,47.41
244.503,309.943,47.729
245.003,310.42,48.007
245.503,310.923,48.511
246.003,311.415,49.236
246.503,311.924,49.435
247.003,312.424,49.921
247.503,312.899,50.349
248.003,313.415,50.769
248.503,313.91,51.122
249.003,314.41,51.352
249.503,314.924,51.864
250.003,315.393,52.194
250.503,315.931,52.664
251.003,316.42,53.307
