Time (s),Temperature (K),HRR (W/g)
0.00,347.98,1.06
6.70,348.48,-9.79
9.05,348.98,3.13
11.06,349.48,7.30
12.60,349.98,7.39
13.85,350.48,7.54
14.75,350.98,7.29
15.65,351.48,6.84
16.44,351.98,5.96
17.21,352.48,5.36
17.93,352.98,4.89
18.64,353.48,4.23
19.28,353.98,4.11
19.91,354.48,3.68
20.50,354.98,3.76
21.14,355.48,3.56
21.74,355.98,3.76
22.30,356.48,3.93
22.88,356.98,3.75
23.43,357.48,3.40
23.98,357.98,3.36
24.52,358.48,2.87
25.08,358.98,2.67
25.62,359.48,2.77
26.15,359.98,2.80
26.67,360.48,2.87
27.21,360.98,2.59
27.72,361.48,2.56
28.22,361.98,2.41
28.73,362.48,2.32
29.23,362.98,2.07
29.74,363.48,1.89
30.25,363.98,1.93
30.75,364.48,2.06
31.24,364.98,2.10
31.74,365.48,1.96
32.23,365.98,1.94
32.71,366.48,1.95
33.19,366.98,2.02
33.68,367.48,1.64
34.16,367.98,1.47
34.64,368.48,1.42
35.13,368.98,1.33
35.60,369.48,1.05
36.11,369.98,0.94
36.58,370.48,1.28
37.07,370.98,1.22
37.53,371.48,1.20
38.04,371.98,1.10
38.50,372.48,1.01
38.96,372.98,1.20
39.43,373.48,1.08
39.93,373.98,1.04
40.40,374.48,0.81
40.86,374.98,1.04
41.34,375.48,1.22
41.82,375.98,1.20
42.30,376.48,1.19
42.76,376.98,1.19
43.22,377.48,1.13
43.69,377.98,0.97
44.15,378.48,0.85
44.62,378.98,0.83
45.11,379.48,0.62
45.58,379.98,0.59
46.03,380.48,0.46
46.50,380.98,0.30
46.94,381.48,0.46
47.42,381.98,0.64
47.91,382.48,0.73
48.39,382.98,0.72
48.85,383.48,0.67
49.33,383.98,0.87
49.78,384.48,0.84
50.24,384.98,0.68
50.72,385.48,0.66
51.19,385.98,0.72
51.66,386.48,0.81
52.12,386.98,0.84
52.58,387.48,0.70
53.05,387.98,0.72
53.52,388.48,0.98
53.98,388.98,0.88
54.45,389.48,0.63
54.89,389.98,0.43
55.38,390.48,0.37
55.84,390.98,0.45
56.32,391.48,0.37
56.80,391.98,0.34
57.26,392.48,0.22
57.71,392.98,0.12
58.17,393.48,0.24
58.64,393.98,0.40
59.13,394.48,0.50
59.61,394.98,0.30
60.06,395.48,0.28
60.52,395.98,0.50
60.99,396.48,0.39
61.46,396.98,0.06
61.94,397.48,-0.09
62.43,397.98,-0.18
62.86,398.48,-0.09
63.35,398.98,-0.10
63.81,399.48,0.02
64.29,399.98,0.33
64.77,400.48,0.50
65.25,400.98,0.43
65.73,401.48,0.38
66.20,401.98,0.31
66.67,402.48,0.15
67.14,402.98,0.07
67.60,403.48,-0.20
68.07,403.98,-0.33
68.54,404.48,-0.29
68.99,404.98,-0.01
69.49,405.48,-0.40
69.94,405.98,-0.10
70.41,406.48,0.07
70.89,406.98,0.06
71.39,407.48,-0.18
71.84,407.98,-0.25
72.31,408.48,-0.28
72.78,408.98,-0.22
73.26,409.48,-0.16
73.75,409.98,0.05
74.22,410.48,0.14
74.68,410.98,0.14
75.15,411.48,0.28
75.63,411.98,0.05
76.09,412.48,-0.05
76.59,412.98,0.06
77.06,413.48,0.04
77.56,413.98,-0.01
78.02,414.48,-0.12
78.51,414.98,0.13
79.02,415.48,0.28
79.45,415.98,0.35
79.97,416.48,0.26
80.44,416.98,0.14
80.93,417.48,0.00
81.41,417.98,-0.10
81.89,418.48,-0.40
82.37,418.98,-0.27
82.86,419.48,-0.13
83.33,419.98,-0.07
83.80,420.48,-0.03
84.29,420.98,0.01
84.78,421.48,0.23
85.26,421.98,0.42
85.74,422.48,0.41
86.23,422.98,0.08
86.72,423.48,-0.11
87.19,423.98,-0.01
87.67,424.48,-0.22
88.18,424.98,-0.34
88.66,425.48,-0.28
89.12,425.98,-0.08
89.60,426.48,0.19
90.08,426.98,0.15
90.55,427.48,-0.18
91.05,427.98,0.03
91.56,428.48,-0.08
92.03,428.98,-0.26
92.53,429.48,-0.36
93.01,429.98,-0.31
93.50,430.48,-0.03
93.99,430.98,0.25
94.46,431.48,0.50
94.95,431.98,0.27
95.42,432.48,0.53
95.91,432.98,0.42
96.41,433.48,0.59
96.89,433.98,0.32
97.37,434.48,0.22
97.86,434.98,-0.08
98.36,435.48,-0.39
98.82,435.98,-0.41
99.33,436.48,-0.36
