Time (s),Temperature (C),HRR (W/g)
0,75.28,-1.155
0.501,75.248,-1.249
1.001,75.27,-1.358
1.5,75.237,-2.327
2,75.259,-3.325
2.5,75.3,-4.722
3,75.314,-6.467
3.5,75.301,-8.092
4,75.326,-9.728
4.5,75.375,-10.845
5,75.381,-11.183
5.5,75.442,-10.971
6,75.521,-10.546
6.5,75.582,-9.272
7,75.629,-7.21
7.5,75.706,-4.749
8.001,75.763,-2.039
8.501,75.844,-0.323
9,75.99,1.814
9.5,76.026,3.201
10,76.177,4.135
10.501,76.236,4.953
11,76.351,5.038
11.5,76.412,5.412
12,76.551,5.057
12.5,76.652,4.897
13,76.819,5
13.501,76.993,4.671
14.001,77.111,4.847
14.501,77.366,4.738
15.001,77.541,4.922
15.501,77.776,5.144
16.001,78.002,5.186
16.501,78.255,4.721
17.001,78.53,4.37
17.5,78.766,4.178
18,79.047,3.748
18.5,79.314,3.573
19,79.611,2.835
19.5,79.886,3.399
20,80.217,3.069
20.5,80.506,2.961
21,80.811,2.576
21.5,81.166,2.339
22,81.466,2.372
22.501,81.807,2.131
23.001,82.134,2.172
23.5,82.438,2.387
24,82.809,2.457
24.5,83.181,2.462
25,83.536,2.327
25.5,83.902,2.008
26.001,84.264,1.772
26.501,84.6,1.347
27,84.987,1.251
27.5,85.356,0.904
28,85.688,1.016
28.5,86.09,0.977
29,86.451,1.167
29.501,86.817,1.311
30.001,87.19,1.307
30.501,87.613,0.966
31.001,87.982,1.259
31.501,88.374,1.079
32.001,88.753,0.886
32.501,89.123,0.403
33.001,89.513,0.408
33.5,89.906,0.54
34.001,90.299,0.171
34.5,90.66,0.437
35.001,91.104,0.054
35.501,91.506,0.193
36.001,91.858,0.627
36.5,92.257,0.6
37,92.683,0.928
37.5,93.062,0.97
38,93.462,1.215
38.5,93.853,1.305
39.001,94.257,0.923
39.501,94.65,0.972
40.001,95.038,0.575
40.5,95.454,0.564
41,95.861,0.057
41.5,96.253,-0.288
42.001,96.623,-0.165
42.5,97.045,-0.056
43,97.43,-0.345
43.5,97.839,-0.072
44,98.236,-0.053
44.5,98.644,0.181
45,99.054,-0.341
45.501,99.436,-0.238
46.001,99.875,-0.222
46.5,100.281,0.069
47.001,100.672,-0.083
47.501,101.085,0.422
48.001,101.478,0.071
48.501,101.853,0.212
49,102.257,0.037
49.5,102.638,0.365
50,103.05,0.072
50.501,103.462,-0.056
51.001,103.862,0.133
51.5,104.289,0.011
52,104.653,-0.287
52.5,105.073,-0.112
53,105.466,-0.021
53.5,105.879,-0.334
54,106.283,-0.386
54.501,106.674,-0.241
55.001,107.104,-0.159
55.501,107.485,0.042
56.001,107.892,0.148
56.501,108.301,0.244
57.002,108.676,0.346
57.501,109.103,0.406
58.001,109.517,0.268
58.501,109.869,0.234
59.001,110.306,-0.03
59.501,110.693,-0.145
60.001,111.086,-0.399
60.501,111.5,-0.308
61.001,111.884,-0.085
61.5,112.287,-0.339
62,112.685,-0.332
62.5,113.097,-0.059
63.001,113.499,-0.134
