Time (s),Mass (g),HRR (kW/m2)
0,0.00,2.29
1,0.00,2.73
2,0.02,2.49
3,-0.03,1.07
4,-0.06,4.30
5,-0.10,14.25
6,-0.13,47.29
7,-0.40,90.67
8,-0.52,137.25
9,-0.62,178.12
10,-0.71,212.29
11,-0.99,242.81
12,-1.13,261.16
13,-1.28,275.22
14,-1.41,284.61
15,-1.77,296.07
16,-1.92,295.72
17,-2.05,289.05
18,-2.18,284.29
19,-2.52,278.44
20,-2.68,281.10
21,-2.81,273.79
22,-2.93,263.42
23,-3.24,257.74
24,-3.37,254.43
25,-3.49,248.76
26,-3.60,244.05
27,-3.91,240.73
28,-4.01,235.55
29,-4.13,229.27
30,-4.25,222.26
31,-4.34,219.33
32,-4.64,216.00
33,-4.76,221.65
34,-4.88,215.51
35,-4.97,213.75
36,-5.27,203.64
37,-5.37,197.98
38,-5.47,194.50
39,-5.57,193.50
40,-5.65,193.27
41,-5.93,189.09
42,-6.04,190.90
43,-6.14,189.18
44,-6.22,185.30
45,-6.31,181.92
46,-6.58,179.82
47,-6.68,176.22
48,-6.78,169.90
49,-6.87,171.67
50,-6.94,171.39
51,-7.05,168.93
52,-7.17,167.49
53,-7.46,169.30
54,-7.54,166.55
55,-7.63,163.24
56,-7.72,158.35
57,-7.78,158.08
58,-7.89,157.70
59,-8.00,156.48
60,-8.11,153.94
61,-8.20,151.11
62,-8.31,151.16
63,-8.43,150.47
64,-8.54,146.57
65,-8.65,144.90
66,-8.76,144.72
67,-8.87,140.76
68,-8.98,134.74
69,-9.08,138.50
70,-9.18,136.61
71,-9.28,140.93
72,-9.37,139.44
73,-9.47,137.91
74,-9.58,138.89
75,-9.69,138.15
76,-9.80,134.80
77,-9.89,134.35
78,-9.99,133.48
79,-10.10,132.18
80,-10.20,132.59
81,-10.29,132.33
82,-10.39,132.21
83,-10.48,128.13
84,-10.58,128.64
85,-10.68,131.68
86,-10.77,130.03
87,-10.87,129.47
88,-10.96,129.51
89,-11.06,129.31
90,-11.15,131.31
91,-11.24,129.40
92,-11.34,129.45
93,-11.44,128.98
94,-11.53,129.03
95,-11.62,129.67
96,-11.71,126.98
97,-11.81,128.14
98,-11.90,125.38
99,-11.99,127.89
100,-12.09,129.82
101,-12.19,127.37
102,-12.28,127.53
103,-12.37,128.46
