Time (s),Temperature (C),HRR (W/g)
0,75.032,-2.701
0.5,74.994,-0.754
1,74.989,0.117
1.501,74.984,-1.749
2.001,74.98,-4.673
2.5,75.029,-8.751
3,74.999,-13.446
3.5,75.042,-18.971
4,75.074,-23.167
4.5,75.096,-25.709
5,75.165,-26.845
5.5,75.23,-26.859
6.001,75.308,-26.029
6.5,75.388,-23.158
7,75.438,-19.313
7.5,75.519,-12.207
8,75.623,-5.991
8.5,75.724,-0.38
9,75.804,4.772
9.5,75.935,9.136
10,76.06,12.607
10.5,76.173,13.844
11.001,76.327,15.235
11.501,76.463,15.668
12.001,76.61,15.983
12.501,76.783,15.112
13.001,76.96,14.05
13.501,77.158,13.303
14,77.392,12.459
14.501,77.664,12.551
15.001,77.876,12.741
15.501,78.154,12.134
16.001,78.459,11.363
16.501,78.77,11.634
17,79.09,11.547
17.5,79.432,9.487
18,79.787,8.972
18.5,80.136,8.366
19.001,80.489,9.413
19.501,80.866,8.648
20,81.276,8.789
20.5,81.655,8.639
21.001,82.076,8.714
21.501,82.489,8.789
22.001,82.924,7.935
22.501,83.373,7.682
23.001,83.8,7.049
23.5,84.261,6.351
24,84.716,5.276
24.5,85.18,3.442
25.001,85.617,5.055
25.5,86.094,5.457
26.001,86.517,4.814
26.501,87.016,4.413
27.001,87.464,4.802
27.5,87.973,5.128
28.001,88.47,4.331
28.501,88.968,2.491
29.001,89.418,1.999
29.501,89.94,1.205
30,90.426,1.273
30.501,90.894,1.206
31.001,91.416,2.863
31.5,91.919,2.497
32,92.434,3.538
32.501,92.944,2.861
33.001,93.456,2.586
33.5,93.986,0.882
34.001,94.5,1.265
34.501,94.987,2.374
35,95.502,2.684
35.501,96.051,3.15
36.001,96.599,3.69
36.501,97.069,4.27
37,97.611,3.547
37.501,98.106,1.569
38.001,98.678,0.337
38.501,99.182,-0.482
39.001,99.668,-0.473
39.5,100.223,-1.088
40,100.764,-0.027
40.501,101.279,1.305
41.001,101.818,0.948
41.5,102.35,1.379
42.001,102.867,1.452
42.501,103.407,1.742
43.001,103.941,0.637
43.502,104.476,0.836
44.001,105.03,1.298
44.501,105.565,0.633
45.001,106.129,-0.167
45.501,106.601,-1.242
46.001,107.173,-0.798
46.501,107.704,-0.546
47.001,108.219,-2.336
47.501,108.768,-1.885
48.001,109.295,-0.613
48.5,109.85,0.681
49,110.372,-0.653
49.5,110.904,-1.604
50.001,111.428,-1.38
50.501,111.99,0.369
51.001,112.506,1.294
51.501,113.038,-0.653
52.001,113.562,-1.925
52.501,114.119,-2.545
53.001,114.655,-1.293
53.501,115.211,-1.776
54.001,115.734,-3.416
54.502,116.264,-2.369
55.001,116.82,-2.181
55.5,117.37,-1.376
56.001,117.914,-0.457
56.501,118.383,-0.724
57,118.954,-0.672
57.501,119.497,-1.133
58.001,120.03,-0.27
58.502,120.586,-1.28
59.001,121.075,-1.339
59.501,121.638,-1.826
60.001,122.184,-1.704
60.501,122.707,-1.735
61.001,123.225,-3.056
61.501,123.761,-2.686
62,124.266,-2.03
62.501,124.814,-0.939
63.001,125.365,-0.805
63.501,125.905,-0.309
64.001,126.4,0.158
64.501,126.962,0.332
65.001,127.475,2.11
65.501,128.008,1.296
66.001,128.549,1.395
66.501,129.088,0.771
67.001,129.585,-0.046
67.501,130.163,-0.582
68.001,130.672,-2.667
68.501,131.197,-2.989
69.001,131.735,-3.265
69.501,132.245,-3.656
70.001,132.76,-3.396
70.501,133.33,-1.629
71.001,133.833,-0.714
71.502,134.353,-0.538
72.002,134.877,-0.498
72.501,135.419,-0.04
73.001,135.932,-1.254
73.501,136.506,-1.326
74.001,136.998,-1.504
74.501,137.517,-2.268
75.001,138.059,-1.12
75.501,138.547,-1.337
76.002,139.111,-1.736
76.501,139.605,-0.959
77.001,140.138,0.712
77.501,140.669,1.401
78.001,141.176,1.454
78.501,141.715,1.102
79.001,142.231,0.252
79.501,142.745,1.019
80.001,143.276,-0.351
80.501,143.803,0.948
81,144.339,1.58
81.501,144.857,0.833
82.001,145.349,0.019
82.501,145.909,-0.734
83.001,146.417,-1.568
83.501,146.925,-2.791
84.001,147.446,-2.799
84.501,147.99,-1.881
85.001,148.466,-1.079
85.501,149.005,-0.578
86.001,149.543,0.383
86.501,150.057,0.742
87.002,150.589,1.222
87.501,151.094,1.719
88.001,151.587,1.45
88.502,152.096,1.102
89.002,152.626,0.428
89.501,153.132,0.104
90.001,153.667,-1.411
90.501,154.194,-1.938
91.001,154.704,-3.247
91.501,155.216,-3.708
92.001,155.725,-3.867
92.501,156.244,-3.819
93.001,156.78,-2.705
93.501,157.279,-0.896
94.002,157.796,1.177
94.502,158.325,0.812
95.002,158.83,1.317
95.502,159.349,0.94
96.001,159.874,-0.538
96.501,160.375,-1.802
97.002,160.89,-2.704
97.501,161.41,-1.763
98.001,161.919,-1.902
98.501,162.428,-1.337
99.001,162.962,-1.112
99.501,163.479,0.341
100.001,163.988,0.913
100.502,164.485,0.471
101.002,164.986,-0.98
101.502,165.505,-1.394
102.002,166.024,-0.492
102.502,166.521,-0.321
103.001,167.035,-0.873
103.501,167.562,-0.312
104.001,168.061,0.387
104.501,168.552,2.223
105.001,169.069,0.611
105.501,169.583,0.217
106.001,170.108,0.835
106.501,170.631,-0.018
107.001,171.121,-0.632
107.502,171.627,-1.888
108.002,172.164,-1.926
108.502,172.644,-1.8
109.001,173.168,-2.131
109.501,173.691,-1.561
110.001,174.198,-1.29
110.501,174.695,0.412
111.002,175.218,0.773
111.502,175.748,0.039
112.002,176.257,0.552
112.502,176.764,0.18
113.002,177.29,0.199
113.502,177.769,-0.365
114.002,178.304,-0.1
114.502,178.809,0.523
115.001,179.37,1.362
115.502,179.847,0.251
116.002,180.363,1.05
116.501,180.861,-0.024
117.002,181.365,0.673
117.502,181.867,0.083
118.002,182.391,-0.034
118.501,182.889,0.79
119.001,183.425,0.9
119.501,183.876,1.258
120.001,184.426,1.37
120.502,184.918,2.465
121.002,185.453,0.741
121.502,185.976,0.687
122.002,186.444,-1.002
122.502,186.988,-1.53
123.002,187.476,-0.608
123.502,187.99,-0.457
124.002,188.493,0.621
124.502,188.979,0.627
125.002,189.501,1.934
125.502,190.02,1.625
126.002,190.516,1.214
126.502,191.002,0.886
127.002,191.54,0.343
127.502,192.055,0.648
128.002,192.554,-0.96
128.502,193.09,-0.802
129.002,193.576,-0.332
129.502,194.133,-1.564
130.002,194.619,-1.893
130.501,195.143,-1.825
131.002,195.639,-0.034
131.502,196.147,0.836
132.001,196.66,0.104
132.502,197.157,0.44
133.002,197.704,2.446
133.502,198.187,2.307
134.001,198.667,1.09
134.501,199.189,1.476
135.002,199.711,1.976
135.502,200.204,1.584
136.002,200.728,-0.426
136.502,201.205,1.478
137.002,201.747,1.603
137.502,202.232,1.536
138.002,202.786,1.595
138.501,203.282,1.15
139.002,203.755,2.34
139.502,204.278,0.46
140.001,204.773,2.345
140.502,205.281,1.934
141.002,205.798,1.885
141.502,206.332,1.685
142.002,206.838,1.788
142.502,207.316,2.205
143.001,207.849,1.47
143.502,208.363,2.633
