Time (s),Temperature (K),HRR (W/g)
4.45,348.23,-9.18
11.37,348.73,4.45
14.30,349.23,2.88
16.06,349.73,2.88
17.48,350.23,3.08
18.93,350.73,2.67
20.17,351.23,2.01
21.30,351.73,1.88
22.39,352.23,1.19
23.56,352.73,1.05
24.58,353.23,1.50
25.64,353.73,1.60
26.68,354.23,1.17
27.58,354.73,0.68
28.66,355.23,0.46
29.67,355.73,0.53
30.62,356.23,0.72
31.60,356.73,0.53
32.58,357.23,0.45
33.49,357.73,0.04
34.46,358.23,-0.36
35.44,358.73,-0.43
36.40,359.23,0.26
37.32,359.73,0.83
38.24,360.23,1.11
39.20,360.73,0.62
40.15,361.23,0.43
41.11,361.73,0.30
42.00,362.23,0.15
42.94,362.73,-0.06
43.94,363.23,-0.79
44.86,363.73,-0.86
45.77,364.23,-0.35
46.71,364.73,-0.05
47.64,365.23,0.06
48.58,365.73,-0.15
49.54,366.23,-0.21
50.44,366.73,-0.03
51.45,367.23,0.04
52.37,367.73,0.42
53.32,368.23,0.15
54.22,368.73,-0.07
55.16,369.23,-0.36
56.14,369.73,-0.25
57.12,370.23,-0.03
58.04,370.73,-0.02
59.01,371.23,-0.02
59.93,371.73,-0.26
60.80,372.23,0.25
61.76,372.73,0.09
62.76,373.23,-0.05
63.71,373.73,-0.20
64.63,374.23,-0.55
65.58,374.73,-0.85
66.57,375.23,-0.92
67.44,375.73,-0.53
68.43,376.23,-0.24
69.34,376.73,-0.21
70.29,377.23,0.09
71.24,377.73,0.13
72.23,378.23,0.43
73.19,378.73,0.23
74.11,379.23,0.11
75.07,379.73,-0.28
76.09,380.23,-0.44
76.97,380.73,-0.53
77.95,381.23,-0.70
78.90,381.73,-0.37
79.87,382.23,-0.06
80.80,382.73,0.30
81.80,383.23,0.31
82.70,383.73,-0.05
83.70,384.23,-0.23
84.64,384.73,-0.29
85.64,385.23,-0.89
86.58,385.73,-0.61
87.52,386.23,-0.45
88.47,386.73,-0.29
89.42,387.23,-0.23
90.42,387.73,0.21
91.33,388.23,-0.00
92.34,388.73,-0.21
93.30,389.23,-0.17
94.26,389.73,-0.00
95.19,390.23,0.17
96.19,390.73,0.49
97.18,391.23,0.45
98.15,391.73,-0.14
99.07,392.23,-0.15
100.09,392.73,-0.37
101.05,393.23,0.01
101.96,393.73,-0.00
103.02,394.23,0.55
103.92,394.73,0.35
104.86,395.23,0.07
105.86,395.73,-0.29
106.83,396.23,0.31
107.76,396.73,0.06
108.80,397.23,0.22
109.74,397.73,-0.26
110.73,398.23,0.19
111.66,398.73,-0.06
112.64,399.23,0.21
113.68,399.73,-0.07
114.65,400.23,-0.21
115.62,400.73,-0.20
116.57,401.23,-0.06
117.57,401.73,0.52
118.47,402.23,0.41
119.41,402.73,0.36
120.42,403.23,0.18
121.41,403.73,0.25
122.37,404.23,0.36
123.41,404.73,0.03
124.33,405.23,-0.11
125.33,405.73,-0.21
126.27,406.23,-0.18
127.26,406.73,-0.04
128.25,407.23,-0.16
129.19,407.73,-0.09
130.20,408.23,0.13
131.17,408.73,0.42
132.17,409.23,0.31
133.17,409.73,0.50
134.15,410.23,0.61
135.12,410.73,0.73
136.16,411.23,0.33
137.13,411.73,0.46
138.07,412.23,0.49
139.06,412.73,0.09
140.05,413.23,0.09
141.04,413.73,-0.31
141.97,414.23,-0.26
142.91,414.73,0.05
143.96,415.23,0.50
144.91,415.73,0.32
145.88,416.23,0.25
146.88,416.73,0.25
147.87,417.23,0.09
148.89,417.73,0.27
149.86,418.23,0.65
150.83,418.73,0.60
151.82,419.23,0.53
152.85,419.73,0.53
153.83,420.23,0.34
154.80,420.73,0.01
155.77,421.23,0.34
156.83,421.73,0.64
157.80,422.23,0.45
158.79,422.73,0.20
159.77,423.23,0.31
160.73,423.73,0.37
161.67,424.23,0.02
162.66,424.73,0.26
163.69,425.23,0.49
164.63,425.73,0.50
165.64,426.23,0.37
166.64,426.73,0.64
167.61,427.23,0.81
168.56,427.73,0.96
169.65,428.23,0.93
170.60,428.73,1.08
171.58,429.23,0.38
172.57,429.73,0.55
173.55,430.23,0.61
174.50,430.73,0.93
175.53,431.23,1.24
176.56,431.73,1.37
177.53,432.23,1.14
178.53,432.73,0.86
179.51,433.23,0.85
180.54,433.73,0.93
181.53,434.23,1.29
182.53,434.73,1.53
183.50,435.23,2.27
184.49,435.73,1.90
185.44,436.23,1.27
186.47,436.73,0.75
187.50,437.23,0.78
188.46,437.73,1.03
189.46,438.23,1.36
190.41,438.73,1.28
191.41,439.23,1.23
192.42,439.73,1.15
193.39,440.23,1.26
194.42,440.73,1.63
195.38,441.23,1.40
196.40,441.73,1.81
197.38,442.23,1.83
198.35,442.73,1.53
199.35,443.23,1.63
200.41,443.73,1.77
201.39,444.23,1.95
