Time (s),Temperature (K),HRR (W/g)
0.00,347.97,-0.79
5.92,348.47,-12.20
8.21,348.97,-0.99
10.15,349.47,5.72
11.79,349.97,7.04
13.12,350.47,6.49
14.19,350.97,6.17
15.11,351.47,5.87
15.99,351.97,5.74
16.65,352.47,5.36
17.47,352.97,5.21
18.15,353.47,5.13
18.80,353.97,4.63
19.50,354.47,4.03
20.11,354.97,3.70
20.71,355.47,3.46
21.33,355.97,3.33
21.92,356.47,3.33
22.48,356.97,2.93
23.01,357.47,3.14
23.60,357.97,2.46
24.14,358.47,2.34
24.69,358.97,2.12
25.22,359.47,2.07
25.75,359.97,2.05
26.29,360.47,1.87
26.82,360.97,1.76
27.33,361.47,1.64
27.84,361.97,1.42
28.34,362.47,1.01
28.85,362.97,0.77
29.34,363.47,0.92
29.87,363.97,1.14
30.35,364.47,1.24
30.84,364.97,1.37
31.33,365.47,1.66
31.82,365.97,1.52
32.32,366.47,1.37
32.83,366.97,1.03
33.31,367.47,0.72
33.82,367.97,0.71
34.29,368.47,0.61
34.78,368.97,0.43
35.26,369.47,0.50
35.72,369.97,0.73
36.20,370.47,0.84
36.68,370.97,0.85
37.16,371.47,0.91
37.62,371.97,0.92
38.11,372.47,0.72
38.56,372.97,0.63
39.06,373.47,0.45
39.51,373.97,0.19
40.01,374.47,0.13
40.47,374.97,0.25
40.97,375.47,0.43
41.46,375.97,0.22
41.91,376.47,0.09
42.36,376.97,0.06
42.85,377.47,0.29
43.32,377.97,0.22
43.79,378.47,0.15
44.26,378.97,0.14
44.73,379.47,0.24
45.20,379.97,0.45
45.66,380.47,0.53
46.12,380.97,0.56
46.54,381.47,0.53
47.05,381.97,0.61
47.50,382.47,0.49
47.99,382.97,0.62
48.46,383.47,0.38
48.94,383.97,0.60
49.38,384.47,0.46
49.86,384.97,-0.01
50.33,385.47,-0.25
50.81,385.97,-0.32
51.29,386.47,-0.37
51.76,386.97,-0.43
52.22,387.47,-0.46
52.69,387.97,-0.33
53.15,388.47,-0.09
53.59,388.97,-0.02
54.06,389.47,0.06
54.52,389.97,0.04
54.98,390.47,0.23
55.46,390.97,0.02
55.95,391.47,-0.19
56.41,391.97,-0.32
56.88,392.47,-0.27
57.35,392.97,-0.16
57.84,393.47,0.23
58.30,393.97,0.41
58.76,394.47,0.45
59.23,394.97,0.41
59.70,395.47,0.14
60.16,395.97,-0.20
60.63,396.47,-0.38
61.10,396.97,-0.60
61.58,397.47,-0.61
62.04,397.97,-0.56
62.52,398.47,-0.25
62.97,398.97,0.05
63.47,399.47,-0.33
63.92,399.97,-0.11
64.42,400.47,0.28
64.88,400.97,0.27
65.35,401.47,0.33
65.82,401.97,0.25
66.30,402.47,0.27
66.75,402.97,0.35
67.21,403.47,0.45
67.69,403.97,0.47
68.17,404.47,0.37
68.65,404.97,0.55
69.13,405.47,0.60
69.59,405.97,0.26
70.08,406.47,0.03
70.55,406.97,0.25
71.02,407.47,0.11
71.48,407.97,0.42
71.97,408.47,0.41
72.45,408.97,0.29
72.93,409.47,0.32
73.40,409.97,0.20
73.88,410.47,0.04
74.36,410.97,0.28
74.84,411.47,0.18
75.32,411.97,0.20
75.80,412.47,0.21
76.26,412.97,0.21
76.73,413.47,0.31
77.22,413.97,0.24
77.71,414.47,0.12
78.18,414.97,0.22
78.64,415.47,0.28
79.12,415.97,0.34
79.60,416.47,0.31
80.09,416.97,0.12
80.58,417.47,0.36
81.05,417.97,0.35
81.53,418.47,0.43
82.02,418.97,0.66
82.53,419.47,0.79
83.01,419.97,0.87
83.47,420.47,1.12
83.98,420.97,1.39
84.45,421.47,1.26
84.94,421.97,1.13
85.42,422.47,1.03
85.91,422.97,0.65
86.40,423.47,0.63
86.88,423.97,0.50
87.36,424.47,0.66
87.85,424.97,0.80
88.32,425.47,1.08
88.81,425.97,1.33
89.30,426.47,1.51
89.77,426.97,1.67
90.26,427.47,1.67
90.73,427.97,1.44
91.20,428.47,1.33
91.70,428.97,1.53
92.19,429.47,1.44
92.68,429.97,1.09
93.14,430.47,1.21
93.64,430.97,1.41
94.12,431.47,1.34
94.62,431.97,1.41
95.10,432.47,1.37
95.62,432.97,1.62
96.10,433.47,1.52
96.58,433.97,1.50
97.08,434.47,1.66
97.55,434.97,2.17
98.06,435.47,2.62
98.51,435.97,2.47
99.02,436.47,2.52
99.52,436.97,2.85
100.01,437.47,3.03
100.47,437.97,2.77
100.99,438.47,2.84
101.48,438.97,2.54
101.96,439.47,2.38
102.46,439.97,2.38
102.95,440.47,2.64
103.45,440.97,2.56
103.91,441.47,2.35
104.39,441.97,2.70
104.90,442.47,2.98
105.40,442.97,2.88
105.89,443.47,3.19
106.36,443.97,3.43
106.84,444.47,3.27
107.35,444.97,3.13
107.86,445.47,3.16
108.34,445.97,3.39
108.84,446.47,3.49
109.32,446.97,3.52
109.78,447.47,3.44
110.25,447.97,3.54
110.76,448.47,3.81
111.26,448.97,3.94
111.75,449.47,3.93
112.23,449.97,3.98
112.71,450.47,4.08
113.21,450.97,4.05
113.70,451.47,3.88
114.19,451.97,3.70
114.68,452.47,3.74
115.19,452.97,3.83
115.66,453.47,3.85
116.14,453.97,3.94
116.64,454.47,4.01
117.13,454.97,4.00
117.61,455.47,3.96
118.11,455.97,4.11
118.61,456.47,4.38
119.11,456.97,4.45
119.60,457.47,4.53
120.10,457.97,4.53
120.58,458.47,4.57
121.08,458.97,4.71
121.56,459.47,4.69
122.06,459.97,4.84
122.57,460.47,5.06
123.05,460.97,5.15
123.55,461.47,5.07
124.01,461.97,5.35
124.49,462.47,5.64
124.99,462.97,5.61
125.51,463.47,5.32
125.98,463.97,5.45
126.47,464.47,5.78
126.98,464.97,6.07
127.46,465.47,5.89
127.95,465.97,6.26
128.45,466.47,6.66
128.93,466.97,6.93
129.39,467.47,6.87
129.89,467.97,6.96
130.39,468.47,7.13
130.88,468.97,7.20
131.36,469.47,6.95
131.89,469.97,7.00
132.39,470.47,7.12
132.85,470.97,7.06
133.33,471.47,6.92
133.86,471.97,7.09
134.35,472.47,7.34
134.84,472.97,7.41
135.34,473.47,7.76
135.82,473.97,8.33
136.31,474.47,8.67
136.80,474.97,9.11
137.29,475.47,9.35
137.78,475.97,9.53
138.27,476.47,9.47
138.76,476.97,9.23
139.26,477.47,9.32
139.76,477.97,9.43
140.26,478.47,9.33
140.75,478.97,9.25
141.25,479.47,9.14
141.74,479.97,9.29
142.22,480.47,9.70
142.71,480.97,9.79
143.22,481.47,9.95
143.72,481.97,10.15
144.19,482.47,9.91
144.68,482.97,9.97
145.16,483.47,10.01
145.65,483.97,10.02
146.17,484.47,10.06
146.66,484.97,10.49
147.15,485.47,10.60
147.63,485.97,10.74
148.15,486.47,11.00
148.62,486.97,11.34
149.12,487.47,11.37
