Time (s),Temperature (K),HRR (W/g)
2.83,348.06,-4.04
7.21,348.56,-4.14
9.59,349.06,2.76
11.50,349.56,3.67
13.01,350.06,3.06
14.12,350.56,2.69
15.08,351.06,2.97
15.92,351.56,2.73
16.78,352.06,2.41
17.52,352.56,2.93
18.22,353.06,3.12
18.88,353.56,3.18
19.54,354.06,3.14
20.21,354.56,2.65
20.83,355.06,1.87
21.45,355.56,1.20
22.04,356.06,0.81
22.62,356.56,0.83
23.18,357.06,1.10
23.72,357.56,1.17
24.26,358.06,1.18
24.83,358.56,1.27
25.38,359.06,1.16
25.90,359.56,0.97
26.47,360.06,1.16
26.96,360.56,1.30
27.46,361.06,1.14
28.00,361.56,0.59
28.52,362.06,0.46
29.02,362.56,0.60
29.53,363.06,0.49
30.03,363.56,0.28
30.54,364.06,0.23
31.02,364.56,0.43
31.53,365.06,1.01
32.03,365.56,1.10
32.54,366.06,1.13
33.03,366.56,1.10
33.51,367.06,1.29
34.00,367.56,1.57
34.48,368.06,1.14
34.97,368.56,1.04
35.44,369.06,0.42
35.93,369.56,0.14
36.42,370.06,-0.06
36.90,370.56,-0.52
37.37,371.06,-0.43
37.84,371.56,-0.54
38.32,372.06,-0.35
38.80,372.56,0.04
39.27,373.06,0.43
39.76,373.56,0.68
40.24,374.06,0.57
40.70,374.56,0.32
41.17,375.06,0.21
41.65,375.56,0.14
42.10,376.06,-0.04
42.57,376.56,-0.22
43.06,377.06,-0.10
43.53,377.56,-0.12
44.00,378.06,0.06
44.48,378.56,0.16
44.95,379.06,0.41
45.41,379.56,0.32
45.87,380.06,0.16
46.35,380.56,-0.00
46.81,381.06,0.04
47.28,381.56,0.03
47.75,382.06,-0.02
48.21,382.56,0.02
48.68,383.06,0.09
49.16,383.56,0.17
49.62,384.06,0.32
50.10,384.56,0.29
50.55,385.06,0.28
50.98,385.56,0.14
51.48,386.06,-0.36
51.95,386.56,-0.11
52.43,387.06,0.32
52.88,387.56,0.22
53.34,388.06,0.29
53.83,388.56,0.28
54.31,389.06,0.44
54.78,389.56,0.59
55.23,390.06,0.45
55.68,390.56,0.23
56.15,391.06,0.11
56.63,391.56,-0.08
57.10,392.06,-0.09
57.56,392.56,-0.14
58.02,393.06,-0.40
58.50,393.56,-0.22
58.97,394.06,-0.19
59.43,394.56,0.11
59.90,395.06,0.29
60.35,395.56,0.43
60.83,396.06,0.47
61.31,396.56,0.42
61.78,397.06,0.42
62.26,397.56,0.41
62.74,398.06,0.09
63.21,398.56,-0.26
63.66,399.06,-0.38
64.13,399.56,-0.42
64.61,400.06,-0.21
65.09,400.56,-0.29
65.54,401.06,-0.21
66.02,401.56,-0.20
66.48,402.06,0.01
66.97,402.56,0.61
67.41,403.06,0.55
67.89,403.56,0.61
68.35,404.06,0.36
68.83,404.56,0.09
69.30,405.06,0.02
69.76,405.56,-0.26
70.24,406.06,-0.66
70.71,406.56,-0.91
71.18,407.06,-1.01
71.67,407.56,-0.81
72.17,408.06,-0.48
72.62,408.56,-0.44
73.11,409.06,-0.34
73.58,409.56,0.26
74.04,410.06,0.51
74.52,410.56,0.50
75.00,411.06,0.22
75.47,411.56,0.27
75.95,412.06,0.59
76.44,412.56,-0.10
76.89,413.06,-0.25
77.40,413.56,0.06
77.88,414.06,0.18
78.38,414.56,0.09
78.84,415.06,-0.13
79.30,415.56,-0.02
79.78,416.06,0.07
80.25,416.56,-0.15
80.72,417.06,-0.41
81.19,417.56,-0.57
81.69,418.06,-0.68
82.19,418.56,-0.52
82.65,419.06,-0.20
83.14,419.56,0.12
83.61,420.06,0.40
84.09,420.56,0.47
84.54,421.06,0.48
85.04,421.56,0.71
85.54,422.06,0.35
86.02,422.56,-0.06
86.48,423.06,-0.30
86.96,423.56,-0.61
87.46,424.06,-0.56
87.94,424.56,-0.83
88.43,425.06,-0.73
88.92,425.56,-0.44
89.39,426.06,-0.33
89.87,426.56,-0.17
90.35,427.06,0.06
90.86,427.56,0.35
91.34,428.06,0.43
91.81,428.56,0.24
92.31,429.06,0.11
92.79,429.56,0.17
93.28,430.06,-0.02
93.76,430.56,-0.19
94.24,431.06,0.01
94.72,431.56,0.31
95.21,432.06,0.42
95.69,432.56,0.34
96.17,433.06,0.21
96.68,433.56,0.17
97.17,434.06,-0.09
97.65,434.56,-0.37
98.13,435.06,-0.49
98.61,435.56,-0.61
99.10,436.06,-0.51
99.60,436.56,-0.25
100.06,437.06,-0.16
100.57,437.56,-0.22
101.07,438.06,-0.03
101.55,438.56,0.14
102.04,439.06,0.39
102.51,439.56,0.08
103.00,440.06,-0.17
103.50,440.56,-0.13
104.01,441.06,0.20
104.47,441.56,0.34
104.95,442.06,0.31
