Time (s),Temperature (C),HRR (W/g)
0,74.905,-1.953
0.5,74.948,-0.536
1,74.96,-1.095
1.501,74.953,-3.284
2.001,75.002,-8.151
2.5,75.028,-15.594
3,75.098,-24.547
3.501,75.114,-32.799
4.001,75.207,-40.82
4.5,75.269,-46.333
5.001,75.335,-49.051
5.501,75.412,-49.171
6.001,75.508,-47.303
6.5,75.624,-43.921
7,75.722,-37.25
7.501,75.814,-26.048
8.001,75.935,-12.257
8.501,76.056,-1.765
9.001,76.184,9.255
9.501,76.311,16.197
10,76.464,21.806
10.501,76.612,24.691
11.001,76.757,26.63
11.5,76.949,27.003
12,77.085,27.854
12.5,77.264,28.272
13,77.479,24.715
13.501,77.736,24.999
14.001,77.968,25.731
14.501,78.224,24.796
15,78.519,23.428
15.5,78.774,22.197
16,79.077,23.828
16.5,79.403,24.506
17.001,79.76,24.023
17.501,80.092,23.446
18.001,80.452,22.995
18.5,80.835,21.54
19.001,81.205,19.027
19.501,81.616,15.903
20,81.985,13.146
20.501,82.39,11.552
21.001,82.829,8.82
21.501,83.235,7.177
22.001,83.677,7.484
22.5,84.107,6.918
23.001,84.574,8.801
23.5,85.047,8.297
24,85.455,9.649
24.501,85.949,9.588
25.001,86.4,11.239
25.501,86.874,11.361
26,87.371,10.548
26.501,87.853,9.168
27.001,88.322,8.34
27.501,88.813,7.99
28.001,89.271,5.793
28.501,89.743,4.923
29,90.263,4.789
29.5,90.756,5.842
30.001,91.245,6.692
30.501,91.768,4.943
31.001,92.282,4.572
31.501,92.772,3.454
32.001,93.282,3.152
32.502,93.812,2.424
33.001,94.323,1.04
33.501,94.851,1.698
34.001,95.367,2.402
34.501,95.935,1.905
35,96.416,2.311
35.5,96.966,3.481
36.001,97.414,2.513
36.501,97.968,4.563
37.001,98.517,3.433
37.501,99.066,3.028
38,99.558,3.017
38.5,100.11,1.651
39.001,100.601,0.898
39.501,101.162,1.515
40.001,101.688,2.484
40.501,102.188,3.103
41.001,102.729,1.688
41.501,103.271,0.478
42.001,103.793,2.044
42.501,104.332,0.696
43.001,104.861,-0.856
43.501,105.374,-2.634
44.001,105.88,-2.005
44.501,106.461,-0.491
45.001,107.011,-1.019
45.501,107.537,-0.335
46.001,108.08,0.44
46.501,108.614,0.774
47.001,109.137,0.515
47.501,109.656,0.907
48.001,110.203,0.406
48.501,110.732,0.813
49.002,111.265,0.019
49.502,111.794,-0.551
50.002,112.326,-1.482
50.502,112.87,-0.981
51.002,113.407,-0.313
51.501,113.922,1.909
52.001,114.499,1.158
52.501,115.002,1.52
53.001,115.531,1.885
53.502,116.073,1.636
54.001,116.606,-1.187
54.501,117.177,-2.852
55.001,117.67,-4.922
55.501,118.212,-4.085
56.001,118.752,-4.121
56.501,119.281,-3.865
57.001,119.783,-1.697
57.501,120.345,1.211
58.001,120.904,1.679
58.501,121.426,0.726
59.001,121.945,0.998
59.501,122.496,-1.311
60.001,123.014,-2.947
60.501,123.564,-3.729
61.001,124.081,-4.263
61.501,124.605,-3.022
62.001,125.12,-2.247
62.502,125.702,-1.341
63.002,126.193,-0.392
63.501,126.737,1.676
64.001,127.255,-0.118
64.501,127.794,0.556
65.001,128.338,-0.365
65.502,128.878,-1.96
66.001,129.402,-2.155
66.501,129.931,-3.734
67.001,130.463,-2.516
67.501,130.981,-1.767
68.001,131.502,-1.513
68.501,132.06,-0.203
69.001,132.552,-0.563
69.501,133.079,-1.337
70.001,133.623,-1.259
70.501,134.137,-1.491
71.002,134.659,-2.212
71.502,135.17,-2.766
72.001,135.754,-2.068
72.501,136.26,-2.84
73.001,136.747,-2.255
73.501,137.302,-3.943
74.001,137.818,-3.997
74.501,138.31,-3.064
75.001,138.821,-1.693
75.502,139.38,-2.279
76.002,139.904,-3.193
76.502,140.444,-1.933
77.001,140.931,-3.432
77.501,141.456,-4.178
78.001,141.974,-2.705
78.501,142.478,-2.648
79.001,143.014,-2.577
79.501,143.524,-2.719
80.001,144.078,-2.357
80.501,144.565,-2.359
