Time (s),Temperature (K),HRR (W/g)
136.0,474.0,-0.71
136.49,474.5,-0.63
136.96,475.0,0.83
137.47,475.5,0.72
137.94,476.0,0.17
138.44,476.5,-0.54
138.92,477.0,-1.15
139.44,477.5,-1.08
139.94,478.0,-3.41
140.42,478.5,-3.2
140.9,479.0,-2.46
141.41,479.5,-1.58
141.92,480.0,-1.36
142.4,480.5,-1.19
142.88,481.0,0.51
143.39,481.5,1.61
143.86,482.0,1.68
144.35,482.5,1.61
144.84,483.0,1.2
145.33,483.5,1.01
145.82,484.0,-0.42
146.32,484.5,-1.8
146.81,485.0,-1.74
147.3,485.5,-1.29
147.81,486.0,-0.73
148.31,486.5,-0.43
148.8,487.0,0.84
149.28,487.5,1.72
149.77,488.0,1.58
150.29,488.5,0.91
150.78,489.0,0.21
151.26,489.5,-0.22
151.75,490.0,-1.76
152.25,490.5,-3.01
152.73,491.0,-2.47
153.22,491.5,-1.88
153.73,492.0,-1.49
154.22,492.5,-0.81
154.71,493.0,0.41
155.2,493.5,1.26
155.69,494.0,1.11
156.2,494.5,0.61
156.7,495.0,0.1
157.18,495.5,-0.4
157.68,496.0,-1.38
158.2,496.5,-2.56
158.68,497.0,-2.14
159.16,497.5,-0.98
159.64,498.0,-0.58
160.16,498.5,-0.21
160.67,499.0,0.59
161.15,499.5,1.38
161.63,500.0,1.06
162.14,500.5,0.39
162.64,501.0,0.15
163.12,501.5,-0.06
163.63,502.0,-0.64
164.13,502.5,-1.66
164.64,503.0,-1.33
165.15,503.5,-0.67
165.62,504.0,-0.52
166.12,504.5,-0.67
166.61,505.0,-0.51
167.11,505.5,0.63
167.6,506.0,0.87
168.09,506.5,0.64
168.58,507.0,0.41
169.1,507.5,0.29
169.59,508.0,0.18
170.07,508.5,-1.75
170.56,509.0,-2.16
171.04,509.5,-1.55
171.56,510.0,-0.98
172.08,510.5,-0.88
172.56,511.0,-0.57
173.08,511.5,1.0
173.58,512.0,1.28
174.04,512.5,0.65
174.57,513.0,-0.04
175.05,513.5,-0.22
175.52,514.0,-0.74
176.03,514.5,-2.6
176.54,515.0,-2.52
177.01,515.5,-1.65
177.5,516.0,-0.9
178.05,516.5,-0.27
178.5,517.0,-0.32
179.0,517.5,1.65
179.5,518.0,1.7
180.0,518.5,1.48
180.49,519.0,0.42
180.99,519.5,0.3
181.45,520.0,-0.06
182.0,520.5,-1.77
182.51,521.0,-2.46
182.98,521.5,-2.08
183.48,522.0,-1.72
183.96,522.5,-1.27
184.46,523.0,-1.35
184.97,523.5,0.68
185.45,524.0,1.05
185.94,524.5,0.72
186.44,525.0,0.59
186.92,525.5,0.23
187.45,526.0,0.39
187.92,526.5,-1.07
188.41,527.0,-1.39
188.91,527.5,-0.8
189.4,528.0,-0.56
189.91,528.5,-0.47
190.42,529.0,-0.7
190.93,529.5,-0.62
191.41,530.0,-0.51
191.9,530.5,-0.41
192.42,531.0,-0.48
192.91,531.5,-0.43
193.44,532.0,-0.23
193.94,532.5,-0.55
194.4,533.0,-0.69
194.95,533.5,-0.3
195.42,534.0,-0.54
195.9,534.5,-0.64
196.4,535.0,-0.68
196.91,535.5,-0.45
197.41,536.0,-0.28
197.93,536.5,-0.31
198.4,537.0,-0.66
198.91,537.5,-0.64
199.4,538.0,-0.63
199.9,538.5,-0.34
200.43,539.0,-0.04
200.9,539.5,-0.05
201.42,540.0,0.11
201.92,540.5,0.01
202.4,541.0,0.09
202.92,541.5,0.06
203.43,542.0,-0.22
203.92,542.5,-0.64
204.38,543.0,-0.41
204.9,543.5,-0.21
205.41,544.0,-0.23
205.92,544.5,-0.0
206.42,545.0,0.1
206.9,545.5,0.08
207.37,546.0,-0.3
207.89,546.5,-0.59
208.39,547.0,-0.55
208.88,547.5,-0.73
209.38,548.0,-1.04
209.87,548.5,-1.17
210.37,549.0,-0.92
210.88,549.5,-0.85
211.37,550.0,-0.69
211.85,550.5,-0.62
212.35,551.0,-0.17
212.85,551.5,0.08
213.35,552.0,0.11
213.86,552.5,0.05
214.37,553.0,-0.02
214.85,553.5,-0.37
215.35,554.0,-0.4
215.85,554.5,-0.27
216.35,555.0,-0.03
216.86,555.5,-0.08
217.37,556.0,-0.04
217.86,556.5,0.01
218.37,557.0,0.16
218.83,557.5,-0.04
219.34,558.0,-0.03
219.85,558.5,0.07
220.33,559.0,-0.06
220.82,559.5,-0.32
221.33,560.0,-0.48
221.83,560.5,-0.3
222.33,561.0,-0.29
222.83,561.5,-0.23
223.33,562.0,0.01
223.82,562.5,-0.04
224.31,563.0,0.09
224.82,563.5,0.31
225.31,564.0,0.37
225.83,564.5,0.37
226.35,565.0,0.45
226.83,565.5,0.65
227.33,566.0,0.32
227.85,566.5,0.11
228.33,567.0,-0.06
228.83,567.5,-0.31
229.32,568.0,-0.61
229.8,568.5,-0.99
230.31,569.0,-1.21
230.8,569.5,-0.98
231.31,570.0,-0.69
231.8,570.5,-0.61
232.31,571.0,-0.36
232.81,571.5,0.22
233.3,572.0,0.48
233.79,572.5,0.57
234.29,573.0,0.64
234.78,573.5,0.52
235.28,574.0,0.52
235.8,574.5,0.41
236.3,575.0,0.19
236.79,575.5,-0.07
237.28,576.0,-0.03
237.78,576.5,0.33
238.31,577.0,0.51
238.8,577.5,0.5
239.31,578.0,0.56
239.82,578.5,0.64
240.31,579.0,0.4
240.82,579.5,0.36
241.32,580.0,0.35
241.8,580.5,0.16
242.31,581.0,-0.16
242.8,581.5,-0.27
243.29,582.0,-0.1
243.8,582.5,-0.15
244.3,583.0,-0.13
244.8,583.5,0.35
245.3,584.0,0.63
245.79,584.5,0.68
246.3,585.0,0.76
246.8,585.5,0.71
247.29,586.0,0.67
247.79,586.5,0.75
248.29,587.0,0.79
248.8,587.5,0.96
249.28,588.0,0.91
249.78,588.5,0.74
250.29,589.0,0.91
250.77,589.5,1.36
251.27,590.0,1.31
251.8,590.5,1.01
252.3,591.0,1.01
252.79,591.5,1.02
253.29,592.0,0.77
253.79,592.5,0.56
254.3,593.0,0.73
254.81,593.5,1.02
255.31,594.0,0.93
255.78,594.5,0.85
256.27,595.0,0.82
256.78,595.5,1.11
257.28,596.0,1.19
257.77,596.5,0.96
258.28,597.0,0.8
258.78,597.5,1.22
259.27,598.0,1.75
259.76,598.5,1.78
260.27,599.0,1.68
260.78,599.5,1.79
261.29,600.0,1.82
261.79,600.5,1.29
262.27,601.0,0.51
262.76,601.5,0.24
263.27,602.0,0.11
263.78,602.5,0.07
264.28,603.0,0.21
264.77,603.5,0.37
265.25,604.0,0.45
265.74,604.5,0.66
266.23,605.0,1.22
266.72,605.5,1.39
267.24,606.0,1.26
267.75,606.5,1.16
268.23,607.0,1.12
268.73,607.5,1.34
269.24,608.0,1.47
269.75,608.5,1.49
270.26,609.0,1.49
270.75,609.5,1.39
271.25,610.0,1.42
271.75,610.5,1.43
272.24,611.0,1.24
272.73,611.5,1.56
273.23,612.0,1.76
273.74,612.5,1.54
274.23,613.0,1.67
274.73,613.5,1.69
275.24,614.0,1.36
275.73,614.5,1.06
276.22,615.0,1.08
276.73,615.5,1.29
277.22,616.0,1.25
277.72,616.5,1.39
278.23,617.0,1.75
278.73,617.5,1.74
279.23,618.0,1.58
279.73,618.5,1.76
280.24,619.0,2.05
280.75,619.5,2.15
281.24,620.0,2.16
281.72,620.5,2.08
282.21,621.0,2.03
282.72,621.5,2.03
283.23,622.0,2.05
283.72,622.5,2.17
284.2,623.0,2.42
284.71,623.5,2.76
285.22,624.0,2.78
285.73,624.5,2.76
286.22,625.0,2.86
286.72,625.5,2.77
287.24,626.0,2.54
287.74,626.5,2.35
288.23,627.0,2.52
288.75,627.5,2.98
289.24,628.0,3.36
289.73,628.5,3.44
290.24,629.0,3.6
290.73,629.5,3.99
291.23,630.0,4.19
291.73,630.5,4.4
292.22,631.0,4.45
292.71,631.5,4.08
293.21,632.0,4.15
293.73,632.5,4.04
294.23,633.0,3.94
294.72,633.5,3.69
295.24,634.0,3.52
295.73,634.5,3.67
296.21,635.0,3.65
296.7,635.5,3.95
297.21,636.0,4.75
297.71,636.5,5.3
298.2,637.0,5.72
298.72,637.5,6.02
299.23,638.0,6.05
299.71,638.5,6.06
300.23,639.0,6.04
300.72,639.5,6.18
301.24,640.0,6.54
301.72,640.5,6.84
302.2,641.0,6.56
302.74,641.5,6.65
303.23,642.0,6.97
303.71,642.5,7.03
304.2,643.0,7.11
304.71,643.5,7.07
305.2,644.0,7.36
305.71,644.5,8.05
306.22,645.0,8.52
306.71,645.5,8.82
307.21,646.0,9.16
307.71,646.5,9.53
308.21,647.0,9.95
308.7,647.5,10.28
309.2,648.0,10.43
309.7,648.5,10.74
310.19,649.0,11.0
310.71,649.5,11.35
311.21,650.0,11.63
311.71,650.5,12.11
312.24,651.0,12.63
312.74,651.5,13.03
313.23,652.0,13.3
313.73,652.5,13.84
314.23,653.0,14.65
314.72,653.5,15.23
315.21,654.0,15.73
315.7,654.5,16.33
316.18,655.0,17.07
316.68,655.5,17.62
317.19,656.0,18.31
317.69,656.5,19.06
318.19,657.0,19.87
318.7,657.5,20.59
319.19,658.0,21.86
319.7,658.5,23.16
320.22,659.0,24.6
320.72,659.5,26.2
321.22,660.0,28.14
321.71,660.5,29.72
322.21,661.0,31.49
322.73,661.5,33.66
323.22,662.0,36.03
323.7,662.5,38.3
324.22,663.0,40.92
324.74,663.5,43.74
325.22,664.0,46.41
325.72,664.5,48.94
326.23,665.0,51.91
326.71,665.5,55.23
327.22,666.0,58.8
327.72,666.5,63.08
328.23,667.0,67.72
328.72,667.5,72.45
329.2,668.0,76.72
329.7,668.5,80.55
330.21,669.0,84.03
330.72,669.5,86.23
331.21,670.0,87.88
331.7,670.5,89.54
332.21,671.0,90.9
332.71,671.5,91.81
333.21,672.0,91.22
333.7,672.5,89.3
334.19,673.0,86.43
334.7,673.5,83.33
335.2,674.0,80.88
335.7,674.5,80.29
336.2,675.0,81.62
336.69,675.5,85.17
337.19,676.0,91.26
337.71,676.5,100.57
338.21,677.0,112.21
338.7,677.5,124.78
339.21,678.0,138.12
339.72,678.5,148.89
340.22,679.0,155.41
340.73,679.5,157.1
341.22,680.0,155.27
341.7,680.5,152.13
342.2,681.0,150.52
342.71,681.5,153.77
343.22,682.0,162.01
343.74,682.5,173.31
344.23,683.0,183.2
344.73,683.5,190.23
345.22,684.0,194.2
345.71,684.5,197.65
346.23,685.0,203.9
346.73,685.5,214.02
347.21,686.0,226.72
347.72,686.5,240.35
348.22,687.0,251.04
348.73,687.5,257.72
349.23,688.0,262.97
349.75,688.5,270.89
350.24,689.0,281.52
350.72,689.5,293.35
351.22,690.0,304.64
351.75,690.5,315.76
352.25,691.0,328.29
352.74,691.5,341.88
353.25,692.0,355.01
353.74,692.5,366.59
354.27,693.0,378.11
354.76,693.5,388.73
355.25,694.0,399.25
355.77,694.5,410.28
356.28,695.0,421.29
356.76,695.5,433.3
357.28,696.0,448.03
357.8,696.5,464.55
358.3,697.0,481.46
358.8,697.5,498.53
359.33,698.0,516.88
359.83,698.5,533.48
360.33,699.0,549.46
360.83,699.5,565.57
361.31,700.0,582.24
361.83,700.5,600.97
362.34,701.0,619.02
362.83,701.5,635.7
363.34,702.0,653.0
363.84,702.5,670.47
364.35,703.0,689.66
364.86,703.5,709.58
365.35,704.0,728.57
365.88,704.5,748.9
366.4,705.0,768.46
366.9,705.5,786.98
367.41,706.0,805.51
367.93,706.5,824.52
368.43,707.0,841.27
368.97,707.5,858.57
369.45,708.0,873.97
369.95,708.5,889.43
370.47,709.0,905.92
370.96,709.5,921.55
371.48,710.0,938.27
371.98,710.5,954.97
372.49,711.0,970.96
372.99,711.5,986.29
373.49,712.0,999.58
374.0,712.5,1011.72
374.51,713.0,1021.73
375.06,713.5,1030.78
375.54,714.0,1038.45
376.05,714.5,1047.01
376.57,715.0,1055.1
377.06,715.5,1062.33
377.58,716.0,1068.34
378.07,716.5,1072.36
378.6,717.0,1075.8
379.1,717.5,1078.08
379.61,718.0,1079.36
380.11,718.5,1080.12
380.64,719.0,1080.22
381.13,719.5,1079.55
381.63,720.0,1078.21
382.12,720.5,1075.72
382.66,721.0,1071.13
383.17,721.5,1065.07
383.66,722.0,1058.73
384.17,722.5,1052.42
384.68,723.0,1045.76
385.19,723.5,1038.71
385.7,724.0,1030.36
386.19,724.5,1021.05
386.67,725.0,1010.45
387.18,725.5,997.63
387.69,726.0,983.27
388.2,726.5,967.2
388.7,727.0,949.23
389.22,727.5,928.74
389.72,728.0,906.54
