Time (s),Temperature (C),HRR (W/g)
0,75.239,-6.498
0.5,75.217,-5.91
1,75.216,-5.75
1.5,75.255,-6.871
2,75.281,-7.651
2.5,75.258,-10.122
3,75.305,-12.482
3.501,75.332,-15.294
4,75.396,-17.374
4.5,75.446,-19.022
5,75.496,-19.173
5.5,75.568,-19.991
6.001,75.659,-19.171
6.501,75.748,-17.564
7.001,75.82,-14.706
7.5,75.93,-11.345
8,76.023,-7.165
8.5,76.165,-3.352
9,76.273,-0.29
9.501,76.385,1.741
10.001,76.546,3.457
10.501,76.647,4.801
11.001,76.788,5.675
11.501,76.975,5.964
12,77.142,6.169
12.5,77.33,5.57
13,77.511,5.246
13.5,77.722,5.346
14,77.961,5.19
14.501,78.179,4.827
15.001,78.469,4.372
15.5,78.773,4.403
16.001,79.044,4.813
16.5,79.414,4.649
17.001,79.725,4.577
17.501,80.076,4.385
18.001,80.45,4.558
18.5,80.816,4.217
19,81.173,2.995
19.5,81.59,2.551
20,81.956,2.36
20.5,82.379,1.811
21,82.785,1.002
21.5,83.214,1.081
22,83.63,0.893
22.5,84.09,0.734
23.001,84.552,0.116
23.501,84.996,-0.142
24.001,85.422,-0.458
24.501,85.894,-0.42
25.001,86.364,-1.071
25.501,86.813,-0.727
26.001,87.299,-0.947
26.5,87.786,-1.111
27.001,88.257,-1.142
27.5,88.771,-1.51
28,89.246,-1.49
28.501,89.758,-1.257
29.001,90.245,-1.259
29.501,90.741,-1.308
30.001,91.237,-0.851
30.501,91.745,-1.308
31.001,92.255,-1.304
31.501,92.732,-1.65
32.001,93.26,-1.76
32.501,93.767,-1.735
33,94.282,-1.828
33.5,94.806,-2.245
34.001,95.326,-2.302
34.5,95.825,-1.905
35.001,96.319,-1.293
35.501,96.841,-1.249
36,97.392,-1.334
36.501,97.89,-0.92
37,98.451,-1.104
37.5,98.969,-1.056
38,99.466,-0.65
38.501,100.027,-1.201
39.001,100.498,-1.378
39.501,101.055,-2.005
40.001,101.587,-2.508
40.501,102.087,-2.614
41.001,102.636,-3.458
41.501,103.176,-3.127
42.001,103.701,-2.45
42.501,104.227,-2.33
43.001,104.76,-2.272
43.501,105.305,-2.181
44.001,105.849,-2.026
44.501,106.388,-2.251
45.001,106.872,-2.501
45.501,107.444,-2.211
46.001,108.006,-2.183
46.501,108.506,-2.156
