Time (s),Temperature (C),HRR (W/g)
0,74.866,0.653
0.5,74.847,0.638
1,74.856,0.466
1.501,74.832,0.062
2.001,74.864,-1.494
2.501,74.88,-3.581
3.001,74.882,-5.517
3.5,74.937,-7.834
4,74.952,-9.53
4.5,75.015,-10.438
5,75.048,-11.321
5.5,75.14,-11.309
6,75.172,-11.027
6.5,75.285,-9.837
7,75.358,-8.305
7.5,75.464,-5.642
8,75.567,-2.669
8.5,75.652,0.553
9,75.77,2.728
9.5,75.921,4.288
10,76.008,5.944
10.501,76.172,6.972
11.001,76.291,7.2
11.5,76.442,7.677
12,76.605,8.013
12.501,76.783,8.278
13.001,76.975,7.943
13.5,77.166,7.965
14,77.392,7.799
14.5,77.661,7.941
15,77.911,7.542
15.5,78.186,6.905
16,78.474,6.695
16.5,78.809,6.368
17.001,79.121,5.702
17.501,79.453,5.81
18.001,79.788,5.596
18.5,80.132,5.677
19,80.549,5.158
19.501,80.936,5.039
20.001,81.323,4.964
20.501,81.709,4.912
21,82.121,4.705
21.5,82.545,4.652
22,82.951,4.337
22.5,83.398,3.994
23,83.846,3.514
23.501,84.288,3.332
24.001,84.763,2.99
24.501,85.173,3.009
25,85.649,2.848
25.501,86.113,2.57
26.001,86.594,2.232
26.501,87.066,2.479
27.001,87.555,2.294
27.5,88.026,2.704
28.001,88.53,2.765
28.501,89.015,2.31
29.001,89.495,2.212
29.5,89.989,1.969
30.001,90.492,1.59
30.501,90.988,1.314
31,91.468,1.428
31.5,92.031,1.336
32,92.477,1.683
32.5,93.01,1.784
33,93.529,1.796
33.5,94.024,1.879
34,94.535,1.684
34.501,95.063,1.623
35.001,95.618,1.179
35.5,96.145,1.285
36.001,96.644,1.421
36.501,97.155,1.778
37.001,97.672,1.648
37.501,98.215,1.544
38.001,98.759,1.444
38.501,99.269,1.632
39,99.793,0.84
39.501,100.32,0.701
40.001,100.842,0.618
40.5,101.397,0.614
41,101.91,0.607
41.5,102.444,1.021
42,102.961,1.24
42.501,103.465,1.315
43.001,104.014,1.36
43.5,104.577,1.06
44.001,105.103,1.211
44.501,105.642,1.626
45.001,106.15,1.357
45.5,106.689,1.256
46.001,107.226,1.167
46.501,107.788,1.24
47,108.282,0.891
47.501,108.812,0.79
48.001,109.344,0.864
48.501,109.912,0.914
49.001,110.428,1.092
49.501,110.976,0.828
50.001,111.517,0.648
50.5,112.053,0.84
51.001,112.609,0.85
51.501,113.123,0.905
52.001,113.651,0.888
52.501,114.188,0.917
53.001,114.744,1.09
53.501,115.283,1.398
54.001,115.805,1.593
54.501,116.374,1.413
55.001,116.86,1.297
55.501,117.39,1.29
56.001,117.938,1.444
56.501,118.505,0.917
57.001,118.969,0.577
57.501,119.531,0.947
58.001,120.064,0.881
58.501,120.592,0.631
59.001,121.148,0.465
59.5,121.693,0.649
60,122.206,0.75
60.501,122.762,0.654
61.001,123.288,0.779
61.501,123.789,0.663
62.001,124.331,0.671
62.501,124.854,1.032
63.001,125.381,1.031
63.501,125.938,1.266
64.001,126.451,1.136
64.501,126.998,1.332
65.001,127.509,1.375
65.501,128.044,1.726
66.001,128.582,1.449
66.501,129.117,1.623
67.001,129.652,1.216
67.501,130.166,0.975
68.001,130.717,0.978
68.501,131.218,0.989
69.001,131.753,1.086
69.501,132.26,1.086
70.001,132.842,0.897
70.502,133.338,1.241
71.002,133.871,1.344
71.501,134.414,1.465
72.002,134.926,1.256
72.502,135.425,1.271
73.002,135.978,1.67
73.501,136.561,1.689
74.001,137.039,1.675
74.502,137.569,1.841
75.001,138.099,1.813
75.501,138.569,1.849
76.001,139.134,1.698
76.501,139.66,1.775
77.001,140.149,1.482
77.502,140.655,1.381
78.002,141.211,1.561
78.501,141.728,1.345
79.001,142.275,1.309
79.501,142.803,1.779
80.001,143.321,1.932
80.502,143.806,1.815
81.002,144.357,2.022
81.502,144.866,2.2
82.002,145.4,1.745
82.502,145.892,1.989
83.001,146.414,1.515
83.501,146.95,1.573
84.001,147.474,1.809
84.502,147.973,1.767
85.001,148.486,1.785
85.501,149.028,1.967
86.001,149.554,2.005
86.501,150.071,2.283
87.001,150.604,2.422
87.501,151.121,2.599
88.001,151.612,2.401
88.501,152.147,2.444
89.002,152.68,2.299
89.502,153.168,2.348
90.001,153.646,1.902
90.501,154.166,2.529
91.001,154.676,2.599
91.501,155.236,2.889
92.001,155.742,2.939
92.501,156.22,3.019
93.001,156.777,2.986
93.501,157.288,2.899
94.001,157.791,2.68
94.501,158.318,2.825
95.002,158.817,2.842
95.502,159.327,2.844
96.002,159.821,2.724
96.502,160.343,2.823
97.002,160.88,2.964
97.501,161.39,2.85
98.001,161.902,2.892
98.501,162.414,2.809
99.002,162.935,2.967
99.502,163.443,3.088
100.002,163.953,3.28
100.502,164.443,3.376
101.001,164.99,3.452
101.501,165.504,3.575
102.002,166.018,4.056
102.502,166.489,3.815
103.003,167.019,4.284
103.502,167.552,4.24
104.002,168.021,4.571
104.501,168.575,4.447
105.001,169.062,4.309
105.501,169.573,4.364
106.001,170.079,4.596
106.502,170.585,4.274
107.002,171.115,4.07
107.502,171.616,3.736
108.001,172.134,3.652
108.501,172.647,3.625
109.001,173.185,3.921
109.502,173.676,4.203
110.001,174.197,4.065
110.501,174.71,4.566
111.001,175.235,4.858
111.501,175.734,5.006
112.001,176.238,5.018
112.502,176.747,5.132
113.001,177.25,4.825
113.501,177.762,5.031
114.002,178.291,5.276
114.501,178.775,5.376
115.001,179.285,5.496
115.501,179.85,5.419
116.001,180.329,5.207
116.502,180.839,5.442
117.002,181.318,5.106
117.502,181.845,5.18
118.002,182.39,5.036
118.501,182.892,5.154
119.001,183.372,5.101
119.502,183.902,5.093
120.001,184.396,5.102
120.502,184.894,4.977
121.002,185.433,5.399
121.502,185.927,5.707
122.002,186.437,5.881
122.502,186.941,5.695
123.001,187.439,5.736
123.502,187.955,5.866
124.002,188.462,6.018
124.501,188.969,5.961
125.001,189.496,5.789
125.502,190.022,5.849
126.002,190.516,5.93
126.502,191.029,6.34
127.002,191.541,6.064
127.502,192.047,6.084
128.002,192.568,6.063
128.502,193.069,6.158
129.002,193.589,5.997
129.502,194.084,6.017
130.002,194.614,6.098
130.501,195.122,6.075
131.002,195.592,6.001
131.502,196.106,6.142
132.003,196.614,6.047
132.503,197.158,6.214
133.002,197.634,6.427
133.502,198.162,6.607
134.002,198.659,6.682
134.501,199.182,6.421
135.001,199.685,6.273
135.501,200.212,6.158
136.002,200.682,6.021
136.502,201.212,5.941
137.001,201.743,6.047
137.501,202.255,5.993
138.002,202.734,6.045
138.502,203.242,6.085
139.001,203.76,6.554
139.502,204.253,6.842
140.002,204.772,6.848
140.502,205.254,6.489
141.002,205.779,6.408
141.502,206.286,6.005
142.002,206.793,6.052
142.502,207.282,5.979
143.001,207.788,5.984
143.501,208.305,6.306
144.002,208.793,6.698
144.502,209.332,6.419
145.002,209.856,6.908
145.502,210.339,7.214
146.002,210.839,7.097
146.502,211.36,7.154
147.002,211.851,6.983
147.502,212.358,6.898
148.002,212.843,6.776
148.502,213.38,6.582
149.002,213.879,6.601
149.502,214.37,6.55
150.002,214.884,7.118
150.502,215.394,7.387
151.002,215.917,7.218
151.502,216.428,7.608
152.002,216.934,7.517
152.502,217.434,7.881
153.003,217.93,7.841
153.503,218.449,7.673
154.002,218.931,7.516
154.502,219.442,7.615
155.003,219.959,7.736
155.503,220.442,7.701
156.002,220.968,7.83
156.503,221.455,8.639
157.002,221.986,8.898
157.502,222.478,9.06
158.002,222.973,8.636
158.502,223.497,8.631
159.002,223.977,8.798
159.502,224.484,8.481
160.002,224.988,8.511
160.502,225.523,8.44
161.002,226.016,8.303
161.502,226.538,8.909
162.002,227.015,9.033
162.503,227.517,8.901
163.003,228.013,8.88
163.502,228.554,9.517
164.002,229.046,9.598
164.502,229.543,9.502
165.002,230.074,9.994
165.502,230.541,10.077
166.002,231.057,10.3
166.502,231.565,10.143
167.003,232.067,10.255
167.502,232.58,10.341
168.002,233.058,10.45
168.502,233.558,10.105
169.002,234.074,10.278
169.503,234.569,10.608
170.002,235.108,10.762
170.502,235.606,10.855
171.002,236.067,10.972
171.502,236.578,11.511
172.003,237.088,11.282
172.502,237.59,11.382
173.002,238.09,11.42
173.502,238.615,11.361
174.002,239.106,11.337
174.502,239.613,11.757
175.003,240.101,11.624
175.503,240.614,12.096
176.002,241.102,12.513
176.502,241.627,12.548
177.002,242.141,12.252
177.502,242.656,12.318
178.003,243.116,12.319
178.503,243.634,12.336
179.002,244.129,12.114
179.503,244.663,12.038
180.002,245.159,12.904
180.502,245.64,13.193
181.002,246.146,13.173
181.503,246.694,13.38
182.003,247.163,13.693
182.502,247.689,13.726
183.002,248.167,13.604
183.502,248.684,13.845
184.003,249.157,14.351
184.503,249.698,14.823
185.003,250.187,15.051
185.503,250.669,15.211
186.003,251.185,15.288
186.503,251.683,15.496
187.002,252.202,15.648
187.502,252.718,15.973
188.003,253.246,15.947
188.503,253.741,15.864
189.002,254.24,15.953
189.502,254.713,16.489
190.003,255.236,16.6
190.503,255.764,17.145
191.003,256.24,17.305
191.503,256.761,17.437
192.003,257.238,17.501
192.502,257.739,17.638
193.003,258.26,17.891
193.503,258.733,18.004
194.003,259.249,18.264
194.502,259.748,18.744
195.002,260.22,18.901
195.502,260.734,18.915
196.002,261.235,19.05
196.503,261.74,19.403
197.003,262.228,19.617
197.503,262.728,20.011
198.003,263.262,20.433
198.503,263.759,20.879
199.003,264.271,21.408
199.503,264.762,21.744
200.003,265.258,22.339
200.503,265.803,22.338
201.002,266.254,22.348
201.502,266.764,22.605
202.003,267.221,22.604
202.504,267.776,23.13
203.004,268.293,23.063
203.503,268.755,23.316
204.002,269.286,23.741
204.503,269.742,24.025
205.003,270.244,24.547
205.503,270.789,24.877
206.003,271.287,25.259
206.503,271.781,25.702
207.003,272.261,25.84
207.503,272.779,26.571
208.003,273.291,27.06
208.503,273.781,27.111
209.002,274.295,27.32
209.503,274.774,27.431
210.004,275.264,27.844
210.503,275.774,27.933
211.003,276.261,27.808
211.503,276.753,28.05
212.003,277.282,28.701
212.503,277.75,28.975
213.003,278.294,29.49
213.503,278.817,29.942
214.003,279.277,30.397
214.503,279.795,31.078
215.003,280.287,31.319
215.503,280.798,31.614
216.003,281.301,32.075
216.503,281.793,32.155
217.003,282.29,32.382
217.503,282.836,32.453
218.003,283.308,32.972
218.503,283.802,33.162
219.003,284.314,33.522
219.503,284.794,33.947
220.002,285.334,34.246
220.503,285.796,34.368
221.003,286.304,34.912
221.503,286.826,35.198
222.003,287.328,35.583
222.503,287.789,36.187
223.003,288.284,36.54
223.503,288.793,36.741
224.003,289.31,37.202
224.503,289.788,37.411
225.004,290.323,37.953
225.504,290.802,38.302
226.003,291.283,38.578
226.503,291.811,38.886
227.004,292.316,39.23
227.503,292.776,39.305
228.003,293.299,39.708
228.504,293.811,40.13
229.004,294.294,40.388
229.503,294.788,41.023
230.002,295.295,41.549
230.503,295.82,41.705
231.003,296.33,41.522
231.503,296.824,41.707
232.003,297.353,41.896
232.503,297.837,42.112
233.003,298.333,42.088
233.503,298.851,42.287
234.004,299.337,42.865
234.504,299.86,43.447
235.004,300.334,43.542
235.504,300.839,43.826
236.004,301.336,44.154
236.503,301.843,44.244
237.003,302.357,44.374
237.503,302.824,44.368
238.003,303.349,44.717
238.503,303.829,44.736
239.003,304.366,45.351
239.503,304.85,45.595
240.004,305.339,46.385
240.503,305.856,46.584
241.003,306.348,46.862
241.504,306.824,46.919
242.003,307.344,47.26
242.503,307.829,47.694
243.003,308.369,47.809
243.503,308.807,47.875
244.003,309.338,48.242
244.503,309.823,48.541
245.004,310.341,48.926
245.504,310.825,49.137
246.003,311.32,49.471
246.504,311.814,49.897
247.003,312.324,50.225
247.503,312.828,50.702
248.003,313.309,50.723
248.504,313.819,50.907
249.004,314.317,51.102
249.503,314.785,51.407
250.003,315.346,51.503
250.504,315.835,52.166
251.004,316.332,52.698
251.504,316.827,53.1
252.003,317.302,53.468
252.503,317.837,53.977
253.004,318.334,54.705
253.504,318.827,54.7
254.003,319.298,54.929
254.504,319.827,55.542
255.004,320.323,55.828
255.504,320.817,56.066
256.003,321.348,56.526
256.504,321.835,56.801
257.004,322.341,57.673
257.503,322.849,57.72
258.004,323.33,58.368
258.504,323.822,58.911
259.004,324.342,59.373
259.504,324.846,60.443
260.004,325.328,60.678
260.504,325.851,61.482
261.004,326.344,61.849
261.504,326.853,62.504
262.004,327.342,62.987
262.504,327.855,64.005
263.004,328.347,64.73
263.503,328.859,65.148
264.003,329.334,65.679
264.504,329.828,66.367
265.004,330.365,66.795
265.504,330.856,67.464
266.004,331.381,67.472
266.504,331.859,68.229
267.004,332.376,68.678
267.503,332.87,69.292
268.004,333.354,69.538
268.504,333.854,70.024
269.004,334.367,70.935
269.504,334.844,71.57
270.004,335.354,72.534
270.504,335.876,73.174
271.003,336.354,73.519
271.503,336.875,74.53
272.004,337.367,74.967
272.504,337.86,75.525
273.004,338.366,76.141
273.504,338.874,76.596
274.004,339.388,77.422
274.504,339.865,77.725
275.004,340.397,78.278
275.504,340.851,79.076
276.005,341.379,79.587
276.504,341.874,79.935
277.004,342.356,80.48
277.504,342.88,81.106
278.003,343.36,81.634
278.503,343.886,81.964
279.003,344.393,82.293
279.504,344.894,83.002
280.004,345.375,83.62
280.504,345.866,83.55
281.004,346.372,84.019
281.504,346.896,84.675
282.004,347.357,85.183
282.504,347.887,85.333
283.004,348.394,85.628
283.503,348.86,86.225
284.003,349.37,86.598
284.503,349.919,87.179
285.004,350.388,87.652
285.504,350.901,87.933
286.003,351.415,88.139
286.504,351.902,88.58
287.004,352.398,88.95
287.503,352.886,88.997
288.004,353.377,89.575
288.504,353.9,89.905
289.004,354.399,90.26
289.504,354.9,90.313
290.003,355.385,90.97
290.504,355.887,90.77
291.004,356.386,91.104
291.503,356.898,91.436
292.003,357.402,91.936
292.503,357.911,92.276
293.003,358.399,92.448
293.503,358.892,93.449
294.004,359.379,93.79
294.504,359.924,94.193
295.003,360.383,94.584
295.503,360.897,94.855
296.004,361.4,95.351
296.504,361.898,96.041
297.004,362.419,96.212
297.504,362.9,96.589
298.004,363.413,97.126
298.504,363.906,97.452
299.003,364.373,98.085
299.504,364.92,98.644
300.004,365.377,99.513
300.504,365.906,100.143
301.004,366.398,100.994
301.504,366.907,101.642
302.004,367.403,102.335
302.504,367.887,103.297
303.004,368.408,103.357
303.503,368.899,104.018
304.003,369.41,104.419
304.503,369.898,105.519
305.004,370.423,106.212
305.504,370.903,107.118
306.003,371.401,108.2
306.503,371.914,109.458
307.004,372.412,110.512
307.504,372.923,111.525
308.004,373.451,112.546
308.504,373.937,113.145
309.004,374.417,114.225
309.504,374.916,114.994
310.004,375.432,116.058
310.504,375.927,117.132
311.004,376.4,118.15
311.504,376.901,119.452
312.004,377.427,120.268
312.504,377.892,121.346
313.004,378.364,122.868
313.504,378.905,124.012
314.004,379.418,125.085
314.504,379.908,126.13
315.004,380.404,127.272
315.503,380.918,128.483
316.003,381.419,129.232
316.504,381.897,130.436
317.004,382.429,131.45
317.504,382.924,132.572
318.004,383.379,133.61
318.504,383.932,134.672
319.004,384.435,135.603
319.504,384.909,136.729
320.004,385.407,137.534
320.504,385.9,138.112
321.004,386.393,139.217
321.503,386.913,139.835
322.004,387.414,140.101
322.504,387.913,140.703
323.004,388.42,141.417
323.504,388.896,142.329
324.004,389.389,142.715
324.504,389.907,142.85
325.004,390.397,143.22
325.504,390.904,143.46
326.005,391.396,143.741
326.504,391.901,143.674
327.004,392.388,143.809
327.504,392.909,143.544
328.004,393.386,143.581
328.504,393.88,142.867
329.004,394.387,142.416
329.504,394.883,141.14
330.004,395.402,140.526
330.504,395.891,139.103
331.004,396.384,137.743
331.504,396.882,136.324
332.004,397.385,134.732
332.505,397.893,133.324
333.005,398.38,131.481
333.504,398.883,129.379
334.004,399.387,127.132
334.504,399.908,124.885
335.004,400.374,122.409
335.505,400.896,119.648
336.005,401.374,117.067
336.504,401.895,114.322
337.004,402.372,111.374
337.504,402.888,108.357
338.004,403.384,105.03
338.505,403.888,101.529
339.005,404.417,97.529
339.504,404.87,94.041
340.004,405.402,90.061
340.504,405.889,86.613
341.004,406.402,82.454
341.504,406.897,78.947
342.004,407.419,75.643
342.504,407.916,72.398
343.004,408.409,68.786
343.504,408.904,65.623
344.004,409.455,61.931
344.504,409.947,58.64
345.004,410.445,55.202
345.504,410.943,51.869
346.004,411.441,48.67
346.505,411.967,45.797
347.005,412.454,43.003
347.504,412.987,40.403
348.004,413.47,37.934
348.504,413.995,35.64
349.005,414.497,33.381
349.505,414.987,31.726
350.005,415.466,29.911
350.505,415.991,27.828
351.004,416.504,26.628
351.504,416.991,25.098
352.005,417.509,23.529
352.504,418.011,22.22
353.004,418.529,21.164
353.504,419.004,20.345
354.004,419.514,19.659
354.505,420,18.676
355.005,420.529,17.952
355.505,421.032,17.307
356.005,421.549,17.057
356.505,422.037,16.742
357.004,422.563,16.153
357.505,423.033,16.459
358.005,423.554,16.244
358.505,424.027,16.133
359.005,424.543,15.654
359.504,425.081,15.305
360.004,425.553,15.631
360.504,426.054,15.63
361.005,426.546,15.575
361.504,427.069,15.788
362.004,427.533,15.877
362.505,428.052,16.175
363.005,428.541,16.068
363.504,429.051,15.683
364.004,429.537,15.644
364.504,430.058,15.391
365.004,430.521,15.485
365.505,431.047,15.532
366.004,431.535,15.504
366.505,432.035,15.654
367.005,432.551,15.519
367.505,433,15.432
368.005,433.525,15.347
368.505,434.049,15.038
369.005,434.526,15.131
369.505,435.046,14.555
370.005,435.581,14.812
370.505,436.052,14.722
371.004,436.578,14.439
371.504,437.034,14.367
372.005,437.543,14.456
372.505,438.013,14.499
373.005,438.538,14.313
373.505,439.066,14.298
374.006,439.522,14.224
374.506,440.052,14.328
375.005,440.545,14.145
375.505,441.059,13.84
376.005,441.53,13.893
376.504,442.014,13.571
377.005,442.521,13.317
377.505,443.037,13.382
378.005,443.552,13.343
378.505,444.035,13.683
379.004,444.546,13.278
379.504,445.016,12.99
380.005,445.509,13.376
380.505,446.026,13.163
381.004,446.533,12.942
381.504,447.015,12.776
382.005,447.533,12.627
382.505,448.04,12.633
383.005,448.531,12.862
383.504,449.028,12.561
384.004,449.532,12.401
384.505,450.015,12.445
385.006,450.549,12.02
385.505,451.016,11.79
386.005,451.535,11.615
386.505,452.036,11.919
387.004,452.554,11.655
387.505,453.055,11.876
388.006,453.545,11.931
388.505,453.996,11.928
389.005,454.548,11.943
389.505,455.037,11.854
390.005,455.56,11.857
390.505,456.056,11.205
391.005,456.537,11.376
391.505,457.035,11.226
392.006,457.549,11.16
392.505,458.045,10.873
393.005,458.52,10.963
393.505,459.033,10.896
394.005,459.534,10.908
394.505,460.019,10.713
395.005,460.495,10.538
395.505,461.006,10.773
396.005,461.541,10.491
396.505,462.023,10.07
397.005,462.503,9.998
397.505,463.041,9.964
398.005,463.499,10.098
398.505,464.007,10.098
399.005,464.503,9.67
399.505,465.001,9.725
400.005,465.536,9.807
400.505,466.017,9.591
401.005,466.531,9.353
401.504,467.034,9.219
402.005,467.521,9.053
402.505,468.021,8.79
403.005,468.513,9.065
403.505,469.001,9.03
404.005,469.522,8.942
404.505,469.996,8.836
405.005,470.494,8.894
405.506,471.012,8.669
406.006,471.521,8.421
406.505,472.018,8.186
407.005,472.508,8.2
407.505,472.983,8.229
408.005,473.499,8.237
408.505,474.02,8.126
409.005,474.481,7.905
409.505,474.996,8.108
410.005,475.486,8.097
410.505,475.995,7.967
411.005,476.481,7.919
411.505,476.994,8.029
412.005,477.48,8.01
412.505,477.982,7.613
413.006,478.483,7.392
413.505,478.979,7.566
414.005,479.477,7.451
414.505,479.966,7.227
415.005,480.471,6.896
415.505,480.961,6.986
416.005,481.462,6.935
416.506,481.98,6.621
417.005,482.458,6.649
417.505,482.971,6.473
418.006,483.449,6.573
418.505,483.938,6.317
419.006,484.45,6.321
419.506,484.962,6.491
420.005,485.436,6.58
420.505,485.962,6.389
421.005,486.461,6.179
421.505,486.957,6.058
422.005,487.434,5.685
422.505,487.975,5.898
423.005,488.466,6.029
423.505,488.961,5.852
424.005,489.469,6
424.505,489.97,6.487
425.005,490.449,6.342
425.505,490.982,5.994
426.005,491.448,5.755
426.505,492.005,6.131
427.006,492.428,5.717
427.506,492.942,4.988
428.005,493.476,5.046
428.506,493.97,4.865
429.005,494.477,5.109
429.505,494.958,4.708
430.005,495.464,4.76
430.505,495.971,4.784
431.005,496.48,4.668
431.505,496.956,4.815
432.005,497.435,4.664
432.505,497.943,4.445
433.005,498.439,4.14
433.506,498.932,4.375
434.006,499.413,4.14
434.506,499.946,3.567
435.006,500.414,3.683
435.506,500.93,3.668
436.006,501.432,3.859
436.506,501.931,4.024
437.006,502.436,3.874
437.505,502.944,4.17
438.006,503.431,4.266
438.506,503.918,4.589
439.005,504.399,4.375
439.506,504.929,4.392
440.006,505.431,3.718
440.506,505.908,4.214
441.006,506.427,3.703
441.506,506.938,3.28
442.006,507.383,3.042
442.506,507.892,3.248
443.006,508.372,3.264
443.505,508.88,3.167
444.005,509.411,3.188
444.506,509.895,3.485
445.006,510.401,3.727
445.506,510.901,3.788
446.006,511.396,3.708
446.506,511.884,3.804
447.006,512.394,3.861
447.506,512.919,3.715
448.006,513.389,3.452
448.505,513.899,3.135
449.005,514.394,3.391
449.505,514.901,3.198
450.006,515.384,3.482
450.506,515.904,3.283
451.006,516.396,3.222
451.506,516.906,3.573
452.006,517.401,3.545
452.506,517.884,3.382
453.006,518.412,3.522
453.506,518.907,3.494
454.006,519.406,3.34
454.505,519.895,3.352
455.006,520.41,3.004
455.506,520.905,3.017
456.005,521.423,2.999
456.506,521.92,2.953
457.006,522.409,2.592
457.506,522.923,2.662
458.006,523.431,2.716
458.506,523.88,2.492
459.006,524.404,2.475
459.506,524.899,2.61
460.006,525.405,2.652
460.506,525.868,2.475
461.006,526.385,2.388
461.506,526.909,2.318
462.006,527.405,2.063
462.506,527.903,2.137
463.006,528.392,2.181
463.506,528.905,2.284
464.006,529.411,2.665
464.506,529.899,2.566
465.006,530.412,2.603
465.506,530.882,2.239
466.006,531.401,2.176
466.505,531.899,2.12
467.005,532.363,2.009
467.506,532.902,1.839
468.006,533.406,2.004
468.506,533.899,2.196
469.006,534.407,2.124
469.506,534.908,1.653
470.006,535.404,1.742
470.506,535.906,1.711
471.006,536.396,1.82
471.506,536.92,2.174
472.006,537.412,2.2
472.507,537.885,1.751
473.006,538.416,1.89
473.506,538.917,1.715
474.007,539.384,1.807
474.506,539.889,1.385
475.005,540.39,1.556
475.505,540.89,1.403
476.006,541.424,1.649
476.506,541.899,1.631
477.006,542.404,1.706
477.506,542.897,1.703
478.006,543.383,1.746
478.506,543.888,1.565
479.006,544.362,1.075
479.506,544.892,1.256
480.006,545.415,1.284
480.506,545.891,1.23
481.006,546.399,1.211
481.505,546.91,1.534
482.005,547.374,1.949
482.505,547.908,1.842
483.006,548.379,1.416
483.506,548.871,1.527
484.005,549.364,1.238
484.506,549.869,1.216
485.006,550.382,1.431
485.506,550.863,1.418
486.007,551.395,1.472
486.507,551.88,1.587
487.006,552.373,1.636
487.506,552.877,1.714
488.006,553.392,1.683
488.506,553.884,1.744
489.006,554.387,1.474
489.506,554.896,1.545
490.006,555.376,1.676
490.506,555.883,1.619
491.006,556.402,2.038
491.506,556.886,2.195
492.006,557.383,1.775
492.506,557.866,1.631
493.006,558.424,1.584
493.506,558.903,1.246
494.006,559.377,1.322
494.507,559.866,1.125
495.007,560.367,1.161
495.506,560.863,1.211
496.006,561.4,1.262
496.506,561.888,1.24
497.006,562.368,1.657
497.506,562.883,1.289
498.006,563.386,1.222
498.506,563.875,1.006
499.006,564.36,0.846
499.506,564.883,0.732
500.006,565.377,0.464
500.506,565.89,0.728
501.006,566.385,0.93
501.507,566.889,0.891
502.006,567.39,0.69
502.506,567.869,0.644
503.006,568.376,0.651
503.507,568.873,0.817
504.007,569.388,0.961
504.507,569.902,1.175
505.007,570.379,0.971
505.507,570.881,1.206
506.007,571.381,1.596
506.507,571.912,1.271
507.007,572.405,1.426
507.507,572.903,1.115
508.007,573.401,1.208
508.507,573.873,1.029
509.006,574.424,0.827
509.506,574.877,0.73
510.006,575.376,0.484
510.507,575.88,0.384
511.007,576.427,0.741
511.507,576.901,0.789
512.006,577.409,0.874
512.506,577.894,1.097
513.007,578.417,1.103
513.507,578.932,0.949
514.007,579.432,0.753
514.507,579.922,0.878
515.007,580.418,0.942
515.507,580.921,0.841
516.007,581.428,0.437
516.506,581.945,0.858
517.006,582.412,1.012
517.507,582.895,1.115
518.006,583.409,1.015
518.506,583.881,0.834
519.007,584.426,0.779
519.506,584.922,0.587
520.006,585.412,0.747
520.507,585.908,0.676
521.007,586.399,0.804
521.507,586.904,1.063
522.007,587.412,1.09
522.507,587.939,0.691
523.007,588.429,0.554
523.507,588.927,0.516
524.007,589.414,0.622
524.507,589.908,0.406
525.007,590.443,0.728
525.507,590.933,0.678
526.007,591.452,0.998
526.506,591.895,0.95
527.006,592.447,0.946
527.506,592.913,0.744
528.007,593.415,0.475
528.506,593.906,0.697
529.006,594.427,1.12
529.507,594.942,1.308
530.007,595.421,1.025
530.507,595.929,1.265
531.007,596.39,1.279
531.507,596.927,0.97
532.006,597.396,0.891
532.506,597.917,0.407
533.006,598.424,0.353
533.506,598.929,0.173
534.007,599.404,0.27
534.507,599.963,0.433
535.007,600.417,0.503
535.507,600.948,1.015
536.007,601.418,0.933
536.506,601.935,1.024
537.007,602.41,1.103
537.507,602.939,1.301
538.007,603.446,1.013
538.506,603.879,0.558
539.007,604.405,0.427
539.507,604.915,0.174
540.007,605.42,0.189
540.506,605.907,0.277
541.006,606.432,0.26
541.506,606.914,0.69
542.006,607.409,0.74
542.507,607.923,0.566
543.007,608.439,0.683
543.507,608.904,0.731
544.006,609.438,0.599
544.507,609.92,0.774
545.007,610.418,0.565
545.507,610.91,0.433
546.007,611.437,0.356
546.507,611.958,0.642
547.007,612.425,0.55
547.507,612.951,0.795
548.007,613.44,0.698
548.507,613.959,0.871
549.007,614.452,0.743
549.507,614.967,0.738
550.007,615.455,0.56
550.507,615.946,0.558
551.007,616.46,0.292
551.507,616.91,0.67
552.006,617.426,0.719
552.506,617.959,0.525
553.007,618.438,0.769
553.507,618.963,0.864
554.007,619.44,0.969
554.507,619.954,0.661
555.007,620.44,0.454
555.507,620.969,0.869
556.007,621.43,0.516
