Time (s),Temperature (K),HRR (W/g)
0.00,348.20,-0.86
7.27,348.70,-4.90
9.74,349.20,3.29
11.69,349.70,4.90
13.11,350.20,4.88
14.21,350.70,4.71
15.17,351.20,4.32
16.02,351.70,4.15
16.87,352.20,3.69
17.60,352.70,3.48
18.32,353.20,3.26
19.04,353.70,3.10
19.68,354.20,2.75
20.30,354.70,2.48
20.90,355.20,2.41
21.54,355.70,2.24
22.12,356.20,1.94
22.67,356.70,2.05
23.23,357.20,2.02
23.79,357.70,1.92
24.33,358.20,1.91
24.90,358.70,1.91
25.43,359.20,1.97
25.96,359.70,1.82
26.47,360.20,1.66
27.02,360.70,1.67
27.53,361.20,1.61
28.05,361.70,1.61
28.57,362.20,1.45
29.07,362.70,1.43
29.59,363.20,1.35
30.09,363.70,1.08
30.57,364.20,0.91
31.09,364.70,0.70
31.58,365.20,0.58
32.07,365.70,0.72
32.57,366.20,0.64
33.06,366.70,0.71
33.52,367.20,0.67
33.99,367.70,0.58
34.47,368.20,0.45
34.96,368.70,0.49
35.45,369.20,0.65
35.95,369.70,0.48
36.42,370.20,0.45
36.90,370.70,0.49
37.39,371.20,0.56
37.85,371.70,0.57
38.31,372.20,0.63
38.79,372.70,0.66
39.27,373.20,0.76
39.74,373.70,0.71
40.20,374.20,0.53
40.67,374.70,0.45
41.14,375.20,0.34
41.61,375.70,0.26
42.09,376.20,0.03
42.58,376.70,-0.06
43.03,377.20,0.10
43.50,377.70,0.18
43.96,378.20,0.38
44.44,378.70,0.42
44.89,379.20,0.29
45.36,379.70,0.41
45.83,380.20,0.39
46.29,380.70,0.27
46.76,381.20,0.12
47.25,381.70,0.12
47.71,382.20,0.09
48.16,382.70,-0.01
48.63,383.20,0.09
49.11,383.70,0.10
49.56,384.20,0.35
50.03,384.70,0.24
50.49,385.20,0.26
50.96,385.70,0.44
51.43,386.20,0.52
51.90,386.70,0.38
52.37,387.20,0.05
52.83,387.70,-0.13
53.29,388.20,-0.19
53.76,388.70,-0.35
54.23,389.20,-0.46
54.70,389.70,-0.32
55.16,390.20,-0.16
55.62,390.70,-0.18
56.07,391.20,-0.06
56.57,391.70,0.20
57.06,392.20,0.29
57.52,392.70,0.41
57.98,393.20,0.01
