Time (s),Temperature (K),HRR (W/g)
5.35,361.40,-26.54
8.74,361.90,3.07
11.05,362.40,11.92
12.70,362.90,14.99
14.01,363.40,13.98
14.99,363.90,13.18
15.90,364.40,12.06
16.68,364.90,10.73
17.43,365.40,8.07
18.17,365.90,6.74
18.86,366.40,6.32
19.48,366.90,5.29
20.12,367.40,6.87
20.78,367.90,7.23
21.36,368.40,6.20
21.96,368.90,5.66
22.54,369.40,5.28
23.08,369.90,4.88
23.64,370.40,4.91
24.22,370.90,5.17
24.76,371.40,5.05
25.29,371.90,5.08
25.83,372.40,5.53
26.35,372.90,5.02
26.88,373.40,3.70
27.38,373.90,3.40
27.88,374.40,4.20
28.41,374.90,4.28
28.92,375.40,3.83
29.41,375.90,3.56
29.92,376.40,4.41
30.43,376.90,3.93
30.94,377.40,2.09
31.42,377.90,1.33
31.90,378.40,1.52
32.37,378.90,1.56
32.86,379.40,1.25
33.34,379.90,0.92
33.83,380.40,0.60
34.31,380.90,0.82
34.77,381.40,1.29
35.23,381.90,1.38
35.72,382.40,1.08
36.21,382.90,1.44
36.69,383.40,2.41
37.17,383.90,2.63
37.64,384.40,1.96
38.10,384.90,1.31
38.55,385.40,1.68
39.04,385.90,2.30
39.49,386.40,1.00
39.97,386.90,0.59
40.46,387.40,1.38
40.89,387.90,1.58
41.35,388.40,1.12
41.82,388.90,0.60
42.30,389.40,0.85
42.77,389.90,1.52
43.24,390.40,1.18
43.72,390.90,0.23
44.18,391.40,-0.18
44.65,391.90,-0.66
45.10,392.40,-1.22
45.58,392.90,-1.35
46.04,393.40,-1.44
46.49,393.90,-1.25
46.96,394.40,0.13
47.40,394.90,1.53
47.87,395.40,2.41
48.34,395.90,3.44
48.80,396.40,3.43
49.26,396.90,2.17
49.72,397.40,0.81
50.18,397.90,-0.22
50.66,398.40,-1.69
51.13,398.90,-3.19
51.59,399.40,-3.21
52.07,399.90,-2.86
52.52,400.40,-1.69
52.99,400.90,-0.17
53.45,401.40,0.42
53.92,401.90,1.40
54.38,402.40,1.66
54.84,402.90,1.07
55.30,403.40,0.51
55.77,403.90,-0.37
56.24,404.40,-0.67
56.71,404.90,-0.53
57.18,405.40,-0.74
57.65,405.90,-0.48
58.11,406.40,-0.17
58.55,406.90,-0.37
59.01,407.40,-0.71
59.52,407.90,-0.44
59.97,408.40,-0.20
60.44,408.90,-0.71
60.90,409.40,-0.57
61.36,409.90,0.15
61.83,410.40,2.54
62.31,410.90,4.35
62.79,411.40,4.62
63.25,411.90,4.37
63.72,412.40,3.30
64.19,412.90,1.12
64.67,413.40,-1.43
65.14,413.90,-3.57
65.63,414.40,-4.16
66.08,414.90,-3.80
66.55,415.40,-2.98
67.03,415.90,-1.43
67.49,416.40,-0.04
67.96,416.90,1.40
68.43,417.40,1.35
68.90,417.90,2.63
69.38,418.40,4.04
69.87,418.90,3.80
70.35,419.40,3.45
70.80,419.90,2.75
71.27,420.40,1.69
71.76,420.90,0.26
72.24,421.40,-0.59
72.73,421.90,-0.45
73.22,422.40,-0.19
73.67,422.90,-0.49
74.14,423.40,-0.91
74.60,423.90,-0.06
75.09,424.40,0.32
75.57,424.90,0.39
76.04,425.40,0.87
76.51,425.90,0.95
77.00,426.40,1.79
77.47,426.90,-0.09
77.94,427.40,0.44
78.45,427.90,1.08
78.92,428.40,1.12
79.40,428.90,0.11
