Time (s),Temperature (K),HRR (W/g)
135.63,474.0,-0.25
136.13,474.5,-0.47
136.61,475.0,-0.53
137.07,475.5,-0.86
137.59,476.0,-1.06
138.06,476.5,-0.98
138.57,477.0,-0.53
139.08,477.5,-0.56
139.56,478.0,-0.38
140.06,478.5,-0.39
140.56,479.0,-0.37
141.07,479.5,-0.19
141.56,480.0,-0.42
142.06,480.5,-0.74
142.55,481.0,-1.24
143.01,481.5,-0.76
143.53,482.0,-0.71
144.03,482.5,-0.45
144.52,483.0,-0.71
144.98,483.5,-0.75
145.5,484.0,-0.58
145.99,484.5,-0.45
146.5,485.0,-0.56
147.0,485.5,-0.69
147.5,486.0,-1.12
147.95,486.5,-0.69
148.49,487.0,-1.15
148.96,487.5,-1.48
149.46,488.0,-1.18
149.95,488.5,-0.86
150.46,489.0,-0.87
150.94,489.5,-0.73
151.43,490.0,-0.62
151.91,490.5,-0.44
152.39,491.0,-0.31
152.9,491.5,-0.25
153.42,492.0,-0.2
153.91,492.5,0.0
154.41,493.0,-0.19
154.91,493.5,-0.15
155.4,494.0,-0.08
155.9,494.5,-0.22
156.41,495.0,-0.5
156.89,495.5,-0.74
157.39,496.0,-0.84
157.89,496.5,-0.91
158.39,497.0,-0.82
158.87,497.5,-0.82
159.35,498.0,-0.6
159.86,498.5,-0.44
160.33,499.0,-0.67
160.82,499.5,-0.88
161.33,500.0,-0.72
161.85,500.5,-0.53
162.34,501.0,-0.26
162.82,501.5,-0.26
163.31,502.0,-0.47
163.81,502.5,-0.57
164.34,503.0,-0.34
164.83,503.5,-0.36
165.33,504.0,-0.21
165.82,504.5,-0.24
166.32,505.0,-0.26
166.82,505.5,-0.41
167.3,506.0,-0.65
167.8,506.5,-0.58
168.3,507.0,-0.2
168.8,507.5,0.05
169.3,508.0,0.17
169.79,508.5,0.19
170.29,509.0,-0.36
170.78,509.5,-0.94
171.28,510.0,-1.16
171.76,510.5,-1.51
172.23,511.0,-1.67
172.75,511.5,-1.65
173.27,512.0,-1.54
173.76,512.5,-1.17
174.26,513.0,-1.03
174.76,513.5,-1.05
175.26,514.0,-0.96
175.76,514.5,-0.75
176.25,515.0,-0.65
176.74,515.5,-0.71
177.25,516.0,-0.7
177.74,516.5,-0.73
178.22,517.0,-0.89
178.72,517.5,-1.04
179.24,518.0,-1.13
179.75,518.5,-0.94
180.25,519.0,-0.56
180.74,519.5,-0.57
181.22,520.0,-0.66
181.7,520.5,-0.45
182.21,521.0,-0.55
182.71,521.5,-0.54
183.2,522.0,-0.36
183.7,522.5,-0.38
184.21,523.0,-0.26
184.7,523.5,-0.44
185.19,524.0,-0.43
185.71,524.5,-0.58
186.21,525.0,-0.45
186.7,525.5,-0.28
187.21,526.0,-0.57
187.69,526.5,-0.72
188.18,527.0,-0.68
188.68,527.5,-0.85
189.18,528.0,-1.08
189.69,528.5,-1.01
190.2,529.0,-1.02
190.69,529.5,-0.91
191.16,530.0,-0.82
191.66,530.5,-0.66
192.17,531.0,-0.4
192.68,531.5,-0.39
193.16,532.0,-0.27
193.66,532.5,0.14
194.17,533.0,0.1
194.65,533.5,-0.11
195.15,534.0,-0.11
195.67,534.5,-0.09
196.17,535.0,0.08
196.67,535.5,0.07
197.17,536.0,-0.03
197.65,536.5,0.05
198.17,537.0,-0.12
198.64,537.5,-0.24
199.15,538.0,-0.26
199.65,538.5,-0.27
200.16,539.0,-0.42
200.68,539.5,-0.37
201.16,540.0,-0.41
201.66,540.5,-0.5
202.17,541.0,-0.55
202.67,541.5,-0.54
203.18,542.0,-0.37
203.66,542.5,-0.59
204.16,543.0,-0.51
204.68,543.5,-0.78
205.17,544.0,-0.56
205.65,544.5,-0.28
206.16,545.0,-0.62
206.66,545.5,-0.58
207.15,546.0,-0.17
207.66,546.5,-0.23
208.16,547.0,-0.43
208.66,547.5,-0.14
209.15,548.0,-0.38
209.64,548.5,-0.73
210.13,549.0,-0.87
210.64,549.5,-0.94
211.15,550.0,-0.63
211.64,550.5,-0.53
212.13,551.0,-0.65
212.62,551.5,-0.17
213.14,552.0,0.05
213.66,552.5,0.11
214.14,553.0,0.31
214.63,553.5,0.24
215.14,554.0,0.12
215.62,554.5,-0.11
216.11,555.0,-0.42
216.6,555.5,-0.23
217.14,556.0,-0.03
217.64,556.5,0.12
218.12,557.0,-0.04
218.61,557.5,0.03
219.11,558.0,0.2
219.62,558.5,0.08
220.12,559.0,-0.15
220.62,559.5,-0.33
221.13,560.0,-0.43
221.61,560.5,-0.62
222.12,561.0,-0.55
222.64,561.5,-0.55
223.13,562.0,-0.31
223.62,562.5,-0.26
224.13,563.0,-0.03
224.65,563.5,0.2
225.13,564.0,0.15
225.61,564.5,-0.18
226.1,565.0,-0.53
226.62,565.5,-0.29
227.13,566.0,-0.21
227.6,566.5,-0.35
228.12,567.0,-0.05
228.63,567.5,0.08
229.12,568.0,0.46
229.61,568.5,0.82
230.1,569.0,0.76
230.61,569.5,0.61
231.09,570.0,0.34
231.62,570.5,-0.28
232.13,571.0,-0.99
232.63,571.5,-1.03
233.11,572.0,-1.02
233.62,572.5,-0.87
234.12,573.0,-0.35
234.63,573.5,-0.03
235.13,574.0,0.22
235.62,574.5,0.03
236.11,575.0,0.53
236.63,575.5,0.82
237.11,576.0,0.5
237.62,576.5,0.14
238.12,577.0,-0.22
238.63,577.5,-0.18
239.12,578.0,-0.04
239.64,578.5,0.04
240.11,579.0,-0.32
240.62,579.5,0.16
241.14,580.0,0.3
241.62,580.5,0.52
242.12,581.0,0.14
242.62,581.5,0.27
243.12,582.0,0.01
243.6,582.5,-0.17
244.12,583.0,-0.21
244.62,583.5,-0.23
245.12,584.0,0.02
