Time (s),Temperature (C),HRR (W/g)
0,74.832,1.756
0.5,74.833,1.95
1,74.815,1.794
1.501,74.824,0.754
2.001,74.853,-0.469
2.5,74.863,-2.753
3.001,74.889,-5.19
3.5,74.909,-6.858
4,74.951,-8.952
4.499,75.027,-9.983
5,75.097,-11.36
5.5,75.113,-11.282
6,75.218,-11.188
6.5,75.282,-10.001
7,75.406,-7.733
7.5,75.493,-4.577
8,75.551,-1.577
8.5,75.679,1.118
9,75.823,3.669
9.5,75.915,5.304
10.001,76.077,6.249
10.501,76.153,7.085
11,76.314,7.987
11.5,76.463,8.115
12,76.62,8.18
12.5,76.786,8.162
13,77.007,7.845
13.5,77.189,8.342
14.001,77.394,8.209
14.501,77.7,8.039
15,77.966,7.975
15.5,78.241,7.708
16.001,78.551,7.2
16.501,78.868,6.622
17,79.186,6.272
17.5,79.536,5.816
18.001,79.88,5.584
18.5,80.23,4.975
19,80.606,4.927
19.5,81.012,4.781
20,81.401,4.344
20.501,81.83,4.505
21.001,82.221,4.275
21.5,82.624,4.39
22.001,83.06,4.631
22.501,83.511,4.719
23.001,83.938,4.442
23.501,84.398,4.116
24,84.849,4.127
24.5,85.312,3.648
25.001,85.758,3.415
25.5,86.221,3.561
26,86.689,3.482
26.5,87.172,3.802
27.001,87.641,3.351
27.501,88.091,3.4
28,88.629,3.281
28.501,89.1,3.09
29,89.611,3.134
29.5,90.102,2.541
30.001,90.585,2.863
30.501,91.079,2.601
31,91.588,3.141
31.501,92.094,2.664
32.001,92.596,2.895
32.5,93.115,2.597
33,93.64,3.018
33.501,94.153,2.547
34.001,94.664,2.312
34.5,95.188,2.262
35,95.69,2.242
35.5,96.235,1.939
36.001,96.715,1.688
36.501,97.25,2.141
37,97.753,2.069
37.5,98.302,2.057
38.001,98.793,1.964
38.501,99.335,1.873
39.001,99.877,2.086
39.5,100.401,1.929
40,100.903,1.904
40.5,101.441,1.628
41,101.987,2.027
41.501,102.497,2.141
42.001,103.027,2.056
42.501,103.539,2.098
43.001,104.113,2.068
43.501,104.624,1.959
44.001,105.175,1.727
44.501,105.717,1.795
45.001,106.217,1.525
45.501,106.741,1.528
46,107.302,1.387
46.501,107.828,1.213
47,108.399,1.408
47.501,108.91,1.595
48.001,109.424,1.674
48.501,109.943,1.649
49.001,110.496,1.587
49.501,111.012,1.928
50.001,111.588,1.668
50.501,112.094,1.578
51.001,112.629,1.636
51.501,113.162,1.734
52.001,113.704,1.839
52.501,114.243,1.658
53.001,114.783,1.662
53.5,115.305,1.952
54.001,115.856,1.843
54.501,116.39,1.579
55.001,116.954,1.367
55.501,117.459,1.341
56.001,118.004,1.483
56.502,118.521,1.29
57.001,119.045,1.365
57.501,119.607,1.066
58.001,120.149,1.183
58.501,120.688,1.343
59.001,121.207,1.57
59.501,121.71,1.324
60.001,122.27,1.264
60.501,122.809,1.519
61.001,123.344,1.405
61.501,123.873,1.054
62.001,124.399,0.92
62.502,124.907,0.838
63.002,125.495,0.99
63.501,125.974,0.918
64,126.559,1.154
64.5,127.023,1.535
65,127.587,1.558
65.5,128.081,1.406
66.001,128.624,1.47
66.501,129.157,1.211
67.001,129.683,1.225
67.501,130.222,0.909
68.001,130.754,0.741
68.5,131.29,0.76
69.001,131.846,1.08
69.501,132.344,0.676
70.001,132.895,1.03
70.501,133.435,1.19
71.001,133.948,1.146
71.501,134.445,0.848
72,135.021,0.844
72.501,135.523,0.811
73.001,136.076,0.941
73.501,136.579,0.962
74,137.09,1.366
74.5,137.634,1.129
75,138.178,1.484
75.501,138.687,1.22
76.001,139.248,1.058
76.501,139.741,1.192
77.001,140.271,1.182
77.501,140.769,1.144
78.001,141.317,1.018
78.501,141.821,1.272
79.001,142.316,1.425
79.501,142.885,1.511
80.001,143.366,1.407
80.501,143.9,1.283
81.001,144.406,1.149
81.501,144.923,1.052
82.002,145.45,0.69
82.502,145.963,0.982
83.002,146.477,1.074
83.502,147.018,1.135
84.001,147.54,1.172
84.501,148.046,1.21
85.001,148.556,1.587
85.501,149.085,1.63
86.001,149.603,1.578
86.502,150.098,0.945
87.001,150.63,1.28
87.501,151.164,1.057
88.001,151.653,0.872
88.501,152.159,0.887
89.001,152.701,1.059
89.501,153.234,1.407
90.001,153.745,1.449
90.502,154.286,1.032
91.002,154.782,1.269
91.501,155.265,1.18
92.001,155.807,0.987
92.501,156.306,0.877
93.001,156.826,0.934
93.501,157.331,1.219
94.001,157.848,1.512
94.501,158.375,1.776
95.001,158.884,1.506
95.501,159.416,1.844
96.001,159.927,1.658
96.501,160.428,1.907
97.001,160.951,1.505
97.501,161.469,1.502
98.001,161.975,1.083
98.501,162.473,0.815
99.001,163.037,0.91
99.501,163.492,0.945
100.001,164.031,0.979
100.501,164.543,1.377
101.002,165.08,1.486
101.501,165.599,1.544
102.001,166.061,1.741
102.501,166.603,1.416
103.001,167.099,1.39
103.502,167.618,1.373
104.002,168.144,1.249
104.501,168.635,1.288
105.001,169.131,1.738
105.501,169.617,1.68
106.001,170.173,1.308
106.501,170.634,1.424
107.001,171.167,1.284
107.501,171.688,1.243
108.002,172.167,1.464
108.501,172.702,1.429
109.001,173.236,1.51
109.501,173.739,1.34
110.001,174.264,1.388
110.501,174.741,1.428
111.001,175.259,1.585
111.501,175.775,1.85
112.001,176.295,1.703
112.501,176.808,1.67
113.001,177.304,1.719
113.501,177.788,1.676
114.001,178.329,1.872
114.501,178.835,1.402
115.001,179.359,1.55
115.501,179.869,1.727
116.001,180.379,1.915
116.501,180.888,2.318
117.001,181.414,2.334
117.501,181.926,2.197
118.001,182.449,2.067
118.501,182.928,1.956
119.001,183.407,1.187
119.501,183.929,1.113
120.001,184.445,0.864
120.502,184.929,0.893
121.001,185.45,1.049
121.501,185.956,1.538
122.001,186.467,1.92
122.502,186.985,2.214
123.001,187.489,2.121
123.501,188.018,1.962
124.001,188.512,2.288
124.501,189.042,2.217
125.001,189.527,2.043
125.501,190.035,1.854
126.001,190.552,1.944
126.501,191.062,1.639
127.002,191.553,1.984
127.501,192.048,1.559
128.002,192.562,1.768
128.502,193.106,1.874
129.001,193.611,2.002
129.501,194.128,2.006
130.001,194.628,1.825
130.502,195.149,1.679
131.001,195.618,1.78
131.501,196.18,1.629
132.001,196.662,1.826
132.501,197.185,1.769
133.001,197.673,1.943
133.501,198.165,2.512
134.001,198.707,2.701
134.501,199.243,2.848
135.001,199.724,3.015
135.502,200.239,2.765
136.002,200.729,2.382
136.502,201.225,2.262
137.002,201.759,2.106
137.502,202.247,2.064
138.001,202.772,2.366
138.501,203.291,2.54
139.002,203.81,2.599
139.502,204.283,2.903
140.001,204.782,2.84
140.501,205.308,2.529
141.002,205.81,2.853
141.501,206.313,2.612
142.001,206.85,2.19
142.502,207.347,2.239
143.001,207.858,2.733
143.501,208.343,2.742
144.001,208.864,2.569
144.501,209.348,2.896
145.001,209.849,3.32
145.501,210.37,2.775
146.001,210.893,2.729
146.502,211.393,2.533
147.001,211.912,3.09
147.501,212.411,3.534
148.001,212.938,3.477
148.502,213.441,3.929
149.001,213.959,4.238
149.501,214.443,4.352
150.002,214.959,3.421
150.502,215.465,2.147
151.001,215.978,0.78
151.501,216.484,-0.96
152.001,216.978,-2.431
152.502,217.488,-3.933
153.002,217.966,-4.384
153.502,218.461,-3.928
154.002,218.975,-2.908
154.502,219.496,-1.248
155.002,219.977,0.722
155.502,220.497,2.58
156.002,221.013,4.473
156.502,221.509,4.81
157.002,222.037,4.743
157.502,222.535,4.12
158.002,223.023,3.708
158.501,223.504,3.42
159.002,224.026,2.88
159.502,224.529,2.987
160.002,225.039,3.361
160.502,225.569,3.546
161.001,226.023,4.667
161.502,226.569,5.353
162.002,227.04,5.905
162.501,227.578,6.432
163.001,228.061,6.7
163.501,228.561,6.526
164.001,229.057,5.52
164.501,229.55,4.984
165.002,230.072,5.177
165.502,230.57,5.304
166.002,231.083,5.183
166.502,231.594,5.222
167.001,232.105,5.642
167.502,232.621,5.65
168.002,233.066,5.617
168.502,233.605,6.354
169.002,234.074,7.104
169.501,234.586,6.901
170.001,235.081,7.017
