Time (s),Temperature (C),HRR (W/g)
0,88.247,0.202
0.501,88.201,-0.605
1.001,88.185,0.025
1.501,88.159,-1.972
2.001,88.125,-3.749
2.501,88.132,-6.487
3.001,88.132,-10.226
3.501,88.155,-15.172
4,88.161,-17.763
4.5,88.196,-19.769
5.001,88.212,-22.063
5.501,88.262,-22.782
6,88.314,-21.892
6.5,88.382,-19.022
7,88.455,-15.831
7.5,88.542,-9.644
8,88.618,-0.898
8.5,88.699,4.576
9,88.797,9.644
9.5,88.924,12.191
10.001,88.998,15.08
10.501,89.1,16.738
11,89.233,15.783
11.501,89.375,17.075
12.001,89.534,18.078
12.5,89.671,19.14
13.001,89.86,18.754
13.501,90.045,17.54
14.001,90.243,17.993
14.501,90.49,17.399
15.001,90.755,17.184
15.501,91.031,15.828
16.001,91.302,16.143
16.5,91.623,15.48
17.001,91.964,13.506
17.501,92.296,11.861
18.001,92.631,10.757
18.501,92.965,10.819
19.001,93.358,10.195
19.501,93.762,9.316
20,94.149,10.83
20.501,94.547,11.274
21.001,94.908,11.32
21.501,95.377,9.882
22,95.783,9.732
22.5,96.207,9.406
23.001,96.675,8.981
23.502,97.129,8.962
24.002,97.551,9.167
24.501,98.01,9.44
25.001,98.476,8.916
25.501,98.938,9.422
26,99.41,9.795
26.501,99.894,8.89
27.002,100.366,7.499
27.501,100.874,7.575
28.001,101.364,8.609
28.501,101.83,8.42
29.001,102.326,7.938
29.501,102.835,7.71
30.001,103.332,8.788
30.501,103.819,8.025
31.001,104.311,6.046
31.501,104.836,5.446
32,105.355,5.829
32.501,105.885,5.78
33.001,106.385,5.373
33.501,106.916,5.071
34.001,107.416,4.738
34.501,107.944,5.279
35.001,108.501,5.794
35.501,109.034,5.489
36.001,109.518,5.193
36.501,110.058,6.458
37.001,110.57,7.123
37.501,111.098,6.553
38.001,111.636,5.551
38.501,112.2,5.929
39.001,112.706,6.737
39.501,113.255,5.325
40.001,113.775,4.917
40.501,114.288,5.804
41.001,114.881,5.987
41.501,115.403,5.284
42.002,115.942,4.803
42.501,116.448,5.523
43,117.008,6.256
43.501,117.515,4.831
44.002,118.053,4.388
44.502,118.584,3.974
45.001,119.147,3.236
45.501,119.659,3.104
46.001,120.2,2.986
46.501,120.756,3.205
47.001,121.294,4.716
47.502,121.867,6.331
48.001,122.381,7.072
48.501,122.924,8.332
49.001,123.471,7.634
49.501,124,5.772
50.001,124.555,4.737
50.501,125.085,3.499
51.001,125.603,1.351
51.501,126.157,1.281
52.001,126.676,1.513
52.501,127.223,2.779
53.001,127.761,4.423
53.501,128.302,5.038
54.001,128.831,6.14
54.501,129.387,6.268
55.002,129.914,5.363
55.502,130.482,4.906
56.002,130.984,3.629
56.502,131.526,4.261
57.001,132.061,3.819
57.501,132.586,3.989
58.002,133.126,4.506
58.502,133.697,4.308
59.002,134.242,3.932
59.501,134.731,4.21
60,135.282,4.484
60.501,135.812,3.889
61.002,136.361,4.161
61.502,136.895,5.089
62.001,137.436,8.386
62.501,137.934,9.449
63.001,138.477,9.232
63.501,139.013,8.944
64.001,139.553,6.814
64.501,140.054,4.31
65.001,140.612,1.416
65.502,141.111,0.508
66.002,141.659,0.827
66.501,142.2,1.641
67.001,142.714,3.251
67.501,143.262,4.786
68.001,143.788,6.307
68.501,144.318,6.113
69.001,144.855,7.768
69.501,145.366,9.183
70.001,145.876,8.43
70.501,146.41,8.203
71.001,146.976,7.161
71.502,147.488,5.972
72.002,147.992,4.278
72.501,148.532,4.235
73.001,148.998,4.623
73.502,149.569,4.745
74.002,150.093,3.669
74.502,150.645,4.739
75.002,151.155,5.212
75.501,151.668,5.217
76.001,152.207,5.771
76.501,152.74,5.854
77.001,153.247,6.714
77.502,153.777,4.727
78.002,154.313,5.474
78.501,154.798,6.092
79.002,155.329,6.069
79.502,155.848,4.83
80.002,156.365,4.194
80.502,156.893,6.738
81.001,157.419,6.227
81.501,157.926,4.485
82.001,158.425,4.19
82.501,158.991,4.531
83.001,159.5,3.474
83.501,160.009,2.72
84.001,160.482,3.375
84.501,161.026,4.8
85.001,161.539,4.633
85.501,162.072,4.343
86.001,162.617,4.502
86.502,163.124,5.898
87.002,163.621,6.867
87.501,164.142,6.726
88.002,164.676,6.279
88.503,165.176,6.57
89.002,165.732,5.259
89.502,166.194,4.83
90.002,166.75,4.155
90.502,167.242,3.639
91.002,167.771,3.9
91.502,168.289,4.836
92.002,168.796,4.875
92.501,169.286,5.636
93.001,169.818,5.199
93.501,170.35,5.679
94.002,170.868,6.484
94.501,171.352,6.958
95.001,171.881,7.078
95.501,172.4,7.023
96.001,172.941,7.295
96.501,173.424,6.907
97.001,173.95,6.287
97.501,174.457,7.003
98.001,174.955,7.476
98.502,175.492,7.619
99.002,176.017,7.407
99.502,176.531,6.422
100.002,177.068,8.394
100.502,177.563,7.33
101.002,178.094,6.081
101.502,178.6,5.612
102.002,179.095,6.067
102.502,179.6,7.088
103.001,180.155,6.003
103.501,180.671,6.422
104.001,181.156,6.224
104.501,181.696,7.733
105.001,182.232,6.776
105.502,182.72,5.892
106.002,183.217,5.862
106.502,183.732,6.647
107.002,184.242,7.443
107.502,184.757,7.968
108.001,185.264,8.004
108.501,185.798,7.312
109.002,186.315,6.588
109.502,186.816,5.671
110.001,187.297,5.323
110.502,187.8,3.544
111.002,188.336,5.395
111.502,188.848,7.212
112.002,189.382,9.755
112.502,189.913,12.017
113.002,190.402,10.633
113.501,190.879,8.566
114.002,191.428,7.938
114.503,191.933,5.908
115.002,192.436,3.998
115.501,192.958,1.419
116.002,193.484,3.62
116.502,193.974,5.072
117.002,194.498,5.474
117.502,194.994,6.849
118.002,195.483,8.511
118.501,196.001,10.138
119.002,196.51,9.197
119.502,197.063,7.982
120.002,197.571,8.442
120.502,198.048,7.963
121.002,198.57,8.579
121.502,199.113,7.611
122.002,199.611,7.934
122.502,200.118,7.56
123.002,200.62,8.957
123.502,201.161,8.783
124.002,201.629,7.769
124.502,202.145,6.647
125.002,202.651,6.607
125.502,203.162,8.829
126.002,203.667,9.255
126.502,204.185,8.976
127.002,204.695,9.704
127.501,205.202,10.645
128.001,205.721,11.325
128.502,206.228,9.575
129.002,206.719,9.256
129.502,207.275,9.194
130.002,207.772,9.195
130.502,208.292,8.661
131.002,208.792,7.432
131.502,209.268,7.175
132.002,209.802,7.915
132.502,210.304,7.008
133.002,210.813,7.157
133.502,211.33,7.556
134.002,211.836,8.8
134.502,212.323,8.642
135.002,212.841,7.868
135.502,213.356,10.74
136.002,213.851,11.123
136.503,214.362,11.082
137.003,214.888,8.078
137.502,215.389,9.216
138.002,215.887,10.283
138.502,216.388,8.143
139.002,216.921,7.054
139.502,217.415,7.402
140.001,217.916,8.716
140.502,218.447,9.245
141.002,218.938,9.044
141.502,219.434,9.014
142.002,219.935,9.365
142.502,220.426,10.676
143.002,220.964,10.259
143.503,221.459,8.965
144.003,221.975,7.532
144.502,222.474,7.733
145.002,222.972,8.198
145.503,223.484,7.425
146.002,223.96,7.621
146.502,224.523,9.101
147.003,225.024,9.783
147.503,225.518,13.274
148.003,226.02,12.909
148.502,226.507,12.005
149.002,227.007,10.481
149.502,227.555,9.661
150.002,228.027,9.295
150.502,228.51,5.861
151.002,229.061,7.123
151.502,229.553,7.878
152.003,230.084,8.282
152.502,230.604,8.298
153.002,231.106,9.646
153.502,231.564,9.901
154.002,232.085,8.822
154.502,232.576,8.748
155.002,233.088,9.323
155.502,233.582,12.032
156.002,234.1,12.532
156.502,234.592,12.769
157.002,235.082,13.79
157.502,235.631,14.459
158.003,236.136,14.805
158.502,236.638,9.02
159.002,237.119,7.165
159.502,237.584,5.408
160.002,238.132,4.306
160.503,238.647,4.034
161.003,239.142,2.36
161.503,239.647,5.891
162.002,240.136,8.587
162.503,240.645,11.341
163.003,241.118,12.807
163.503,241.621,13.412
164.003,242.137,13.979
164.502,242.666,15.293
165.002,243.148,12.65
165.502,243.673,9.65
166.003,244.175,8.562
166.503,244.684,5.972
167.003,245.172,5.236
167.503,245.685,4.038
168.003,246.219,8.694
168.502,246.707,10.867
169.002,247.186,12.578
169.502,247.722,13.808
170.002,248.218,12.974
170.502,248.709,12.152
171.002,249.212,10.105
171.503,249.73,9.617
172.002,250.243,10.152
172.502,250.753,10.844
173.003,251.252,11.752
173.502,251.763,12.249
174.003,252.251,11.485
174.503,252.762,11.659
175.002,253.29,10.136
175.502,253.75,8.368
176.003,254.254,9.026
176.503,254.767,9.577
177.002,255.279,11.647
177.503,255.779,11.602
178.003,256.297,12.489
178.502,256.768,12.717
179.003,257.246,12.243
179.503,257.784,12.24
180.002,258.264,11.799
180.503,258.805,13.116
181.003,259.3,13.556
181.503,259.827,14.188
182.002,260.313,15.159
182.502,260.793,15.116
183.002,261.277,14.362
183.502,261.792,12.905
184.003,262.276,13.652
184.503,262.805,14.166
185.003,263.327,15.029
185.503,263.853,14.103
186.003,264.346,13.805
186.503,264.841,14.909
187.003,265.343,14.809
187.503,265.801,16.327
188.003,266.332,16.606
188.503,266.828,17.355
189.003,267.295,18.245
189.503,267.851,20.126
190.003,268.345,21.508
190.503,268.827,17.826
191.002,269.304,17.987
191.503,269.814,18.776
192.003,270.307,17.598
192.502,270.838,15.22
193.003,271.325,14.663
193.503,271.814,17.922
194.003,272.334,19.153
194.503,272.816,17.957
195.003,273.316,17.846
195.502,273.814,18.7
196.002,274.32,18.841
196.503,274.817,17.563
197.003,275.308,17.461
197.503,275.837,18.852
198.003,276.333,18.698
198.503,276.855,20.313
199.002,277.327,21.123
199.502,277.856,21.84
200.002,278.339,24.078
200.503,278.863,25.457
201.003,279.361,25.683
201.503,279.84,24.259
202.003,280.368,23.747
202.502,280.881,22.596
203.002,281.348,21.529
203.502,281.851,19.733
204.003,282.359,21.38
204.503,282.869,23.043
205.003,283.364,25.325
205.503,283.88,26.35
206.003,284.377,27.488
206.503,284.851,28.305
207.003,285.346,28.095
207.503,285.847,27.422
208.003,286.359,26.638
208.503,286.872,27.267
209.003,287.363,29.553
