Time (s),Temperature (C),HRR (W/g)
0,74.861,-2.628
0.5,74.888,-1.259
0.999,74.871,-0.484
1.499,74.889,-1.244
1.999,74.913,-3.26
2.499,74.932,-6.086
3,74.992,-11.587
3.5,75.036,-17.841
3.999,75.083,-22.258
4.5,75.137,-26.412
5,75.201,-28.392
5.5,75.306,-29.591
6,75.369,-27.358
6.499,75.485,-23.413
7,75.56,-19.918
7.5,75.676,-12.435
8,75.781,-6.233
8.5,75.924,0.906
9,76.061,6.717
9.5,76.156,10.541
10,76.332,13.147
10.5,76.442,14.748
11,76.618,14.898
11.5,76.769,14.06
12,76.929,12.724
12.499,77.092,11.658
13,77.299,11.907
13.5,77.539,11.431
14,77.796,10.997
14.5,78.063,10.732
15,78.324,12.459
15.5,78.62,11.814
16,78.922,12.177
16.499,79.26,11.829
17,79.585,11.956
17.5,79.962,11.329
18,80.282,10.612
18.499,80.668,9.288
19,81.033,8.167
19.5,81.451,7.039
20,81.799,6.481
20.5,82.228,5.977
21,82.635,5.164
21.5,83.057,4.561
22,83.467,4.11
22.5,83.906,3.415
23.001,84.37,3.918
23.5,84.826,3.756
23.999,85.294,3.813
24.499,85.749,3.684
25,86.205,4.253
25.5,86.655,5.281
26,87.156,4.812
26.5,87.634,4.175
27,88.112,4.951
27.5,88.597,4.542
28,89.041,3.915
28.499,89.563,3.257
29,90.077,3.063
29.5,90.56,3.446
29.999,91.063,3.337
30.499,91.568,2.025
30.999,92.042,2.372
31.5,92.541,2.146
32,93.068,1.895
32.5,93.581,0.382
33,94.114,0.076
33.5,94.637,0.242
34,95.141,0.364
34.5,95.68,0.903
35,96.2,1.023
35.5,96.701,2.424
36,97.242,1.896
36.5,97.753,2.377
37,98.248,1.725
37.5,98.817,1.124
38,99.312,0.136
38.499,99.832,-0.705
38.999,100.382,-0.756
39.5,100.888,-0.987
40,101.411,-0.864
40.5,101.96,-0.406
41,102.484,-0.359
41.5,103.044,0.354
42,103.532,1.162
42.501,104.072,1.827
43,104.614,1.473
43.5,105.138,1.784
44,105.668,1.593
44.5,106.217,0.916
45,106.738,-0.203
45.5,107.31,-1.051
46,107.793,-1.026
46.5,108.343,-1.208
47,108.861,-1.96
47.501,109.417,-2.008
48,109.959,-1.312
48.5,110.483,-0.844
49,111.013,-1.932
49.5,111.546,-2.335
50,112.09,-1.499
50.5,112.625,-1.464
51.001,113.165,-0.436
51.5,113.692,-0.121
52,114.255,-0.133
52.5,114.794,-0.184
53,115.286,-0.22
53.501,115.802,-0.661
54.001,116.388,-1.884
54.5,116.92,-1.929
55,117.458,-1.763
55.5,117.994,-1.981
56,118.53,-1.523
56.501,119.084,-1.946
57,119.572,-0.971
57.5,120.125,-0.445
58,120.649,-0.725
58.5,121.194,-0.98
59,121.72,-1.107
59.5,122.222,0.403
60,122.797,0.365
60.5,123.296,0.391
61,123.846,0.523
61.5,124.372,0.253
62,124.9,-0.25
62.5,125.446,-1.301
63.001,125.985,-1.561
63.5,126.476,-0.631
64,127.02,-0.651
64.501,127.54,-0.447
65.001,128.085,-1.809
65.5,128.614,-2.217
66,129.149,-2.098
66.5,129.7,-1.289
67,130.227,-2.033
67.5,130.732,-1.923
68,131.273,-1.589
68.5,131.787,-0.544
69.001,132.325,-0.042
69.501,132.882,-0.048
70,133.362,1.098
70.5,133.91,1.086
71,134.438,0.248
71.5,134.956,-0.501
72,135.483,0.034
72.5,136.024,-0.324
73.001,136.543,-0.396
73.5,137.068,-0.578
74,137.573,0.013
74.5,138.095,-0.322
75,138.589,0.202
75.5,139.149,-0.494
76.001,139.686,-0.74
76.501,140.203,-1.324
77,140.746,-0.872
77.5,141.262,-0.999
78,141.75,-0.753
78.501,142.27,-0.856
79,142.809,-0.001
79.5,143.356,0.651
80,143.83,-0.431
80.5,144.374,-0.096
81,144.867,-0.917
81.5,145.406,-0.857
82,145.927,-0.841
82.501,146.451,-0.576
83.002,146.955,-0.132
83.501,147.494,0.098
84.001,147.985,0.263
84.5,148.505,-0.142
85,148.994,-0.637
85.5,149.546,-0.444
86,150.046,-0.559
86.5,150.572,-1.469
87,151.101,-1.048
87.5,151.61,-1.303
88,152.152,-1.894
88.5,152.63,-1.683
89.001,153.174,-1.829
89.501,153.667,-1.059
90,154.196,-0.125
90.5,154.688,-0.483
91.001,155.227,-0.986
91.5,155.751,-0.677
92,156.267,-0.871
92.5,156.767,-0.705
93,157.27,-0.497
93.501,157.789,-1.593
94.001,158.313,-0.397
94.501,158.814,-0.469
95,159.326,-0.088
95.5,159.847,-1.603
96,160.343,-2.042
96.501,160.877,-2.005
97.001,161.394,-3.033
97.5,161.889,-2.126
98,162.418,-2.609
98.501,162.942,-1.507
99.001,163.454,0.714
99.501,163.951,2.424
100,164.456,2.164
100.5,164.98,1.124
101,165.452,2.322
101.5,165.992,3.84
102,166.479,2.222
102.5,167.017,0.528
103.001,167.517,0.265
103.501,168.029,1.738
104,168.568,0.916
104.5,169.078,-0.852
105.001,169.557,-1.514
105.501,170.091,-1.491
106.001,170.593,-0.911
106.501,171.109,-1.573
107.001,171.579,-1.491
107.501,172.113,-0.162
108.001,172.603,0.689
108.501,173.146,0.496
109.001,173.662,0.317
109.501,174.142,0.241
110,174.652,0.319
110.5,175.172,0.118
111.001,175.696,-0.871
111.501,176.204,-1.172
112.001,176.713,-0.221
112.501,177.227,0.507
113.001,177.741,-0.152
113.501,178.259,-0.065
114.001,178.727,-0.906
114.501,179.278,-0.38
115.001,179.793,-1.436
115.501,180.292,-2.594
116.001,180.804,-2.319
116.5,181.326,-1.861
117,181.831,-2.111
117.5,182.35,-0.638
118,182.842,0.578
118.501,183.369,1.226
119.001,183.864,2.496
119.501,184.376,5.165
120.001,184.883,5.48
120.501,185.393,3.221
121.001,185.915,1.948
121.501,186.419,0.359
122.001,186.91,-0.554
122.501,187.397,-3.51
123.001,187.953,-3.665
123.501,188.446,-1.799
124.001,188.949,-1.707
124.501,189.452,-1.198
125.001,189.976,0.259
125.501,190.499,1.256
126.001,190.991,0.602
126.5,191.523,0.389
127.001,192.035,0.431
127.501,192.538,1.27
128.001,193.027,1.239
128.501,193.564,1.556
129.001,194.04,1.68
129.501,194.544,1.984
130.001,195.087,1.958
130.501,195.585,2.156
131.001,196.082,1.743
131.501,196.595,1.354
132.001,197.107,1.449
132.501,197.584,1.611
133.001,198.077,1.725
133.501,198.635,0.863
134.001,199.141,0.888
134.501,199.641,1.461
135.001,200.166,1.491
135.501,200.651,0.224
136,201.203,0.537
136.501,201.663,1.736
137.001,202.193,2.649
137.501,202.661,2.792
138.001,203.247,2.945
138.501,203.72,2.561
139,204.227,2.403
139.5,204.733,1.482
140.001,205.244,0.108
140.501,205.778,0.747
141.001,206.292,1.398
141.501,206.756,2.08
142.001,207.274,2.253
142.501,207.782,3.016
143.001,208.298,4.112
143.501,208.8,2.7
144,209.289,1.054
144.501,209.799,1.669
145.001,210.283,1.638
145.501,210.825,1.559
146.002,211.31,1.131
146.502,211.821,1.025
147.002,212.346,2.054
147.501,212.84,1.661
148.001,213.317,2.091
148.501,213.805,1.211
149.001,214.343,2.139
149.501,214.856,2.361
150.001,215.352,2.493
150.501,215.85,2.809
151.001,216.366,2.91
151.501,216.883,2.298
152.001,217.403,1.905
152.501,217.914,1.297
153.001,218.388,0.652
153.501,218.901,0.283
154,219.418,0.037
154.501,219.913,2.336
155.002,220.42,4.549
155.501,220.892,5.947
156.001,221.441,5.811
156.501,221.945,6.076
157.001,222.432,5.52
157.501,222.943,2.719
158.001,223.443,1.126
158.501,223.924,0.68
159.002,224.428,0.4
159.502,224.968,0.063
160.001,225.454,0.217
160.501,225.964,0.811
161.001,226.454,1.756
161.501,226.943,2.355
162.001,227.448,2.717
162.501,227.958,2.277
163.001,228.462,2.721
163.501,228.997,2.322
164.001,229.538,2.277
164.501,229.987,2.515
165.001,230.507,2.514
165.501,230.999,2.891
166.001,231.508,2.408
166.501,232.015,1.444
167.001,232.516,2.048
167.501,233.031,1.523
168.001,233.52,1.715
168.501,234.007,0.325
169.001,234.548,1.502
169.501,235.028,2.241
170.002,235.548,3.143
170.502,236.019,3.872
171.001,236.544,3.897
171.501,237.046,4.85
172.001,237.557,3.427
172.501,238.039,2.01
173.001,238.556,0.673
173.501,239.049,1.282
174.001,239.56,1.195
174.502,240.061,0.243
175.001,240.577,0.793
175.501,241.093,1.737
176.002,241.578,2.34
176.502,242.071,2.068
177.001,242.58,1.984
177.501,243.133,2.69
178.001,243.607,3.727
178.501,244.095,4.022
179.001,244.59,3.687
179.501,245.109,2.2
180.001,245.587,2.692
180.501,246.109,2.444
181.001,246.596,2.238
181.501,247.112,2.331
182.001,247.6,1.848
182.501,248.128,4.095
183.001,248.615,3.69
183.501,249.134,3.709
184.001,249.623,4.809
184.501,250.116,6.255
185.001,250.603,6.494
185.501,251.141,5.211
186.001,251.64,3.723
186.502,252.11,3.774
187.001,252.628,3.376
187.501,253.148,3.262
188.002,253.654,3.577
188.502,254.147,4.619
189.002,254.644,5.67
189.501,255.173,5.685
190.001,255.67,6.011
190.502,256.163,6.981
191.002,256.619,5.814
191.502,257.184,4.559
192.002,257.707,4.534
192.502,258.177,4.552
193.002,258.665,5.098
193.501,259.184,5.474
194.001,259.664,6.493
194.501,260.207,6.487
195.001,260.678,7.983
195.501,261.22,7.608
196.002,261.686,6.376
196.501,262.214,6.651
197.001,262.738,6.715
197.502,263.198,7.133
198.002,263.701,6.332
198.501,264.228,5.69
199.002,264.728,6.918
199.502,265.201,8.758
200.002,265.705,10.283
200.502,266.222,10.036
201.001,266.72,11.147
201.501,267.23,12.938
202.001,267.716,13.914
202.501,268.229,12.043
203.002,268.717,9.893
203.502,269.214,9.082
204.002,269.696,8.364
204.501,270.192,6.778
205.002,270.706,4.633
205.502,271.183,6.119
206.001,271.706,8.107
206.501,272.207,9.719
207.002,272.718,11.559
207.502,273.233,13.223
208.002,273.7,14.869
208.502,274.235,15.046
209.001,274.743,14.436
209.501,275.221,14.17
210.002,275.738,12.276
210.502,276.238,11.47
211.002,276.709,10.78
211.501,277.227,11.145
212.001,277.7,11.21
212.502,278.212,13.022
213.002,278.728,13.088
213.502,279.254,14.089
214.002,279.717,16.245
214.502,280.232,16.683
215.002,280.735,16.99
215.501,281.242,16.169
216.002,281.748,17.153
216.502,282.232,16.446
217.002,282.733,15.912
217.502,283.281,15.302
218.002,283.746,15.457
218.501,284.24,16.107
219.002,284.749,16.686
219.503,285.269,18.319
220.002,285.766,19.26
220.502,286.257,19.237
221.002,286.74,19.228
221.502,287.245,19.909
222.001,287.715,19.21
222.502,288.223,19.391
223.003,288.752,19.189
223.502,289.252,18.939
224.002,289.793,19.476
224.503,290.279,18.867
225.003,290.785,18.755
225.502,291.286,19.814
226.002,291.792,21.527
226.502,292.265,23.494
227.001,292.798,24.889
227.502,293.295,25.279
228.001,293.766,25.427
228.502,294.299,26.256
229.002,294.81,25.13
229.503,295.305,23.102
230.002,295.77,22.937
230.502,296.29,23.732
231.002,296.818,25.194
231.503,297.31,26.357
232.002,297.793,26.537
232.501,298.337,27.509
233.001,298.841,28.76
233.501,299.325,28.519
234.001,299.839,27.699
234.502,300.353,26.702
235.002,300.865,27.333
235.502,301.335,27.615
236.001,301.824,29.46
236.502,302.288,30.788
237.002,302.829,32.89
237.502,303.319,33.771
238.002,303.793,34.444
238.502,304.321,34.707
239.002,304.823,33.314
239.502,305.307,32.228
240.002,305.776,31.324
240.501,306.287,30.835
241.002,306.772,32.694
241.502,307.3,34.427
242.002,307.785,34.712
242.503,308.314,36.334
243.002,308.804,37.468
243.502,309.308,39.14
244.002,309.809,38.516
244.502,310.319,37.918
245.003,310.809,38.314
245.502,311.305,37.375
246.002,311.83,37.353
246.502,312.304,37.553
247.002,312.813,37.159
247.502,313.319,38.49
248.002,313.814,40.104
248.503,314.332,41.559
249.002,314.795,41.638
249.502,315.288,41.664
250.003,315.795,42.896
250.502,316.317,43.879
251.002,316.792,43.532
251.502,317.284,44.158
252.002,317.818,45.547
252.502,318.324,46.468
253.002,318.81,47.195
253.502,319.294,48.274
254.003,319.808,48.913
254.502,320.315,49.218
255.001,320.789,49.167
255.502,321.285,48.368
256.002,321.817,48.83
256.502,322.321,51.361
257.002,322.817,52.016
257.503,323.303,53.719
258.003,323.792,55.08
258.503,324.3,55.02
259.003,324.821,55.802
259.502,325.305,54.398
260.002,325.819,55.146
260.502,326.323,56.648
261.002,326.836,57.201
261.502,327.349,58.07
262.003,327.832,59.902
262.502,328.319,61.548
263.002,328.815,62.95
263.502,329.336,62.929
264.002,329.846,63.316
264.502,330.279,63.232
265.002,330.811,63.312
265.502,331.282,63.276
266.003,331.805,64.393
266.502,332.321,64.866
267.002,332.813,66.343
267.502,333.326,67.499
268.002,333.819,70.665
268.503,334.337,71.411
269.003,334.81,70.07
269.502,335.338,69.963
270.002,335.828,69.754
270.503,336.317,69.634
271.002,336.829,67.926
271.502,337.359,69.253
272.003,337.816,71.871
272.502,338.307,74.113
273.002,338.849,75.979
273.502,339.316,76.857
274.002,339.799,77.632
274.503,340.336,77.997
275.002,340.84,78.381
275.502,341.331,78.691
276.002,341.849,78.526
276.502,342.331,78.777
277.003,342.859,80.047
277.503,343.36,81.059
278.002,343.843,81.549
278.502,344.349,81.628
279.003,344.825,82.384
279.503,345.328,82.615
280.002,345.832,83.196
280.502,346.323,83.173
281.003,346.848,83.528
281.502,347.336,84.047
282.003,347.835,84.52
282.502,348.336,85.423
283.002,348.829,85.888
283.502,349.332,87.081
284.002,349.855,87.64
284.502,350.351,87.659
285.002,350.808,89.886
285.502,351.341,91.597
286.003,351.833,91.29
286.503,352.315,91.856
287.003,352.822,93.066
287.502,353.32,93.759
288.002,353.831,92.3
288.502,354.342,91.154
289.002,354.842,92.69
289.503,355.335,92.951
290.003,355.838,92.495
290.503,356.354,92.082
291.002,356.833,92.708
291.503,357.32,93.864
292.003,357.818,94.063
292.503,358.329,95.052
293.003,358.837,96.862
293.503,359.342,97.34
294.003,359.828,98.44
294.503,360.339,98.796
295.003,360.866,98.141
295.503,361.357,98
296.003,361.859,98.81
296.503,362.333,99.193
297.003,362.827,98.785
297.502,363.325,98.262
298.002,363.828,98.716
298.503,364.332,98.783
299.002,364.824,99.58
299.503,365.336,99.263
300.003,365.83,99.635
300.503,366.334,100.409
301.003,366.837,101.967
301.503,367.366,103.025
302.003,367.843,103.029
302.503,368.353,104.516
303.003,368.846,106.384
303.503,369.34,107.048
304.003,369.836,107.601
304.503,370.368,106.015
305.002,370.847,106.877
305.502,371.347,106.921
306.003,371.861,107.84
306.503,372.358,108.39
307.004,372.896,109.557
307.503,373.362,111.198
308.003,373.881,112.69
308.503,374.382,113.26
309.002,374.865,113.475
309.503,375.377,114.46
310.003,375.86,114.174
310.503,376.352,115.37
311.002,376.867,116.179
311.503,377.324,116.687
312.003,377.839,118.683
312.503,378.342,121.189
313.003,378.846,123.104
313.503,379.341,123.441
314.003,379.864,124.374
314.503,380.347,125.965
315.003,380.859,126.195
315.503,381.37,126.625
316.003,381.868,126.894
316.503,382.363,128.425
317.003,382.829,130.004
317.503,383.329,132.034
318.003,383.856,133.08
318.503,384.348,135.006
319.004,384.86,137.098
319.503,385.36,138.279
320.003,385.877,138.903
320.503,386.365,140.179
321.003,386.825,141.584
321.503,387.348,142.895
322.003,387.883,142.918
322.503,388.374,144.055
323.003,388.864,144.87
323.502,389.328,146.288
324.003,389.874,147.335
324.503,390.364,147.651
325.002,390.826,148.88
325.502,391.341,149.872
326.003,391.876,151.059
326.503,392.349,151.859
327.003,392.835,152.928
327.503,393.337,153.2
328.003,393.832,152.448
328.503,394.363,151.859
329.003,394.865,151.315
329.503,395.345,151.119
330.003,395.83,151.012
330.503,396.34,151.49
331.003,396.844,152.462
331.504,397.344,151.761
332.003,397.831,151.752
332.502,398.355,151.717
333.002,398.829,149.957
333.503,399.358,149.745
334.003,399.831,148.296
334.503,400.327,147.489
335.003,400.861,145.261
335.503,401.347,142.926
336.003,401.883,140.496
336.503,402.366,137.894
337.003,402.859,136.204
337.503,403.348,134.73
338.003,403.825,131.308
338.502,404.339,129.743
339.003,404.872,127.19
339.503,405.334,124.464
340.003,405.808,120.805
340.503,406.351,116.111
341.003,406.833,112.088
341.503,407.337,107.313
342.003,407.849,103.285
342.503,408.34,99.997
343.003,408.827,96.377
343.503,409.351,92.899
344.003,409.86,89.478
344.503,410.34,84.829
345.004,410.834,80.629
345.504,411.358,74.912
346.004,411.885,70.467
346.504,412.399,65.86
347.003,412.855,62.598
347.503,413.372,58.581
348.003,413.858,54.599
348.503,414.355,50.118
349.003,414.86,46.273
349.503,415.357,43.581
350.003,415.856,40.125
350.503,416.368,37.128
351.003,416.845,34.473
351.503,417.374,32.232
352.003,417.888,30.061
352.503,418.41,28.058
353.003,418.908,25.201
353.503,419.389,24.072
354.003,419.902,21.086
354.504,420.354,18.368
355.004,420.88,16.89
355.503,421.369,14.282
356.003,421.884,13.887
356.504,422.383,12.258
357.004,422.901,12.6
357.503,423.391,12.359
358.003,423.893,12.312
358.503,424.408,11.589
359.003,424.891,10.623
359.503,425.398,11.174
360.004,425.912,10.415
360.503,426.417,10.681
361.003,426.939,9.879
361.504,427.44,9.982
362.003,427.926,11.05
362.504,428.432,10.13
363.004,428.91,9.423
363.503,429.423,9.704
364.003,429.902,11.019
364.504,430.41,11.091
365.004,430.91,10.557
365.503,431.404,9.745
366.003,431.909,10.654
366.503,432.41,11.99
367.003,432.918,10.535
367.503,433.394,10.648
368.003,433.867,10.67
368.503,434.418,10.28
369.004,434.913,9.487
369.503,435.418,8.535
370.003,435.885,8.36
370.503,436.453,8.01
371.003,436.898,8.114
371.503,437.415,8.654
372.003,437.932,10.365
372.503,438.409,10.758
373.003,438.92,11.108
373.503,439.409,11.391
374.004,439.912,11.205
374.504,440.413,10.066
375.003,440.898,9.069
375.503,441.424,8.799
376.004,441.916,7.999
376.503,442.388,8.767
377.003,442.891,8.814
377.504,443.402,8.864
378.004,443.925,9.076
378.504,444.392,9.178
379.003,444.927,9.969
379.503,445.408,10.621
380.003,445.934,10.395
380.504,446.42,10.26
381.004,446.897,10.634
381.504,447.405,10.239
382.004,447.91,9.635
382.504,448.407,9.513
383.003,448.911,9.413
383.503,449.414,9.173
384.003,449.924,8.164
384.504,450.417,8.221
385.004,450.928,8.427
385.503,451.428,8.102
386.003,451.907,7.514
386.504,452.406,6.718
387.004,452.911,6.856
387.503,453.417,7.152
388.003,453.903,7.243
388.504,454.419,7.133
389.004,454.896,7.436
389.503,455.432,7.542
390.003,455.93,8.024
390.503,456.401,7.656
391.003,456.933,7.347
391.504,457.439,6.986
392.004,457.923,7.404
392.503,458.407,7.348
393.003,458.916,6.806
393.504,459.397,6.36
394.003,459.904,6.475
394.503,460.424,5.861
395.004,460.907,5.326
395.504,461.411,5.482
396.003,461.898,6.322
396.503,462.427,7.141
397.004,462.922,7.236
397.504,463.408,7.459
398.004,463.943,7.531
398.504,464.42,7.863
399.003,464.938,6.594
399.503,465.402,5.417
400.004,465.924,5.365
400.504,466.415,5.243
401.004,466.918,5.923
401.504,467.413,5.53
402.004,467.916,5.66
402.504,468.427,6.642
403.004,468.874,6.899
403.504,469.399,6.128
404.004,469.899,5.508
404.504,470.394,4.797
405.004,470.892,5.708
405.504,471.403,4.996
406.004,471.901,4.594
406.504,472.395,5.058
407.004,472.894,4.254
407.504,473.402,5.276
408.004,473.903,4.004
408.504,474.409,3.526
409.004,474.9,3.832
409.504,475.386,3.664
410.004,475.881,4.07
410.503,476.376,4.131
411.004,476.883,3.866
411.504,477.369,3.324
412.004,477.876,2.707
412.503,478.35,3.189
413.004,478.874,4.085
413.504,479.371,3.174
414.004,479.876,3.682
414.504,480.362,4.234
415.004,480.887,3.546
415.504,481.395,2.243
416.004,481.883,0.728
416.504,482.381,0.36
417.003,482.878,1.212
417.504,483.374,1.296
418.004,483.859,2.079
418.503,484.396,3.43
419.003,484.868,4.096
419.504,485.376,4.788
420.004,485.843,3.995
420.504,486.367,3.878
421.005,486.863,2.433
421.504,487.376,1.427
422.004,487.858,0.667
422.505,488.375,0.025
423.004,488.887,-1.001
423.504,489.38,-0.997
424.005,489.848,-1.142
424.504,490.377,-0.541
425.004,490.858,-0.099
425.504,491.35,0.355
426.004,491.881,0.554
426.504,492.35,0.335
427.004,492.878,1.227
427.504,493.374,1.216
428.004,493.854,1.297
428.503,494.377,2.203
429.004,494.85,2.4
429.504,495.339,2.607
430.004,495.83,2.647
430.504,496.355,1.918
431.004,496.84,1.712
431.504,497.313,1.17
432.004,497.82,1.318
432.504,498.349,0.583
433.004,498.849,0.417
433.504,499.348,0.777
434.004,499.837,1.123
434.504,500.332,1.465
435.005,500.816,0.691
435.504,501.329,0.734
436.004,501.825,0.802
