Time (s),Temperature (C),HRR (W/g)
0,74.818,-0.018
0.5,74.818,0.478
1,74.834,0.121
1.501,74.847,-0.702
2.001,74.843,-2.066
2.501,74.856,-3.51
3.001,74.921,-5.185
3.501,74.911,-6.53
4,74.968,-8.047
4.5,74.981,-8.865
5.001,75.01,-9.033
5.501,75.052,-8.869
6.001,75.083,-8.38
6.501,75.132,-7.436
7,75.192,-6.003
7.5,75.236,-3.921
8,75.269,-1.984
8.5,75.35,-0.282
9.001,75.423,0.988
9.501,75.467,2.184
10.001,75.553,3.159
10.501,75.634,3.485
11.001,75.67,3.636
11.5,75.743,3.86
12,75.814,3.972
12.501,75.917,3.79
13.001,76.009,3.916
13.501,76.098,3.883
14.001,76.229,4.162
14.501,76.38,4.256
15.001,76.53,4.006
15.501,76.646,3.545
16,76.842,3.229
16.5,76.977,2.845
17,77.144,2.467
17.5,77.341,2.281
18,77.477,2.522
18.501,77.759,2.527
19.002,77.929,2.642
19.502,78.149,2.393
20.001,78.352,2.475
20.501,78.574,2.118
21.001,78.774,2.04
21.501,78.997,1.551
22.001,79.236,1.716
22.501,79.431,1.684
23,79.7,1.508
23.5,79.941,1.343
24,80.147,1.156
24.501,80.406,0.73
25.002,80.659,0.988
25.501,80.888,1.06
26,81.128,1.11
26.501,81.406,1.083
27.001,81.667,1.117
27.501,81.909,1.049
28.001,82.128,0.998
28.501,82.392,0.626
29.001,82.642,0.634
29.501,82.87,0.167
30.001,83.163,-0.004
30.501,83.416,-0.048
31.001,83.644,-0.276
31.501,83.939,-0.423
32.001,84.204,-0.308
32.502,84.411,-0.292
33.002,84.702,-0.473
33.501,84.985,-0.288
34.001,85.214,-0.21
34.501,85.519,-0.019
35.001,85.744,-0.105
35.501,86.022,-0.151
36.001,86.275,0.047
36.501,86.55,0.122
37,86.799,0.231
37.501,87.088,-0.438
38.002,87.331,-0.424
38.502,87.599,-0.229
39.001,87.862,0.095
39.501,88.12,0.226
40.001,88.377,-0.046
40.501,88.658,0.055
41.001,88.911,0.175
41.501,89.222,-0.457
42.001,89.454,-0.599
42.502,89.704,-0.91
43.001,89.983,-0.838
43.501,90.245,-0.338
44.001,90.484,-0.346
44.501,90.74,0.197
45.001,91.051,0.517
45.501,91.3,0.321
46.001,91.558,0.251
46.502,91.859,0.142
