Time (s),Mass (g),HRR (kW/m2)
0,0,7.3
1,0,6.84
2,-0.02,7.22
3,-0.06,6.05
4,-0.09,4.39
5,-0.11,1.5
6,-0.14,2.43
7,-0.17,0.68
8,-0.19,0
9,-0.22,5.93
10,-0.31,25.99
11,-0.65,52.98
12,-0.79,96.41
13,-0.92,142.01
14,-1.04,177.63
15,-1.37,208.57
16,-1.5,234.21
17,-1.64,243.12
18,-1.75,252.47
19,-2.07,244.99
20,-2.22,247.28
21,-2.33,234.78
22,-2.43,227.37
23,-2.7,217.32
24,-2.8,215.4
25,-2.88,209.6
26,-2.97,198.58
27,-3.27,190.51
28,-3.34,188.63
29,-3.44,178.63
30,-3.55,178.22
31,-3.63,179.77
32,-3.72,177.18
33,-4,171.72
34,-4.08,165.83
35,-4.16,166.1
36,-4.23,160.66
37,-4.31,159.49
38,-4.43,158.81
39,-4.54,154.58
40,-4.64,156.76
41,-4.75,151.77
42,-4.87,148.18
43,-4.97,147.74
44,-5.08,143.33
45,-5.18,136.76
46,-5.4,138.83
47,-5.47,139.09
48,-5.54,140.31
49,-5.61,135.42
50,-5.69,135.56
51,-5.8,138.82
52,-5.9,139.46
53,-6,140.34
54,-6.08,138.62
55,-6.19,135.42
56,-6.29,135.28
57,-6.38,132.61
58,-6.48,132.48
59,-6.57,132.69
60,-6.66,131.65
61,-6.76,132.18
62,-6.86,128.48
63,-6.95,129.39
64,-7.05,128.43
65,-7.13,125.53
66,-7.23,123.62
67,-7.32,120.85
68,-7.41,123.34
69,-7.5,118.58
70,-7.58,120.17
71,-7.68,119.53
72,-7.77,119.72
73,-7.86,120.85
74,-7.94,118.61
75,-8.03,117.72
76,-8.11,115.29
77,-8.2,113.11
78,-8.29,115.16
79,-8.37,113.58
80,-8.45,112.37
81,-8.54,116.38
82,-8.63,115.74
83,-8.72,115.33
84,-8.8,116.15
85,-8.89,115.4
86,-8.98,115.19
87,-9.06,115.6
88,-9.14,114.37
89,-9.23,113.6
90,-9.31,113.75
91,-9.39,115.83
92,-9.47,116.02
93,-9.55,112.09
94,-9.63,112.63
95,-9.7,113.68
96,-9.79,111.57
