Time (s),Mass (g),HRR (kW/m2)
0,0,0
1,0,0
2,-0.01,0
3,-0.05,0.24
4,-0.06,0
5,-0.09,0
6,-0.13,2
7,-0.16,12.72
8,-0.2,41.78
9,-0.25,81.25
10,-0.33,117.76
11,-0.43,160.37
12,-0.72,199.45
13,-0.86,233.95
14,-1,255.84
15,-1.13,283.26
16,-1.49,299.24
17,-1.65,311.67
18,-1.82,311.99
19,-2.23,318.9
20,-2.38,319.67
21,-2.55,323.3
22,-2.72,310.43
23,-3.11,307.54
24,-3.26,309.52
25,-3.42,304.22
26,-3.79,290.81
27,-3.91,281.84
28,-4.05,268.63
29,-4.2,265.18
30,-4.56,268.88
31,-4.68,264.68
32,-4.82,261.91
33,-4.97,255.67
34,-5.3,247.57
35,-5.41,249.79
36,-5.55,245.49
37,-5.68,243.91
38,-5.96,233.19
39,-6.08,233.12
40,-6.21,234.14
41,-6.35,225.04
42,-6.69,222.24
43,-6.78,225.12
44,-6.9,219.95
45,-7.01,218.11
46,-7.31,214.21
47,-7.43,207.3
48,-7.53,203.76
49,-7.64,202.84
50,-7.74,201.62
51,-8.04,203.67
52,-8.16,199.34
53,-8.27,201.51
54,-8.38,197
55,-8.65,196.44
56,-8.75,193.9
57,-8.86,191.48
58,-8.98,188.31
59,-9.25,188.59
60,-9.33,186.94
61,-9.44,180.33
62,-9.55,182.84
63,-9.65,183.49
64,-9.91,181.76
65,-10.01,179.08
66,-10.11,173.95
67,-10.2,173.19
68,-10.48,171.99
69,-10.56,167.2
70,-10.66,169.72
71,-10.74,170.16
72,-10.82,170.91
73,-11.09,169.9
74,-11.2,168.33
75,-11.3,169.58
76,-11.37,169.87
77,-11.44,164.57
78,-11.74,165.25
79,-11.84,163.05
80,-11.92,164.53
81,-12,161.21
82,-12.05,159.26
83,-12.32,159.26
84,-12.42,160.36
85,-12.52,156.57
86,-12.59,156.16
87,-12.68,153.24
88,-12.8,154.5
89,-12.92,153.22
90,-13.22,152.05
91,-13.29,150.21
92,-13.38,152.38
93,-13.45,149.62
94,-13.52,150.77
95,-13.63,148.43
96,-13.75,144.12
97,-13.87,145.1
98,-13.98,142.81
99,-14.1,145.81
100,-14.21,145.42
101,-14.32,144.25
102,-14.42,141.27
103,-14.52,142.16
104,-14.64,140.73
105,-14.75,143.48
106,-14.88,141.92
107,-15,142.04
108,-15.11,141.22
109,-15.23,140.51
110,-15.32,139.47
111,-15.43,140.93
112,-15.69,139.17
113,-15.77,139.86
114,-15.85,142.48
115,-15.93,139.65
116,-15.99,140.1
117,-16.11,139.27
118,-16.21,135.34
119,-16.33,136.21
120,-16.58,132.14
121,-16.65,135.19
122,-16.72,133.39
123,-16.79,136.7
124,-16.88,136.73
125,-16.98,135.32
126,-17.09,134.44
127,-17.19,134.12
128,-17.32,132.58
129,-17.42,131.55
130,-17.53,131.08
131,-17.64,129.19
132,-17.74,133.35
133,-17.85,135.19
134,-17.96,132.88
135,-18.07,131.16
136,-18.17,131.82
137,-18.26,131.14
138,-18.37,130.88
139,-18.49,130.04
140,-18.6,125.34
141,-18.71,127.24
142,-18.82,125.87
143,-18.92,126.22
144,-19.03,126.77
145,-19.13,129.46
146,-19.24,126.21
147,-19.33,125.73
148,-19.44,126.1
149,-19.54,126.23
150,-19.66,124.83
151,-19.76,122.73
152,-19.86,124.25
153,-19.96,124.04
154,-20.07,129.24
155,-20.18,125.96
156,-20.28,124.82
157,-20.39,124.67
158,-20.48,122.91
159,-20.58,122.71
160,-20.69,121.29
161,-20.8,121.57
162,-20.9,122.08
163,-21,120.3
164,-21.1,121.94
165,-21.2,123.45
166,-21.31,121.68
167,-21.41,120.89
168,-21.51,120.5
169,-21.6,120.95
170,-21.71,118.4
171,-21.81,118.93
172,-21.92,120.47
173,-22.03,118.42
174,-22.13,119.86
175,-22.23,120.49
176,-22.32,120.45
177,-22.43,118.3
178,-22.53,116.15
179,-22.63,117.91
180,-22.71,115.12
181,-22.81,116.08
182,-22.92,117.12
183,-23.02,116.36
184,-23.12,116.36
185,-23.22,116.6
186,-23.32,115.89
187,-23.42,115.11
188,-23.51,115.26
189,-23.61,116.32
190,-23.7,114.96
191,-23.79,113.23
192,-23.89,114.42
193,-24,114.58
194,-24.1,110.91
195,-24.2,113.67
196,-24.29,114.29
197,-24.38,112.59
198,-24.48,111.14
199,-24.58,110.76
200,-24.68,113.2
201,-24.78,110.87
202,-24.87,110.44
203,-24.95,110.53
204,-25.06,110.6
205,-25.16,110.24
206,-25.25,110.27
207,-25.33,108.14
208,-25.43,109.68
209,-25.53,109.49
210,-25.63,107.22
211,-25.72,109.46
212,-25.8,105.09
213,-25.9,104.91
214,-26,108.07
215,-26.1,108.4
216,-26.19,106.09
217,-26.27,106.73
218,-26.37,106.57
219,-26.46,107.21
220,-26.56,104.38
221,-26.65,106.83
222,-26.74,108.27
223,-26.82,107.01
224,-26.91,105.08
225,-26.99,106.76
226,-27.09,106.37
227,-27.19,102.84
228,-27.28,103.35
229,-27.37,104.45
230,-27.46,103.99
231,-27.55,102.99
232,-27.64,103.45
233,-27.73,102.58
234,-27.81,100.57
235,-27.91,106.69
236,-27.99,105.19
237,-28.1,103.67
238,-28.19,103.09
239,-28.28,102.65
240,-28.37,102.84
241,-28.46,101.96
242,-28.55,99.44
243,-28.64,100.65
244,-28.72,100.56
245,-28.79,101.35
246,-28.88,104.06
247,-28.97,101.35
248,-29.07,103.49
249,-29.16,100.86
250,-29.23,101.99
251,-29.32,99.87
252,-29.41,98.14
253,-29.49,98.67
254,-29.58,100.13
255,-29.66,102.44
256,-29.74,102.26
257,-29.83,103.43
258,-29.91,101.04
259,-30,100.06
260,-30.09,100.39
261,-30.18,97.75
262,-30.26,100.16
263,-30.35,99.58
264,-30.44,98.84
265,-30.52,97.7
266,-30.6,99.35
267,-30.67,98.08
268,-30.76,97.83
269,-30.84,96.77
270,-30.93,96.32
271,-31.02,95.92
272,-31.1,94.84
273,-31.18,97.85
274,-31.26,97.6
275,-31.35,98.06
276,-31.44,95.64
277,-31.52,96.5
278,-31.59,97.34
279,-31.67,97.79
280,-31.76,94.84
281,-31.85,93.8
282,-31.92,95.23
283,-32.01,93.07
284,-32.1,95
285,-32.18,96.46
286,-32.26,96.09
287,-32.34,95.23
288,-32.43,97.51
289,-32.5,94.18
290,-32.58,95.27
291,-32.66,92.6
292,-32.74,94.99
293,-32.83,93.3
294,-32.91,93.42
295,-33,92.28
296,-33.08,95.76
297,-33.15,95.42
298,-33.24,94.28
299,-33.32,92.76
300,-33.39,93.04
301,-33.46,93.97
302,-33.55,91.22
303,-33.62,92.2
304,-33.7,95.49
305,-33.78,94.33
306,-33.87,94.31
307,-33.95,94.12
308,-34.03,94.12
309,-34.1,94.58
310,-34.16,94.15
311,-34.24,93.07
312,-34.32,92.81
313,-34.41,92.07
