Time (s),Temperature (K),HRR (W/g)
0.00,348.31,-1.35
7.97,348.81,-2.71
10.98,349.31,6.69
12.99,349.81,5.87
14.50,350.31,5.37
15.66,350.81,4.99
16.70,351.31,4.42
17.65,351.81,3.88
18.54,352.31,3.37
19.44,352.81,3.16
20.26,353.31,3.07
21.05,353.81,2.90
21.82,354.31,3.14
22.58,354.81,3.01
23.31,355.31,3.12
24.03,355.81,2.75
24.75,356.31,2.29
25.45,356.81,1.72
26.13,357.31,1.68
26.86,357.81,1.59
27.49,358.31,1.59
28.16,358.81,1.65
28.82,359.31,1.56
29.47,359.81,1.51
30.16,360.31,1.50
30.82,360.81,1.39
31.48,361.31,1.06
32.08,361.81,0.83
32.71,362.31,0.70
33.37,362.81,0.80
34.04,363.31,0.89
34.65,363.81,1.16
35.30,364.31,1.25
35.90,364.81,1.20
36.54,365.31,1.08
37.18,365.81,0.76
37.78,366.31,0.65
38.41,366.81,0.44
39.06,367.31,0.19
39.65,367.81,0.51
40.27,368.31,0.27
40.93,368.81,0.52
41.55,369.31,0.61
42.16,369.81,0.68
42.79,370.31,0.37
43.39,370.81,0.14
44.00,371.31,0.33
44.65,371.81,0.12
45.27,372.31,0.02
45.89,372.81,0.22
46.54,373.31,0.50
47.13,373.81,0.38
47.75,374.31,0.25
48.36,374.81,0.21
48.96,375.31,0.21
49.62,375.81,0.08
50.24,376.31,0.16
50.85,376.81,0.01
51.44,377.31,0.04
52.09,377.81,0.17
52.72,378.31,0.36
53.33,378.81,0.25
53.97,379.31,0.23
54.56,379.81,0.13
55.22,380.31,0.19
55.84,380.81,0.18
56.48,381.31,0.41
57.08,381.81,0.46
57.68,382.31,0.25
58.32,382.81,-0.01
58.93,383.31,-0.30
59.60,383.81,-0.62
60.22,384.31,-0.66
60.84,384.81,-0.27
61.45,385.31,-0.12
62.09,385.81,-0.01
62.68,386.31,-0.00
63.34,386.81,0.08
63.98,387.31,0.22
64.59,387.81,0.26
65.21,388.31,0.11
65.81,388.81,-0.20
66.47,389.31,-0.55
67.11,389.81,-0.44
67.74,390.31,-0.44
68.36,390.81,-0.20
69.01,391.31,0.31
69.63,391.81,0.22
70.24,392.31,0.19
70.88,392.81,0.19
71.52,393.31,0.09
72.13,393.81,-0.34
72.76,394.31,-0.45
73.38,394.81,-0.41
74.03,395.31,-0.34
74.68,395.81,-0.30
75.32,396.31,-0.10
75.93,396.81,-0.13
76.62,397.31,0.08
77.23,397.81,-0.06
77.85,398.31,-0.12
78.49,398.81,-0.23
79.13,399.31,-0.31
79.78,399.81,-0.21
80.40,400.31,0.05
81.07,400.81,-0.26
81.69,401.31,-0.31
82.35,401.81,-0.03
82.94,402.31,0.04
83.63,402.81,0.12
84.26,403.31,0.17
84.91,403.81,0.03
85.53,404.31,-0.11
86.21,404.81,-0.37
86.85,405.31,-0.55
87.48,405.81,-0.12
88.10,406.31,0.27
88.78,406.81,0.47
89.40,407.31,0.11
90.02,407.81,0.03
90.69,408.31,-0.68
91.33,408.81,-0.85
91.98,409.31,-0.86
92.58,409.81,-0.49
93.26,410.31,-0.50
93.91,410.81,-0.27
94.56,411.31,-0.40
95.20,411.81,-0.43
95.85,412.31,-0.40
96.45,412.81,-0.37
97.13,413.31,-0.19
97.78,413.81,-0.16
98.44,414.31,0.09
99.09,414.81,-0.23
99.71,415.31,-0.18
100.37,415.81,-0.43
101.01,416.31,0.09
101.67,416.81,0.22
102.29,417.31,0.02
102.98,417.81,-0.03
103.60,418.31,0.15
104.25,418.81,0.15
104.93,419.31,0.10
105.55,419.81,0.34
106.24,420.31,0.23
106.86,420.81,0.49
107.55,421.31,0.39
108.22,421.81,0.25
108.86,422.31,0.21
109.54,422.81,0.34
110.16,423.31,0.36
110.84,423.81,0.38
111.49,424.31,0.63
112.12,424.81,0.69
112.76,425.31,0.85
113.45,425.81,0.90
114.09,426.31,0.58
114.76,426.81,0.48
115.42,427.31,0.50
116.06,427.81,0.15
116.72,428.31,0.43
117.41,428.81,0.50
118.04,429.31,0.42
118.68,429.81,0.36
119.32,430.31,0.63
120.02,430.81,0.40
120.67,431.31,0.65
121.32,431.81,0.65
121.96,432.31,0.68
122.61,432.81,0.47
123.29,433.31,0.42
123.97,433.81,0.83
124.61,434.31,1.17
125.26,434.81,1.45
125.90,435.31,1.44
126.56,435.81,1.55
127.22,436.31,1.47
127.86,436.81,1.54
128.55,437.31,1.52
129.23,437.81,1.27
129.90,438.31,1.05
130.53,438.81,1.16
131.21,439.31,1.06
131.88,439.81,1.30
132.49,440.31,1.30
133.19,440.81,1.41
133.87,441.31,1.64
134.49,441.81,1.97
135.15,442.31,2.16
135.84,442.81,2.25
