Time (s),Temperature (C),HRR (W/g)
0,74.833,-0.32
0.5,74.85,-0.066
1.001,74.836,-0.268
1.501,74.839,-0.919
2.001,74.887,-1.927
2.501,74.903,-3.326
3.001,74.924,-4.738
3.501,74.994,-6.317
4.001,75.072,-7.534
4.501,75.11,-8.355
5.001,75.188,-8.45
5.501,75.243,-8.478
6.001,75.339,-7.922
6.501,75.411,-6.937
7.001,75.545,-5.512
7.501,75.652,-3.464
8,75.751,-1.628
8.5,75.862,0.271
9.001,75.992,1.503
9.501,76.113,2.581
10.001,76.26,3.376
10.5,76.418,3.62
11.001,76.534,3.744
11.501,76.683,3.717
12,76.857,3.844
12.501,77.054,4.017
13.001,77.225,4.032
13.501,77.457,4.087
14.001,77.728,3.944
14.5,77.949,4.13
15,78.229,4.051
15.501,78.501,3.759
16.001,78.816,3.382
16.501,79.138,3.337
17.001,79.47,3.238
17.501,79.823,3.077
18,80.163,2.874
18.501,80.528,2.733
19.001,80.916,2.848
19.5,81.307,2.325
20.001,81.696,2.539
20.501,82.09,2.232
21,82.52,2.182
21.501,82.964,1.759
22.001,83.37,1.891
22.5,83.804,1.972
23.001,84.251,1.802
23.501,84.711,1.847
24.001,85.151,1.704
24.501,85.619,1.604
25.001,86.05,1.433
25.5,86.546,1.462
26,86.991,1.422
26.501,87.455,1.602
27.001,87.953,1.384
27.501,88.408,1.591
28.001,88.929,1.435
28.502,89.394,1.44
29.002,89.899,1.234
29.501,90.359,1.23
30.001,90.842,1.048
30.501,91.367,0.755
31.001,91.894,0.775
31.501,92.391,0.742
32.001,92.881,0.506
32.5,93.428,0.47
33.001,93.886,0.51
33.501,94.393,0.668
34.001,94.923,0.625
34.501,95.43,0.733
35.001,95.985,0.881
35.501,96.505,0.987
36.001,97.013,0.968
36.501,97.557,0.755
37.001,98.05,0.85
37.501,98.572,0.749
38.001,99.105,0.63
38.501,99.606,0.607
39.001,100.132,0.565
39.501,100.646,0.289
40.002,101.202,0.563
40.501,101.707,0.514
41.001,102.223,0.604
41.501,102.746,0.439
42.001,103.314,0.425
42.501,103.853,0.19
43.001,104.39,0.153
43.501,104.914,-0.026
44.001,105.439,0.242
44.5,105.97,0.191
45,106.499,0.264
45.5,107.011,0.422
46.001,107.572,0.201
46.501,108.102,-0.012
47.001,108.641,0.254
47.501,109.15,0.162
48,109.682,0.17
48.5,110.228,0.051
49.001,110.791,0.106
49.501,111.3,0.247
50.001,111.856,0.195
50.501,112.369,0.12
51.001,112.887,0.01
51.501,113.443,0.162
52,113.986,-0.048
52.501,114.52,-0.027
53.001,115.058,-0.173
53.501,115.582,-0.185
54.001,116.132,-0.038
54.501,116.649,0.067
55.001,117.206,0.079
55.501,117.743,0.07
56.001,118.269,0.065
56.501,118.824,0.286
