Time (s),Temperature (K),HRR (W/g)
2.53,348.35,-2.93
6.98,348.85,-4.91
9.38,349.35,2.38
11.29,349.85,3.67
12.79,350.35,3.82
13.91,350.85,3.16
14.97,351.35,3.88
15.85,351.85,3.53
16.60,352.35,3.64
17.39,352.85,3.69
18.09,353.35,2.88
18.80,353.85,3.09
19.43,354.35,2.98
20.06,354.85,2.30
20.70,355.35,2.32
21.33,355.85,2.49
21.91,356.35,2.23
22.46,356.85,2.04
23.06,357.35,1.78
23.60,357.85,2.04
24.16,358.35,2.24
24.70,358.85,2.18
25.22,359.35,2.25
25.77,359.85,2.11
26.30,360.35,1.85
26.85,360.85,1.24
27.38,361.35,0.97
27.87,361.85,0.79
28.38,362.35,0.97
28.90,362.85,1.32
29.40,363.35,1.23
29.93,363.85,1.37
30.42,364.35,1.48
30.92,364.85,1.56
31.44,365.35,1.12
31.92,365.85,0.61
32.41,366.35,0.59
32.90,366.85,0.46
33.39,367.35,0.35
33.87,367.85,0.28
34.34,368.35,0.39
34.83,368.85,0.52
35.33,369.35,0.55
35.81,369.85,0.30
36.28,370.35,-0.01
36.77,370.85,-0.36
37.25,371.35,-0.35
37.73,371.85,0.07
38.21,372.35,0.45
38.68,372.85,0.68
39.16,373.35,0.94
39.62,373.85,1.26
40.10,374.35,1.17
40.58,374.85,0.76
41.06,375.35,0.46
41.53,375.85,0.43
41.98,376.35,0.18
42.48,376.85,-0.04
42.94,377.35,-0.40
43.42,377.85,-0.27
43.89,378.35,-0.21
44.35,378.85,-0.19
44.83,379.35,0.20
45.29,379.85,0.41
45.74,380.35,0.57
46.22,380.85,0.76
46.69,381.35,0.88
47.15,381.85,0.94
47.63,382.35,0.78
48.09,382.85,0.52
48.56,383.35,0.42
49.04,383.85,0.17
49.52,384.35,-0.04
49.99,384.85,-0.31
50.46,385.35,-0.33
50.90,385.85,-0.32
51.36,386.35,-0.06
51.84,386.85,0.19
52.30,387.35,0.40
52.78,387.85,0.47
53.25,388.35,0.48
53.71,388.85,0.46
54.17,389.35,0.37
54.62,389.85,0.32
55.09,390.35,0.25
55.55,390.85,-0.03
56.03,391.35,-0.15
56.51,391.85,-0.03
56.94,392.35,-0.12
57.40,392.85,0.04
57.90,393.35,-0.04
58.35,393.85,-0.15
58.83,394.35,0.07
59.31,394.85,0.18
59.78,395.35,0.31
60.25,395.85,0.27
60.71,396.35,0.19
61.18,396.85,0.35
61.66,397.35,0.47
62.15,397.85,0.36
62.63,398.35,0.18
63.08,398.85,-0.01
63.57,399.35,-0.06
64.03,399.85,0.01
64.51,400.35,0.07
64.99,400.85,0.01
65.45,401.35,-0.06
65.92,401.85,-0.27
66.40,402.35,-0.13
66.85,402.85,0.07
67.33,403.35,-0.03
67.81,403.85,-0.15
68.28,404.35,-0.00
68.74,404.85,0.21
69.21,405.35,0.19
69.68,405.85,-0.02
70.16,406.35,-0.08
70.64,406.85,0.08
71.10,407.35,0.03
71.59,407.85,-0.05
72.03,408.35,-0.19
72.52,408.85,-0.32
72.99,409.35,-0.36
73.47,409.85,-0.31
73.93,410.35,-0.23
74.43,410.85,-0.11
74.91,411.35,0.09
75.38,411.85,0.13
75.86,412.35,0.15
76.33,412.85,0.15
76.82,413.35,0.11
77.28,413.85,-0.07
77.76,414.35,-0.22
78.26,414.85,-0.21
78.74,415.35,-0.24
79.21,415.85,-0.25
79.69,416.35,-0.26
80.15,416.85,-0.23
80.61,417.35,0.22
81.09,417.85,0.51
81.59,418.35,0.34
82.08,418.85,0.37
82.55,419.35,0.34
83.04,419.85,0.43
83.53,420.35,0.25
84.02,420.85,-0.26
84.47,421.35,-0.12
84.98,421.85,-0.09
85.48,422.35,0.03
85.95,422.85,0.17
86.42,423.35,0.25
86.89,423.85,0.31
87.35,424.35,0.16
87.83,424.85,-0.02
88.34,425.35,-0.11
88.82,425.85,-0.33
89.30,426.35,-0.57
89.79,426.85,-0.57
90.29,427.35,-0.28
