Time (s),Mass (g),HRR (kW/m2)
0,0,0.67
1,0,0.61
2,-0.02,0.32
3,-0.05,1.79
4,-0.07,1.89
5,-0.1,0.42
6,-0.13,0
7,-0.16,0
8,-0.19,0
9,-0.22,0
10,-0.25,3.14
11,-0.27,17.19
12,-0.31,46.84
13,-0.36,82.26
14,-0.45,116.47
15,-0.56,149.98
16,-0.84,175.77
17,-0.97,198.92
18,-1.09,218.98
19,-1.22,226.55
20,-1.55,239.7
21,-1.69,251.89
22,-1.82,256.45
23,-1.94,266.25
24,-2.33,268.16
25,-2.44,268.41
26,-2.58,266.18
27,-2.93,254.32
28,-3.04,254.87
29,-3.17,245.68
30,-3.31,242.28
31,-3.62,245.86
32,-3.74,241.01
33,-3.86,235.11
34,-3.99,230.66
35,-4.3,226.81
36,-4.4,221.56
37,-4.52,210.98
38,-4.63,208.48
39,-4.73,204.98
40,-5.04,199.03
41,-5.14,200.03
42,-5.25,199.02
43,-5.34,193.12
44,-5.63,187.67
45,-5.73,187.29
46,-5.82,184.05
47,-5.93,180.69
48,-6,178.68
49,-6.29,177.08
50,-6.4,177.05
51,-6.49,173.78
52,-6.58,171.05
53,-6.86,173.44
54,-6.95,171.8
55,-7.04,168.99
56,-7.11,164.07
57,-7.18,163.94
58,-7.44,164.88
59,-7.52,164.06
60,-7.6,160.78
61,-7.69,160.27
62,-7.95,153.93
63,-8.01,155.82
64,-8.1,154.86
65,-8.19,153.33
66,-8.25,152.4
67,-8.36,145.06
68,-8.47,140.76
69,-8.59,141.33
70,-8.71,142.2
71,-8.82,141.98
72,-8.94,142.54
73,-9.04,142.98
74,-9.16,142.38
75,-9.27,139.31
76,-9.38,140.58
77,-9.47,137.31
78,-9.59,136.25
79,-9.68,131.03
80,-9.79,134.27
81,-9.89,130.06
82,-10,133.83
83,-10.11,129.39
84,-10.21,129.22
85,-10.31,127.09
86,-10.41,126.44
87,-10.51,126.31
88,-10.61,125.97
89,-10.71,122.59
90,-10.81,126.65
91,-10.91,127.36
92,-11.01,127.07
93,-11.11,125.09
94,-11.2,125.7
95,-11.29,125.59
96,-11.39,121.28
97,-11.49,122.87
