Time (s),Temperature (C),HRR (W/g)
0,75.16,-1.76
0.5,75.163,-1.36
1,75.13,-1.063
1.5,75.147,-1.478
1.999,75.145,-2.536
2.5,75.124,-4.359
3,75.153,-6.265
3.5,75.178,-7.786
4,75.233,-9.235
4.499,75.248,-10.425
4.999,75.262,-10.588
5.5,75.348,-10.72
5.999,75.398,-10.085
6.5,75.455,-8.73
7,75.533,-7.338
7.5,75.591,-5.531
8,75.665,-2.943
8.499,75.752,-0.699
8.999,75.805,1.326
9.5,75.902,2.736
10,75.986,4.194
10.5,76.09,5.547
11,76.163,6.306
11.5,76.289,6.843
12,76.402,6.25
12.5,76.499,5.778
13,76.664,5.453
13.499,76.805,5.295
14,76.986,5.122
14.499,77.16,4.955
14.999,77.392,4.708
15.499,77.585,4.626
16,77.818,4.49
16.5,78.056,4.041
17,78.319,3.961
17.5,78.584,3.508
18,78.832,3.376
18.5,79.136,2.971
19,79.412,2.843
19.5,79.691,2.728
20,80.01,2.733
20.501,80.301,2.576
21.001,80.631,2.455
21.5,80.956,2.73
22,81.273,2.712
22.5,81.609,2.601
23,81.937,2.546
23.499,82.297,2.794
24,82.64,2.335
24.5,82.981,2.208
25,83.334,1.54
25.5,83.699,1.273
26,84.075,1.309
26.5,84.404,1.121
27,84.757,1.182
27.5,85.169,1.165
28,85.537,1.266
28.5,85.924,1.158
29,86.291,1.128
29.501,86.688,1.079
30.001,87.041,0.96
30.5,87.407,1.322
30.999,87.802,0.771
31.5,88.175,0.631
32.001,88.599,0.415
32.5,89.003,0.34
33,89.382,0.173
33.501,89.756,0.443
34.001,90.125,0.441
34.501,90.546,0.643
35,90.928,0.951
35.501,91.318,0.725
36.001,91.742,0.783
36.5,92.131,0.674
37,92.523,0.397
37.5,92.914,0.196
38.001,93.357,0.227
38.5,93.731,-0.041
39,94.105,-0.3
39.5,94.53,0.168
39.999,94.949,-0.116
40.5,95.336,-0.198
41,95.716,0.128
41.5,96.114,0.159
42,96.534,0.304
42.499,96.917,0.127
43,97.34,-0.213
43.5,97.746,-0.318
44,98.163,-0.109
44.5,98.544,-0.286
45,98.934,-0.403
45.5,99.358,-0.438
46,99.744,-0.163
46.5,100.123,0.067
47,100.556,0.015
47.501,100.959,-0.277
48.001,101.362,-0.099
48.5,101.771,-0.284
48.999,102.193,-0.232
49.5,102.556,-0.407
50,102.973,-0.225
50.5,103.359,-0.341
51,103.795,-0.484
51.5,104.207,-0.402
52,104.586,-0.327
52.5,104.99,-0.078
53,105.382,-0.093
53.501,105.805,-0.259
54.001,106.183,-0.213
54.501,106.618,-0.337
55.001,106.988,-0.23
55.5,107.377,-0.305
56,107.79,-0.259
56.5,108.173,-0.039
57,108.594,0.042
57.5,109.013,-0.205
58,109.422,-0.205
58.5,109.791,-0.599
59,110.217,-0.778
59.5,110.579,-1.046
60.001,110.978,-1.203
60.501,111.392,-1
61.001,111.788,-0.602
61.501,112.2,-0.577
62.001,112.587,-0.454
62.5,113.017,-0.53
63,113.418,-0.338
63.5,113.778,-0.393
64,114.178,-0.229
64.5,114.59,-0.169
65,114.961,-0.315
65.501,115.426,-0.391
66,115.806,-0.826
66.5,116.184,-1.025
67,116.569,-0.885
67.501,116.966,-0.954
68.001,117.373,-0.84
68.501,117.771,-0.591
69,118.156,-0.151
69.501,118.552,-0.198
70.001,118.97,-0.389
70.501,119.363,-0.164
71,119.759,-0.314
71.501,120.147,-0.365
72.001,120.557,-0.715
72.501,120.958,-1.062
73.001,121.341,-0.794
73.5,121.756,-0.907
74,122.136,-0.815
74.5,122.524,-0.815
75.001,122.907,-0.691
75.5,123.303,-0.51
76,123.721,-0.617
76.5,124.069,-0.356
77,124.462,-0.517
77.5,124.895,-0.553
78,125.271,-0.609
78.501,125.67,-0.708
79.001,126.061,-0.787
79.501,126.435,-0.777
80.001,126.84,-0.617
80.501,127.244,-0.381
81.001,127.602,-0.711
81.5,128.008,-0.872
82,128.4,-0.657
82.501,128.775,-0.446
83.001,129.209,-0.438
83.5,129.553,-0.414
84.001,129.962,-0.225
84.5,130.341,-0.386
85,130.731,-0.465
85.501,131.142,-0.586
86.001,131.502,-0.763
86.501,131.886,-0.992
87.001,132.279,-1.05
87.501,132.674,-0.585
88.001,133.084,-0.274
88.5,133.457,0.006
89,133.824,-0.039
89.5,134.242,-0.454
90,134.645,-0.432
90.5,135.004,-1.077
91,135.416,-1.318
91.501,135.782,-1.354
92.001,136.173,-1.346
92.501,136.605,-0.924
93.001,136.957,-1.257
93.501,137.346,-0.747
94,137.732,-0.758
94.501,138.116,-0.897
95.001,138.51,-0.876
95.502,138.89,-0.988
96.002,139.278,-0.852
96.501,139.701,-0.86
97,140.051,-0.677
97.5,140.458,-0.706
98.001,140.821,-0.62
98.501,141.207,-0.377
99.001,141.586,-0.756
99.501,141.99,-0.605
100.001,142.389,-0.778
100.501,142.761,-0.982
101,143.153,-0.41
101.501,143.523,-0.188
102,143.922,-0.453
102.501,144.331,-0.491
103.001,144.678,-0.534
103.5,145.079,-0.403
104,145.482,-0.164
104.501,145.834,-0.543
105,146.215,-0.383
105.501,146.626,-0.159
106.001,146.97,-0.163
106.5,147.365,-0.393
107.001,147.779,0.135
107.501,148.128,-0.106
108.001,148.48,-0.212
108.501,148.882,-0.312
109.001,149.273,-0.295
109.501,149.629,-0.167
110.001,150.042,-0.132
110.501,150.404,-0.18
111.001,150.785,-0.099
111.501,151.172,0.13
112.001,151.567,0.158
112.501,151.952,0.274
113.001,152.35,0.404
113.501,152.696,0.388
114.001,153.097,0.094
114.501,153.444,-0.037
115.001,153.854,-0.03
115.501,154.222,-0.011
116.002,154.612,-0.386
116.502,155.005,-0.231
117.001,155.359,0.098
117.501,155.723,-0.037
118.001,156.127,-0.082
118.501,156.522,-0.274
119.001,156.899,0.043
119.501,157.303,0.158
120.001,157.648,-0.121
120.502,158.037,0.121
121.002,158.397,0.149
121.501,158.806,0.123
122.001,159.19,0.167
122.501,159.577,-0.016
123.001,159.956,-0.169
123.501,160.31,-0.051
124.001,160.684,0.338
124.501,161.081,0.605
125,161.451,0.818
125.501,161.853,1.038
126.001,162.235,0.884
126.501,162.619,1.049
127.001,162.99,0.887
127.501,163.372,1.019
128.001,163.768,1.018
128.501,164.128,1.02
129.001,164.478,0.788
129.501,164.872,0.701
130,165.236,0.481
130.501,165.638,0.641
131.001,166.011,0.498
131.501,166.362,0.573
132.001,166.76,0.832
132.501,167.168,0.765
133.001,167.532,0.859
133.501,167.867,0.919
134.001,168.263,1.177
134.502,168.669,1.445
135.001,169.057,1.729
135.501,169.399,1.408
136,169.784,1.862
136.501,170.166,1.357
137.001,170.561,1.329
137.501,170.911,1.284
138.001,171.285,1.382
138.501,171.686,1.362
139.001,172.04,0.907
139.501,172.451,1.022
140.001,172.829,1.332
140.501,173.191,1.085
141.001,173.587,1.252
141.501,173.961,1.482
142.001,174.374,1.73
142.501,174.727,1.757
143.002,175.136,1.645
143.501,175.504,1.692
144.001,175.883,1.675
144.501,176.25,1.385
145.001,176.664,1.727
145.501,177.039,1.496
146.001,177.385,1.211
146.501,177.772,1.721
147.001,178.151,1.906
147.501,178.555,1.95
148.001,178.892,2.005
148.501,179.293,1.904
149.001,179.678,1.842
149.502,180.053,2.106
150.002,180.436,1.936
150.501,180.809,1.978
151.001,181.166,2.016
151.501,181.609,2.135
152.002,181.952,2.558
152.502,182.35,2.645
153.002,182.716,2.729
153.501,183.081,2.722
154.001,183.494,2.988
154.501,183.881,2.66
155.001,184.25,2.855
155.502,184.611,2.863
156.002,184.98,2.907
156.501,185.363,2.978
157.001,185.727,3.283
157.501,186.113,3.223
158.001,186.503,3.38
158.501,186.859,3.198
159.001,187.222,3.276
159.501,187.614,3.217
160.001,187.993,3.364
160.501,188.369,3.37
161.001,188.752,3.604
161.502,189.109,3.804
162.002,189.513,3.871
162.502,189.913,3.878
163.001,190.266,4.013
163.501,190.616,3.706
164.001,191.015,3.656
164.501,191.398,3.592
165.001,191.759,3.798
165.501,192.159,4.06
166.002,192.522,4.097
166.502,192.905,4.248
167.001,193.289,4.154
167.501,193.665,4.305
168.001,194.057,4.149
168.501,194.444,4.126
169.001,194.798,4.059
169.501,195.18,4.036
170.002,195.549,3.754
170.501,195.934,3.764
171.001,196.319,3.604
171.502,196.692,3.906
172.002,197.077,3.841
172.501,197.436,4.345
173.001,197.827,4.427
173.502,198.203,4.527
174.002,198.571,4.695
174.502,198.946,4.708
175.002,199.361,4.587
175.502,199.706,4.622
176.002,200.102,4.31
176.502,200.507,4.189
177.002,200.851,4.186
177.501,201.225,4.141
178.002,201.616,4.53
178.501,201.974,4.134
179.001,202.332,4.669
179.501,202.733,4.653
180.002,203.13,4.866
180.501,203.497,4.728
181.001,203.865,4.559
181.501,204.251,4.619
182.001,204.629,4.382
182.501,205.008,3.984
183.002,205.392,3.94
183.502,205.791,4.631
184.002,206.172,4.583
184.502,206.518,4.712
185.002,206.895,4.698
185.502,207.252,5.166
186.002,207.631,5.33
186.502,208.032,5.142
187.002,208.412,4.812
187.502,208.775,5.186
188.002,209.166,5.022
188.501,209.525,4.677
189.001,209.896,5.109
189.502,210.287,4.967
190.002,210.652,4.767
190.502,211.044,4.626
191.002,211.417,4.441
191.501,211.771,4.755
192.002,212.137,5.051
192.503,212.545,5.105
193.003,212.953,5.202
193.502,213.334,5.417
194.001,213.667,5.732
194.502,214.096,5.248
195.002,214.424,5.359
195.502,214.795,5.66
196.002,215.184,5.488
196.502,215.57,5.648
197.001,215.943,5.666
197.502,216.303,5.958
198.002,216.695,5.59
198.502,217.057,5.284
199.002,217.476,5.396
199.502,217.814,4.878
200.002,218.193,5.187
200.502,218.587,4.445
201.002,218.949,4.637
201.502,219.322,5.471
202.002,219.695,5.66
202.502,220.055,5.845
203.002,220.456,5.986
203.502,220.851,5.845
204.002,221.224,5.944
204.502,221.596,5.682
205.002,222.005,5.742
205.502,222.34,5.804
206.002,222.736,5.645
206.503,223.093,5.58
207.003,223.472,5.61
207.502,223.86,5.996
208.002,224.199,5.881
208.501,224.607,5.527
209.002,225.006,5.755
209.502,225.383,5.659
210.002,225.777,5.866
210.502,226.127,5.716
211.002,226.483,5.753
211.502,226.86,6.113
212.001,227.228,6.128
212.502,227.62,6.225
213.002,227.972,6.302
213.502,228.374,6.532
214.002,228.742,6.218
214.502,229.112,6.095
215.002,229.481,6.296
215.502,229.902,6.292
216.002,230.246,6.183
216.502,230.633,6.577
217.002,231.008,6.935
217.502,231.4,7.203
218.002,231.782,7.241
218.502,232.108,7.165
219.002,232.536,7.054
219.502,232.889,6.94
220.002,233.26,6.519
220.502,233.66,6.641
221.002,234.014,6.769
221.502,234.408,6.625
222.002,234.785,6.814
222.502,235.159,6.995
223.002,235.511,7.378
223.502,235.918,7.594
224.002,236.316,7.447
224.502,236.659,7.53
225.002,237.039,7.48
225.502,237.408,7.626
226.002,237.797,7.62
226.502,238.165,7.766
227.002,238.541,7.866
227.502,238.907,8.084
228.002,239.31,7.846
228.502,239.666,7.897
229.002,240.061,7.594
