Time (s),Temperature (K),HRR (W/g)
2.06,348.02,-2.83
7.04,348.52,-9.18
9.32,349.02,2.65
11.25,349.52,6.37
12.72,350.02,7.06
13.94,350.52,6.75
14.91,351.02,6.54
15.81,351.52,5.70
16.59,352.02,5.18
17.37,352.52,4.71
18.11,353.02,4.55
18.78,353.52,4.32
19.41,354.02,3.99
20.06,354.52,3.89
20.69,355.02,3.77
21.29,355.52,3.61
21.90,356.02,3.34
22.46,356.52,2.95
23.02,357.02,2.44
23.58,357.52,2.21
24.13,358.02,1.93
24.70,358.52,1.88
25.23,359.02,1.65
25.76,359.52,1.33
26.29,360.02,1.31
26.81,360.52,1.30
27.33,361.02,1.50
27.84,361.52,1.68
28.35,362.02,1.39
28.87,362.52,1.18
29.38,363.02,0.97
29.88,363.52,0.62
30.38,364.02,0.32
30.89,364.52,0.34
31.35,365.02,0.30
31.88,365.52,0.54
32.36,366.02,0.70
32.84,366.52,0.73
33.34,367.02,0.80
33.83,367.52,0.69
34.31,368.02,0.59
34.77,368.52,0.32
35.24,369.02,0.17
35.72,369.52,0.29
36.22,370.02,0.52
36.71,370.52,0.67
37.18,371.02,0.56
37.64,371.52,0.46
38.11,372.02,0.43
38.59,372.52,0.43
39.07,373.02,-0.23
39.55,373.52,-0.36
40.02,374.02,-0.43
40.47,374.52,-0.44
40.96,375.02,-0.44
41.43,375.52,-0.09
41.91,376.02,0.15
42.40,376.52,0.25
42.87,377.02,0.30
43.31,377.52,0.12
43.78,378.02,0.09
44.24,378.52,0.37
44.72,379.02,0.46
45.20,379.52,0.27
45.67,380.02,0.18
46.13,380.52,0.14
46.58,381.02,0.14
47.08,381.52,-0.17
47.55,382.02,-0.25
48.02,382.52,-0.18
48.46,383.02,-0.13
48.94,383.52,0.03
49.40,384.02,-0.16
49.86,384.52,-0.35
50.33,385.02,-0.27
50.78,385.52,-0.20
51.25,386.02,-0.16
51.73,386.52,-0.14
52.20,387.02,-0.14
52.66,387.52,-0.07
53.11,388.02,0.12
53.58,388.52,0.39
54.05,389.02,0.53
54.49,389.52,0.38
55.01,390.02,0.26
55.48,390.52,0.25
55.94,391.02,0.39
56.38,391.52,0.01
56.89,392.02,-0.38
57.35,392.52,-0.20
57.82,393.02,-0.13
58.29,393.52,-0.30
58.75,394.02,-0.49
59.20,394.52,-0.50
59.67,395.02,-0.35
60.14,395.52,-0.31
60.60,396.02,-0.36
61.08,396.52,-0.27
61.57,397.02,-0.37
62.03,397.52,-0.34
62.51,398.02,-0.00
62.99,398.52,-0.00
63.44,399.02,0.20
63.92,399.52,0.13
64.38,400.02,0.25
64.86,400.52,0.33
65.33,401.02,0.58
65.80,401.52,0.53
66.27,402.02,0.51
66.73,402.52,0.40
67.21,403.02,0.09
67.68,403.52,-0.05
68.15,404.02,-0.05
68.64,404.52,-0.01
69.11,405.02,0.06
69.59,405.52,0.03
70.03,406.02,-0.11
70.53,406.52,0.22
71.00,407.02,0.32
71.46,407.52,0.43
71.94,408.02,0.26
72.44,408.52,0.25
72.90,409.02,0.57
73.33,409.52,0.66
73.82,410.02,0.66
74.31,410.52,0.76
74.78,411.02,0.80
75.29,411.52,0.81
75.76,412.02,0.75
76.22,412.52,0.71
76.71,413.02,0.63
77.22,413.52,0.42
77.69,414.02,0.43
78.15,414.52,0.48
78.63,415.02,0.32
79.09,415.52,0.37
79.56,416.02,0.78
80.05,416.52,0.90
80.56,417.02,0.82
81.01,417.52,1.01
81.50,418.02,1.18
81.97,418.52,0.76
82.48,419.02,0.96
82.96,419.52,0.54
83.42,420.02,0.55
83.90,420.52,0.75
84.39,421.02,0.76
84.88,421.52,0.77
85.35,422.02,0.90
85.82,422.52,0.98
86.30,423.02,1.16
86.78,423.52,1.35
87.25,424.02,1.50
87.75,424.52,1.49
88.24,425.02,1.41
88.71,425.52,1.37
89.19,426.02,1.31
89.71,426.52,1.15
90.21,427.02,1.16
90.70,427.52,1.55
91.17,428.02,1.69
91.63,428.52,1.89
92.13,429.02,1.95
92.63,429.52,2.00
93.09,430.02,1.96
93.58,430.52,1.86
94.07,431.02,1.69
94.55,431.52,1.82
95.05,432.02,1.84
95.54,432.52,1.83
96.05,433.02,1.73
96.52,433.52,1.83
96.99,434.02,1.96
97.48,434.52,1.85
97.97,435.02,1.89
98.45,435.52,1.81
98.94,436.02,1.94
99.43,436.52,2.07
99.92,437.02,2.25
100.42,437.52,2.36
100.89,438.02,2.43
101.37,438.52,2.54
101.85,439.02,2.91
102.37,439.52,2.88
102.86,440.02,3.15
103.33,440.52,3.26
103.84,441.02,3.46
104.31,441.52,3.50
104.80,442.02,3.37
105.30,442.52,3.35
105.79,443.02,3.50
106.29,443.52,3.42
106.77,444.02,3.17
107.25,444.52,2.91
107.74,445.02,2.70
108.23,445.52,2.65
108.70,446.02,2.75
109.19,446.52,3.03
109.68,447.02,3.16
110.17,447.52,3.24
110.65,448.02,3.66
111.13,448.52,3.91
111.63,449.02,4.02
112.13,449.52,4.06
112.62,450.02,4.07
113.11,450.52,3.88
113.60,451.02,4.09
114.08,451.52,4.30
114.59,452.02,4.41
115.07,452.52,4.50
115.52,453.02,4.42
116.04,453.52,4.24
116.53,454.02,4.44
117.05,454.52,4.13
117.52,455.02,4.19
117.98,455.52,4.06
118.48,456.02,4.16
118.99,456.52,4.12
119.47,457.02,4.11
119.97,457.52,4.12
120.47,458.02,4.00
120.94,458.52,4.36
121.44,459.02,4.69
121.93,459.52,4.87
122.43,460.02,4.74
122.93,460.52,4.75
123.42,461.02,4.86
123.91,461.52,5.01
124.40,462.02,4.99
124.88,462.52,4.85
125.35,463.02,4.85
125.85,463.52,4.93
126.34,464.02,5.23
126.83,464.52,5.18
127.32,465.02,5.10
127.81,465.52,5.09
128.30,466.02,5.14
128.79,466.52,5.09
129.28,467.02,5.03
129.77,467.52,5.08
130.25,468.02,5.11
130.76,468.52,5.06
131.27,469.02,5.10
131.76,469.52,5.12
132.23,470.02,5.15
132.72,470.52,5.33
133.22,471.02,5.53
133.71,471.52,5.66
134.20,472.02,5.61
134.68,472.52,5.39
135.17,473.02,5.26
135.67,473.52,5.14
136.18,474.02,5.02
136.65,474.52,5.00
137.12,475.02,5.06
137.62,475.52,5.04
138.13,476.02,5.09
138.62,476.52,5.23
139.11,477.02,5.65
139.61,477.52,5.88
140.10,478.02,5.81
140.61,478.52,5.50
141.09,479.02,5.37
141.58,479.52,5.05
142.08,480.02,5.07
142.58,480.52,5.01
143.08,481.02,5.07
143.56,481.52,5.39
144.07,482.02,5.70
144.53,482.52,5.49
145.01,483.02,5.95
145.53,483.52,6.24
146.03,484.02,6.14
146.51,484.52,6.19
147.02,485.02,6.02
147.51,485.52,5.93
148.02,486.02,5.81
148.49,486.52,5.63
148.99,487.02,5.64
149.50,487.52,5.59
149.98,488.02,6.14
150.47,488.52,6.41
150.95,489.02,6.28
151.44,489.52,6.60
151.93,490.02,6.57
152.43,490.52,6.87
152.94,491.02,6.89
153.42,491.52,6.74
153.93,492.02,6.58
154.43,492.52,6.64
154.91,493.02,6.76
155.42,493.52,6.75
155.91,494.02,6.85
156.41,494.52,7.54
156.89,495.02,7.89
157.39,495.52,8.07
157.89,496.02,7.77
158.38,496.52,7.68
158.89,497.02,7.81
159.39,497.52,7.60
159.88,498.02,7.55
160.36,498.52,7.51
160.85,499.02,7.39
161.34,499.52,7.76
161.85,500.02,8.04
162.35,500.52,7.99
162.85,501.02,7.94
163.33,501.52,8.35
163.82,502.02,8.62
164.32,502.52,8.59
164.81,503.02,8.85
165.31,503.52,9.10
165.82,504.02,9.27
166.31,504.52,9.26
166.80,505.02,9.26
167.29,505.52,9.36
167.80,506.02,9.46
168.31,506.52,9.29
168.80,507.02,9.26
169.30,507.52,9.53
169.78,508.02,9.75
170.26,508.52,9.87
170.78,509.02,9.98
171.29,509.52,10.35
171.78,510.02,10.44
172.28,510.52,10.40
172.78,511.02,10.46
173.26,511.52,10.45
173.76,512.02,10.41
174.26,512.52,10.61
174.76,513.02,10.75
175.26,513.52,10.93
175.76,514.02,11.37
176.25,514.52,11.59
176.73,515.02,11.47
177.22,515.52,11.34
177.73,516.02,11.38
178.24,516.52,11.39
178.74,517.02,11.30
179.22,517.52,11.14
179.71,518.02,11.46
180.22,518.52,12.09
180.73,519.02,12.25
181.20,519.52,12.32
181.69,520.02,12.56
182.20,520.52,12.77
182.69,521.02,12.75
183.19,521.52,12.76
183.69,522.02,13.11
184.20,522.52,13.60
184.67,523.02,13.97
185.19,523.52,14.18
185.69,524.02,14.31
186.18,524.52,14.43
186.68,525.02,14.62
187.16,525.52,14.82
187.64,526.02,15.04
188.12,526.52,15.00
188.63,527.02,14.96
189.14,527.52,15.17
189.65,528.02,15.59
190.13,528.52,15.81
190.61,529.02,16.25
191.12,529.52,16.41
191.61,530.02,16.53
192.13,530.52,16.61
192.62,531.02,16.77
193.12,531.52,16.99
193.63,532.02,17.15
194.12,532.52,17.45
194.63,533.02,17.86
195.14,533.52,17.98
