Time (s),Temperature (K),HRR (W/g)
2.46,347.98,-3.71
7.10,348.48,-4.98
9.39,348.98,2.35
11.36,349.48,4.12
12.86,349.98,3.86
14.09,350.48,3.58
14.99,350.98,3.13
15.86,351.48,2.99
16.66,351.98,2.44
17.43,352.48,3.11
18.15,352.98,3.14
18.81,353.48,3.23
19.44,353.98,3.46
20.10,354.48,3.63
20.72,354.98,2.27
21.33,355.48,1.47
21.91,355.98,1.17
22.49,356.48,0.39
23.04,356.98,-0.42
23.64,357.48,0.27
24.18,357.98,0.93
24.73,358.48,1.23
25.26,358.98,1.31
25.80,359.48,1.47
26.33,359.98,1.55
26.85,360.48,1.10
27.38,360.98,0.77
27.87,361.48,0.53
28.40,361.98,0.72
28.91,362.48,0.50
29.41,362.98,0.42
29.91,363.48,0.58
30.44,363.98,0.87
30.92,364.48,0.93
31.41,364.98,0.97
31.88,365.48,0.94
32.39,365.98,0.64
32.87,366.48,0.35
33.37,366.98,0.13
33.85,367.48,0.24
34.34,367.98,0.27
34.82,368.48,0.28
35.29,368.98,0.63
35.78,369.48,0.94
36.27,369.98,1.16
36.76,370.48,1.26
37.24,370.98,0.94
37.72,371.48,0.48
38.20,371.98,0.06
38.67,372.48,-0.20
39.14,372.98,-0.17
39.60,373.48,-0.19
40.09,373.98,0.01
40.54,374.48,0.24
41.02,374.98,0.61
41.49,375.48,0.91
41.97,375.98,0.71
42.46,376.48,0.53
42.91,376.98,0.16
43.39,377.48,0.35
43.86,377.98,0.22
44.32,378.48,0.16
44.78,378.98,0.17
45.27,379.48,0.07
45.75,379.98,0.13
46.20,380.48,0.32
46.65,380.98,0.36
47.12,381.48,0.23
47.58,381.98,-0.03
48.05,382.48,-0.05
48.50,382.98,0.07
49.01,383.48,0.24
49.48,383.98,0.41
49.94,384.48,0.26
50.39,384.98,0.10
50.87,385.48,-0.16
51.34,385.98,0.02
51.82,386.48,0.08
52.28,386.98,-0.21
52.73,387.48,-0.39
53.18,387.98,-0.11
53.65,388.48,0.40
54.12,388.98,0.53
54.59,389.48,0.13
55.06,389.98,0.08
55.53,390.48,-0.06
55.99,390.98,0.09
56.46,391.48,-0.57
56.94,391.98,-0.81
57.42,392.48,-0.66
57.88,392.98,-0.48
58.33,393.48,-0.11
58.79,393.98,0.19
59.25,394.48,0.44
59.71,394.98,0.34
60.20,395.48,0.00
60.67,395.98,-0.01
61.15,396.48,-0.15
61.61,396.98,-0.34
62.09,397.48,-0.45
62.57,397.98,-0.41
63.04,398.48,0.05
63.51,398.98,0.11
64.00,399.48,0.52
64.49,399.98,0.67
64.92,400.48,0.62
65.37,400.98,0.43
65.84,401.48,0.34
66.31,401.98,0.56
66.79,402.48,0.57
67.28,402.98,0.36
67.75,403.48,0.06
68.23,403.98,-0.19
68.71,404.48,-0.30
69.17,404.98,-0.56
69.61,405.48,-0.97
70.08,405.98,-1.08
70.59,406.48,-0.39
71.08,406.98,-0.04
71.53,407.48,-0.17
72.01,407.98,0.13
72.50,408.48,0.36
72.94,408.98,0.62
73.45,409.48,0.54
73.92,409.98,0.40
74.39,410.48,0.43
74.88,410.98,0.43
75.34,411.48,0.07
75.81,411.98,-0.41
76.30,412.48,-0.44
76.76,412.98,-0.18
77.24,413.48,0.06
77.72,413.98,0.13
78.21,414.48,0.19
78.71,414.98,0.24
79.18,415.48,-0.02
79.65,415.98,-0.31
80.14,416.48,-0.51
80.61,416.98,-0.43
81.09,417.48,-0.02
81.56,417.98,0.12
82.02,418.48,0.66
82.50,418.98,1.17
82.97,419.48,1.10
83.45,419.98,0.80
83.94,420.48,0.19
84.43,420.98,0.24
84.92,421.48,-0.14
85.40,421.98,-0.24
85.89,422.48,0.05
86.36,422.98,0.34
86.84,423.48,0.54
87.33,423.98,0.80
87.80,424.48,0.78
88.28,424.98,0.51
88.78,425.48,0.15
89.27,425.98,0.10
89.77,426.48,0.05
90.25,426.98,-0.27
90.73,427.48,-0.42
91.22,427.98,-0.33
91.73,428.48,-0.18
92.20,428.98,-0.05
92.66,429.48,-0.11
93.15,429.98,-0.09
93.63,430.48,0.27
94.15,430.98,0.41
94.61,431.48,0.30
95.06,431.98,0.20
95.53,432.48,-0.24
96.07,432.98,-0.00
96.55,433.48,0.27
97.05,433.98,0.15
97.53,434.48,-0.19
97.99,434.98,0.19
98.49,435.48,0.53
98.98,435.98,0.43
99.46,436.48,0.06
99.96,436.98,-0.30
100.45,437.48,-0.05
100.92,437.98,-0.12
101.41,438.48,-0.16
101.90,438.98,-0.26
102.40,439.48,0.33
102.88,439.98,0.72
103.36,440.48,1.00
103.87,440.98,1.04
104.36,441.48,0.85
104.84,441.98,0.70
105.35,442.48,0.66
105.85,442.98,0.41
106.32,443.48,0.24
106.83,443.98,0.04
107.31,444.48,0.20
107.79,444.98,0.34
108.30,445.48,0.38
108.77,445.98,0.61
109.24,446.48,1.06
109.74,446.98,1.42
110.22,447.48,1.30
110.70,447.98,1.04
111.21,448.48,0.87
111.70,448.98,0.52
112.19,449.48,-0.00
112.68,449.98,-0.42
113.17,450.48,-0.50
113.68,450.98,-0.39
114.16,451.48,-0.02
114.63,451.98,0.20
115.11,452.48,0.59
115.59,452.98,0.97
116.12,453.48,1.56
116.58,453.98,1.57
117.09,454.48,0.94
117.57,454.98,0.81
118.06,455.48,0.70
118.55,455.98,0.16
119.05,456.48,0.13
119.54,456.98,0.04
120.02,457.48,0.06
120.50,457.98,0.30
121.00,458.48,0.53
121.48,458.98,0.77
122.02,459.48,0.94
122.49,459.98,1.37
123.01,460.48,1.50
123.46,460.98,1.26
123.95,461.48,0.70
124.44,461.98,0.22
124.93,462.48,-0.12
125.42,462.98,-0.28
125.93,463.48,-0.33
126.42,463.98,-0.09
126.90,464.48,0.46
127.39,464.98,0.86
127.88,465.48,1.13
128.36,465.98,1.05
128.87,466.48,1.21
129.35,466.98,1.31
129.83,467.48,1.29
130.34,467.98,1.15
130.83,468.48,1.32
131.32,468.98,1.63
131.81,469.48,1.66
132.29,469.98,1.69
132.77,470.48,1.85
133.27,470.98,1.93
133.78,471.48,1.83
134.28,471.98,1.77
134.77,472.48,1.55
135.25,472.98,1.14
135.75,473.48,0.90
136.25,473.98,0.91
136.74,474.48,0.99
137.21,474.98,1.03
137.70,475.48,1.26
138.20,475.98,1.66
138.68,476.48,1.58
139.19,476.98,1.25
139.67,477.48,1.04
140.15,477.98,0.83
140.66,478.48,1.00
141.15,478.98,1.18
141.62,479.48,1.25
142.12,479.98,1.35
142.62,480.48,1.57
143.09,480.98,1.84
143.59,481.48,1.84
144.09,481.98,2.12
144.57,482.48,2.41
145.09,482.98,2.38
145.59,483.48,2.44
146.08,483.98,2.29
146.57,484.48,1.85
147.05,484.98,1.36
147.55,485.48,1.15
148.06,485.98,1.17
148.56,486.48,1.92
149.05,486.98,2.02
149.55,487.48,2.46
150.04,487.98,2.71
150.53,488.48,3.29
151.01,488.98,3.30
151.52,489.48,3.09
151.98,489.98,2.86
152.50,490.48,2.64
153.01,490.98,2.75
153.47,491.48,2.84
153.96,491.98,2.35
154.48,492.48,2.40
154.98,492.98,2.41
155.48,493.48,2.64
155.95,493.98,2.54
156.43,494.48,2.57
156.93,494.98,3.43
157.43,495.48,3.35
157.95,495.98,3.30
158.41,496.48,3.52
158.92,496.98,3.56
159.43,497.48,3.18
159.92,497.98,4.00
160.40,498.48,3.97
160.89,498.98,3.64
161.40,499.48,3.47
161.89,499.98,3.60
162.36,500.48,3.65
162.88,500.98,3.55
163.39,501.48,3.94
163.90,501.98,3.83
164.38,502.48,3.60
164.89,502.98,4.11
165.40,503.48,4.06
165.86,503.98,3.84
166.35,504.48,3.68
166.85,504.98,3.86
167.34,505.48,4.16
167.84,505.98,4.42
168.34,506.48,4.74
168.85,506.98,4.81
169.36,507.48,4.67
169.88,507.98,4.92
170.37,508.48,5.11
170.88,508.98,5.05
171.36,509.48,5.07
171.85,509.98,4.85
172.30,510.48,5.15
172.80,510.98,5.20
173.32,511.48,5.08
173.78,511.98,5.12
174.29,512.48,5.29
174.82,512.98,5.29
175.31,513.48,5.11
175.81,513.98,5.13
176.31,514.48,5.13
176.81,514.98,4.97
177.31,515.48,5.19
177.86,515.98,5.53
178.36,516.48,5.55
178.79,516.98,5.61
179.25,517.48,5.80
179.77,517.98,6.15
180.29,518.48,6.39
180.77,518.98,6.60
181.28,519.48,6.77
181.78,519.98,6.76
182.26,520.48,6.78
182.75,520.98,7.06
183.26,521.48,7.17
183.74,521.98,6.76
184.22,522.48,6.58
184.76,522.98,6.57
185.26,523.48,6.74
185.74,523.98,6.92
186.23,524.48,6.57
186.73,524.98,7.05
187.24,525.48,7.72
187.73,525.98,7.83
188.22,526.48,8.16
188.73,526.98,8.17
189.24,527.48,8.28
189.73,527.98,8.41
190.21,528.48,8.48
190.71,528.98,8.60
191.22,529.48,8.84
191.72,529.98,8.91
192.23,530.48,8.62
192.73,530.98,8.54
193.21,531.48,8.97
193.70,531.98,9.47
194.17,532.48,9.64
194.67,532.98,9.27
195.19,533.48,9.47
195.66,533.98,9.99
196.23,534.48,10.33
196.71,534.98,10.70
197.16,535.48,11.32
197.68,535.98,11.88
198.20,536.48,11.80
198.69,536.98,12.18
199.18,537.48,12.26
199.73,537.98,11.78
200.25,538.48,11.64
200.72,538.98,11.79
201.22,539.48,11.76
201.75,539.98,11.68
202.21,540.48,12.22
202.70,540.98,13.05
203.19,541.48,13.47
203.67,541.98,13.69
204.17,542.48,13.69
204.61,542.98,13.98
205.15,543.48,14.51
205.66,543.98,14.63
206.19,544.48,14.79
206.71,544.98,14.94
207.20,545.48,15.05
207.70,545.98,15.03
208.22,546.48,14.74
208.77,546.98,15.16
209.24,547.48,15.75
209.71,547.98,16.11
210.19,548.48,16.38
210.68,548.98,16.52
211.17,549.48,16.77
211.70,549.98,17.03
212.20,550.48,17.32
212.66,550.98,17.36
213.20,551.48,17.86
213.71,551.98,18.83
214.19,552.48,18.71
214.69,552.98,18.69
215.21,553.48,18.93
215.72,553.98,20.03
216.18,554.48,20.32
216.73,554.98,20.06
217.26,555.48,20.27
217.69,555.98,20.65
218.13,556.48,20.97
218.64,556.98,20.53
219.18,557.48,21.11
219.71,557.98,22.44
220.19,558.48,23.47
220.69,558.98,24.09
221.18,559.48,24.60
221.65,559.98,25.16
222.15,560.48,24.95
222.63,560.98,24.63
223.15,561.48,24.63
223.65,561.98,25.06
224.15,562.48,24.49
224.62,562.98,24.33
225.16,563.48,25.21
225.67,563.98,26.68
226.13,564.48,28.24
226.64,564.98,29.02
227.12,565.48,29.46
227.58,565.98,30.11
228.11,566.48,31.57
228.68,566.98,32.19
229.24,567.48,31.67
229.67,567.98,31.48
230.10,568.48,32.02
230.61,568.98,31.69
231.16,569.48,30.82
231.71,569.98,31.94
232.21,570.48,33.42
232.68,570.98,34.05
233.14,571.48,34.47
233.66,571.98,36.10
234.13,572.48,37.78
234.59,572.98,37.88
235.09,573.48,37.86
235.65,573.98,37.95
236.21,574.48,37.92
236.65,574.98,37.07
237.11,575.48,36.47
237.62,575.98,37.55
238.11,576.48,38.95
238.71,576.98,39.84
239.25,577.48,40.78
239.70,577.98,42.08
240.12,578.48,43.43
240.66,578.98,44.20
241.20,579.48,44.55
241.73,579.98,44.88
242.19,580.48,45.07
242.60,580.98,44.68
243.06,581.48,44.13
243.66,581.98,45.55
244.20,582.48,46.18
244.73,582.98,47.09
245.24,583.48,48.14
245.72,583.98,49.90
246.16,584.48,51.21
246.67,584.98,51.61
247.26,585.48,52.14
247.76,585.98,52.54
248.24,586.48,52.43
248.74,586.98,51.75
249.23,587.48,52.03
249.72,587.98,53.53
250.27,588.48,54.80
250.78,588.98,55.74
251.25,589.48,56.85
251.74,589.98,58.50
252.26,590.48,59.79
252.80,590.98,60.09
253.28,591.48,60.44
253.75,591.98,60.76
254.26,592.48,60.80
254.78,592.98,60.57
255.28,593.48,61.19
255.78,593.98,62.58
256.27,594.48,63.81
256.77,594.98,64.92
257.28,595.48,66.20
257.78,595.98,67.82
258.28,596.48,69.07
258.78,596.98,69.84
259.29,597.48,70.62
259.79,597.98,71.30
260.30,598.48,71.46
260.81,598.98,71.15
261.31,599.48,71.89
261.80,599.98,73.20
262.31,600.48,74.31
262.81,600.98,75.37
263.31,601.48,77.03
263.81,601.98,79.17
264.32,602.48,80.31
264.81,602.98,80.58
265.31,603.48,81.28
265.81,603.98,82.13
266.29,604.48,82.27
266.78,604.98,81.72
267.29,605.48,82.43
267.79,605.98,84.23
268.30,606.48,85.68
268.79,606.98,86.59
269.28,607.48,88.14
269.79,607.98,90.70
270.30,608.48,92.59
270.81,608.98,93.61
271.30,609.48,94.03
271.79,609.98,94.58
272.31,610.48,94.55
272.82,610.98,93.73
273.32,611.48,93.92
273.81,611.98,95.05
274.30,612.48,96.38
274.81,612.98,97.76
275.30,613.48,99.40
275.78,613.98,101.31
276.28,614.48,102.71
276.78,614.98,103.21
277.27,615.48,103.48
277.78,615.98,103.68
278.27,616.48,103.72
278.75,616.98,103.45
279.26,617.48,103.83
279.77,617.98,105.34
280.26,618.48,106.87
280.77,618.98,108.08
281.28,619.48,109.51
281.77,619.98,111.54
282.25,620.48,112.77
282.74,620.98,112.85
283.24,621.48,112.78
283.75,621.98,112.88
284.24,622.48,112.68
284.72,622.98,112.05
285.23,623.48,112.43
285.73,623.98,114.25
286.23,624.48,115.81
286.72,624.98,116.99
287.23,625.48,118.29
287.72,625.98,120.03
288.22,626.48,121.19
288.73,626.98,120.92
289.22,627.48,120.55
289.74,627.98,120.39
290.25,628.48,120.10
290.73,628.98,119.67
291.23,629.48,119.97
291.75,629.98,121.32
292.23,630.48,122.42
292.71,630.98,123.10
293.23,631.48,124.47
293.73,631.98,126.57
294.22,632.48,127.82
294.71,632.98,127.92
295.20,633.48,127.90
295.70,633.98,128.16
296.22,634.48,128.54
296.72,634.98,127.90
297.20,635.48,127.80
297.72,635.98,129.33
298.21,636.48,130.64
298.68,636.98,131.52
299.20,637.48,132.36
299.70,637.98,133.94
300.20,638.48,135.31
300.70,638.98,135.58
301.19,639.48,135.95
301.71,639.98,136.54
302.22,640.48,137.23
302.73,640.98,137.48
303.21,641.48,138.10
303.70,641.98,139.69
304.21,642.48,141.06
304.69,642.98,142.16
305.19,643.48,143.25
305.69,643.98,144.36
306.16,644.48,145.22
306.69,644.98,146.02
307.18,645.48,146.80
307.67,645.98,147.38
308.17,646.48,148.00
308.65,646.98,148.90
309.15,647.48,150.01
309.67,647.98,151.95
310.19,648.48,153.46
310.68,648.98,154.83
311.19,649.48,156.22
311.68,649.98,157.39
312.18,650.48,158.77
312.68,650.98,160.29
313.19,651.48,161.52
313.68,651.98,162.68
314.18,652.48,164.02
314.68,652.98,165.42
315.16,653.48,166.95
315.68,653.98,168.30
316.18,654.48,169.56
316.66,654.98,170.58
317.16,655.48,171.62
317.68,655.98,172.51
318.17,656.48,173.16
318.66,656.98,173.85
319.17,657.48,174.81
319.67,657.98,175.80
320.19,658.48,176.88
320.69,658.98,177.94
321.19,659.48,179.06
321.68,659.98,180.12
322.19,660.48,180.98
322.70,660.98,181.62
323.20,661.48,182.22
323.69,661.98,182.97
324.21,662.48,183.60
324.70,662.98,184.04
325.19,663.48,184.45
325.67,663.98,184.55
326.17,664.48,184.42
326.67,664.98,184.10
327.18,665.48,183.65
327.71,665.98,183.12
328.21,666.48,182.63
328.69,666.98,182.35
329.19,667.48,182.17
329.69,667.98,181.36
330.17,668.48,180.42
330.70,668.98,179.20
331.20,669.48,177.90
331.68,669.98,176.29
