Time (s),Temperature (K),HRR (W/g)
3.38,348.18,-16.74
7.56,348.68,-10.48
9.89,349.18,12.78
11.74,349.68,16.77
13.18,350.18,14.73
14.26,350.68,13.46
15.28,351.18,13.36
16.12,351.68,12.39
16.91,352.18,12.53
17.64,352.68,10.31
18.35,353.18,9.51
19.06,353.68,10.30
19.70,354.18,9.68
20.34,354.68,9.66
20.95,355.18,9.68
21.55,355.68,9.68
22.12,356.18,8.85
22.69,356.68,8.43
23.25,357.18,7.68
23.80,357.68,6.70
24.34,358.18,5.01
24.90,358.68,5.73
25.44,359.18,6.40
26.02,359.68,5.79
26.52,360.18,5.42
27.07,360.68,5.84
27.56,361.18,6.03
28.06,361.68,5.10
28.57,362.18,3.42
29.11,362.68,2.83
29.60,363.18,2.22
30.11,363.68,2.27
30.63,364.18,2.65
31.12,364.68,3.79
31.61,365.18,3.74
32.10,365.68,4.42
32.59,366.18,3.83
33.07,366.68,3.36
33.54,367.18,1.94
34.03,367.68,2.36
34.54,368.18,3.43
35.03,368.68,3.74
35.48,369.18,4.16
35.94,369.68,4.66
36.46,370.18,5.26
36.93,370.68,4.69
37.43,371.18,2.90
37.87,371.68,1.69
38.35,372.18,0.80
38.86,372.68,0.57
39.33,373.18,0.17
39.79,373.68,0.56
40.26,374.18,1.71
40.74,374.68,2.19
41.20,375.18,2.17
41.68,375.68,2.46
42.15,376.18,2.60
42.62,376.68,2.54
43.09,377.18,1.73
43.55,377.68,1.94
44.00,378.18,2.36
44.47,378.68,1.74
44.92,379.18,1.04
45.43,379.68,-0.01
45.88,380.18,0.16
46.34,380.68,0.45
46.82,381.18,-0.61
47.29,381.68,-1.00
47.75,382.18,-0.17
48.21,382.68,1.02
48.67,383.18,1.30
49.15,383.68,0.15
49.62,384.18,-0.46
50.09,384.68,0.03
50.54,385.18,1.54
51.03,385.68,2.29
51.50,386.18,0.46
51.97,386.68,-0.76
52.42,387.18,-1.35
52.89,387.68,-0.48
53.34,388.18,-0.52
53.81,388.68,-1.68
54.28,389.18,-1.72
54.74,389.68,-1.17
55.19,390.18,-0.76
55.65,390.68,0.01
56.13,391.18,0.59
56.63,391.68,0.41
57.07,392.18,0.38
57.53,392.68,0.04
58.00,393.18,0.85
58.45,393.68,-0.06
58.96,394.18,-0.21
59.41,394.68,-0.61
59.86,395.18,-0.61
60.33,395.68,-0.59
60.81,396.18,-1.43
61.29,396.68,-1.71
61.77,397.18,-1.20
62.24,397.68,-0.36
62.70,398.18,0.26
63.16,398.68,0.49
63.63,399.18,0.96
64.12,399.68,1.35
64.57,400.18,1.72
65.05,400.68,3.17
65.52,401.18,2.45
65.99,401.68,2.55
66.45,402.18,1.99
66.95,402.68,1.20
67.39,403.18,0.70
67.86,403.68,-0.93
68.34,404.18,-1.72
68.81,404.68,-1.99
69.29,405.18,-2.32
69.78,405.68,-2.34
70.24,406.18,-1.38
70.70,406.68,-0.09
71.19,407.18,0.53
71.67,407.68,0.65
72.14,408.18,0.81
72.61,408.68,0.88
73.09,409.18,-0.08
73.53,409.68,-0.15
74.03,410.18,-0.37
74.51,410.68,-1.05
74.98,411.18,0.01
75.49,411.68,-0.14
75.93,412.18,-0.48
