Time (s),Mass (g),HRR (kW/m2)
0,0.00,0.00
1,0.00,0.00
2,-0.01,0.00
3,-0.04,0.00
4,-0.05,0.00
5,-0.07,0.00
6,-0.09,0.36
7,-0.11,0.00
8,-0.12,0.00
9,-0.13,0.00
10,-0.15,0.00
11,-0.17,0.00
12,-0.18,0.00
13,-0.19,0.00
14,-0.21,0.00
15,-0.22,0.00
16,-0.23,1.02
17,-0.24,0.00
18,-0.26,0.00
19,-0.27,0.00
20,-0.29,0.00
21,-0.30,0.00
22,-0.31,0.00
23,-0.33,0.00
24,-0.34,0.00
25,-0.36,0.00
26,-0.37,0.00
27,-0.39,0.00
28,-0.40,0.00
29,-0.42,0.00
30,-0.43,0.00
31,-0.45,0.00
32,-0.46,0.00
33,-0.48,0.00
34,-0.50,8.37
35,-0.52,31.21
36,-0.54,54.52
37,-0.59,90.39
38,-0.68,120.67
39,-0.80,143.90
40,-1.11,158.57
41,-1.20,174.37
42,-1.32,178.80
43,-1.42,189.95
44,-1.50,180.38
45,-1.79,181.48
46,-1.89,182.07
47,-1.99,178.56
48,-2.07,173.63
49,-2.16,164.63
50,-2.29,161.54
51,-2.55,150.35
52,-2.63,145.01
53,-2.71,137.31
54,-2.78,134.71
55,-2.85,131.61
56,-2.95,124.50
57,-3.05,119.69
58,-3.15,117.28
59,-3.24,113.52
60,-3.33,111.02
61,-3.42,105.75
62,-3.51,103.08
63,-3.58,100.99
64,-3.67,102.54
65,-3.75,100.35
66,-3.84,102.94
67,-3.93,101.44
68,-4.01,97.94
69,-4.09,96.81
70,-4.17,95.91
71,-4.24,93.98
72,-4.32,92.06
73,-4.40,90.92
74,-4.46,92.51
75,-4.55,89.40
76,-4.63,87.84
77,-4.70,88.81
78,-4.77,86.66
79,-4.84,86.30
80,-4.92,85.89
81,-4.99,84.35
82,-5.06,83.31
83,-5.13,84.62
84,-5.20,83.75
85,-5.28,85.61
86,-5.35,84.65
87,-5.42,84.12
88,-5.50,83.03
89,-5.57,83.22
90,-5.64,82.89
91,-5.71,81.71
92,-5.78,82.32
93,-5.85,80.79
94,-5.92,80.13
95,-5.98,79.07
96,-6.05,81.99
97,-6.13,83.62
98,-6.20,81.63
99,-6.27,84.23
100,-6.34,82.87
101,-6.40,81.68
102,-6.47,78.81
103,-6.54,79.39
104,-6.61,79.70
105,-6.67,81.09
106,-6.73,82.07
107,-6.80,83.71
108,-6.86,80.83
109,-6.93,82.81
110,-6.99,80.72
111,-7.06,80.01
112,-7.13,76.63
113,-7.20,75.90
114,-7.27,78.86
115,-7.32,81.11
116,-7.38,80.76
117,-7.44,79.57
118,-7.51,79.35
119,-7.58,78.42
120,-7.64,76.59
121,-7.70,76.06
122,-7.77,73.82
123,-7.83,73.43
124,-7.89,74.49
125,-7.95,74.40
126,-8.02,74.15
127,-8.08,72.71
128,-8.13,70.58
129,-8.19,73.42
130,-8.27,70.29
131,-8.33,75.47
132,-8.39,75.22
133,-8.45,74.80
134,-8.52,73.38
135,-8.58,75.23
136,-8.62,75.21
137,-8.68,76.99
138,-8.74,76.37
139,-8.80,73.59
140,-8.86,71.95
141,-8.93,72.59
142,-8.99,72.22
143,-9.05,71.30
144,-9.10,70.20
145,-9.16,71.20
146,-9.21,72.52
147,-9.27,72.11
148,-9.33,70.86
149,-9.39,73.06
150,-9.45,71.02
151,-9.51,71.42
152,-9.57,70.32
153,-9.63,70.37
154,-9.68,68.40
155,-9.74,70.64
156,-9.80,71.05
157,-9.87,72.28
158,-9.93,72.31
159,-9.98,72.76
160,-10.03,69.35
161,-10.09,69.67
162,-10.16,68.61
163,-10.22,68.88
164,-10.27,68.29
165,-10.32,69.18
166,-10.37,68.92
167,-10.43,71.31
168,-10.49,72.34
169,-10.55,73.39
170,-10.60,71.00
171,-10.66,68.84
172,-10.71,68.17
173,-10.77,69.21
174,-10.82,68.12
175,-10.88,69.11
176,-10.93,68.53
177,-10.99,69.01
178,-11.04,67.03
179,-11.10,69.54
180,-11.15,69.95
181,-11.21,69.29
182,-11.27,65.94
183,-11.32,65.71
184,-11.37,65.52
185,-11.42,67.35
186,-11.48,67.09
187,-11.54,66.12
188,-11.59,64.09
189,-11.64,66.52
190,-11.70,64.41
191,-11.75,65.80
192,-11.80,65.40
193,-11.85,64.72
194,-11.89,65.11
195,-11.95,64.44
196,-12.00,64.58
197,-12.06,65.40
198,-12.11,66.09
199,-12.17,67.57
200,-12.23,68.05
201,-12.29,67.77
202,-12.35,65.52
203,-12.40,63.33
204,-12.44,65.18
205,-12.49,65.01
206,-12.55,65.47
207,-12.61,66.18
208,-12.66,66.20
209,-12.71,65.83
210,-12.76,65.16
211,-12.81,63.89
212,-12.86,62.49
213,-12.92,61.43
214,-12.98,62.09
215,-13.02,61.66
216,-13.08,60.66
217,-13.13,62.82
218,-13.18,61.43
219,-13.23,63.97
220,-13.29,60.07
221,-13.34,61.19
222,-13.39,60.54
223,-13.43,59.17
224,-13.48,59.48
225,-13.54,59.54
226,-13.58,59.26
227,-13.63,61.12
228,-13.68,60.75
229,-13.74,62.66
230,-13.79,61.18
231,-13.84,61.94
232,-13.89,62.64
233,-13.92,62.04
234,-13.97,61.80
235,-14.02,62.80
236,-14.07,64.84
237,-14.12,64.23
238,-14.19,61.72
239,-14.24,63.08
240,-14.29,60.14
241,-14.34,59.87
242,-14.39,59.09
243,-14.45,57.82
244,-14.50,59.85
245,-14.55,58.33
246,-14.59,59.47
247,-14.64,58.01
248,-14.69,59.25
249,-14.74,59.63
250,-14.79,60.31
251,-14.83,60.86
252,-14.88,61.31
253,-14.93,59.87
254,-14.98,62.37
255,-15.03,60.00
256,-15.08,61.93
257,-15.13,63.15
258,-15.18,62.42
259,-15.23,62.96
260,-15.29,59.70
261,-15.33,60.46
262,-15.38,60.41
263,-15.43,59.55
