Time (s),Temperature (C),HRR (W/g)
0,75.175,-1.782
0.5,75.157,-1.491
1,75.226,-1.506
1.5,75.216,-2.66
2.001,75.242,-4.445
2.5,75.24,-6.813
3,75.315,-9.338
3.5,75.362,-11.954
4,75.382,-14.399
4.5,75.456,-15.409
5,75.545,-16.313
5.5,75.619,-16.37
6.001,75.706,-15.995
6.5,75.802,-14.327
7,75.885,-11.563
7.501,75.982,-7.737
8.001,76.085,-3.93
8.501,76.231,-0.009
9.001,76.35,2.876
9.501,76.517,5.175
10,76.61,6.465
10.499,76.763,7.747
10.999,76.885,8.092
11.5,77.048,8.312
12.001,77.231,8.923
12.501,77.415,8.674
12.999,77.627,8.507
13.499,77.824,8.216
14,78.081,7.749
14.5,78.325,7.702
15,78.613,7.161
15.501,78.876,7.048
16,79.21,6.644
16.5,79.519,6.569
17,79.827,6.167
17.5,80.212,5.679
18.001,80.532,5.355
18.5,80.913,5.082
19,81.335,5.142
19.5,81.708,4.935
20.001,82.121,4.466
20.501,82.526,4.042
21.001,82.955,3.839
21.501,83.354,3.552
22.001,83.795,3.289
22.501,84.234,3.018
23.001,84.655,2.61
23.5,85.112,2.506
24,85.587,2.683
24.5,86.03,2.395
25,86.477,2.703
25.501,86.956,2.603
26.001,87.453,2.265
26.501,87.915,1.993
27.001,88.402,1.648
27.5,88.876,1.597
28,89.378,1.497
28.501,89.852,2.035
29.001,90.354,1.804
29.501,90.85,1.564
30.001,91.35,2.066
30.5,91.862,1.611
31,92.354,1.591
31.501,92.868,1.42
32,93.367,1.311
32.501,93.892,1.163
33.001,94.394,1.112
33.501,94.943,1.094
34.001,95.444,0.769
34.501,95.944,0.922
35.001,96.455,1.131
35.501,96.967,1.292
36.001,97.495,1.357
36.501,98.033,0.931
37.001,98.556,0.756
37.501,99.058,0.771
38.001,99.607,0.648
38.501,100.124,0.368
39,100.669,0.239
39.5,101.18,0.209
40,101.69,0.255
40.5,102.247,0.352
41,102.742,0.3
41.5,103.299,0.037
42.001,103.817,0.59
42.5,104.339,0.426
43,104.866,0.334
43.5,105.415,0.536
44,105.955,0.429
44.5,106.508,0.386
45,107.044,0.112
45.501,107.58,0.177
46.001,108.107,0.119
46.501,108.633,-0.194
47.001,109.175,-0.747
47.501,109.666,-0.862
48.001,110.19,-0.42
48.5,110.735,-0.37
49,111.285,-0.096
49.5,111.821,0.1
50.001,112.367,0.015
50.501,112.908,-0.002
51.001,113.427,0.067
51.501,113.977,-0.016
52.001,114.483,0.071
52.501,115.047,0.077
53.001,115.582,0.016
53.5,116.061,0.42
54.001,116.63,-0.277
54.502,117.118,-0.419
55.001,117.684,-0.902
55.501,118.215,-0.664
56.001,118.723,-0.661
56.501,119.265,-0.876
57.001,119.801,-1.052
57.501,120.361,-0.93
58.001,120.867,-0.788
58.501,121.444,-0.783
59.001,121.941,-1.134
59.501,122.504,-0.865
60.001,123.036,-0.828
60.501,123.533,-0.468
61.001,124.08,-0.672
61.501,124.62,-0.279
62.001,125.156,-0.351
62.5,125.678,0.137
63.001,126.241,-0.314
63.501,126.732,-0.119
64,127.28,-0.145
64.501,127.799,-0.416
65.001,128.332,-0.539
65.501,128.87,-0.587
66.001,129.407,-0.601
66.501,129.921,-0.74
67.001,130.405,-0.455
67.5,130.94,-0.811
68,131.46,-0.632
68.501,132.005,-0.72
69.001,132.548,-0.675
69.501,133.046,-0.431
70.001,133.59,-0.565
70.501,134.096,-0.657
71.001,134.66,-0.612
71.501,135.149,-0.647
72.001,135.678,-0.79
72.501,136.225,-1.096
73.001,136.732,-0.834
73.501,137.27,-1.117
74.001,137.785,-1.283
74.501,138.318,-1.53
75.001,138.84,-0.992
75.501,139.364,-1.24
76.001,139.868,-1.083
76.501,140.407,-1.186
77.001,140.931,-1.272
77.501,141.469,-1.126
78.001,141.976,-0.923
78.501,142.492,-1.131
79.001,143.009,-0.512
79.501,143.547,-0.604
80.001,144.031,-0.703
80.501,144.598,-1.178
81,145.103,-1.094
81.501,145.596,-1.368
82.001,146.113,-1.131
82.501,146.676,-0.905
83.001,147.131,-1.402
83.501,147.68,-1.427
84.001,148.212,-1.275
84.501,148.744,-1.505
85.001,149.238,-1.354
85.501,149.721,-1.523
86.001,150.257,-1.494
86.501,150.781,-1.339
87.001,151.324,-1.075
87.501,151.841,-1.59
88.001,152.323,-0.913
88.501,152.827,-1.005
89.001,153.38,-1.265
89.501,153.878,-1.422
90.001,154.418,-1.593
90.501,154.922,-1.583
91.001,155.435,-1.765
91.501,155.941,-1.593
92.001,156.453,-1.509
92.501,156.999,-1.65
93.001,157.509,-1.6
93.501,157.967,-1.82
94.001,158.546,-1.99
94.501,159.034,-1.449
95.001,159.616,-1.238
95.502,160.082,-1.527
96.002,160.603,-1.303
96.502,161.094,-1.638
97.001,161.647,-1.44
97.501,162.117,-1.272
98.001,162.666,-1.375
98.501,163.151,-1.408
99.001,163.638,-1.169
99.501,164.168,-1.037
100.001,164.655,-0.844
100.501,165.165,-1.535
101.001,165.707,-1.33
101.501,166.185,-1.307
102.001,166.683,-1.343
102.501,167.182,-1.113
103.001,167.747,-1.045
103.502,168.213,-1.349
104.001,168.727,-1.568
104.501,169.233,-1.476
105.001,169.752,-1.481
105.501,170.274,-1.321
106,170.757,-1.69
106.501,171.29,-1.555
107.001,171.814,-1.707
107.501,172.326,-1.803
108.001,172.83,-2.134
108.501,173.337,-1.867
109.001,173.851,-1.781
109.501,174.363,-1.783
110.001,174.873,-1.834
110.501,175.411,-1.331
111.002,175.934,-1.312
111.501,176.428,-1.703
112.001,176.917,-1.291
112.501,177.459,-1.728
113.001,177.931,-1.668
113.501,178.449,-1.695
114.001,178.981,-1.808
114.501,179.485,-2.139
115.001,180.012,-2.344
115.501,180.497,-1.752
116.001,181.024,-1.322
116.501,181.522,-1.747
117.001,181.993,-1.477
117.501,182.517,-1.629
118.001,183.035,-2.067
118.502,183.579,-1.69
119.001,184.062,-1.618
119.501,184.542,-1.467
120.001,185.052,-1.388
120.501,185.587,-1.808
121.001,186.098,-1.49
121.501,186.589,-1.91
122.001,187.123,-2.354
122.502,187.619,-2.149
123.002,188.112,-2.075
123.501,188.58,-2.224
124.001,189.103,-1.978
124.501,189.654,-2.023
125.002,190.151,-2.361
125.502,190.692,-2.138
126.002,191.192,-1.868
126.502,191.714,-1.677
127.001,192.198,-1.604
127.502,192.718,-1.726
128.002,193.272,-1.358
128.502,193.742,-1.585
129.001,194.244,-1.768
129.501,194.751,-2.037
130.001,195.23,-1.978
130.501,195.791,-1.828
131.001,196.294,-2.137
131.501,196.77,-1.952
132.001,197.276,-1.684
132.502,197.785,-1.757
133.002,198.295,-2.012
133.501,198.818,-2.005
134.001,199.332,-2.096
134.501,199.836,-2.216
135.001,200.326,-1.784
135.501,200.813,-1.548
136.001,201.337,-2.077
136.501,201.845,-1.923
137.001,202.354,-2.037
137.501,202.859,-1.919
138.002,203.386,-1.711
138.502,203.885,-1.958
139.002,204.388,-2.157
139.502,204.929,-1.646
140.002,205.415,-2.271
140.502,205.93,-1.835
141.002,206.388,-1.919
141.502,206.918,-1.71
142.002,207.422,-1.929
142.502,207.931,-1.891
143.001,208.43,-2.14
143.501,208.915,-2.413
144.002,209.454,-2.21
144.502,209.957,-2.107
145.002,210.464,-2.202
145.502,210.958,-2.327
146.001,211.494,-2.065
146.501,212.006,-2.103
147.001,212.487,-2.219
147.502,213.018,-2.298
148.002,213.548,-2.106
148.501,214.006,-2.411
149.002,214.56,-2.302
149.501,215.028,-2.206
150.002,215.561,-2.361
150.501,216.058,-2.148
151.002,216.555,-2.385
151.502,217.04,-1.914
152.002,217.566,-2.348
152.503,218.007,-2.632
153.002,218.578,-2.252
153.502,219.081,-2.221
154.002,219.561,-1.924
154.502,220.081,-2.207
155.002,220.599,-2.243
155.502,221.093,-1.938
156.002,221.607,-2.083
156.502,222.1,-2.081
157.001,222.578,-2.375
157.502,223.118,-2.296
158.001,223.61,-1.966
158.502,224.116,-2.063
159.002,224.624,-2.322
159.502,225.121,-2.544
160.002,225.596,-2.548
160.502,226.153,-2.581
161.002,226.62,-2.745
161.502,227.147,-2.458
162.002,227.642,-2.583
162.502,228.148,-2.423
163.001,228.651,-2.52
163.501,229.147,-2.496
164.002,229.632,-2.372
164.502,230.173,-2.658
165.002,230.639,-2.541
165.501,231.145,-2.435
166.002,231.674,-2.369
166.502,232.161,-2.417
167.002,232.667,-2.485
167.502,233.186,-2.06
168.002,233.701,-2.36
168.502,234.201,-2.442
169.002,234.68,-2.409
169.502,235.144,-2.604
170.002,235.674,-2.716
170.503,236.227,-2.536
171.003,236.669,-2.74
171.502,237.211,-2.744
172.002,237.703,-2.834
172.502,238.214,-2.708
173.001,238.721,-2.75
173.501,239.223,-2.856
174.001,239.735,-3.131
174.501,240.25,-2.873
175.001,240.779,-2.695
175.502,241.242,-2.909
176.002,241.753,-2.775
176.502,242.272,-2.717
177.002,242.755,-2.667
177.502,243.26,-2.624
178.002,243.739,-2.794
178.502,244.24,-2.898
179.002,244.762,-2.774
179.503,245.265,-3.193
180.002,245.761,-2.882
180.502,246.265,-3.347
181.002,246.786,-2.982
181.502,247.28,-3.116
182.002,247.774,-3.302
182.502,248.291,-2.841
183.002,248.804,-2.657
183.502,249.284,-2.959
184.002,249.757,-3.074
184.502,250.29,-2.858
185.002,250.799,-2.856
185.502,251.32,-2.772
186.002,251.823,-2.736
186.502,252.313,-2.964
187.002,252.821,-2.784
187.502,253.313,-2.715
188.002,253.804,-2.63
188.502,254.325,-2.605
189.002,254.821,-2.738
189.502,255.303,-2.791
190.002,255.831,-2.623
190.502,256.308,-2.621
191.002,256.822,-2.677
191.502,257.311,-2.882
192.002,257.841,-2.724
192.502,258.325,-2.893
193.002,258.83,-2.865
193.502,259.341,-2.708
194.002,259.841,-2.759
194.502,260.331,-3.12
195.003,260.868,-2.71
195.503,261.337,-2.7
196.002,261.827,-2.265
196.502,262.335,-2.636
197.002,262.845,-2.43
197.502,263.366,-2.544
198.002,263.868,-2.067
198.502,264.363,-2.66
199.002,264.853,-2.602
199.503,265.332,-2.77
200.002,265.838,-2.577
200.502,266.332,-2.427
201.002,266.808,-2.661
201.502,267.335,-2.481
202.003,267.834,-2.286
202.503,268.333,-2.366
203.002,268.842,-2.305
203.503,269.344,-2.542
204.003,269.841,-2.104
204.502,270.354,-2.345
205.002,270.867,-2.682
205.502,271.34,-2.306
206.002,271.851,-2.281
206.502,272.345,-2.328
207.002,272.836,-2.482
207.502,273.352,-2.238
208.003,273.835,-2.384
208.502,274.347,-2.442
209.002,274.85,-2.625
209.503,275.358,-2.752
210.002,275.838,-2.72
210.502,276.349,-2.949
211.002,276.856,-2.953
211.502,277.363,-2.49
212.002,277.846,-2.526
212.502,278.343,-2.901
213.002,278.868,-2.735
213.502,279.371,-2.773
214.002,279.848,-2.653
214.502,280.371,-2.722
215.002,280.855,-2.386
215.502,281.345,-2.321
216.002,281.869,-2.587
216.502,282.359,-2.434
217.002,282.85,-2.675
217.502,283.369,-2.779
218.002,283.883,-2.821
218.502,284.393,-2.93
219.002,284.846,-3.061
219.503,285.348,-2.871
220.003,285.876,-2.963
220.502,286.411,-3.01
221.002,286.862,-2.364
221.502,287.39,-2.754
222.002,287.908,-2.328
222.502,288.385,-2.656
223.002,288.851,-2.988
223.502,289.415,-2.825
224.002,289.883,-2.761
224.502,290.389,-2.732
225.002,290.888,-2.512
225.502,291.375,-2.555
226.002,291.876,-2.474
226.503,292.397,-2.249
227.003,292.888,-2.544
227.503,293.385,-2.658
228.003,293.902,-2.875
228.502,294.41,-2.851
229.002,294.938,-2.883
229.503,295.43,-2.529
230.003,295.913,-2.791
230.503,296.434,-2.736
231.002,296.901,-2.499
231.502,297.415,-2.234
232.002,297.912,-2.003
232.502,298.431,-1.805
233.002,298.94,-1.955
233.502,299.445,-2.01
234.002,299.912,-2.089
234.503,300.408,-2.057
235.003,300.908,-2.141
235.502,301.421,-2.154
236.002,301.92,-1.858
236.502,302.414,-2.283
237.002,302.922,-2.167
237.502,303.411,-2.321
238.002,303.905,-2.221
238.503,304.418,-2.24
239.003,304.897,-2.1
239.503,305.411,-2.282
240.002,305.896,-2.318
240.503,306.402,-2.457
241.003,306.916,-2.577
241.503,307.394,-2.4
242.002,307.897,-2.873
242.503,308.442,-2.249
243.003,308.92,-2.087
243.503,309.402,-2.479
244.003,309.929,-2.516
244.503,310.412,-2.555
245.003,310.903,-2.301
245.503,311.399,-2.704
246.003,311.917,-2.793
246.503,312.397,-2.72
247.003,312.928,-2.424
247.503,313.409,-2.415
248.003,313.925,-2.504
248.503,314.394,-2.245
249.003,314.905,-1.994
249.502,315.414,-1.951
250.002,315.896,-1.986
250.503,316.388,-2.14
251.003,316.87,-2.367
251.503,317.429,-2.465
252.003,317.909,-2.281
252.503,318.407,-2.296
253.003,318.912,-2.724
253.502,319.409,-2.558
254.002,319.893,-2.166
254.503,320.409,-2.406
255.003,320.947,-2.247
255.503,321.385,-2.298
256.003,321.913,-2.047
256.502,322.427,-1.982
257.002,322.922,-2.19
257.502,323.411,-2.103
258.003,323.905,-1.946
258.503,324.42,-1.703
259.003,324.926,-2.221
259.503,325.4,-2.446
260.003,325.894,-2.034
260.503,326.385,-2.104
261.003,326.918,-2.082
261.503,327.417,-1.796
262.004,327.921,-1.754
262.503,328.4,-1.786
263.003,328.897,-2.212
263.503,329.4,-2.264
264.002,329.923,-2.002
264.503,330.414,-2.011
265.003,330.927,-1.681
265.503,331.414,-1.456
266.003,331.898,-1.435
266.504,332.408,-1.357
267.003,332.899,-1.809
267.503,333.422,-1.46
268.004,333.906,-1.52
268.504,334.439,-1.716
269.003,334.917,-1.802
269.503,335.412,-1.704
270.003,335.931,-1.731
270.503,336.426,-1.775
271.004,336.939,-1.959
271.504,337.413,-2.099
272.004,337.943,-1.39
272.503,338.383,-1.589
273.003,338.898,-1.678
273.503,339.437,-1.779
274.003,339.954,-1.522
274.503,340.434,-1.503
275.003,340.935,-1.576
275.503,341.429,-1.974
276.004,341.929,-1.883
276.504,342.421,-1.826
277.003,342.928,-2.16
277.503,343.431,-1.852
278.003,343.935,-1.312
278.503,344.429,-1.458
279.003,344.917,-1.697
279.503,345.447,-1.728
280.003,345.941,-1.869
280.503,346.423,-1.743
281.003,346.93,-1.549
281.503,347.435,-1.383
282.003,347.935,-1.288
282.504,348.43,-0.944
283.004,348.946,-1.098
283.504,349.398,-1.225
284.003,349.903,-0.931
284.503,350.425,-1.053
285.003,350.93,-1.082
285.503,351.43,-1.733
286.003,351.946,-1.038
286.503,352.452,-1.244
287.004,352.95,-1.256
287.503,353.415,-1.056
288.003,353.914,-0.614
288.503,354.453,-0.467
289.003,354.96,-0.47
289.503,355.432,-0.887
290.003,355.927,-1.134
290.503,356.406,-0.653
291.003,356.947,-0.679
291.504,357.43,-0.944
292.003,357.934,-0.931
292.503,358.438,-0.645
293.004,358.959,-0.603
293.503,359.431,-0.47
294.003,359.929,-0.105
294.503,360.426,-0.066
295.004,360.943,-0.23
295.503,361.449,0.096
296.003,361.92,0.001
296.503,362.469,-0.075
297.003,362.95,-0.188
297.503,363.443,0.041
298.003,363.941,0.559
298.503,364.439,0.602
299.004,364.944,0.675
299.503,365.455,0.909
300.003,365.959,1.017
300.504,366.448,0.977
301.004,366.917,0.952
301.503,367.464,1.46
302.004,367.945,1.015
302.504,368.458,1.375
303.004,368.934,1.257
303.504,369.462,1.474
304.003,369.961,1.415
304.503,370.453,1.339
305.003,370.944,1.817
305.504,371.492,2.076
306.003,371.943,2.432
306.503,372.447,2.55
307.003,372.966,2.719
307.503,373.474,2.903
308.003,373.943,2.746
308.503,374.459,3.216
309.003,374.949,3.429
309.503,375.443,3.807
310.003,375.955,3.928
310.504,376.445,3.967
311.004,376.947,4.511
311.504,377.452,4.719
312.003,377.931,4.962
312.503,378.434,5.298
313.003,378.927,5.94
313.503,379.442,6.577
314.004,379.964,7.141
314.504,380.454,7.515
315.004,380.96,8.058
315.503,381.466,8.118
316.003,381.943,8.695
316.503,382.458,9.139
317.003,382.943,9.45
317.503,383.429,10.363
318.003,383.921,11.094
318.503,384.452,11.724
319.004,384.933,12.427
319.504,385.47,13.403
320.004,385.952,14.556
320.504,386.452,15.663
321.004,386.958,16.53
321.504,387.44,18.014
322.004,387.959,19.704
322.503,388.47,21.344
323.003,388.96,22.382
323.503,389.456,24.65
324.004,389.976,26.41
324.504,390.458,28.276
325.004,390.928,30.621
325.504,391.441,33.072
326.004,391.922,36.065
326.503,392.43,38.491
327.003,392.946,41.15
327.503,393.424,44.874
328.003,393.928,50.594
328.504,394.443,57.75
329.005,394.92,65.181
329.504,395.423,71.689
330.003,395.933,75.266
330.503,396.425,75.603
331.003,396.913,72.392
331.504,397.43,67.589
332.004,397.943,62.107
332.504,398.425,57.45
333.004,398.911,54.663
333.504,399.426,54.087
334.004,399.963,54.299
334.504,400.417,57.58
335.004,400.928,62.273
335.504,401.442,68.435
336.003,401.935,76.308
336.504,402.451,84.864
337.004,402.948,94.065
337.504,403.438,103.68
338.004,403.939,113.347
338.504,404.439,123.401
339.004,404.956,133.66
339.504,405.456,144.729
340.004,405.962,156.21
340.504,406.471,165.96
341.003,406.94,169.045
341.504,407.426,165.252
342.004,407.929,159.568
342.504,408.447,155.433
343.005,408.95,155.93
343.505,409.433,158.103
344.004,409.921,160.797
344.503,410.429,164.341
345.003,410.933,170.77
345.504,411.422,181.163
346.003,411.947,197.567
346.503,412.449,219.552
347.003,412.946,244.067
347.504,413.42,266.96
348.004,413.969,282.856
348.504,414.422,291.171
349.004,414.938,295.687
349.504,415.43,301.804
350.004,415.912,309.62
350.504,416.411,316.445
351.004,416.926,322.314
351.504,417.426,329.857
352.004,417.909,341.161
352.503,418.424,353.891
353.004,418.928,363.906
353.504,419.417,370.398
354.003,419.912,377.792
354.504,420.419,395.773
355.004,420.919,424.086
355.504,421.435,449.067
356.005,421.923,460.697
356.505,422.415,459.917
357.004,422.902,458.317
357.504,423.413,469.564
358.004,423.905,499.805
358.503,424.392,541.119
359.004,424.876,578.887
359.504,425.41,603.121
360.004,425.886,617.668
360.504,426.352,630.622
361.004,426.863,650.423
361.504,427.36,676.021
362.004,427.819,703.973
362.504,428.341,725.965
363.004,428.842,742.796
363.504,429.323,760.326
364.004,429.82,777.639
