Time (s),Temperature (C),HRR (W/g)
0,75.173,-1.544
0.5,75.152,-0.88
0.999,75.169,-1.81
1.499,75.151,-2.685
2,75.143,-4.284
2.5,75.156,-6.229
3,75.171,-9.217
3.5,75.198,-12.435
4,75.232,-13.913
4.5,75.252,-15.365
4.999,75.311,-17.073
5.499,75.372,-17.118
6,75.455,-16.309
6.5,75.535,-14.807
7,75.62,-12.008
7.5,75.688,-7.899
8,75.786,-3.549
8.5,75.898,0.718
9,76.003,4.015
9.499,76.109,6.556
10,76.238,8.515
10.5,76.338,9.141
11,76.504,9.883
11.501,76.639,10.053
12.001,76.801,9.977
12.501,76.951,10.112
13,77.152,9.987
13.499,77.353,9.32
13.999,77.588,9.265
14.5,77.798,9.448
15,78.101,9.095
15.5,78.361,8.909
16,78.693,8.318
16.501,78.987,8.728
17,79.284,8.328
17.499,79.628,7.757
18,79.989,7
18.5,80.348,6.416
19,80.714,6.14
19.5,81.124,5.394
20.001,81.517,5.087
20.5,81.907,5.137
21,82.318,5.089
21.5,82.736,4.613
22,83.184,4.611
22.5,83.626,4.371
23,84.065,4.268
23.5,84.493,3.999
24,84.935,3.604
24.5,85.393,3.118
25,85.885,2.623
25.5,86.317,2.315
26,86.802,2.48
26.5,87.239,2.812
27,87.726,2.973
27.501,88.216,2.726
28,88.722,3.14
28.5,89.214,3.306
29,89.696,3.117
29.5,90.188,2.229
30,90.695,2.639
30.5,91.185,2.391
31,91.703,1.726
31.5,92.212,1.395
32,92.706,1.529
32.5,93.222,2.268
33,93.728,2.383
33.501,94.217,2.182
34,94.759,2.491
34.5,95.298,1.948
35,95.82,1.311
35.5,96.38,0.82
36.001,96.873,0.576
36.501,97.357,0.936
37.001,97.897,1.184
37.5,98.44,1.94
38,98.947,2.486
38.5,99.459,2.892
39.001,100.018,3.122
39.501,100.537,2.909
40,101.074,2.724
40.5,101.601,1.975
41.001,102.154,1.818
41.501,102.691,1.401
42,103.19,1.009
42.5,103.755,1.225
43.001,104.261,0.936
43.5,104.795,1.199
44,105.308,1.183
44.5,105.87,1.06
45,106.373,1.397
45.501,106.925,1.699
46.001,107.435,2.292
46.501,107.983,2.488
47.001,108.543,2.077
47.501,109.06,2.236
48.001,109.598,2.065
48.5,110.121,1.714
49,110.672,1.693
49.501,111.2,1.423
50.001,111.737,1.604
50.5,112.272,1.59
51,112.824,1.798
51.501,113.356,1.648
52.001,113.892,1.834
52.501,114.412,1.992
53.001,114.941,1.668
53.5,115.482,1.064
54.001,115.999,0.653
54.5,116.542,0.786
55.001,117.09,0.724
55.501,117.636,1.171
56.001,118.178,1.276
56.501,118.689,1.459
57.001,119.26,2.094
57.5,119.766,2.108
58,120.281,1.944
58.501,120.858,1.618
59.001,121.359,1.385
59.501,121.89,0.971
60.001,122.436,0.555
60.501,122.944,0.757
61,123.492,0.178
61.5,124.042,0.245
62,124.555,0.344
62.501,125.095,0.568
63,125.64,1.023
63.5,126.154,0.783
64.001,126.702,1.158
64.501,127.231,0.543
65.001,127.776,1.068
65.501,128.283,0.922
66.001,128.836,0.405
66.5,129.349,0.843
67,129.895,1.157
67.5,130.408,1.245
68,130.929,1.416
68.5,131.462,0.974
69,131.977,1.054
69.501,132.534,0.874
70,133.031,0.893
70.5,133.601,1.034
71,134.119,1.03
71.5,134.642,1.262
72,135.148,1.304
72.501,135.688,0.955
73.001,136.231,0.587
73.501,136.727,0.477
74,137.264,0.091
74.5,137.758,0.378
75,138.318,0.45
75.501,138.85,0.45
76.001,139.371,1.137
76.501,139.887,1.221
77,140.391,1.406
77.5,140.946,1.322
78.001,141.473,0.966
78.501,141.993,0.819
79,142.493,1.073
79.5,143,0.991
80.001,143.531,0.834
80.501,144.06,1.012
81.001,144.618,1.014
81.501,145.086,1.105
82.001,145.633,1.054
82.5,146.143,1.178
83,146.649,0.908
83.5,147.149,0.852
84.001,147.679,1.066
84.501,148.191,0.652
85.001,148.746,0.516
85.501,149.206,0.394
86.001,149.753,0.642
86.501,150.273,0.64
87.001,150.791,0.683
87.502,151.323,0.835
88.001,151.848,0.94
88.501,152.332,1.258
89.002,152.837,0.944
89.501,153.377,0.744
90.001,153.903,0.801
90.502,154.403,0.506
91.001,154.943,0.303
91.501,155.439,0.951
92,155.956,0.542
92.501,156.486,0.931
93.001,157.002,0.901
93.501,157.502,1.563
94.001,158.003,1.966
94.501,158.529,1.963
95.002,159.047,1.978
95.501,159.552,1.676
96,160.091,1.295
96.501,160.596,0.941
97,161.115,0.497
97.501,161.616,0.66
98.001,162.129,0.527
98.5,162.623,0.526
99,163.136,0.739
99.501,163.651,0.945
100.001,164.173,1.103
100.501,164.678,1.008
101.001,165.187,1.309
101.501,165.718,1.386
102.001,166.226,1.237
102.501,166.714,1.189
103.001,167.235,1.036
103.502,167.763,0.949
104.002,168.232,0.746
104.501,168.754,0.723
105.001,169.262,0.694
105.501,169.769,0.729
106.001,170.287,0.638
106.501,170.82,0.96
107.001,171.325,0.85
107.501,171.835,0.855
108.001,172.338,0.362
108.501,172.882,0.458
109,173.361,0.434
109.501,173.875,0.419
110.001,174.403,0.601
110.502,174.921,0.771
111.001,175.402,0.795
111.501,175.932,0.811
112.001,176.423,1.158
112.501,176.951,0.9
113.001,177.432,0.908
113.502,177.963,0.982
114.001,178.47,0.685
114.501,178.985,0.769
115.002,179.498,0.702
115.502,180.014,0.36
116.001,180.508,0.021
116.501,181.025,0.001
117.002,181.525,0.387
117.501,182.036,0.492
118.001,182.534,-0.021
118.501,183.07,0.289
119.002,183.568,0.306
119.502,184.074,0.543
120.001,184.599,0.004
120.501,185.096,-0.235
121.002,185.608,-0.019
121.501,186.127,-0.274
122.001,186.639,-0.209
122.501,187.179,0.093
123.001,187.661,0.284
123.501,188.19,0.38
124.001,188.685,0.499
124.502,189.176,0.656
125.002,189.708,0.737
125.501,190.228,0.751
126.001,190.702,0.705
126.501,191.209,0.574
127.002,191.707,0.907
127.501,192.228,0.901
128.001,192.727,1.322
128.501,193.287,1.277
129,193.791,0.801
129.5,194.246,0.667
130.001,194.776,0.411
130.501,195.276,0.033
131.002,195.817,0.151
131.502,196.302,0.441
132.002,196.817,0.686
132.501,197.327,0.612
133.001,197.833,0.824
133.501,198.363,1.035
134.002,198.852,0.554
134.501,199.389,0.318
135.001,199.855,0.206
135.501,200.379,0.027
136.001,200.865,0.086
136.501,201.374,-0.129
137.001,201.912,0.122
137.502,202.417,0.507
138.002,202.929,-0.054
138.501,203.415,0.164
139.001,203.917,0.094
139.501,204.461,0.433
140.002,204.966,0.532
140.502,205.47,0.548
141.002,205.936,0.592
141.502,206.47,0.545
142.001,206.938,0.94
142.501,207.457,0.775
