Time (s),Temperature (K),HRR (W/g)
0.00,348.01,-2.32
5.94,348.51,-27.33
8.28,349.01,-1.93
10.13,349.51,13.88
11.79,350.01,13.61
13.13,350.51,12.10
14.12,351.01,11.25
15.06,351.51,12.70
15.90,352.01,12.43
16.65,352.51,12.20
17.37,353.01,11.83
18.10,353.51,10.67
18.76,354.01,9.03
19.39,354.51,7.62
20.07,355.01,6.75
20.66,355.51,6.05
21.27,356.01,5.18
21.87,356.51,4.57
22.45,357.01,3.83
22.99,357.51,4.26
23.54,358.01,4.11
24.07,358.51,4.15
24.62,359.01,4.18
25.17,359.51,4.97
25.71,360.01,5.45
26.21,360.51,4.90
26.74,361.01,4.91
27.26,361.51,5.11
27.80,362.01,4.54
28.31,362.51,3.88
28.79,363.01,3.52
29.29,363.51,3.66
29.80,364.01,3.76
30.29,364.51,2.94
30.81,365.01,2.62
31.32,365.51,2.61
31.80,366.01,2.38
32.29,366.51,1.42
32.76,367.01,0.61
33.24,367.51,0.55
33.72,368.01,0.69
34.20,368.51,0.98
34.67,369.01,1.35
35.16,369.51,1.88
35.65,370.01,2.67
36.12,370.51,2.42
36.61,371.01,2.64
37.10,371.51,2.02
37.54,372.01,1.45
38.05,372.51,0.47
38.53,373.01,-0.29
38.98,373.51,-0.33
39.47,374.01,-0.55
39.95,374.51,-0.45
40.41,375.01,-0.06
40.88,375.51,0.06
41.34,376.01,0.55
41.82,376.51,1.31
42.31,377.01,2.00
42.77,377.51,2.08
43.24,378.01,2.06
43.71,378.51,2.15
44.18,379.01,1.80
44.64,379.51,1.05
45.11,380.01,0.06
45.55,380.51,-0.60
46.06,381.01,-0.60
46.52,381.51,-0.78
47.00,382.01,-1.50
47.45,382.51,-1.54
47.91,383.01,-0.98
48.38,383.51,-0.49
48.86,384.01,-1.15
49.33,384.51,-1.73
49.79,385.01,-1.38
50.25,385.51,-1.01
50.72,386.01,-0.54
51.19,386.51,0.16
51.65,387.01,0.36
52.10,387.51,0.34
52.57,388.01,0.30
53.07,388.51,0.20
53.55,389.01,-0.30
53.98,389.51,-1.34
54.44,390.01,-1.43
54.91,390.51,-1.30
55.38,391.01,-1.43
55.84,391.51,-1.17
56.30,392.01,-1.27
56.78,392.51,-0.89
57.26,393.01,-0.19
57.73,393.51,-0.06
58.19,394.01,-0.31
58.66,394.51,-0.51
59.14,395.01,-0.17
59.62,395.51,0.91
60.06,396.01,0.89
60.56,396.51,0.93
61.01,397.01,1.04
61.49,397.51,0.78
61.96,398.01,0.32
62.42,398.51,-0.61
62.89,399.01,-0.97
63.38,399.51,-0.31
63.85,400.01,-0.11
64.33,400.51,0.02
64.80,401.01,-0.71
65.26,401.51,-1.48
65.73,402.01,-1.62
66.19,402.51,-1.24
66.65,403.01,-0.97
67.13,403.51,-1.45
67.62,404.01,-1.29
68.09,404.51,-0.85
68.57,405.01,0.08
69.03,405.51,0.52
69.48,406.01,0.52
70.00,406.51,1.66
70.46,407.01,1.66
70.93,407.51,0.94
71.41,408.01,0.21
71.88,408.51,0.48
72.35,409.01,0.36
72.83,409.51,0.21
73.30,410.01,0.07
73.79,410.51,0.35
74.28,411.01,0.41
74.77,411.51,0.55
75.24,412.01,0.45
75.70,412.51,0.00
76.17,413.01,-0.34
76.65,413.51,-0.60
77.11,414.01,-0.30
77.60,414.51,-0.35
78.11,415.01,-0.17
78.59,415.51,-0.11
79.05,416.01,0.67
79.51,416.51,1.25
80.03,417.01,0.20
80.49,417.51,0.51
80.99,418.01,-0.29
81.46,418.51,-0.24
81.94,419.01,-0.22
82.41,419.51,0.00
82.91,420.01,0.41
83.38,420.51,0.67
83.87,421.01,0.85
84.36,421.51,0.60
84.86,422.01,0.13
85.33,422.51,0.13
85.81,423.01,0.12
86.30,423.51,-0.46
86.77,424.01,-0.60
87.26,424.51,-0.53
87.73,425.01,-0.93
88.22,425.51,-1.15
88.71,426.01,-1.09
89.19,426.51,-0.88
89.68,427.01,-0.06
90.17,427.51,0.41
90.66,428.01,0.02
91.13,428.51,-0.24
91.61,429.01,-0.05
92.09,429.51,-0.17
92.59,430.01,0.00
93.09,430.51,-0.02
93.57,431.01,-0.76
94.05,431.51,0.27
94.55,432.01,0.24
95.03,432.51,0.49
95.51,433.01,-0.93
96.02,433.51,-1.36
96.49,434.01,-1.32
96.97,434.51,-2.28
97.47,435.01,-1.49
97.95,435.51,-1.86
98.42,436.01,-0.98
98.91,436.51,1.01
