Time (s),Temperature (C),HRR (W/g)
0,75.098,-0.871
0.5,75.092,-0.579
1,75.047,-0.655
1.499,75.053,-1.876
1.999,75.038,-3.544
2.499,75.049,-5.624
3,75.102,-8.864
3.5,75.095,-11.859
4,75.141,-14.678
4.499,75.159,-16.231
5,75.214,-16.862
5.5,75.269,-16.723
6,75.318,-15.628
6.5,75.408,-13.121
7,75.478,-9.875
7.5,75.594,-5.559
8,75.662,-1.586
8.499,75.791,1.651
9,75.874,4.741
9.5,75.983,6.865
10,76.114,8.154
10.5,76.207,9.255
11,76.344,9.134
11.5,76.466,9.08
11.999,76.655,8.742
12.5,76.788,8.892
13,76.995,8.766
13.5,77.164,8.383
14,77.389,8.415
14.5,77.678,7.816
15,77.938,7.421
15.5,78.214,7.348
16.001,78.507,7.293
16.501,78.806,7.034
17.001,79.142,6.937
17.5,79.471,6.834
18,79.804,6.504
18.5,80.185,6.555
19,80.559,6.443
19.5,80.935,6.15
20,81.313,6.359
20.499,81.735,5.405
21,82.142,5.642
21.5,82.574,5.41
22,83.013,4.991
22.5,83.415,4.39
22.999,83.874,4.445
23.5,84.288,3.999
24,84.767,4.256
24.5,85.186,3.552
25.001,85.661,3.529
25.5,86.139,3.126
26,86.584,2.879
26.5,87.07,2.868
27,87.554,2.836
27.501,88.03,2.873
28.001,88.513,2.848
28.5,89.032,2.889
29,89.553,2.832
29.5,89.993,2.725
30,90.494,2.513
30.5,90.99,2.272
31,91.508,2.608
31.501,91.986,2.699
32,92.532,2.527
32.5,93.044,2.412
33,93.532,2.264
33.5,94.045,2.305
34,94.591,2.436
34.5,95.07,2.441
35,95.576,2.24
35.5,96.141,2.161
36,96.623,1.835
36.5,97.155,1.943
37,97.664,1.932
37.5,98.196,1.509
38,98.735,2.086
38.5,99.258,1.878
39.001,99.783,1.953
39.501,100.294,1.909
40,100.859,1.651
40.5,101.356,1.45
41,101.893,1.562
41.5,102.442,1.617
42,102.939,1.629
42.5,103.519,1.347
43,104.055,1.471
43.5,104.557,1.176
44,105.147,1.146
44.5,105.623,1.465
45,106.165,1.304
45.5,106.705,1.206
46,107.268,1.605
46.5,107.803,1.382
47.001,108.342,0.812
47.501,108.858,1.006
48.001,109.364,0.952
48.501,109.925,0.831
49.001,110.443,0.86
49.5,111.012,1.427
50,111.57,1.294
50.5,112.09,0.916
51.001,112.612,1.517
51.501,113.141,1.587
52.001,113.685,1.402
52.501,114.194,1.279
53,114.733,1.586
53.5,115.289,0.945
54.001,115.829,1.267
54.501,116.347,0.681
55.001,116.885,0.56
55.5,117.425,0.613
56,117.933,0.214
56.5,118.459,0.709
57.001,119.027,0.264
57.501,119.58,0.126
58,120.113,0.446
58.5,120.65,0.554
59,121.208,0.97
59.5,121.713,0.622
60,122.282,1.056
60.5,122.821,1.013
61.001,123.317,0.632
61.501,123.87,0.633
62.001,124.385,0.706
62.501,124.926,0.903
63.001,125.402,0.556
63.5,125.967,0.385
64,126.548,0.462
64.5,126.996,0.476
65.001,127.542,0.329
65.501,128.104,0.402
66,128.622,0.594
66.5,129.187,0.427
67.001,129.691,0.487
67.501,130.221,0.3
68,130.769,0.191
68.5,131.286,0.273
69,131.804,0.328
69.501,132.348,0.333
70.001,132.852,0.385
70.501,133.389,0.517
71.001,133.938,0.377
71.501,134.46,0.08
72.001,135.015,0.383
72.501,135.511,0.322
73.001,136.054,0.633
73.501,136.562,0.344
74.001,137.1,0.669
74.501,137.617,0.612
75.001,138.151,0.788
75.501,138.679,0.488
