Time (s),Temperature (C),HRR (W/g)
0,74.844,-0.567
0.5,74.879,-0.244
1,74.879,-0.552
1.5,74.905,-1.475
2,74.948,-2.813
2.5,74.959,-4.966
3,75.013,-6.86
3.5,75.084,-10.11
4,75.099,-12.354
4.499,75.178,-13.258
4.999,75.249,-14.406
5.5,75.355,-14.914
6,75.46,-15.195
6.499,75.56,-13.06
7,75.659,-11.17
7.5,75.757,-7.606
8,75.879,-4.225
8.5,76.014,-0.058
9,76.132,4.36
9.5,76.279,6.859
10,76.429,9.617
10.5,76.562,10.409
11,76.711,10.415
11.5,76.845,11.148
12,77.027,10.721
12.5,77.234,10.009
13,77.431,8.976
13.5,77.666,8.68
14,77.903,8.018
14.5,78.147,7.307
14.999,78.456,5.877
15.5,78.713,5.569
16,79.04,6.904
16.5,79.343,8.885
17,79.683,10.104
17.499,80.011,10.636
18,80.41,11.08
18.5,80.806,11.153
19,81.171,9.876
19.5,81.563,6.892
20,81.952,5.012
20.5,82.363,4.184
21,82.754,3.219
21.5,83.203,3.139
22,83.624,2.557
22.501,84.083,3.298
23,84.515,3.851
23.5,84.975,3.867
24,85.426,3.957
24.5,85.883,3.526
25,86.384,3.351
25.5,86.833,3.543
26,87.307,2.513
26.5,87.785,2.989
27,88.261,2.391
27.5,88.76,2.923
28,89.267,2.102
28.5,89.711,1.977
28.999,90.243,2.471
29.5,90.72,2.719
30,91.234,2.188
30.5,91.745,2.514
31.001,92.241,2.158
31.5,92.726,1.771
32,93.243,1.793
32.5,93.756,1.121
33,94.277,1.651
33.5,94.809,0.797
34,95.315,1.088
34.5,95.811,2.152
35,96.345,1.989
35.5,96.855,2.362
36.001,97.35,2.37
36.5,97.875,2.396
37.001,98.417,1.858
37.501,98.941,1.461
38,99.465,1.564
38.5,100.007,1.721
39,100.558,1.582
39.5,101.079,1.754
40.001,101.578,2.209
40.5,102.121,1.78
41,102.654,1.499
41.5,103.181,2.4
42.001,103.727,0.759
42.501,104.241,0.669
43.001,104.75,0.893
43.5,105.306,1.129
44.001,105.854,0.802
44.501,106.355,-0.404
45,106.913,0.275
45.501,107.425,0.173
46.001,107.975,0.822
46.5,108.502,1.257
47.001,109.057,0.862
47.501,109.556,1.974
48,110.099,1.751
48.5,110.641,1.946
49.001,111.181,2.016
49.5,111.671,1.289
50,112.233,0.934
50.501,112.794,0.21
51,113.346,0.957
51.5,113.879,0.486
52,114.362,0.617
52.5,114.9,-0.378
53.001,115.414,-0.454
53.501,115.974,0.312
54.001,116.519,0.908
54.501,117.028,1.671
55,117.562,1.656
55.5,118.117,2.43
56,118.682,2.762
56.5,119.178,1.775
57,119.729,0.229
57.501,120.219,-0.523
58.001,120.796,-0.461
58.501,121.308,-0.191
59.001,121.857,-0.604
59.501,122.377,0.713
60,122.905,1.188
60.5,123.418,1.11
61,123.944,0.126
61.501,124.514,-0.588
62,125.009,-0.894
62.5,125.58,-1.36
63.001,126.071,-1.981
63.501,126.628,-0.836
64,127.14,-0.015
64.5,127.675,0.969
65,128.242,0.618
65.501,128.765,1.475
66.001,129.27,2.162
66.501,129.829,1.673
67.001,130.336,1.214
67.5,130.853,-0.194
68.001,131.404,-0.16
68.501,131.883,-0.818
69,132.466,-0.952
69.5,132.99,-0.287
70,133.497,0.284
70.5,134.019,1.134
71,134.537,1.786
71.5,135.069,1.086
72.001,135.586,0.843
72.501,136.105,0.327
73.001,136.644,0.298
73.501,137.163,0.647
74,137.696,0.419
