Time,Mass,HRR
[s],[g],[kW/m2]
0,69.34,0
1,69.34,0.7
2,69.323,0.7
3,69.323,3.3
4,69.323,3.3
5,69.323,3.3
6,69.323,4.9
7,69.418,4.9
8,69.501,5
9,69.559,4.1
10,69.592,4.1
11,69.601,1.5
12,69.591,0.7
13,69.562,1.5
14,69.52,0.7
15,69.465,0
16,69.401,1.6
17,69.329,0
18,69.25,0
19,69.167,0.8
20,69.079,0
21,68.987,0
22,68.891,0
23,68.791,0
24,68.688,0
25,68.582,1.6
26,68.471,2.4
27,68.358,0.7
28,68.242,1.5
29,68.122,1.5
30,68,2.3
31,67.874,3.1
32,67.746,3.9
33,67.614,8.8
34,67.48,12.6
35,67.343,21.5
36,67.223,43.9
37,67.101,61.3
38,66.975,85.7
39,66.846,127.3
40,66.713,155.1
41,66.577,187.2
42,66.438,234.8
43,66.296,266.9
44,66.151,290.8
45,66.003,331.8
46,65.853,356.1
47,65.7,376.7
48,65.545,400.6
49,65.387,434.7
50,65.229,450.1
51,65.068,467
52,64.905,488.1
53,64.741,499
54,64.575,509.7
55,64.407,521.8
56,64.238,528.2
57,64.067,534.1
58,63.894,540.6
59,63.72,542.5
60,63.544,546.1
61,63.368,554.7
62,63.189,556.1
63,63.009,560.2
64,62.828,565.5
65,62.645,569.8
66,62.461,575.7
67,62.276,577.8
68,62.09,582.4
69,61.903,586.3
70,61.715,590.7
71,61.526,593.6
72,61.336,595.5
73,61.145,597.2
74,60.954,600.1
75,60.761,602
76,60.568,601.7
77,60.374,601.5
78,60.18,601.9
79,59.985,603.4
80,59.79,601.9
81,59.594,604.2
82,59.397,603.6
83,59.201,604.8
84,59.003,606.7
85,58.805,611.1
86,58.607,617
87,58.408,620.6
88,58.209,625.3
89,58.009,629.8
90,57.809,630.6
91,57.609,632.8
92,57.408,638
93,57.206,638
94,57.004,636.4
95,56.801,637.6
96,56.598,634.7
97,56.394,632.7
98,56.189,632
99,55.984,629.7
100,55.778,630
101,55.572,632.4
102,55.365,638.5
103,55.157,643.2
104,54.948,645.3
105,54.739,651
106,54.528,656.4
107,54.317,655.6
108,54.105,657.4
109,53.891,659.7
110,53.678,659.9
111,53.463,656.6
112,53.247,655.2
113,53.029,651.9
114,52.811,654
115,52.592,659.2
116,52.371,660.3
117,52.15,666.5
118,51.927,670.7
119,51.703,673
120,51.477,678.3
121,51.251,679.3
122,51.023,684.8
123,50.794,688.9
124,50.563,688.1
125,50.332,687.6
126,50.099,689.9
127,49.865,689
128,49.63,685.5
129,49.393,681.5
130,49.155,680.6
131,48.916,679.4
132,48.677,679.7
133,48.435,680
134,48.193,679.1
135,47.949,679.8
136,47.705,684.3
137,47.459,694.2
138,47.212,699.7
139,46.964,709.5
140,46.716,713.4
141,46.466,715.5
142,46.215,723.4
143,45.964,725.9
144,45.711,726.4
145,45.458,726.9
146,45.204,726.4
147,44.949,724.5
148,44.693,725.2
149,44.437,722.5
150,44.179,716.6
151,43.921,716.3
152,43.663,717.8
153,43.403,721.5
154,43.143,727.3
155,42.883,730.9
156,42.622,733.4
157,42.36,738.6
158,42.098,745.1
159,41.835,750.8
160,41.572,755.6
161,41.308,759.2
162,41.043,762
163,40.779,763.4
164,40.513,766.4
165,40.247,766.3
166,39.98,763.3
167,39.712,764
168,39.443,767
169,39.174,770.2
170,38.905,772.8
171,38.634,774.8
172,38.363,774.9
173,38.091,780.6
174,37.818,786.3
175,37.545,795.7
176,37.27,800.5
177,36.995,806.5
178,36.718,813.9
179,36.441,819.8
180,36.162,824.4
181,35.883,823.2
182,35.603,822.6
183,35.321,822.7
184,35.038,822.6
185,34.755,822.5
186,34.47,823.8
187,34.184,829.1
188,33.897,826.4
189,33.608,827.4
190,33.319,836.4
191,33.027,842.8
192,32.735,845.9
193,32.442,845.9
194,32.147,852
195,31.852,853.6
196,31.555,858.4
197,31.257,861.5
198,30.958,867
199,30.658,868.9
200,30.357,864
201,30.056,863.6
202,29.754,863.5
203,29.451,857.8
204,29.147,855.3
205,28.843,857.4
206,28.538,860.1
207,28.234,861
208,27.929,871.1
209,27.624,871.7
210,27.319,879.8
211,27.014,885.6
212,26.709,893.3
213,26.405,903
214,26.101,909
215,25.798,911.4
216,25.496,916.3
217,25.194,920.6
218,24.894,919.9
219,24.595,920.2
220,24.297,918.4
221,24.001,915.8
222,23.706,909.7
223,23.413,908
224,23.123,910.1
225,22.834,911.9
226,22.547,916.6
227,22.263,934.3
228,21.982,942.4
229,21.704,944.4
230,21.428,951.8
231,21.155,959.3
232,20.885,966.4
233,20.619,981.8
234,20.356,989.3
235,20.097,1003.4
236,19.841,1012.5
237,19.589,1016.8
238,19.341,1019.7
239,19.096,1020.3
240,18.855,1014.9
241,18.618,1017.7
242,18.385,1019.9
243,18.157,1012.6
244,17.932,1010
245,17.711,1011.1
246,17.495,1010.5
247,17.283,1011.6
248,17.075,1008.8
249,16.872,1005.3
250,16.673,1002.8
251,16.477,997.2
252,16.287,987.3
253,16.101,976
254,15.919,960
255,15.741,943
256,15.568,918
257,15.398,899
258,15.233,880
259,15.072,848
260,14.915,825.6
261,14.762,807.3
262,14.614,774.8
263,14.468,756.1
264,14.327,721.6
265,14.189,698.4
266,14.055,675.1
267,13.924,635.8
268,13.797,611.5
269,13.672,587.7
270,13.552,547.5
271,13.433,524.1
272,13.318,486.8
273,13.206,460.8
274,13.097,442
275,12.99,413
276,12.886,397.2
277,12.784,380.9
278,12.685,360.3
279,12.588,350.3
280,12.494,339.1
281,12.401,324.8
282,12.311,318.8
283,12.223,308.4
284,12.136,302.5
285,12.052,296.5
286,11.968,286.4
287,11.887,278.4
288,11.806,274.4
289,11.727,264.9
290,11.65,259.7
291,11.573,250.5
292,11.498,246.9
293,11.423,241.5
294,11.349,233.9
295,11.277,229.4
296,11.205,227.2
297,11.134,223.6
298,11.063,221.3
299,10.993,218.9
300,10.923,214.8
301,10.854,214
302,10.785,210.8
303,10.718,207.7
304,10.65,204.8
305,10.583,201.7
306,10.516,199.3
307,10.45,195.9
308,10.384,195.1
309,10.318,191.5
310,10.252,188.9
311,10.187,187
312,10.122,184.5
313,10.057,181.5
314,9.992,181.6
315,9.928,179
316,9.863,179.1
317,9.799,178
318,9.735,178
319,9.671,177.5
320,9.607,178.1
321,9.543,178.1
322,9.48,176.5
323,9.417,175.2
324,9.353,174.3
325,9.291,174.1
326,9.229,170.9
327,9.166,169.9
328,9.105,168.1
329,9.044,168
330,8.983,166.9
331,8.922,164.1
332,8.863,163.2
333,8.803,161.8
334,8.744,163.2
335,8.685,161.9
336,8.627,158.4
337,8.569,159.7
338,8.512,161.6
339,8.455,160.9
340,8.399,161.9
