Time,Mass,HRR
[s],[g],[kW/m2]
0,66.58,0
1,66.58,3.8
2,66.559,3.8
3,66.559,0
4,66.559,0
5,66.559,0
6,66.559,0
7,66.535,0
8,66.506,0
9,66.473,0
10,66.437,0
11,66.398,0
12,66.358,0.5
13,66.316,0.5
14,66.272,2.3
15,66.226,1.7
16,66.176,1.7
17,66.122,1.7
18,66.063,0.6
19,66.001,0.6
20,65.934,0
21,65.864,0
22,65.789,0
23,65.711,0
24,65.629,0
25,65.543,0
26,65.453,0
27,65.36,0
28,65.263,0
29,65.162,1
30,65.057,2.2
31,64.95,6.7
32,64.838,13
33,64.724,24.2
34,64.606,39.3
35,64.485,79.9
36,64.379,69.5
37,64.271,96.6
38,64.159,165.7
39,64.045,199.3
40,63.927,237.8
41,63.807,274.1
42,63.684,311
43,63.559,336.9
44,63.43,358.5
45,63.299,393.4
46,63.166,411.6
47,63.03,425.3
48,62.891,437.2
49,62.75,458.3
50,62.606,470
51,62.46,480.5
52,62.311,497
53,62.16,510.5
54,62.006,521.7
55,61.851,539
56,61.693,545.9
57,61.533,551.5
58,61.371,558.8
59,61.208,560.6
60,61.042,559.7
61,60.874,559.7
62,60.704,560.8
63,60.533,561
64,60.36,556.6
65,60.186,556.6
66,60.009,555.7
67,59.832,553.6
68,59.653,554.3
69,59.472,555.8
70,59.29,560.9
71,59.106,566.1
72,58.922,569.3
73,58.736,578.2
74,58.549,580.5
75,58.36,585.8
76,58.171,594.1
77,57.981,598.2
78,57.789,600.9
79,57.597,604.8
80,57.403,603.4
81,57.209,603.8
82,57.015,602.8
83,56.819,599.2
84,56.622,598.8
85,56.425,598.3
86,56.227,600.1
87,56.029,600.9
88,55.829,604.8
89,55.63,608.4
90,55.429,607.8
91,55.228,614.3
92,55.026,619
93,54.824,622.7
94,54.621,628
95,54.418,630.9
96,54.215,631.8
97,54.01,631.6
98,53.806,628.2
99,53.601,625
100,53.395,619.9
101,53.189,617.7
102,52.982,619.4
103,52.775,620.8
104,52.567,618.9
105,52.359,614.5
106,52.151,616.1
107,51.941,621.4
108,51.732,623.8
109,51.521,628.4
110,51.311,632.4
111,51.1,636.8
112,50.888,642.2
113,50.675,642
114,50.462,645.8
115,50.249,651.4
116,50.035,655.8
117,49.82,661.6
118,49.604,665.6
119,49.388,665.2
120,49.171,663.4
121,48.953,661.3
122,48.735,660.3
123,48.516,658.3
124,48.297,658.4
125,48.076,663.9
126,47.855,665.8
127,47.633,670
128,47.41,673.4
129,47.187,675.5
130,46.963,678.4
131,46.737,683
132,46.511,683.2
133,46.285,680.5
134,46.057,680.2
135,45.828,673.3
136,45.599,672.3
137,45.368,669
138,45.137,665.5
139,44.905,666.6
140,44.672,666.6
141,44.438,668
142,44.204,672.5
143,43.968,675.9
144,43.731,683.1
145,43.494,689.3
146,43.255,695.8
147,43.016,700
148,42.776,705.7
149,42.534,706.1
150,42.292,709.4
151,42.049,713.8
152,41.805,713.8
153,41.561,714.3
154,41.315,714.7
155,41.068,712.5
156,40.821,711.8
157,40.572,712.4
158,40.323,722.8
159,40.073,724.3
160,39.822,729
161,39.57,740.2
162,39.317,747.3
163,39.064,754.1
164,38.809,765.5
165,38.554,770.7
166,38.298,781.7
167,38.041,788.6
168,37.784,793.8
