Time (s),Mass (g),HRR (kW/m2)
0,83.61,0
1,83.61,0
2,83.61,0
3,83.61,0
4,83.61,0
5,83.61,0
6,83.61,0
7,83.61,0
8,83.61,0
9,83.61,0
10,83.61,0
11,83.61,0
12,83.61,0
13,83.61,0
14,83.61,0
15,83.60,0
16,83.55,0
17,83.53,0
18,83.52,0
19,83.53,0
20,83.53,0
21,83.54,1.535
22,83.52,4.220
23,83.51,7.632
24,83.50,11.667
25,83.50,16.206
26,83.50,21.152
27,83.49,26.369
28,83.48,31.814
29,83.47,37.404
30,83.46,43.077
31,83.44,48.810
32,83.43,54.561
33,83.41,60.326
34,83.39,66.072
35,83.37,71.757
36,83.35,77.396
37,83.33,82.954
38,83.31,88.440
39,83.28,93.827
40,83.25,98.712
41,83.23,102.933
42,83.20,106.443
43,83.17,109.180
44,83.13,111.129
45,83.10,112.396
46,83.07,113.130
47,83.04,113.412
48,83.01,113.311
49,82.99,112.923
50,82.93,112.317
51,82.87,111.585
52,82.82,110.723
53,82.78,109.766
54,82.74,108.712
55,82.69,107.606
56,82.63,106.477
57,82.58,105.315
58,82.53,104.158
59,82.47,103.014
60,82.42,101.885
61,82.36,100.747
62,82.31,99.611
63,82.25,98.477
64,82.20,97.380
65,82.14,96.311
66,82.09,95.268
67,82.03,94.266
68,81.98,93.285
69,81.93,92.366
70,81.87,91.502
71,81.82,90.691
72,81.76,89.895
73,81.71,89.151
74,81.65,88.426
75,81.60,87.720
76,81.54,87.058
77,81.49,86.460
78,81.43,85.890
79,81.38,85.395
80,81.32,84.952
81,81.27,84.560
82,81.22,84.197
83,81.16,83.894
84,81.11,83.659
85,81.05,83.446
86,81.00,83.266
87,80.94,83.109
88,80.89,82.926
89,80.83,82.760
90,80.78,82.580
91,80.72,82.386
92,80.67,82.182
93,80.62,81.993
94,80.56,81.825
95,80.51,81.698
96,80.45,81.601
97,80.40,81.498
98,80.34,81.378
99,80.29,81.271
100,80.23,81.170
101,80.18,81.066
102,80.12,80.944
103,80.07,80.834
104,80.02,80.705
105,79.96,80.544
106,79.91,80.359
107,79.85,80.161
108,79.80,79.966
109,79.74,79.804
110,79.69,79.624
111,79.63,79.462
112,79.58,79.303
113,79.52,79.161
114,79.47,79.071
115,79.41,78.977
116,79.36,78.893
117,79.31,78.833
118,79.25,78.803
119,79.20,78.802
120,79.14,78.818
121,79.09,78.783
122,79.03,78.734
123,78.98,78.676
124,78.92,78.599
125,78.87,78.511
126,78.81,78.401
127,78.76,78.298
128,78.71,78.212
129,78.65,78.128
130,78.60,78.014
131,78.54,77.921
132,78.49,77.838
133,78.43,77.775
134,78.38,77.679
135,78.32,77.517
136,78.27,77.305
137,78.21,77.044
138,78.16,76.747
139,78.11,76.418
140,78.05,76.059
141,78.00,75.702
142,77.94,75.362
143,77.89,75.016
144,77.83,74.676
145,77.78,74.347
146,77.72,74.029
147,77.67,73.734
148,77.61,73.435
149,77.56,73.111
150,77.50,72.812
151,77.45,72.532
152,77.40,72.246
153,77.34,71.966
154,77.29,71.685
155,77.23,71.429
156,77.18,71.227
157,77.12,71.068
158,77.07,70.954
159,77.01,70.848
160,76.96,70.726
161,76.90,70.591
162,76.85,70.457
163,76.80,70.330
164,76.74,70.223
165,76.69,70.096
166,76.63,69.974
167,76.58,69.862
168,76.52,69.761
169,76.47,69.675
170,76.41,69.602
171,76.36,69.526
172,76.30,69.468
173,76.25,69.395
174,76.20,69.299
175,76.14,69.200
176,76.09,69.107
177,76.03,68.996
178,75.98,68.869
179,75.92,68.740
180,75.87,68.628
181,75.81,68.559
182,75.76,68.533
183,75.70,68.508
184,75.65,68.503
185,75.59,68.497
186,75.54,68.536
187,75.49,68.558
188,75.43,68.562
189,75.38,68.553
190,75.32,68.566
191,75.27,68.607
192,75.21,68.624
193,75.16,68.625
194,75.10,68.659
195,75.05,68.721
196,74.99,68.758
197,74.94,68.786
198,74.89,68.771
199,74.83,68.769
200,74.78,68.750
201,74.72,68.711
202,74.67,68.670
203,74.61,68.604
204,74.56,68.550
205,74.50,68.483
206,74.45,68.385
207,74.39,68.251
208,74.34,68.124
209,74.28,68.019
210,74.23,67.903
211,74.18,67.766
212,74.12,67.594
213,74.07,67.449
214,74.01,67.323
215,73.96,67.198
216,73.90,67.049
217,73.85,66.905
218,73.79,66.742
219,73.74,66.602
220,73.68,66.458
221,73.63,66.329
222,73.58,66.218
223,73.52,66.106
224,73.47,66.007
225,73.41,65.876
226,73.36,65.749
227,73.30,65.639
228,73.25,65.540
229,73.19,65.465
230,73.14,65.381
231,73.08,65.298
232,73.03,65.218
233,72.98,65.162
234,72.92,65.076
235,72.87,64.986
236,72.81,64.863
237,72.76,64.771
238,72.70,64.691
239,72.65,64.625
240,72.59,64.573
241,72.54,64.524
242,72.48,64.470
243,72.43,64.427
244,72.37,64.387
245,72.32,64.350
246,72.27,64.324
247,72.21,64.299
248,72.16,64.279
249,72.10,64.268
250,72.05,64.243
251,71.99,64.234
252,71.94,64.262
253,71.88,64.307
254,71.83,64.346
255,71.77,64.372
256,71.72,64.374
257,71.67,64.394
258,71.61,64.396
259,71.56,64.394
260,71.50,64.392
261,71.45,64.396
262,71.39,64.397
263,71.34,64.390
264,71.28,64.394
265,71.23,64.397
266,71.17,64.416
267,71.12,64.451
268,71.07,64.505
269,71.01,64.580
270,70.96,64.675
271,70.90,64.782
272,70.85,64.890
273,70.79,65.010
274,70.74,65.139
275,70.68,65.258
276,70.63,65.415
277,70.57,65.619
278,70.52,65.852
279,70.46,66.089
280,70.41,66.364
281,70.36,66.665
282,70.30,66.973
283,70.25,67.283
284,70.19,67.647
285,70.14,67.989
286,70.08,68.324
287,70.03,68.683
288,69.97,69.060
289,69.92,69.434
290,69.86,69.802
291,69.81,70.121
292,69.76,70.441
293,69.70,70.725
294,69.65,70.979
295,69.59,71.195
296,69.54,71.408
297,69.48,71.604
298,69.43,71.767
299,69.37,71.909
300,69.32,72.045
301,69.26,72.142
302,69.21,72.215
303,69.15,72.251
304,69.10,72.265
305,69.05,72.232
306,68.99,72.191
307,68.94,72.095
308,68.88,71.921
309,68.83,71.697
310,68.77,71.426
311,68.72,71.138
312,68.66,70.854
313,68.61,70.542
314,68.55,70.245
315,68.50,69.948
316,68.45,69.658
317,68.39,69.359
318,68.34,69.054
319,68.28,68.759
320,68.23,68.456
321,68.17,68.153
322,68.12,67.854
323,68.06,67.548
324,68.01,67.269
325,67.95,67.022
326,67.90,66.781
327,67.85,66.548
328,67.79,66.359
329,67.74,66.204
330,67.68,66.063
331,67.63,65.955
332,67.57,65.860
333,67.52,65.802
334,67.46,65.783
335,67.41,65.783
336,67.35,65.762
337,67.30,65.770
338,67.24,65.792
339,67.19,65.818
340,67.14,65.831
341,67.08,65.863
342,67.03,65.893
343,66.97,65.934
344,66.92,65.995
345,66.86,66.057
346,66.81,66.100
347,66.75,66.156
348,66.70,66.221
349,66.64,66.299
350,66.59,66.385
351,66.54,66.469
352,66.48,66.527
353,66.43,66.572
354,66.37,66.630
355,66.32,66.684
356,66.26,66.714
357,66.21,66.775
358,66.15,66.831
359,66.10,66.915
360,66.04,67.029
361,65.99,67.181
362,65.94,67.330
363,65.88,67.511
364,65.83,67.707
365,65.77,67.932
366,65.72,68.158
367,65.66,68.438
368,65.61,68.714
369,65.55,68.974
370,65.50,69.219
371,65.44,69.449
372,65.37,69.695
373,65.32,69.968
374,65.27,70.257
375,65.22,70.528
376,65.16,70.782
377,65.12,71.072
378,65.06,71.388
379,65.00,71.690
380,64.96,71.976
381,64.90,72.238
382,64.85,72.483
383,64.80,72.712
384,64.75,72.882
385,64.68,73.026
386,64.61,73.131
387,64.56,73.211
388,64.50,73.246
389,64.43,73.244
390,64.37,73.250
391,64.32,73.246
392,64.26,73.248
393,64.21,73.239
394,64.17,73.205
395,64.14,73.154
396,64.09,73.100
397,64.04,73.027
398,64.00,72.934
399,63.96,72.784
400,63.89,72.607
401,63.83,72.421
402,63.79,72.255
403,63.75,72.055
404,63.67,71.844
405,63.62,71.648
406,63.55,71.414
407,63.49,71.178
408,63.42,70.958
409,63.32,70.737
410,63.22,70.543
411,63.10,70.326
412,63.00,70.113
413,62.90,69.894
414,62.79,69.647
415,62.68,69.419
416,62.60,69.184
417,62.50,68.958
418,62.40,68.756
419,62.31,68.565
420,62.21,68.404
421,62.13,68.292
422,62.03,68.176
423,61.93,68.038
424,61.82,67.918
425,61.72,67.800
426,61.60,67.681
427,61.49,67.597
428,61.39,67.527
429,61.28,67.443
430,61.17,67.329
431,61.10,67.196
432,61.01,67.066
433,60.91,66.933
434,60.81,66.809
435,60.74,66.703
436,60.65,66.596
437,60.56,66.507
438,60.49,66.391
439,60.40,66.263
440,60.36,66.106
441,60.32,65.940
442,60.29,65.749
443,60.25,65.561
444,60.21,65.387
445,60.18,65.230
446,60.14,65.093
447,60.10,64.981
