Time (s),Temperature (K),Mass (mg)
0,313.134,4.0284
3,313.634,4.0271
6,314.134,4.0268
9,314.634,4.0277
12,315.134,4.0271
15,315.634,4.0281
18,316.134,4.0291
21,316.634,4.0298
24,317.134,4.0301
27,317.634,4.0302
30,318.134,4.0304
33,318.634,4.0301
36,319.134,4.0298
39,319.634,4.0295
42,320.134,4.0292
45,320.634,4.0292
48,321.134,4.0294
51,321.634,4.0294
54,322.134,4.0294
57,322.634,4.0297
60,323.134,4.0297
63,323.634,4.0297
66,324.134,4.0297
69,324.634,4.0296
72,325.134,4.0296
75,325.634,4.0296
78,326.134,4.0296
81,326.634,4.0297
84,327.134,4.0296
87,327.634,4.0295
90,328.134,4.0295
93,328.634,4.0294
96,329.134,4.0293
99,329.634,4.0292
102,330.134,4.0292
105,330.634,4.0293
108,331.134,4.0293
111,331.634,4.0295
114,332.134,4.0293
117,332.634,4.0292
120,333.134,4.0293
123,333.634,4.0294
126,334.134,4.0294
129,334.634,4.0296
132,335.134,4.0298
135,335.634,4.0301
138,336.134,4.0303
141,336.634,4.0302
144,337.134,4.0298
147,337.634,4.0296
150,338.134,4.0294
153,338.634,4.0295
156,339.134,4.0295
159,339.634,4.0295
162,340.134,4.0297
165,340.634,4.0295
168,341.134,4.0292
171,341.634,4.0291
174,342.134,4.0291
177,342.634,4.0284
180,343.134,4.0282
183,343.634,4.0279
186,344.134,4.0276
189,344.634,4.0277
192,345.134,4.0277
195,345.634,4.0277
198,346.134,4.0277
201,346.634,4.0275
204,347.134,4.027
207,347.634,4.0268
210,348.134,4.0267
213,348.634,4.0268
216,349.134,4.027
219,349.634,4.0272
222,350.134,4.0273
225,350.634,4.0275
228,351.134,4.0276
231,351.634,4.0277
234,352.134,4.0278
237,352.634,4.0281
240,353.134,4.0282
243,353.634,4.0283
246,354.134,4.0283
249,354.634,4.0282
252,355.134,4.0279
255,355.634,4.0277
258,356.134,4.0276
261,356.634,4.0274
264,357.134,4.0274
267,357.634,4.0273
270,358.134,4.0274
273,358.634,4.0275
276,359.134,4.0275
279,359.634,4.0273
282,360.134,4.0273
285,360.634,4.0274
288,361.134,4.0274
291,361.634,4.0275
294,362.134,4.0276
297,362.634,4.0275
300,363.134,4.027
303,363.634,4.0268
306,364.134,4.0266
309,364.634,4.0264
312,365.134,4.0262
315,365.634,4.0263
318,366.134,4.0265
321,366.634,4.0266
324,367.134,4.0267
327,367.634,4.0266
330,368.134,4.0269
333,368.634,4.0272
336,369.134,4.0276
339,369.634,4.0277
342,370.134,4.0277
345,370.634,4.0277
348,371.134,4.0276
351,371.634,4.0274
354,372.134,4.0274
357,372.634,4.0276
360,373.134,4.0277
363,373.634,4.0277
366,374.134,4.0278
369,374.634,4.0276
372,375.134,4.0274
375,375.634,4.0274
378,376.134,4.0272
381,376.634,4.0274
384,377.134,4.0275
387,377.634,4.0273
390,378.134,4.0272
393,378.634,4.027
396,379.134,4.0268
399,379.634,4.0269
402,380.134,4.0271
405,380.634,4.0271
408,381.134,4.0269
411,381.634,4.027
414,382.134,4.0271
417,382.634,4.0269
420,383.134,4.0269
423,383.634,4.0268
426,384.134,4.0268
429,384.634,4.0268
432,385.134,4.0267
435,385.634,4.0267
438,386.134,4.0266
441,386.634,4.0265
444,387.134,4.0266
447,387.634,4.0265
450,388.134,4.0264
453,388.634,4.0263
456,389.134,4.0263
459,389.634,4.0264
462,390.134,4.0265
465,390.634,4.0264
468,391.134,4.0263
471,391.634,4.0263
474,392.134,4.0262
477,392.634,4.0261
480,393.134,4.026
483,393.634,4.026
486,394.134,4.026
489,394.634,4.0259
492,395.134,4.0258
495,395.634,4.0258
498,396.134,4.0258
501,396.634,4.0258
504,397.134,4.0257
507,397.634,4.0255
510,398.134,4.0253
513,398.634,4.0251
516,399.134,4.0251
519,399.634,4.0251
522,400.134,4.0252
525,400.634,4.0254
528,401.134,4.0254
531,401.634,4.0253
534,402.134,4.025
537,402.634,4.0248
540,403.134,4.0249
543,403.634,4.0249
546,404.134,4.0249
549,404.634,4.0248
552,405.134,4.0247
555,405.634,4.0244
558,406.134,4.0243
561,406.634,4.024
564,407.134,4.0238
567,407.634,4.0237
570,408.134,4.0236
573,408.634,4.0234
576,409.134,4.0232
579,409.634,4.0228
582,410.134,4.0228
585,410.634,4.0229
588,411.134,4.0228
591,411.634,4.0229
594,412.134,4.0231
597,412.634,4.023
600,413.134,4.0227
603,413.634,4.0222
606,414.134,4.0216
609,414.634,4.0212
612,415.134,4.0208
615,415.634,4.0207
618,416.134,4.0205
621,416.634,4.0203
624,417.134,4.0202
627,417.634,4.0203
630,418.134,4.0203
633,418.634,4.0203
636,419.134,4.0202
639,419.634,4.02
642,420.134,4.0197
645,420.634,4.0194
648,421.134,4.0192
651,421.634,4.0191
654,422.134,4.019
657,422.634,4.0193
660,423.134,4.019
663,423.634,4.019
666,424.134,4.0187
669,424.634,4.0184
672,425.134,4.0181
675,425.634,4.0174
678,426.134,4.0169
681,426.634,4.0168
684,427.134,4.0165
687,427.634,4.0166
690,428.134,4.0166
693,428.634,4.0162
696,429.134,4.0158
699,429.634,4.0154
702,430.134,4.015
705,430.634,4.0146
708,431.134,4.0142
711,431.634,4.0138
714,432.134,4.0131
717,432.634,4.0126
720,433.134,4.0121
723,433.634,4.0119
726,434.134,4.0117
729,434.634,4.0115
732,435.134,4.0114
735,435.634,4.0108
738,436.134,4.0104
741,436.634,4.0099
744,437.134,4.0096
747,437.634,4.0091
750,438.134,4.0086
753,438.634,4.0082
756,439.134,4.0075
759,439.634,4.0068
762,440.134,4.0063
765,440.634,4.0055
768,441.134,4.0051
771,441.634,4.0048
774,442.134,4.0046
777,442.634,4.0041
780,443.134,4.0035
783,443.634,4.0028
786,444.134,4.0023
789,444.634,4.0016
792,445.134,4.0007
795,445.634,4
798,446.134,3.9993
801,446.634,3.9986
804,447.134,3.9977
807,447.634,3.997
810,448.134,3.9961
813,448.634,3.9955
816,449.134,3.9949
819,449.634,3.9943
822,450.134,3.9935
825,450.634,3.9924
828,451.134,3.9914
831,451.634,3.9901
834,452.134,3.9892
837,452.634,3.9884
840,453.134,3.9874
843,453.634,3.9865
846,454.134,3.9857
849,454.634,3.9847
852,455.134,3.9838
855,455.634,3.9826
858,456.134,3.9808
861,456.634,3.9796
864,457.134,3.9784
867,457.634,3.9773
870,458.134,3.9764
873,458.634,3.9753
876,459.134,3.9742
879,459.634,3.9731
882,460.134,3.9718
885,460.634,3.9708
888,461.134,3.9702
891,461.634,3.9694
894,462.134,3.9683
897,462.634,3.9674
900,463.134,3.9663
903,463.634,3.9649
906,464.134,3.9638
909,464.634,3.9625
912,465.134,3.9614
915,465.634,3.9604
918,466.134,3.9594
921,466.634,3.9582
924,467.134,3.9572
927,467.634,3.956
930,468.134,3.9551
933,468.634,3.9538
936,469.134,3.9528
939,469.634,3.9517
942,470.134,3.9505
945,470.634,3.949
948,471.134,3.9476
951,471.634,3.9458
954,472.134,3.9436
957,472.634,3.9414
960,473.134,3.9406
963,473.634,3.9405
966,474.134,3.9397
969,474.634,3.9383
972,475.134,3.9367
975,475.634,3.9355
978,476.134,3.9346
981,476.634,3.9338
984,477.134,3.9331
987,477.634,3.9318
990,478.134,3.931
993,478.634,3.9296
996,479.134,3.9286
999,479.634,3.927
1002,480.134,3.9259
1005,480.634,3.9247
1008,481.134,3.9237
1011,481.634,3.9224
1014,482.134,3.9211
1017,482.634,3.9197
1020,483.134,3.9184
1023,483.634,3.9168
1026,484.134,3.9156
1029,484.634,3.914
1032,485.134,3.9129
1035,485.634,3.9114
1038,486.134,3.9102
1041,486.634,3.9088
1044,487.134,3.9074
1047,487.634,3.9059
1050,488.134,3.9043
1053,488.634,3.9026
1056,489.134,3.9009
1059,489.634,3.8993
1062,490.134,3.8978
1065,490.634,3.8966
1068,491.134,3.8954
1071,491.634,3.8945
1074,492.134,3.8929
1077,492.634,3.8914
1080,493.134,3.8895
1083,493.634,3.8877
1086,494.134,3.8862
1089,494.634,3.884
1092,495.134,3.8819
1095,495.634,3.8799
1098,496.134,3.8786
1101,496.634,3.8772
1104,497.134,3.8761
1107,497.634,3.8745
1110,498.134,3.8731
1113,498.634,3.8715
1116,499.134,3.8696
1119,499.634,3.8679
1122,500.134,3.8668
