Time (s),Mass (g),HRR (kW/m2)
0,96.64,0
1,96.64,0
2,96.64,0
3,96.64,0.22
4,96.64,5.49
5,96.64,14.16
6,96.64,24.60
7,96.64,35.73
8,96.64,46.58
9,96.64,56.80
10,96.64,66.20
11,96.64,73.93
12,96.64,81.84
13,96.64,89.87
14,96.64,97.99
15,96.64,106.19
16,96.64,114.45
17,96.64,122.42
18,96.64,129.88
19,96.64,136.75
20,96.64,142.95
21,96.64,148.43
22,96.64,153.21
23,96.64,157.35
24,95.405,160.83
25,96.165,163.75
26,95.500,166.19
27,96.450,168.17
28,95.880,169.75
29,94.836,170.96
30,96.165,171.85
31,95.690,172.45
32,95.405,172.81
33,94.551,172.98
34,94.361,173.03
35,94.551,172.99
36,94.931,172.85
37,94.171,172.60
38,94.931,172.28
39,93.981,171.86
40,94.171,171.34
41,93.411,170.75
42,94.361,170.07
43,93.126,169.33
44,94.361,168.51
45,93.601,167.63
46,94.551,166.72
47,93.126,165.79
48,93.601,164.85
49,93.126,163.89
50,93.696,162.96
51,93.031,162.03
52,92.936,161.11
53,92.651,160.18
54,93.981,159.26
55,92.366,158.34
56,92.841,157.46
57,92.841,156.55
58,91.322,155.66
59,91.512,154.80
60,93.126,153.97
61,93.221,153.17
62,91.797,152.41
63,91.037,151.68
64,91.322,150.99
65,90.752,150.29
66,91.987,149.65
67,90.657,149.02
68,90.657,148.46
69,90.087,147.89
70,90.847,147.34
71,90.942,146.80
72,90.277,146.24
73,90.847,145.72
74,90.182,145.26
75,90.182,144.82
76,90.942,144.33
77,89.992,143.81
78,89.707,143.30
79,89.138,142.79
80,90.277,142.25
81,89.422,141.68
82,90.562,141.10
83,89.138,140.50
84,89.138,139.92
85,88.948,139.35
86,88.853,138.85
87,89.138,138.38
88,89.138,137.93
89,88.948,137.45
90,89.612,137.01
91,88.758,136.59
92,89.043,136.20
93,88.948,135.85
94,88.283,135.49
95,89.138,135.11
96,87.998,134.76
97,88.283,134.45
98,87.998,134.15
99,87.998,133.89
100,87.998,133.67
101,88.663,133.50
102,87.618,133.37
103,87.048,133.30
104,88.473,133.26
105,87.998,133.21
106,87.618,133.17
107,86.573,133.11
108,86.478,133.03
109,87.428,132.96
110,87.618,132.92
111,86.953,132.88
112,86.953,132.81
113,86.953,132.75
114,86.668,132.73
115,87.523,132.73
116,86.953,132.73
