Time (s),Temperature (K),Mass (mg)
0,313.134,4.2207
3,313.634,4.1981
6,314.134,4.1884
9,314.634,4.2157
12,315.134,4.2171
15,315.634,4.2189
18,316.134,4.2201
21,316.634,4.2212
24,317.134,4.2215
27,317.634,4.2221
30,318.134,4.222
33,318.634,4.2217
36,319.134,4.2216
39,319.634,4.2216
42,320.134,4.2213
45,320.634,4.2214
48,321.134,4.2214
51,321.634,4.2212
54,322.134,4.221
57,322.634,4.2211
60,323.134,4.2211
63,323.634,4.221
66,324.134,4.2211
69,324.634,4.221
72,325.134,4.221
75,325.634,4.2209
78,326.134,4.221
81,326.634,4.221
84,327.134,4.2211
87,327.634,4.2209
90,328.134,4.2207
93,328.634,4.2207
96,329.134,4.2209
99,329.634,4.2211
102,330.134,4.2209
105,330.634,4.2213
108,331.134,4.2215
111,331.634,4.2217
114,332.134,4.2217
117,332.634,4.2217
120,333.134,4.222
123,333.634,4.2217
126,334.134,4.2212
129,334.634,4.2209
132,335.134,4.2208
135,335.634,4.2207
138,336.134,4.2207
141,336.634,4.2209
144,337.134,4.2211
147,337.634,4.2211
150,338.134,4.2211
153,338.634,4.2207
156,339.134,4.2201
159,339.634,4.2194
162,340.134,4.2194
165,340.634,4.2192
168,341.134,4.2192
171,341.634,4.2193
174,342.134,4.2196
177,342.634,4.2195
180,343.134,4.2195
183,343.634,4.2195
186,344.134,4.2193
189,344.634,4.2192
192,345.134,4.219
195,345.634,4.2187
198,346.134,4.2188
201,346.634,4.219
204,347.134,4.2189
207,347.634,4.2188
210,348.134,4.2185
213,348.634,4.2184
216,349.134,4.2187
219,349.634,4.2188
222,350.134,4.2187
225,350.634,4.2187
228,351.134,4.2187
231,351.634,4.2186
234,352.134,4.2186
237,352.634,4.2186
240,353.134,4.2184
243,353.634,4.2183
246,354.134,4.2182
249,354.634,4.2182
252,355.134,4.2183
255,355.634,4.2184
258,356.134,4.2183
261,356.634,4.2182
264,357.134,4.2182
267,357.634,4.2179
270,358.134,4.2179
273,358.634,4.218
276,359.134,4.2178
279,359.634,4.2176
282,360.134,4.2179
285,360.634,4.2184
288,361.134,4.2186
291,361.634,4.2187
294,362.134,4.219
297,362.634,4.219
300,363.134,4.2189
303,363.634,4.2191
306,364.134,4.2191
309,364.634,4.219
312,365.134,4.2189
315,365.634,4.2189
318,366.134,4.2188
321,366.634,4.219
324,367.134,4.219
327,367.634,4.2188
330,368.134,4.2192
333,368.634,4.2195
336,369.134,4.2197
339,369.634,4.2197
342,370.134,4.22
345,370.634,4.2202
348,371.134,4.2204
351,371.634,4.2202
354,372.134,4.22
357,372.634,4.2199
360,373.134,4.22
363,373.634,4.22
366,374.134,4.2199
369,374.634,4.2198
372,375.134,4.2197
375,375.634,4.2195
378,376.134,4.2193
381,376.634,4.2191
384,377.134,4.2192
387,377.634,4.2192
390,378.134,4.2192
393,378.634,4.2191
396,379.134,4.2188
399,379.634,4.2189
402,380.134,4.219
405,380.634,4.2191
408,381.134,4.219
411,381.634,4.2192
414,382.134,4.2193
417,382.634,4.2195
420,383.134,4.2196
