Time (s),Mass (g),HRR (kW/m2)
0,84.67,0
1,84.67,0
2,84.67,0
3,84.67,0
4,84.67,5.25
5,84.67,14.19
6,84.67,24.66
7,84.67,35.38
8,84.67,45.20
9,84.67,54.13
10,84.67,61.99
11,84.67,68.58
12,84.67,75.31
13,84.67,82.12
14,84.67,88.99
15,84.67,95.80
16,84.05,102.62
17,84.05,109.17
18,83.96,115.08
19,83.96,120.22
20,84.05,124.59
21,84.05,128.23
22,83.70,131.19
23,83.17,133.44
24,83.08,135.11
25,83.08,136.30
26,82.64,137.14
27,82.29,137.66
28,82.82,137.85
29,82.55,137.75
30,82.73,137.44
31,82.55,136.94
32,82.29,136.29
33,82.91,135.55
34,82.02,134.71
35,82.20,133.78
36,82.91,132.92
37,81.76,132.05
38,82.38,131.20
39,82.02,130.33
40,82.55,129.44
41,81.85,128.56
42,82.11,127.69
43,82.38,126.84
44,82.29,125.98
45,82.02,125.13
46,81.58,124.26
47,81.06,123.40
48,81.32,122.60
49,81.50,121.84
50,80.88,121.14
51,81.41,120.46
52,80.88,119.86
53,80.79,119.30
54,82.02,118.76
55,81.76,118.23
56,82.02,117.70
57,81.14,117.11
58,80.35,116.46
59,80.00,115.79
60,81.06,115.13
61,79.91,114.51
62,80.97,113.91
63,79.91,113.31
64,80.70,112.70
65,80.53,112.11
66,79.64,111.52
67,79.91,110.98
68,79.82,110.42
69,79.03,109.86
70,80.09,109.26
71,79.56,108.63
72,79.29,108.00
73,80.17,107.36
74,79.12,106.74
75,79.20,106.12
76,79.12,105.48
77,79.64,104.86
78,79.20,104.32
79,78.94,103.82
80,78.85,103.34
81,78.67,102.91
82,78.50,102.48
83,78.15,102.06
84,78.59,101.67
85,78.50,101.30
86,78.67,100.97
87,77.70,100.63
88,78.06,100.33
89,77.70,100.06
90,77.70,99.77
91,77.70,99.53
92,77.62,99.33
93,77.26,99.13
94,77.44,98.95
95,77.26,98.77
96,77.09,98.61
97,77.09,98.49
98,77.18,98.36
99,76.73,98.21
100,77.00,98.04
101,77.00,97.89
102,77.44,97.73
103,76.82,97.56
104,77.09,97.40
105,76.03,97.23
106,77.35,97.06
107,76.47,96.87
108,76.47,96.70
109,76.29,96.54
110,76.21,96.37
111,76.38,96.21
112,76.29,96.04
113,76.12,95.87
114,76.65,95.72
115,75.94,95.59
116,76.03,95.48
117,75.94,95.36
118,75.06,95.28
119,75.94,95.22
120,75.94,95.22
121,75.50,95.24
122,75.41,95.26
123,75.68,95.29
124,75.76,95.33
125,75.76,95.37
126,74.88,95.44
127,74.71,95.51
128,75.24,95.59
129,75.24,95.67
130,74.18,95.73
131,75.59,95.82
132,75.15,95.90
133,74.00,95.96
134,74.80,96.01
135,74.97,96.06
136,75.15,96.10
137,74.53,96.15
138,74.18,96.20
139,74.62,96.20
140,74.53,96.19
141,74.53,96.16
142,73.47,96.10
143,73.56,96.04
144,74.00,95.97
145,72.77,95.90
146,74.09,95.84
147,73.38,95.75
148,72.94,95.65
149,74.00,95.56
150,74.27,95.48
151,73.30,95.39
152,73.12,95.30
153,73.12,95.22
154,73.03,95.17
155,72.86,95.16
156,72.50,95.16
157,72.68,95.15
158,73.38,95.12
159,72.50,95.12
160,73.21,95.13
161,72.86,95.15
162,72.50,95.15
163,72.06,95.16
164,72.24,95.19
165,71.62,95.27
166,72.50,95.39
167,72.06,95.52
168,72.06,95.65
169,71.97,95.80
170,71.97,95.93
171,71.89,96.05
172,71.53,96.18
173,72.06,96.32
174,71.44,96.43
175,71.09,96.53
176,71.80,96.59
177,71.09,96.66
178,71.00,96.69
179,71.18,96.74
180,71.18,96.75
181,71.00,96.79
182,71.36,96.82
183,70.74,96.83
184,70.47,96.84
185,70.30,96.83
186,71.53,96.77
187,71.00,96.65
188,70.92,96.52
189,70.21,96.40
190,70.56,96.28
191,70.47,96.18
192,71.18,96.11
193,70.47,96.05
194,70.39,95.99
195,70.03,95.94
196,70.30,95.91
197,69.77,95.87
198,69.77,95.80
199,69.59,95.73
200,70.56,95.65
201,69.33,95.55
202,69.50,95.43
203,69.77,95.29
204,69.77,95.18
205,68.62,95.06
206,69.77,94.98
207,70.30,94.91
208,68.98,94.85
209,69.33,94.81
210,68.98,94.76
211,70.30,94.75
212,69.59,94.74
213,69.50,94.72
214,68.89,94.70
215,68.62,94.66
216,68.80,94.61
217,68.98,94.55
218,68.54,94.47
219,68.98,94.42
220,68.54,94.39
221,68.27,94.40
222,68.62,94.45
223,68.62,94.53
224,68.01,94.63
225,67.74,94.73
226,68.27,94.82
227,68.54,94.86
228,68.80,94.92
229,67.74,95.00
230,68.18,95.06
231,67.39,95.10
232,68.01,95.13
233,67.39,95.15
234,67.48,95.16
235,68.18,95.16
236,67.04,95.16
237,67.39,95.15
238,66.86,95.12
239,67.57,95.09
240,66.42,95.06
241,67.04,95.05
242,66.95,95.03
243,67.12,95.00
244,66.42,94.94
245,66.60,94.89
246,66.42,94.83
247,65.89,94.77
248,66.68,94.73
249,66.07,94.66
250,65.98,94.55
251,66.51,94.44
252,65.89,94.35
253,65.98,94.22
254,66.15,94.08
255,65.71,93.97
256,65.80,93.89
257,65.98,93.85
258,65.54,93.81
259,65.18,93.82
260,65.63,93.86
261,65.98,93.90
262,65.54,93.92
263,65.10,93.93
264,65.27,93.93
265,65.18,93.94
266,64.92,93.93
267,65.36,93.90
268,64.57,93.87
269,64.83,93.81
270,64.57,93.76
271,64.48,93.75
272,64.66,93.74
273,64.83,93.71
274,63.60,93.68
275,64.66,93.66
276,64.13,93.59
277,63.60,93.47
278,63.51,93.34
279,64.13,93.23
280,63.95,93.09
281,63.86,92.94
282,63.51,92.79
283,63.51,92.61
284,63.42,92.39
285,63.42,92.16
286,63.69,91.94
287,63.60,91.71
288,63.16,91.50
289,63.07,91.30
290,63.24,91.12
291,63.33,90.95
292,63.77,90.78
293,62.98,90.64
294,63.16,90.53
295,62.98,90.47
296,63.16,90.38
297,62.98,90.31
298,62.45,90.28
299,62.80,90.24
300,62.63,90.19
301,62.54,90.14
302,61.66,90.10
303,62.45,90.07
304,62.63,90.09
305,62.36,90.13
306,62.63,90.19
307,62.45,90.24
308,62.01,90.32
309,62.54,90.37
310,62.45,90.40
311,62.01,90.41
312,62.01,90.45
313,60.95,90.48
314,61.57,90.49
315,61.39,90.48
316,62.01,90.41
317,61.92,90.38
318,61.31,90.34
319,61.22,90.33
320,61.66,90.35
321,61.04,90.35
322,60.86,90.37
323,61.48,90.37
324,61.39,90.37
325,60.69,90.36
326,60.78,90.36
327,60.42,90.38
328,60.78,90.43
329,61.22,90.48
330,60.60,90.55
331,60.51,90.62
332,60.78,90.72
333,61.22,90.78
334,60.34,90.84
335,61.04,90.87
336,60.34,90.87
337,59.98,90.88
338,60.25,90.89
339,60.07,90.89
340,60.95,90.83
341,60.51,90.73
342,60.34,90.62
343,59.63,90.51
344,60.16,90.38
345,60.25,90.24
346,59.63,90.09
347,59.45,89.92
348,60.25,89.74
349,59.63,89.56
