Time (s),Temperature (K),Mass (mg)
0,313.14,4.0253
3,313.64,4.025
6,314.14,4.025
9,314.64,4.0248
12,315.14,4.0247
15,315.64,4.0247
18,316.14,4.0249
21,316.64,4.0248
24,317.14,4.0249
27,317.64,4.0249
30,318.14,4.0249
33,318.64,4.0249
36,319.14,4.0249
39,319.64,4.0251
42,320.14,4.0249
45,320.64,4.025
48,321.14,4.025
51,321.64,4.0251
54,322.14,4.025
57,322.64,4.025
60,323.14,4.0248
63,323.64,4.0246
66,324.14,4.0245
69,324.64,4.0243
72,325.14,4.0241
75,325.64,4.024
78,326.14,4.0239
81,326.64,4.0238
84,327.14,4.0236
87,327.64,4.0237
90,328.14,4.0237
93,328.64,4.0238
96,329.14,4.0238
99,329.64,4.0237
102,330.14,4.0237
105,330.64,4.0236
108,331.14,4.0235
111,331.64,4.0236
114,332.14,4.0235
117,332.64,4.0233
120,333.14,4.0231
123,333.64,4.0231
126,334.14,4.0231
129,334.64,4.0229
132,335.14,4.0228
135,335.64,4.0227
138,336.14,4.0226
141,336.64,4.0222
144,337.14,4.0223
147,337.64,4.0222
150,338.14,4.0221
153,338.64,4.022
156,339.14,4.022
159,339.64,4.022
162,340.14,4.0218
165,340.64,4.0215
168,341.14,4.0214
171,341.64,4.0214
174,342.14,4.0214
177,342.64,4.0214
180,343.14,4.0214
183,343.64,4.0212
186,344.14,4.0211
189,344.64,4.021
192,345.14,4.0209
195,345.64,4.0208
198,346.14,4.0208
201,346.64,4.0207
204,347.14,4.0206
207,347.64,4.0205
210,348.14,4.0204
213,348.64,4.0206
216,349.14,4.0204
219,349.64,4.0203
222,350.14,4.0203
225,350.64,4.0203
228,351.14,4.0204
231,351.64,4.0207
234,352.14,4.0209
237,352.64,4.021
240,353.14,4.0211
243,353.64,4.0211
246,354.14,4.0211
249,354.64,4.0211
252,355.14,4.021
255,355.64,4.0209
258,356.14,4.0208
261,356.64,4.0208
264,357.14,4.0207
267,357.64,4.0205
270,358.14,4.0204
273,358.64,4.0204
276,359.14,4.0203
279,359.64,4.02
282,360.14,4.0198
285,360.64,4.0197
288,361.14,4.0195
291,361.64,4.0195
294,362.14,4.0194
297,362.64,4.0192
300,363.14,4.019
303,363.64,4.0189
306,364.14,4.0189
309,364.64,4.0184
312,365.14,4.018
315,365.64,4.0178
318,366.14,4.0176
321,366.64,4.0176
324,367.14,4.0177
327,367.64,4.0177
