Time (s),Mass (g),HRR (kW/m2)
0,110.935,0.07
1,110.932,0.23
2,110.928,0.45
3,110.925,0.68
4,110.922,0.94
5,110.918,1.18
6,110.915,1.41
7,110.268,1.63
8,110.540,1.86
9,110.629,2.11
10,110.534,2.34
11,110.254,2.57
12,110.251,2.80
13,110.248,3.02
14,110.244,3.25
15,110.241,3.46
16,109.134,3.68
17,109.682,3.90
18,110.323,4.12
19,111.332,4.34
20,108.569,4.57
21,109.669,4.82
22,109.390,5.06
23,109.663,5.30
24,109.567,5.53
25,109.104,5.76
26,108.917,5.99
27,108.913,6.21
28,108.358,6.44
29,108.539,6.64
30,108.351,6.83
31,107.980,7.03
32,108.161,7.29
33,107.330,7.98
34,106.958,9.30
35,107.415,11.27
36,107.320,13.86
37,107.224,17.01
38,107.221,20.70
39,106.298,24.89
40,107.674,29.56
41,106.751,34.60
42,105.920,39.93
43,106.744,45.49
44,106.189,51.25
45,107.198,57.16
46,107.010,63.23
47,106.271,69.39
48,106.452,75.61
49,105.989,81.91
50,105.893,88.31
51,105.982,94.73
52,106.714,101.20
53,106.619,107.66
54,105.788,113.77
55,106.245,119.26
56,105.873,124.05
57,105.410,128.20
58,105.223,131.76
59,106.047,134.78
60,105.308,137.25
61,105.213,139.20
62,105.025,140.71
63,105.850,141.89
64,105.295,142.81
65,106.027,143.50
66,106.116,144.01
67,105.469,144.34
68,105.557,144.52
69,104.358,144.57
70,105.183,144.48
71,104.628,144.30
72,104.532,144.05
73,104.529,143.69
74,104.434,143.21
75,104.062,142.61
76,104.611,141.96
77,104.608,141.30
78,104.604,140.67
79,104.417,140.02
80,103.402,139.38
81,104.134,138.72
82,104.407,138.05
83,103.852,137.39
84,103.940,136.70
85,103.937,136.03
86,103.658,135.36
87,103.471,134.71
88,103.835,134.05
89,103.832,133.41
90,102.817,132.82
91,102.813,132.24
92,103.270,131.64
93,102.715,131.05
94,102.895,130.46
95,102.984,129.91
96,102.521,129.37
97,103.161,128.84
98,104.630,128.29
99,103.339,127.73
100,103.243,127.16
101,103.148,126.55
102,103.237,125.96
103,102.497,125.38
104,101.942,124.80
105,101.479,124.25
106,101.844,123.67
107,102.116,123.08
108,101.193,122.48
109,101.282,121.86
110,101.186,121.25
111,102.747,120.62
112,101.640,119.99
113,101.268,119.37
114,100.805,118.74
115,101.906,118.15
116,100.246,117.54
117,101.347,116.96
118,101.896,116.37
119,101.340,115.80
120,101.061,115.21
121,100.230,114.61
122,100.870,114.05
123,99.855,113.52
124,99.760,113.01
125,100.217,112.51
126,100.213,112.03
127,99.474,111.58
128,99.563,111.15
129,99.007,110.75
130,99.372,110.39
131,99.369,110.04
132,99.181,109.71
133,98.626,109.41
134,98.163,109.13
135,98.436,108.89
136,98.248,108.64
137,99.073,108.40
138,98.886,108.19
139,99.066,108.01
140,99.063,107.86
141,99.427,107.71
142,98.872,107.59
143,98.685,107.48
144,98.406,107.35
145,98.954,107.20
146,98.767,107.07
147,98.396,106.97
148,99.220,106.87
149,99.493,106.77
150,97.834,106.66
151,98.566,106.53
152,98.011,106.40
153,99.020,106.27
154,99.016,106.12
155,98.001,105.99
156,98.274,105.83
157,98.086,105.71
158,99.095,105.59
159,97.528,105.45
160,97.525,105.30
161,97.705,105.13
162,97.518,104.99
163,98.986,104.85
164,97.787,104.72
165,96.864,104.59
166,97.689,104.46
167,96.949,104.32
168,96.578,104.17
169,97.403,104.00
170,97.123,103.83
171,96.936,103.64
172,96.197,103.44
173,95.918,103.27
174,95.362,103.11
175,96.003,102.96
176,94.344,102.77
177,95.904,102.61
178,95.349,102.46
179,94.886,102.33
180,95.802,102.23
181,93.867,102.15
182,95.428,102.11
183,93.401,102.06
184,94.133,102.01
185,94.406,101.96
186,94.310,101.94
187,93.571,101.93
188,95.592,101.94
189,95.312,101.92
190,94.941,101.90
191,94.018,101.89
192,95.118,101.87
193,94.379,101.84
194,94.376,101.80
195,94.281,101.74
196,94.553,101.67
197,93.906,101.62
198,95.099,101.55
199,94.819,101.47
200,94.448,101.37
201,94.261,101.23
202,94.073,101.09
203,94.438,100.94
204,94.067,100.77
205,93.787,100.62
