Time (s),Temperature (K),Mass (mg)
0,313.14,2.3484
3,313.64,2.3481
6,314.14,2.3483
9,314.64,2.3482
12,315.14,2.3481
15,315.64,2.348
18,316.14,2.3481
21,316.64,2.3482
24,317.14,2.348
27,317.64,2.3479
30,318.14,2.3478
33,318.64,2.3476
36,319.14,2.3476
39,319.64,2.3477
42,320.14,2.3474
45,320.64,2.3474
48,321.14,2.3474
51,321.64,2.3475
54,322.14,2.3473
57,322.64,2.3473
60,323.14,2.3473
63,323.64,2.3471
66,324.14,2.347
69,324.64,2.3469
72,325.14,2.3467
75,325.64,2.3467
78,326.14,2.3468
81,326.64,2.3468
84,327.14,2.3468
87,327.64,2.3468
90,328.14,2.3467
93,328.64,2.3468
96,329.14,2.3468
99,329.64,2.3466
102,330.14,2.3465
105,330.64,2.3464
108,331.14,2.3463
111,331.64,2.3462
114,332.14,2.3462
117,332.64,2.3459
120,333.14,2.3457
123,333.64,2.3456
126,334.14,2.3456
129,334.64,2.3454
132,335.14,2.3452
135,335.64,2.3449
138,336.14,2.3448
141,336.64,2.3445
144,337.14,2.3445
147,337.64,2.3444
150,338.14,2.3441
153,338.64,2.3441
156,339.14,2.3442
159,339.64,2.3443
162,340.14,2.3442
165,340.64,2.344
168,341.14,2.3439
171,341.64,2.3437
174,342.14,2.3437
177,342.64,2.3437
180,343.14,2.3437
183,343.64,2.3437
186,344.14,2.3436
189,344.64,2.3435
192,345.14,2.3434
195,345.64,2.3434
198,346.14,2.3434
201,346.64,2.3435
204,347.14,2.3434
207,347.64,2.3432
210,348.14,2.3432
213,348.64,2.3433
216,349.14,2.3434
219,349.64,2.3433
222,350.14,2.3432
225,350.64,2.343
228,351.14,2.3429
231,351.64,2.3427
234,352.14,2.3426
237,352.64,2.3425
240,353.14,2.3424
243,353.64,2.3424
246,354.14,2.3423
249,354.64,2.3423
252,355.14,2.3422
255,355.64,2.3422
258,356.14,2.3422
261,356.64,2.3422
264,357.14,2.342
267,357.64,2.3419
270,358.14,2.3418
