Time,Temperature,Mass,
[s],[K],[mg],
1200.1002,306.872,5.37E+00,
1244.0322,306.972,5.37E+00,
1257.456,307.072,5.37E+00,
1264.5324,307.172,5.37E+00,
1270.032,307.272,5.37E+00,
1274.8104,307.372,5.37E+00,
1278.6426,307.472,5.37E+00,
1282.116,307.572,5.37E+00,
1284.9288,307.672,5.37E+00,
1287.7638,307.772,5.37E+00,
1290.1602,307.872,5.37E+00,
1292.4636,307.972,5.37E+00,
1294.674,308.072,5.37E+00,
1296.6486,308.172,5.37E+00,
1298.5176,308.272,5.37E+00,
1300.3014,308.372,5.37E+00,
1302.0072,308.472,5.37E+00,
1303.6488,308.572,5.37E+00,
1305.1368,308.672,5.37E+00,
1306.6308,308.772,5.37E+00,
1308.0822,308.872,5.37E+00,
1309.4196,308.972,5.37E+00,
1310.73,309.072,5.37E+00,
1312.0332,309.172,5.37E+00,
1313.2596,309.272,5.37E+00,
1314.4542,309.372,5.37E+00,
1315.6458,309.472,5.37E+00,
1316.772,309.572,5.37E+00,
1317.8802,309.672,5.37E+00,
1318.9164,309.772,5.37E+00,
1319.928,309.872,5.37E+00,
1320.942,309.972,5.36E+00,
1321.9644,310.072,5.37E+00,
1322.9346,310.172,5.37E+00,
1323.8658,310.272,5.36E+00,
1324.785,310.372,5.36E+00,
1325.694,310.472,5.36E+00,
1326.5736,310.572,5.36E+00,
1327.434,310.672,5.36E+00,
1328.292,310.772,5.36E+00,
1329.132,310.872,5.36E+00,
1329.9252,310.972,5.36E+00,
1330.7082,311.072,5.36E+00,
1331.4996,311.172,5.36E+00,
1332.303,311.272,5.36E+00,
1333.074,311.372,5.36E+00,
1333.8276,311.472,5.36E+00,
1334.5656,311.572,5.36E+00,
1335.3072,311.672,5.36E+00,
1336.0284,311.772,5.36E+00,
1336.7334,311.872,5.36E+00,
1337.4216,311.972,5.36E+00,
1338.1086,312.072,5.36E+00,
1338.7848,312.172,5.36E+00,
1339.443,312.272,5.36E+00,
1340.0982,312.372,5.36E+00,
1340.7444,312.472,5.36E+00,
1341.3786,312.572,5.36E+00,
1342.0224,312.672,5.36E+00,
1342.6446,312.772,5.36E+00,
1343.2668,312.872,5.36E+00,
1343.88,312.972,5.36E+00,
1344.495,313.072,5.36E+00,
1345.0998,313.172,5.36E+00,
1345.683,313.272,5.36E+00,
1346.268,313.372,5.36E+00,
1346.8338,313.472,5.36E+00,
1347.3948,313.572,5.36E+00,
1347.9618,313.672,5.36E+00,
1348.5126,313.772,5.36E+00,
1349.0826,313.872,5.36E+00,
1349.6268,313.972,5.36E+00,
1350.1686,314.072,5.36E+00,
1350.7014,314.172,5.36E+00,
1351.2354,314.272,5.36E+00,
1351.7538,314.372,5.36E+00,
1352.2716,314.472,5.36E+00,
1352.7846,314.572,5.36E+00,
1353.2868,314.672,5.36E+00,
1353.7986,314.772,5.36E+00,
1354.3002,314.872,5.36E+00,
1354.8006,314.972,5.36E+00,
1355.2956,315.072,5.36E+00,
1355.7864,315.172,5.36E+00,
1356.2664,315.272,5.36E+00,
1356.7464,315.372,5.36E+00,
1357.2318,315.472,5.36E+00,
1357.7076,315.572,5.36E+00,
1358.1786,315.672,5.36E+00,
1358.6412,315.772,5.36E+00,
1359.0942,315.872,5.36E+00,
1359.549,315.972,5.36E+00,
1360.0056,316.072,5.36E+00,
1360.461,316.172,5.36E+00,
1360.9152,316.272,5.36E+00,
1361.3682,316.372,5.36E+00,
1361.8086,316.472,5.36E+00,
1362.2484,316.572,5.36E+00,
1362.6738,316.672,5.36E+00,
1363.104,316.772,5.36E+00,
1363.53,316.872,5.36E+00,
1363.9578,316.972,5.36E+00,
1364.3694,317.072,5.36E+00,
1364.7822,317.172,5.36E+00,
1365.2022,317.272,5.36E+00,
1365.615,317.372,5.36E+00,
1366.029,317.472,5.36E+00,
1366.4268,317.572,5.36E+00,
1366.8366,317.672,5.36E+00,
1367.2494,317.772,5.36E+00,
1367.6436,317.872,5.36E+00,
1368.0384,317.972,5.36E+00,
1368.4314,318.072,5.36E+00,
1368.8304,318.172,5.36E+00,
1369.224,318.272,5.36E+00,
1369.6146,318.372,5.36E+00,
1370.0046,318.472,5.36E+00,
1370.3904,318.572,5.36E+00,
1370.7708,318.672,5.36E+00,
1371.1476,318.772,5.36E+00,
1371.5226,318.872,5.36E+00,
1371.8958,318.972,5.36E+00,
1372.269,319.072,5.36E+00,
1372.6434,319.172,5.36E+00,
1373.0136,319.272,5.36E+00,
1373.3862,319.372,5.36E+00,
1373.7552,319.472,5.36E+00,
1374.1284,319.572,5.36E+00,
1374.4872,319.672,5.36E+00,
1374.8442,319.772,5.36E+00,
1375.1988,319.872,5.36E+00,
1375.5558,319.972,5.36E+00,
1375.9092,320.072,5.36E+00,
1376.2596,320.172,5.36E+00,
1376.604,320.272,5.36E+00,
1376.9556,320.372,5.36E+00,
1377.303,320.472,5.36E+00,
1377.6504,320.572,5.36E+00,
1377.9948,320.672,5.36E+00,
1378.3356,320.772,5.35E+00,
1378.6746,320.872,5.36E+00,
1379.0166,320.972,5.36E+00,
1379.3532,321.072,5.36E+00,
1379.6886,321.172,5.35E+00,
1380.018,321.272,5.35E+00,
1380.3486,321.372,5.36E+00,
1380.6768,321.472,5.35E+00,
1381.0062,321.572,5.36E+00,
1381.3326,321.672,5.35E+00,
1381.6554,321.772,5.35E+00,
1381.974,321.872,5.36E+00,
1382.292,321.972,5.36E+00,
1382.6178,322.072,5.35E+00,
1382.9394,322.172,5.35E+00,
1383.2592,322.272,5.36E+00,
1383.5724,322.372,5.36E+00,
1383.8886,322.472,5.36E+00,
1384.2048,322.572,5.35E+00,
1384.5168,322.672,5.35E+00,
1384.836,322.772,5.35E+00,
1385.1486,322.872,5.36E+00,
1385.46,322.972,5.35E+00,
1385.7678,323.072,5.35E+00,
1386.0774,323.172,5.35E+00,
1386.3822,323.272,5.36E+00,
1386.6846,323.372,5.36E+00,
1386.9906,323.472,5.35E+00,
1387.2906,323.572,5.35E+00,
1387.5888,323.672,5.35E+00,
1387.8852,323.772,5.36E+00,
1388.1822,323.872,5.35E+00,
1388.4786,323.972,5.35E+00,
1388.775,324.072,5.35E+00,
1389.0744,324.172,5.35E+00,
1389.366,324.272,5.35E+00,
1389.66,324.372,5.35E+00,
1389.9546,324.472,5.35E+00,
1390.2468,324.572,5.35E+00,
1390.5384,324.672,5.35E+00,
1390.8276,324.772,5.35E+00,
1391.1138,324.872,5.35E+00,
1391.4012,324.972,5.35E+00,
1391.6856,325.072,5.35E+00,
1391.973,325.172,5.35E+00,
1392.2574,325.272,5.35E+00,
1392.54,325.372,5.35E+00,
1392.822,325.472,5.35E+00,
1393.1022,325.572,5.36E+00,
1393.3818,325.672,5.35E+00,
1393.6602,325.772,5.35E+00,
1393.9362,325.872,5.35E+00,
1394.2098,325.972,5.35E+00,
1394.4822,326.072,5.35E+00,
1394.7612,326.172,5.35E+00,
1395.0348,326.272,5.35E+00,
1395.3078,326.372,5.35E+00,
1395.5796,326.472,5.35E+00,
1395.8544,326.572,5.35E+00,
1396.1274,326.672,5.35E+00,
1396.4016,326.772,5.35E+00,
1396.6722,326.872,5.35E+00,
1396.9434,326.972,5.35E+00,
1397.2098,327.072,5.35E+00,
1397.4738,327.172,5.35E+00,
1397.7402,327.272,5.35E+00,
1398.0036,327.372,5.35E+00,
1398.2688,327.472,5.35E+00,
1398.5286,327.572,5.35E+00,
1398.7854,327.672,5.35E+00,
1399.0452,327.772,5.35E+00,
1399.3056,327.872,5.35E+00,
1399.5654,327.972,5.35E+00,
1399.8252,328.072,5.35E+00,
1400.0826,328.172,5.36E+00,
1400.3418,328.272,5.35E+00,
1400.5998,328.372,5.35E+00,
1400.8554,328.472,5.36E+00,
1401.1116,328.572,5.35E+00,
1401.3714,328.672,5.35E+00,
1401.6252,328.772,5.35E+00,
1401.879,328.872,5.35E+00,
1402.1328,328.972,5.35E+00,
1402.3836,329.072,5.35E+00,
1402.6344,329.172,5.35E+00,
1402.8822,329.272,5.36E+00,
1403.1294,329.372,5.35E+00,
1403.3784,329.472,5.35E+00,
1403.6274,329.572,5.35E+00,
1403.8722,329.672,5.35E+00,
1404.1182,329.772,5.35E+00,
1404.363,329.872,5.35E+00,
1404.6072,329.972,5.35E+00,
1404.8532,330.072,5.35E+00,
