Time,Temperature,Heat Flow
[s],[K],[W/g]
1200.1002,306.94,-3.07E-03
1245.1818,307.04,-2.20E-03
1257.1068,307.14,-6.51E-04
1264.7556,307.24,-4.36E-03
1270.3572,307.34,-6.34E-03
1274.9838,307.44,-4.95E-03
1278.9606,307.54,-6.72E-03
1282.2702,307.64,-8.75E-03
1285.3854,307.74,-9.89E-03
1288.1346,307.84,-1.15E-02
1290.6624,307.94,-1.28E-02
1292.9154,308.04,-1.19E-02
1294.9896,308.14,-1.42E-02
1296.9726,308.24,-1.72E-02
1298.7336,308.34,-1.53E-02
1300.4508,308.44,-1.80E-02
1302.2136,308.54,-2.28E-02
1303.854,308.64,-2.29E-02
1305.4332,308.74,-2.36E-02
1306.8948,308.84,-2.86E-02
1308.3504,308.94,-2.94E-02
1309.6764,309.04,-2.98E-02
1310.9532,309.14,-3.04E-02
1312.224,309.24,-3.29E-02
1313.4822,309.34,-3.44E-02
1314.7002,309.44,-3.71E-02
1315.8588,309.54,-3.94E-02
1316.9334,309.64,-4.19E-02
1318.002,309.74,-4.45E-02
1319.0538,309.84,-4.66E-02
1320.0744,309.94,-4.73E-02
1321.068,310.04,-5.17E-02
1322.0376,310.14,-5.05E-02
1322.9928,310.24,-5.46E-02
1323.927,310.34,-5.69E-02
1324.8402,310.44,-5.85E-02
1325.7288,310.54,-6.00E-02
1326.6036,310.64,-6.05E-02
1327.4922,310.74,-6.68E-02
1328.3436,310.84,-6.71E-02
1329.1884,310.94,-6.99E-02
1329.9906,311.04,-7.23E-02
1330.7802,311.14,-7.44E-02
1331.5482,311.24,-7.74E-02
1332.2922,311.34,-7.72E-02
1333.0212,311.44,-8.06E-02
1333.7544,311.54,-8.28E-02
1334.4822,311.64,-8.75E-02
1335.201,311.74,-9.14E-02
1335.9348,311.84,-9.22E-02
1336.6428,311.94,-9.17E-02
1337.325,312.04,-9.60E-02
1338.0168,312.14,-9.70E-02
1338.6726,312.24,-0.10157
1339.3374,312.34,-0.10284
1340.0058,312.44,-0.1044
1340.6388,312.54,-0.10642
1341.2856,312.64,-0.10992
1341.8976,312.74,-0.11283
1342.5054,312.84,-0.11656
1343.1192,312.94,-0.12041
1343.7216,313.04,-0.12297
1344.3168,313.14,-0.12404
1344.9192,313.24,-0.12826
1345.5054,313.34,-0.12976
1346.0796,313.44,-0.13283
1346.6502,313.54,-0.13681
1347.2106,313.64,-0.14047
1347.7596,313.74,-0.14271
1348.3086,313.84,-0.14503
1348.8636,313.94,-0.14882
1349.4072,314.04,-0.15108
1349.9556,314.14,-0.15314
1350.4902,314.24,-0.1557
1351.0152,314.34,-0.15891
1351.5258,314.44,-0.15957
1352.0376,314.54,-0.16351
1352.5398,314.64,-0.16716
1353.0432,314.74,-0.16968
1353.5376,314.84,-0.17424
1354.0404,314.94,-0.17708
1354.5324,315.04,-0.18171
1355.0202,315.14,-0.18212
1355.5038,315.24,-0.18416
1355.9922,315.34,-0.18805
1356.4584,315.44,-0.19062
1356.9336,315.54,-0.1924
1357.4004,315.64,-0.19538
1357.8582,315.74,-0.19873
1358.3178,315.84,-0.20061
1358.7744,315.94,-0.20544
1359.2316,316.04,-0.20863
1359.681,316.14,-0.21327
1360.1274,316.24,-0.21417
1360.5768,316.34,-0.21879
1361.0136,316.44,-0.22188
1361.4516,316.54,-0.22238
1361.8914,316.64,-0.22556
1362.3228,316.74,-0.22808
1362.7572,316.84,-0.23127
1363.185,316.94,-0.23357
1363.608,317.04,-0.23704
1364.0238,317.14,-0.23713
1364.4414,317.24,-0.24001
1364.8578,317.34,-0.24377
1365.2658,317.44,-0.24742
1365.6672,317.54,-0.24784
1366.0752,317.64,-0.25163
1366.4874,317.74,-0.25544
1366.887,317.84,-0.25736
1367.2788,317.94,-0.26101
1367.667,318.04,-0.26413
1368.06,318.14,-0.26715
1368.453,318.24,-0.27122
1368.834,318.34,-0.27414
1369.2114,318.44,-0.27736
1369.5918,318.54,-0.2786
1369.962,318.64,-0.28115
1370.3382,318.74,-0.28416
1370.7108,318.84,-0.28432
