Time,Temperature,Mass,
1396.9062,327.34,4.84E+00,
1397.1714,327.44,4.84E+00,
1397.4312,327.54,4.84E+00,
1397.6922,327.64,4.84E+00,
1397.9454,327.74,4.84E+00,
1398.1998,327.84,4.84E+00,
1398.456,327.94,4.84E+00,
1398.7104,328.04,4.84E+00,
1398.9672,328.14,4.84E+00,
1399.2222,328.24,4.84E+00,
1399.4766,328.34,4.84E+00,
1399.7274,328.44,4.84E+00,
1399.98,328.54,4.84E+00,
1400.2338,328.64,4.84E+00,
1400.4882,328.74,4.84E+00,
1400.7402,328.84,4.84E+00,
1400.9898,328.94,4.84E+00,
1401.2418,329.04,4.84E+00,
1401.4896,329.14,4.84E+00,
1401.7332,329.24,4.84E+00,
1401.981,329.34,4.84E+00,
1402.2258,329.44,4.84E+00,
1402.4658,329.54,4.84E+00,
1402.7094,329.64,4.84E+00,
1402.947,329.74,4.84E+00,
1403.1882,329.84,4.84E+00,
1403.4336,329.94,4.84E+00,
1403.6766,330.04,4.84E+00,
1403.9184,330.14,4.84E+00,
1404.1602,330.24,4.84E+00,
1404.402,330.34,4.84E+00,
1404.6396,330.44,4.84E+00,
1404.8802,330.54,4.84E+00,
1405.1208,330.64,4.84E+00,
1405.3596,330.74,4.84E+00,
1405.5984,330.84,4.84E+00,
1405.8342,330.94,4.84E+00,
1406.0688,331.04,4.84E+00,
1406.3022,331.14,4.84E+00,
1406.5368,331.24,4.84E+00,
1406.7708,331.34,4.84E+00,
1407.0036,331.44,4.84E+00,
1407.237,331.54,4.84E+00,
1407.468,331.64,4.84E+00,
1407.702,331.74,4.84E+00,
1407.933,331.84,4.84E+00,
1408.164,331.94,4.84E+00,
1408.392,332.04,4.84E+00,
1408.623,332.14,4.84E+00,
1408.851,332.24,4.84E+00,
1409.0784,332.34,4.84E+00,
1409.3064,332.44,4.84E+00,
1409.5332,332.54,4.84E+00,
1409.7588,332.64,4.84E+00,
1409.985,332.74,4.84E+00,
1410.2088,332.84,4.84E+00,
1410.432,332.94,4.84E+00,
1410.6552,333.04,4.84E+00,
1410.882,333.14,4.84E+00,
1411.104,333.24,4.84E+00,
1411.326,333.34,4.84E+00,
1411.548,333.44,4.83E+00,
1411.7694,333.54,4.84E+00,
1411.9896,333.64,4.84E+00,
1412.2086,333.74,4.84E+00,
1412.4282,333.84,4.84E+00,
1412.646,333.94,4.84E+00,
1412.8674,334.04,4.84E+00,
1413.087,334.14,4.83E+00,
1413.3042,334.24,4.84E+00,
1413.5202,334.34,4.84E+00,
1413.7368,334.44,4.84E+00,
1413.9522,334.54,4.84E+00,
1414.1658,334.64,4.84E+00,
1414.3788,334.74,4.84E+00,
1414.5942,334.84,4.84E+00,
1414.8084,334.94,4.83E+00,
1415.0232,335.04,4.84E+00,
1415.2368,335.14,4.84E+00,
1415.4492,335.24,4.83E+00,
1415.661,335.34,4.84E+00,
1415.8728,335.44,4.84E+00,
1416.0858,335.54,4.84E+00,
1416.2982,335.64,4.83E+00,
1416.5088,335.74,4.84E+00,
1416.7188,335.84,4.84E+00,
1416.933,335.94,4.84E+00,
1417.1406,336.04,4.84E+00,
1417.3494,336.14,4.84E+00,
1417.5564,336.24,4.84E+00,
1417.764,336.34,4.84E+00,
1417.9704,336.44,4.83E+00,
1418.175,336.54,4.83E+00,
1418.3808,336.64,4.84E+00,
1418.5866,336.74,4.84E+00,
1418.7924,336.84,4.83E+00,
1418.9988,336.94,4.83E+00,
1419.2046,337.04,4.84E+00,
1419.4086,337.14,4.84E+00,
1419.6138,337.24,4.83E+00,
1419.8184,337.34,4.84E+00,
1420.0218,337.44,4.84E+00,
1420.2258,337.54,4.84E+00,
1420.4268,337.64,4.84E+00,
1420.6296,337.74,4.83E+00,
1420.833,337.84,4.84E+00,
1421.0352,337.94,4.84E+00,
1421.2356,338.04,4.84E+00,
1421.436,338.14,4.83E+00,
1421.6376,338.24,4.83E+00,
1421.8374,338.34,4.84E+00,
1422.036,338.44,4.84E+00,
1422.2352,338.54,4.84E+00,
1422.4356,338.64,4.84E+00,
1422.633,338.74,4.84E+00,
1422.831,338.84,4.84E+00,
1423.0308,338.94,4.84E+00,
1423.2294,339.04,4.84E+00,
1423.4268,339.14,4.83E+00,
1423.626,339.24,4.84E+00,
1423.8222,339.34,4.84E+00,
1424.0184,339.44,4.84E+00,
1424.2134,339.54,4.84E+00,
1424.4078,339.64,4.84E+00,
1424.6028,339.74,4.84E+00,
1424.796,339.84,4.83E+00,
1424.9868,339.94,4.83E+00,
1425.1806,340.04,4.84E+00,
1425.3738,340.14,4.84E+00,
1425.5658,340.24,4.84E+00,
1425.759,340.34,4.84E+00,
1425.9504,340.44,4.83E+00,
1426.1406,340.54,4.84E+00,
1426.3308,340.64,4.84E+00,
1426.5222,340.74,4.83E+00,
1426.7106,340.84,4.83E+00,
1426.902,340.94,4.84E+00,
1427.0922,341.04,4.84E+00,
1427.2818,341.14,4.84E+00,
1427.4714,341.24,4.83E+00,
1427.6634,341.34,4.84E+00,
1427.8542,341.44,4.83E+00,
1428.0432,341.54,4.83E+00,
1428.2316,341.64,4.83E+00,
1428.4206,341.74,4.84E+00,
1428.609,341.84,4.84E+00,
1428.7962,341.94,4.84E+00,
1428.9822,342.04,4.83E+00,
1429.1694,342.14,4.83E+00,
1429.3572,342.24,4.83E+00,
1429.5432,342.34,4.83E+00,
1429.7304,342.44,4.84E+00,
1429.9182,342.54,4.83E+00,
1430.1048,342.64,4.84E+00,
1430.289,342.74,4.84E+00,
1430.4732,342.84,4.83E+00,
1430.6592,342.94,4.84E+00,
1430.8434,343.04,4.84E+00,
1431.0264,343.14,4.83E+00,
1431.2106,343.24,4.84E+00,
1431.3948,343.34,4.83E+00,
1431.579,343.44,4.84E+00,
1431.762,343.54,4.83E+00,
1431.9438,343.64,4.83E+00,
1432.1262,343.74,4.83E+00,
1432.3098,343.84,4.84E+00,
1432.4904,343.94,4.84E+00,
1432.6716,344.04,4.83E+00,
1432.8528,344.14,4.83E+00,
1433.0358,344.24,4.84E+00,
1433.217,344.34,4.83E+00,
1433.3982,344.44,4.83E+00,
1433.5794,344.54,4.84E+00,
1433.7594,344.64,4.83E+00,
1433.94,344.74,4.83E+00,
1434.1224,344.84,4.84E+00,
1434.3018,344.94,4.83E+00,
1434.483,345.04,4.83E+00,
1434.6618,345.14,4.83E+00,
1434.8394,345.24,4.83E+00,
1435.0194,345.34,4.83E+00,
1435.1988,345.44,4.83E+00,
1435.377,345.54,4.83E+00,
1435.5552,345.64,4.83E+00,
1435.731,345.74,4.84E+00,
1435.9074,345.84,4.83E+00,
1436.0856,345.94,4.83E+00,
1436.2632,346.04,4.83E+00,
1436.4396,346.14,4.83E+00,
1436.6142,346.24,4.83E+00,
1436.7882,346.34,4.83E+00,
1436.9634,346.44,4.83E+00,
1437.1398,346.54,4.83E+00,
1437.3162,346.64,4.83E+00,
1437.4926,346.74,4.83E+00,
1437.666,346.84,4.83E+00,
1437.8418,346.94,4.83E+00,
1438.0164,347.04,4.83E+00,
1438.1892,347.14,4.83E+00,
1438.3638,347.24,4.83E+00,
1438.539,347.34,4.83E+00,
1438.7112,347.44,4.83E+00,
1438.8846,347.54,4.83E+00,
1439.0586,347.64,4.83E+00,
1439.232,347.74,4.83E+00,
1439.4066,347.84,4.83E+00,
1439.5788,347.94,4.83E+00,
1439.7492,348.04,4.83E+00,
1439.9214,348.14,4.83E+00,
1440.0924,348.24,4.83E+00,
1440.2658,348.34,4.83E+00,
1440.4368,348.44,4.83E+00,
1440.6078,348.54,4.83E+00,
1440.7794,348.64,4.83E+00,
1440.9504,348.74,4.83E+00,
1441.1202,348.84,4.84E+00,
1441.29,348.94,4.84E+00,
1441.4598,349.04,4.83E+00,
1441.629,349.14,4.83E+00,
1441.7988,349.24,4.83E+00,
1441.9686,349.34,4.83E+00,
1442.1378,349.44,4.83E+00,
1442.3064,349.54,4.84E+00,
1442.4756,349.64,4.84E+00,
1442.6436,349.74,4.83E+00,
1442.8104,349.84,4.83E+00,
1442.9778,349.94,4.83E+00,
1443.1464,350.04,4.83E+00,
1443.3138,350.14,4.83E+00,
1443.4812,350.24,4.83E+00,
1443.6474,350.34,4.83E+00,
1443.8142,350.44,4.83E+00,
1443.9816,350.54,4.83E+00,
1444.1484,350.64,4.83E+00,
1444.3146,350.74,4.83E+00,
1444.4808,350.84,4.83E+00,
1444.6464,350.94,4.83E+00,
1444.812,351.04,4.83E+00,
1444.9782,351.14,4.83E+00,
1445.1438,351.24,4.83E+00,
1445.31,351.34,4.84E+00,
1445.4744,351.44,4.83E+00,
1445.6388,351.54,4.84E+00,
1445.8026,351.64,4.84E+00,
1445.967,351.74,4.83E+00,
1446.1326,351.84,4.83E+00,
1446.2982,351.94,4.83E+00,
1446.4614,352.04,4.83E+00,
1446.6246,352.14,4.83E+00,
1446.789,352.24,4.84E+00,
1446.9534,352.34,4.84E+00,
1447.1166,352.44,4.83E+00,
1447.2786,352.54,4.83E+00,
1447.4412,352.64,4.83E+00,
1447.6038,352.74,4.83E+00,
1447.7658,352.84,4.83E+00,
1447.929,352.94,4.83E+00,
1448.0916,353.04,4.84E+00,
1448.2524,353.14,4.83E+00,
1448.4138,353.24,4.83E+00,
1448.5746,353.34,4.83E+00,
1448.7342,353.44,4.84E+00,
1448.8944,353.54,4.84E+00,
1449.0552,353.64,4.83E+00,
1449.2148,353.74,4.84E+00,
1449.3738,353.84,4.83E+00,
1449.5322,353.94,4.83E+00,
1449.693,354.04,4.83E+00,
1449.8532,354.14,4.83E+00,
1450.0128,354.24,4.84E+00,
1450.1712,354.34,4.83E+00,
1450.3296,354.44,4.84E+00,
1450.488,354.54,4.84E+00,
1450.6464,354.64,4.84E+00,
1450.8042,354.74,4.83E+00,
1450.9632,354.84,4.83E+00,
1451.1228,354.94,4.84E+00,
1451.2806,355.04,4.84E+00,
1451.439,355.14,4.83E+00,
1451.5974,355.24,4.83E+00,
1451.7552,355.34,4.84E+00,
1451.9124,355.44,4.83E+00,
1452.0702,355.54,4.83E+00,
1452.2262,355.64,4.83E+00,
1452.3822,355.74,4.83E+00,
1452.5388,355.84,4.84E+00,
1452.6954,355.94,4.84E+00,
1452.8526,356.04,4.83E+00,
1453.0086,356.14,4.84E+00,
1453.1646,356.24,4.84E+00,
1453.3206,356.34,4.84E+00,
1453.4772,356.44,4.83E+00,
1453.6308,356.54,4.83E+00,
1453.7862,356.64,4.84E+00,
1453.9422,356.74,4.83E+00,
1454.0964,356.84,4.83E+00,
1454.2524,356.94,4.83E+00,
1454.4072,357.04,4.84E+00,
1454.5614,357.14,4.83E+00,
1454.7156,357.24,4.83E+00,
1454.8704,357.34,4.83E+00,
1455.0246,357.44,4.83E+00,
1455.1794,357.54,4.84E+00,
1455.3336,357.64,4.83E+00,
1455.4872,357.74,4.84E+00,
1455.6396,357.84,4.83E+00,
1455.7926,357.94,4.84E+00,
1455.9462,358.04,4.83E+00,
1456.0992,358.14,4.83E+00,
1456.2528,358.24,4.83E+00,
1456.404,358.34,4.84E+00,
1456.5552,358.44,4.83E+00,
1456.7076,358.54,4.83E+00,
1456.8588,358.64,4.83E+00,
1457.0112,358.74,4.83E+00,
1457.163,358.84,4.83E+00,
1457.3148,358.94,4.83E+00,
1457.4666,359.04,4.83E+00,
1457.6178,359.14,4.83E+00,
1457.7678,359.24,4.83E+00,
1457.9184,359.34,4.84E+00,
1458.069,359.44,4.84E+00,
1458.2202,359.54,4.83E+00,
1458.3708,359.64,4.84E+00,
1458.5202,359.74,4.83E+00,
1458.6702,359.84,4.83E+00,
1458.8196,359.94,4.83E+00,
1458.9684,360.04,4.83E+00,
1459.1178,360.14,4.83E+00,
1459.2672,360.24,4.83E+00,
1459.416,360.34,4.83E+00,
1459.5654,360.44,4.83E+00,
1459.7154,360.54,4.83E+00,
1459.863,360.64,4.83E+00,
1460.0112,360.74,4.83E+00,
1460.1594,360.84,4.83E+00,
1460.3082,360.94,4.83E+00,
1460.4552,361.04,4.83E+00,
1460.6028,361.14,4.83E+00,
1460.7504,361.24,4.83E+00,
1460.8968,361.34,4.83E+00,
1461.0444,361.44,4.83E+00,
1461.1926,361.54,4.83E+00,
1461.3402,361.64,4.83E+00,
1461.4878,361.74,4.83E+00,
1461.6354,361.84,4.83E+00,
1461.7824,361.94,4.83E+00,
1461.9288,362.04,4.83E+00,
1462.0752,362.14,4.83E+00,
1462.221,362.24,4.83E+00,
1462.3662,362.34,4.83E+00,
1462.512,362.44,4.83E+00,
1462.6584,362.54,4.83E+00,
1462.8036,362.64,4.83E+00,
1462.95,362.74,4.83E+00,
1463.097,362.84,4.83E+00,
1463.2434,362.94,4.83E+00,
1463.3904,363.04,4.83E+00,
1463.5368,363.14,4.83E+00,
1463.6814,363.24,4.83E+00,
1463.8254,363.34,4.83E+00,
1463.97,363.44,4.83E+00,
1464.1158,363.54,4.83E+00,
1464.2598,363.64,4.83E+00,
1464.4044,363.74,4.83E+00,
1464.5496,363.84,4.83E+00,
1464.6936,363.94,4.83E+00,
1464.8376,364.04,4.83E+00,
1464.9822,364.14,4.83E+00,
1465.1268,364.24,4.83E+00,
1465.2708,364.34,4.83E+00,
1465.4148,364.44,4.83E+00,
1465.5588,364.54,4.83E+00,
1465.7022,364.64,4.83E+00,
1465.845,364.74,4.83E+00,
1465.9866,364.84,4.83E+00,
1466.1288,364.94,4.83E+00,
1466.2728,365.04,4.83E+00,
1466.4162,365.14,4.83E+00,
1466.559,365.24,4.83E+00,
1466.7012,365.34,4.83E+00,
1466.8446,365.44,4.83E+00,
1466.9868,365.54,4.83E+00,
1467.129,365.64,4.83E+00,
1467.2718,365.74,4.83E+00,
1467.414,365.84,4.83E+00,
1467.5556,365.94,4.83E+00,
1467.6972,366.04,4.83E+00,
1467.8376,366.14,4.83E+00,
1467.9792,366.24,4.83E+00,
1468.1202,366.34,4.83E+00,
1468.26,366.44,4.83E+00,
1468.401,366.54,4.83E+00,
1468.5432,366.64,4.83E+00,
1468.6842,366.74,4.83E+00,
1468.824,366.84,4.83E+00,
1468.9638,366.94,4.83E+00,
1469.1048,367.04,4.83E+00,
1469.2446,367.14,4.83E+00,
1469.3844,367.24,4.83E+00,
1469.5242,367.34,4.83E+00,
1469.664,367.44,4.83E+00,
1469.8032,367.54,4.83E+00,
1469.9418,367.64,4.83E+00,
1470.0804,367.74,4.83E+00,
1470.219,367.84,4.83E+00,
1470.3576,367.94,4.83E+00,
1470.4974,368.04,4.83E+00,
1470.636,368.14,4.83E+00,
1470.7746,368.24,4.83E+00,
1470.9132,368.34,4.83E+00,
1471.0518,368.44,4.83E+00,
1471.1904,368.54,4.83E+00,
1471.329,368.64,4.83E+00,
1471.467,368.74,4.83E+00,
1471.6038,368.84,4.83E+00,
1471.7412,368.94,4.83E+00,
1471.8798,369.04,4.83E+00,
1472.0184,369.14,4.83E+00,
1472.1558,369.24,4.83E+00,
1472.292,369.34,4.83E+00,
1472.43,369.44,4.83E+00,
1472.5674,369.54,4.83E+00,
1472.7054,369.64,4.83E+00,
1472.8434,369.74,4.83E+00,
1472.9808,369.84,4.83E+00,
1473.1176,369.94,4.83E+00,
1473.255,370.04,4.83E+00,
1473.3918,370.14,4.83E+00,
1473.5286,370.24,4.83E+00,
1473.6636,370.34,4.83E+00,
1473.7998,370.44,4.83E+00,
1473.9366,370.54,4.83E+00,
1474.0728,370.64,4.83E+00,
1474.2096,370.74,4.83E+00,
1474.3458,370.84,4.83E+00,
1474.4814,370.94,4.83E+00,
1474.6164,371.04,4.83E+00,
1474.752,371.14,4.83E+00,
1474.8876,371.24,4.83E+00,
1475.0226,371.34,4.83E+00,
1475.1576,371.44,4.83E+00,
1475.2926,371.54,4.83E+00,
1475.427,371.64,4.83E+00,
1475.562,371.74,4.83E+00,
1475.697,371.84,4.83E+00,
1475.8308,371.94,4.83E+00,
1475.964,372.04,4.83E+00,
1476.0978,372.14,4.83E+00,
1476.2328,372.24,4.83E+00,
1476.366,372.34,4.83E+00,
1476.4992,372.44,4.83E+00,
1476.633,372.54,4.83E+00,
1476.7668,372.64,4.83E+00,
1476.8994,372.74,4.83E+00,
1477.0326,372.84,4.83E+00,
1477.1658,372.94,4.83E+00,
1477.3002,373.04,4.83E+00,
1477.4334,373.14,4.83E+00,
1477.5672,373.24,4.83E+00,
1477.701,373.34,4.83E+00,
1477.8342,373.44,4.83E+00,
1477.9674,373.54,4.83E+00,
1478.1,373.64,4.83E+00,
1478.2332,373.74,4.83E+00,
1478.3664,373.84,4.83E+00,
1478.499,373.94,4.83E+00,
1478.6316,374.04,4.83E+00,
1478.7642,374.14,4.83E+00,
1478.8974,374.24,4.83E+00,
1479.0306,374.34,4.83E+00,
1479.1626,374.44,4.83E+00,
1479.2934,374.54,4.83E+00,
1479.426,374.64,4.83E+00,
1479.5592,374.74,4.83E+00,
1479.6924,374.84,4.83E+00,
1479.8238,374.94,4.83E+00,
1479.9552,375.04,4.83E+00,
1480.0866,375.14,4.83E+00,
1480.2186,375.24,4.83E+00,
1480.35,375.34,4.83E+00,
1480.4808,375.44,4.83E+00,
1480.6128,375.54,4.83E+00,
1480.7442,375.64,4.83E+00,
1480.8756,375.74,4.83E+00,
1481.007,375.84,4.83E+00,
1481.139,375.94,4.83E+00,
1481.271,376.04,4.83E+00,
1481.4018,376.14,4.83E+00,
1481.532,376.24,4.83E+00,
1481.6628,376.34,4.83E+00,
1481.7954,376.44,4.83E+00,
1481.9274,376.54,4.83E+00,
1482.0576,376.64,4.83E+00,
1482.1872,376.74,4.83E+00,
1482.3168,376.84,4.83E+00,
1482.447,376.94,4.83E+00,
1482.5778,377.04,4.83E+00,
1482.7074,377.14,4.83E+00,
1482.837,377.24,4.83E+00,
1482.9672,377.34,4.83E+00,
1483.0974,377.44,4.83E+00,
1483.227,377.54,4.83E+00,
1483.3566,377.64,4.83E+00,
1483.4862,377.74,4.83E+00,
1483.6152,377.84,4.83E+00,
1483.7442,377.94,4.83E+00,
1483.8732,378.04,4.83E+00,
1484.0022,378.14,4.83E+00,
1484.1312,378.24,4.83E+00,
1484.2602,378.34,4.83E+00,
1484.3892,378.44,4.83E+00,
1484.5182,378.54,4.83E+00,
1484.6472,378.64,4.83E+00,
1484.7762,378.74,4.83E+00,
1484.904,378.84,4.83E+00,
1485.0324,378.94,4.83E+00,
1485.1614,379.04,4.83E+00,
1485.2898,379.14,4.83E+00,
1485.4188,379.24,4.83E+00,
1485.5472,379.34,4.83E+00,
1485.675,379.44,4.83E+00,
1485.8028,379.54,4.83E+00,
1485.9306,379.64,4.83E+00,
1486.0584,379.74,4.83E+00,
1486.1874,379.84,4.83E+00,
1486.3164,379.94,4.83E+00,
1486.4448,380.04,4.83E+00,
1486.572,380.14,4.83E+00,
1486.6998,380.24,4.83E+00,
1486.827,380.34,4.83E+00,
1486.9548,380.44,4.83E+00,
1487.082,380.54,4.83E+00,
1487.2092,380.64,4.83E+00,
1487.337,380.74,4.83E+00,
1487.4642,380.84,4.83E+00,
1487.592,380.94,4.83E+00,
1487.7192,381.04,4.83E+00,
1487.8452,381.14,4.83E+00,
1487.9718,381.24,4.83E+00,
1488.099,381.34,4.83E+00,
1488.2262,381.44,4.83E+00,
1488.3534,381.54,4.83E+00,
1488.48,381.64,4.83E+00,
1488.6066,381.74,4.83E+00,
1488.7326,381.84,4.83E+00,
1488.858,381.94,4.83E+00,
1488.9846,382.04,4.83E+00,
1489.1118,382.14,4.83E+00,
1489.239,382.24,4.83E+00,
1489.365,382.34,4.83E+00,
1489.4916,382.44,4.83E+00,
1489.6182,382.54,4.83E+00,
1489.7436,382.64,4.83E+00,
1489.8684,382.74,4.83E+00,
1489.9944,382.84,4.83E+00,
1490.121,382.94,4.83E+00,
1490.2476,383.04,4.83E+00,
1490.3736,383.14,4.83E+00,
1490.4996,383.24,4.83E+00,
1490.625,383.34,4.83E+00,
1490.7498,383.44,4.83E+00,
1490.8758,383.54,4.83E+00,
1491.0012,383.64,4.83E+00,
1491.1266,383.74,4.83E+00,
1491.2526,383.84,4.83E+00,
1491.3774,383.94,4.83E+00,
1491.5022,384.04,4.83E+00,
1491.6276,384.14,4.83E+00,
1491.7524,384.24,4.83E+00,
1491.8766,384.34,4.83E+00,
1492.0014,384.44,4.83E+00,
1492.1268,384.54,4.83E+00,
1492.2516,384.64,4.83E+00,
1492.3764,384.74,4.83E+00,
1492.5018,384.84,4.83E+00,
1492.6272,384.94,4.83E+00,
1492.7514,385.04,4.83E+00,
1492.8756,385.14,4.83E+00,
1493.0004,385.24,4.83E+00,
