Time,Temperature,Mass,
1494.2796,315.616,4.92E+00,
1495.4172,315.716,4.92E+00,
1496.5596,315.816,4.92E+00,
1497.6948,315.916,4.92E+00,
1498.8252,316.016,4.92E+00,
1499.9592,316.116,4.92E+00,
1501.086,316.216,4.92E+00,
1502.19,316.316,4.92E+00,
1503.2988,316.416,4.92E+00,
1504.3944,316.516,4.92E+00,
1505.4768,316.616,4.92E+00,
1506.5604,316.716,4.92E+00,
1507.6578,316.816,4.92E+00,
1508.7276,316.916,4.92E+00,
1509.786,317.016,4.92E+00,
1510.8456,317.116,4.92E+00,
1511.898,317.216,4.92E+00,
1512.939,317.316,4.92E+00,
1513.9692,317.416,4.92E+00,
1515.0174,317.516,4.92E+00,
1516.0392,317.616,4.92E+00,
1517.064,317.716,4.92E+00,
1518.084,317.816,4.92E+00,
1519.1094,317.916,4.92E+00,
1520.1162,318.016,4.92E+00,
1521.1278,318.116,4.92E+00,
1522.1388,318.216,4.92E+00,
1523.1438,318.316,4.92E+00,
1524.1362,318.416,4.92E+00,
1525.1322,318.516,4.92E+00,
1526.1276,318.616,4.92E+00,
1527.1026,318.716,4.93E+00,
1528.0878,318.816,4.92E+00,
1529.0634,318.916,4.92E+00,
1530.042,319.016,4.93E+00,
1531.0068,319.116,4.92E+00,
1531.9662,319.216,4.92E+00,
1532.9214,319.316,4.93E+00,
1533.8742,319.416,4.93E+00,
1534.824,319.516,4.93E+00,
1535.7684,319.616,4.93E+00,
1536.7122,319.716,4.93E+00,
1537.6482,319.816,4.93E+00,
1538.5776,319.916,4.93E+00,
1539.5028,320.016,4.93E+00,
1540.4322,320.116,4.93E+00,
1541.3562,320.216,4.93E+00,
1542.2772,320.316,4.93E+00,
1543.1988,320.416,4.93E+00,
1544.1072,320.516,4.93E+00,
1545.015,320.616,4.93E+00,
1545.9192,320.716,4.93E+00,
1546.8216,320.816,4.93E+00,
1547.7246,320.916,4.93E+00,
1548.6294,321.016,4.93E+00,
1549.5246,321.116,4.93E+00,
1550.424,321.216,4.93E+00,
1551.3186,321.316,4.93E+00,
1552.2114,321.416,4.93E+00,
1553.1,321.516,4.93E+00,
1553.9784,321.616,4.93E+00,
1554.861,321.716,4.93E+00,
1555.7334,321.816,4.93E+00,
1556.6154,321.916,4.93E+00,
1557.489,322.016,4.93E+00,
1558.3704,322.116,4.93E+00,
1559.2362,322.216,4.93E+00,
1560.1002,322.316,4.93E+00,
1560.9558,322.416,4.93E+00,
1561.8186,322.516,4.93E+00,
1562.67,322.616,4.93E+00,
1563.5232,322.716,4.93E+00,
1564.374,322.816,4.93E+00,
1565.2206,322.916,4.93E+00,
1566.0702,323.016,4.93E+00,
1566.9192,323.116,4.93E+00,
1567.7622,323.216,4.93E+00,
1568.6088,323.316,4.93E+00,
1569.4488,323.416,4.93E+00,
1570.2894,323.516,4.93E+00,
1571.118,323.616,4.93E+00,
1571.9526,323.716,4.93E+00,
1572.7818,323.816,4.93E+00,
1573.6158,323.916,4.93E+00,
1574.4378,324.016,4.93E+00,
1575.2694,324.116,4.93E+00,
1576.0932,324.216,4.93E+00,
1576.9194,324.316,4.93E+00,
1577.7456,324.416,4.93E+00,
1578.558,324.516,4.93E+00,
1579.3764,324.616,4.93E+00,
1580.193,324.716,4.93E+00,
1581.0006,324.816,4.93E+00,
1581.8082,324.916,4.93E+00,
1582.6128,325.016,4.93E+00,
1583.4228,325.116,4.93E+00,
1584.2262,325.216,4.93E+00,
1585.0332,325.316,4.93E+00,
1585.8276,325.416,4.93E+00,
1586.6304,325.516,4.93E+00,
1587.42,325.616,4.93E+00,
1588.2108,325.716,4.92E+00,
1589.004,325.816,4.93E+00,
1589.79,325.916,4.93E+00,
1590.5718,326.016,4.93E+00,
1591.359,326.116,4.92E+00,
1592.1414,326.216,4.93E+00,
1592.9232,326.316,4.93E+00,
1593.6984,326.416,4.93E+00,
1594.4802,326.516,4.93E+00,
1595.256,326.616,4.92E+00,
1596.0264,326.716,4.93E+00,
1596.8016,326.816,4.93E+00,
1597.5768,326.916,4.93E+00,
1598.3556,327.016,4.93E+00,
1599.1218,327.116,4.93E+00,
1599.888,327.216,4.92E+00,
1600.6512,327.316,4.92E+00,
1601.4162,327.416,4.93E+00,
1602.1752,327.516,4.93E+00,
1602.9408,327.616,4.93E+00,
1603.704,327.716,4.92E+00,
1604.4648,327.816,4.93E+00,
1605.2202,327.916,4.93E+00,
1605.9744,328.016,4.93E+00,
1606.731,328.116,4.93E+00,
1607.4894,328.216,4.93E+00,
1608.2442,328.316,4.93E+00,
1608.996,328.416,4.92E+00,
1609.743,328.516,4.93E+00,
1610.487,328.616,4.93E+00,
1611.228,328.716,4.93E+00,
1611.9846,328.816,4.93E+00,
1612.7394,328.916,4.93E+00,
1613.4828,329.016,4.93E+00,
1614.222,329.116,4.93E+00,
1614.9666,329.216,4.93E+00,
1615.71,329.316,4.92E+00,
1616.4474,329.416,4.92E+00,
1617.1848,329.516,4.93E+00,
1617.9192,329.616,4.93E+00,
1618.6608,329.716,4.93E+00,
1619.3958,329.816,4.92E+00,
1620.1236,329.916,4.93E+00,
1620.8568,330.016,4.93E+00,
1621.5894,330.116,4.93E+00,
1622.3178,330.216,4.93E+00,
1623.0504,330.316,4.92E+00,
1623.7812,330.416,4.93E+00,
1624.5018,330.516,4.92E+00,
1625.2266,330.616,4.93E+00,
1625.9496,330.716,4.93E+00,
1626.6768,330.816,4.93E+00,
1627.3944,330.916,4.93E+00,
1628.1108,331.016,4.93E+00,
1628.8248,331.116,4.92E+00,
1629.5418,331.216,4.92E+00,
1630.2672,331.316,4.93E+00,
1630.9884,331.416,4.93E+00,
1631.6988,331.516,4.93E+00,
1632.411,331.616,4.92E+00,
1633.125,331.716,4.93E+00,
1633.8306,331.816,4.92E+00,
1634.5434,331.916,4.93E+00,
1635.2514,332.016,4.93E+00,
1635.9594,332.116,4.93E+00,
1636.6638,332.216,4.93E+00,
1637.3676,332.316,4.92E+00,
1638.0702,332.416,4.92E+00,
1638.771,332.516,4.92E+00,
1639.47,332.616,4.93E+00,
1640.1708,332.716,4.92E+00,
1640.8674,332.816,4.93E+00,
1641.5658,332.916,4.92E+00,
1642.2582,333.016,4.92E+00,
1642.9446,333.116,4.92E+00,
1643.6358,333.216,4.93E+00,
1644.3252,333.316,4.92E+00,
1645.0164,333.416,4.93E+00,
1645.7028,333.516,4.92E+00,
1646.3874,333.616,4.92E+00,
1647.0732,333.716,4.92E+00,
1647.7554,333.816,4.93E+00,
1648.4394,333.916,4.92E+00,
1649.1252,334.016,4.93E+00,
1649.811,334.116,4.93E+00,
1650.495,334.216,4.92E+00,
1651.182,334.316,4.92E+00,
1651.8666,334.416,4.93E+00,
1652.5464,334.516,4.93E+00,
1653.2286,334.616,4.92E+00,
1653.9108,334.716,4.92E+00,
1654.5948,334.816,4.92E+00,
1655.2764,334.916,4.92E+00,
1655.9544,335.016,4.92E+00,
1656.6354,335.116,4.93E+00,
1657.3122,335.216,4.92E+00,
1657.9908,335.316,4.92E+00,
1658.6676,335.416,4.92E+00,
1659.345,335.516,4.92E+00,
1660.0164,335.616,4.92E+00,
1660.695,335.716,4.92E+00,
1661.3646,335.816,4.93E+00,
1662.0354,335.916,4.92E+00,
1662.7068,336.016,4.93E+00,
1663.3776,336.116,4.92E+00,
1664.0484,336.216,4.92E+00,
1664.7228,336.316,4.92E+00,
1665.39,336.416,4.92E+00,
1666.0536,336.516,4.92E+00,
1666.7154,336.616,4.92E+00,
1667.3778,336.716,4.92E+00,
1668.0402,336.816,4.92E+00,
1668.7068,336.916,4.92E+00,
1669.3656,337.016,4.92E+00,
1670.0256,337.116,4.92E+00,
1670.6856,337.216,4.92E+00,
1671.3486,337.316,4.92E+00,
1672.0128,337.416,4.92E+00,
1672.6752,337.516,4.92E+00,
1673.331,337.616,4.92E+00,
1673.9946,337.716,4.92E+00,
1674.648,337.816,4.92E+00,
1675.3032,337.916,4.92E+00,
1675.953,338.016,4.92E+00,
1676.6034,338.116,4.92E+00,
1677.2514,338.216,4.92E+00,
1677.906,338.316,4.92E+00,
1678.563,338.416,4.92E+00,
1679.2152,338.516,4.92E+00,
1679.8668,338.616,4.92E+00,
1680.5184,338.716,4.92E+00,
1681.1652,338.816,4.92E+00,
1681.8144,338.916,4.92E+00,
1682.466,339.016,4.92E+00,
1683.1128,339.116,4.92E+00,
1683.759,339.216,4.92E+00,
1684.4058,339.316,4.92E+00,
1685.049,339.416,4.92E+00,
1685.6958,339.516,4.92E+00,
1686.3354,339.616,4.92E+00,
1686.9828,339.716,4.92E+00,
1687.6326,339.816,4.92E+00,
1688.2776,339.916,4.92E+00,
1688.9244,340.016,4.92E+00,
1689.5706,340.116,4.92E+00,
1690.2138,340.216,4.92E+00,
1690.8564,340.316,4.92E+00,
1691.499,340.416,4.92E+00,
1692.1428,340.516,4.92E+00,
1692.7848,340.616,4.92E+00,
1693.428,340.716,4.92E+00,
1694.0664,340.816,4.92E+00,
1694.709,340.916,4.92E+00,
1695.3456,341.016,4.92E+00,
1695.9852,341.116,4.92E+00,
1696.6188,341.216,4.92E+00,
1697.2566,341.316,4.92E+00,
1697.8938,341.416,4.92E+00,
1698.5304,341.516,4.92E+00,
1699.1676,341.616,4.92E+00,
1699.8,341.716,4.92E+00,
1700.433,341.816,4.92E+00,
1701.0684,341.916,4.92E+00,
1701.6996,342.016,4.92E+00,
1702.3272,342.116,4.92E+00,
1702.9608,342.216,4.92E+00,
1703.5878,342.316,4.92E+00,
1704.2142,342.416,4.92E+00,
1704.8448,342.516,4.92E+00,
1705.4766,342.616,4.92E+00,
1706.106,342.716,4.92E+00,
1706.7408,342.816,4.92E+00,
1707.3696,342.916,4.92E+00,
1708.0002,343.016,4.92E+00,
1708.6314,343.116,4.92E+00,
1709.2602,343.216,4.92E+00,
1709.8824,343.316,4.92E+00,
1710.504,343.416,4.92E+00,
1711.1286,343.516,4.92E+00,
1711.7526,343.616,4.92E+00,
1712.3766,343.716,4.92E+00,
1713.0018,343.816,4.92E+00,
1713.6204,343.916,4.92E+00,
1714.2426,344.016,4.92E+00,
1714.8666,344.116,4.92E+00,
1715.4882,344.216,4.92E+00,
1716.1134,344.316,4.92E+00,
1716.7386,344.416,4.92E+00,
1717.359,344.516,4.92E+00,
1717.9752,344.616,4.92E+00,
1718.5926,344.716,4.92E+00,
1719.21,344.816,4.92E+00,
1719.825,344.916,4.92E+00,
1720.4412,345.016,4.92E+00,
1721.055,345.116,4.92E+00,
1721.6742,345.216,4.92E+00,
1722.2934,345.316,4.92E+00,
1722.9138,345.416,4.92E+00,
1723.5312,345.516,4.92E+00,
1724.1486,345.616,4.92E+00,
1724.7648,345.716,4.92E+00,
1725.3774,345.816,4.92E+00,
1725.993,345.916,4.92E+00,
1726.6074,346.016,4.92E+00,
1727.2176,346.116,4.92E+00,
1727.8278,346.216,4.92E+00,
1728.435,346.316,4.92E+00,
1729.044,346.416,4.92E+00,
1729.6548,346.516,4.92E+00,
1730.2674,346.616,4.92E+00,
1730.8776,346.716,4.92E+00,
1731.4866,346.816,4.92E+00,
1732.0944,346.916,4.92E+00,
1732.7004,347.016,4.92E+00,
1733.3082,347.116,4.92E+00,
1733.916,347.216,4.92E+00,
1734.5244,347.316,4.92E+00,
1735.1316,347.416,4.92E+00,
1735.7358,347.516,4.92E+00,
1736.3412,347.616,4.92E+00,
1736.943,347.716,4.92E+00,
1737.5496,347.816,4.92E+00,
1738.155,347.916,4.92E+00,
1738.761,348.016,4.92E+00,
1739.3688,348.116,4.92E+00,
1739.9766,348.216,4.92E+00,
1740.5868,348.316,4.92E+00,
1741.197,348.416,4.92E+00,
1741.8054,348.516,4.92E+00,
1742.4114,348.616,4.92E+00,
1743.0162,348.716,4.92E+00,
1743.6228,348.816,4.92E+00,
1744.2258,348.916,4.92E+00,
1744.8276,349.016,4.92E+00,
1745.4372,349.116,4.92E+00,
1746.0414,349.216,4.92E+00,
1746.6396,349.316,4.92E+00,
1747.2408,349.416,4.92E+00,
1747.842,349.516,4.92E+00,
1748.4444,349.616,4.92E+00,
1749.0456,349.716,4.92E+00,
1749.6486,349.816,4.92E+00,
1750.2486,349.916,4.92E+00,
1750.851,350.016,4.92E+00,
1751.4468,350.116,4.92E+00,
1752.0456,350.216,4.92E+00,
1752.645,350.316,4.92E+00,
1753.2426,350.416,4.92E+00,
1753.8372,350.516,4.92E+00,
1754.4342,350.616,4.92E+00,
1755.0312,350.716,4.92E+00,
1755.6228,350.816,4.92E+00,
1756.2168,350.916,4.92E+00,
1756.8102,351.016,4.92E+00,
1757.4072,351.116,4.92E+00,
1758.0006,351.216,4.92E+00,
1758.5946,351.316,4.92E+00,
1759.1856,351.416,4.92E+00,
1759.7802,351.516,4.92E+00,
1760.373,351.616,4.92E+00,
1760.9688,351.716,4.92E+00,
1761.5634,351.816,4.92E+00,
1762.1562,351.916,4.92E+00,
1762.7442,352.016,4.92E+00,
1763.3346,352.116,4.92E+00,
1763.9256,352.216,4.92E+00,
1764.5142,352.316,4.92E+00,
1765.0992,352.416,4.92E+00,
1765.6842,352.516,4.92E+00,
1766.2716,352.616,4.92E+00,
1766.8578,352.716,4.92E+00,
1767.4422,352.816,4.92E+00,
1768.0296,352.916,4.92E+00,
1768.617,353.016,4.92E+00,
1769.2038,353.116,4.92E+00,
1769.7918,353.216,4.92E+00,
1770.375,353.316,4.92E+00,
1770.9576,353.416,4.92E+00,
1771.542,353.516,4.92E+00,
1772.1288,353.616,4.92E+00,
1772.7114,353.716,4.92E+00,
1773.2952,353.816,4.92E+00,
1773.8772,353.916,4.92E+00,
1774.4598,354.016,4.92E+00,
1775.0418,354.116,4.92E+00,
1775.625,354.216,4.92E+00,
1776.2034,354.316,4.92E+00,
1776.7878,354.416,4.92E+00,
1777.3722,354.516,4.92E+00,
1777.9572,354.616,4.92E+00,
1778.5374,354.716,4.92E+00,
1779.1188,354.816,4.92E+00,
1779.702,354.916,4.92E+00,
1780.2834,355.016,4.92E+00,
1780.866,355.116,4.92E+00,
1781.445,355.216,4.92E+00,
1782.0246,355.316,4.92E+00,
1782.6024,355.416,4.92E+00,
1783.1814,355.516,4.92E+00,
1783.7658,355.616,4.92E+00,
1784.349,355.716,4.92E+00,
1784.9256,355.816,4.92E+00,
1785.5028,355.916,4.92E+00,
1786.0812,356.016,4.92E+00,
1786.6578,356.116,4.92E+00,
1787.2362,356.216,4.92E+00,
1787.8134,356.316,4.92E+00,
1788.39,356.416,4.92E+00,
1788.9666,356.516,4.92E+00,
1789.5408,356.616,4.92E+00,
1790.1162,356.716,4.92E+00,
1790.691,356.816,4.92E+00,
1791.2652,356.916,4.92E+00,
1791.8394,357.016,4.92E+00,
1792.4076,357.116,4.92E+00,
1792.9794,357.216,4.92E+00,
1793.55,357.316,4.92E+00,
1794.1254,357.416,4.92E+00,
1794.699,357.516,4.92E+00,
1795.2714,357.616,4.92E+00,
1795.8426,357.716,4.92E+00,
1796.4096,357.816,4.92E+00,
1796.9772,357.916,4.92E+00,
1797.549,358.016,4.92E+00,
1798.1166,358.116,4.92E+00,
1798.6836,358.216,4.92E+00,
1799.2506,358.316,4.92E+00,
1799.8158,358.416,4.92E+00,
1800.3828,358.516,4.92E+00,
1800.9498,358.616,4.92E+00,
1801.5174,358.716,4.92E+00,
1802.085,358.816,4.92E+00,
1802.6502,358.916,4.91E+00,
1803.2166,359.016,4.92E+00,
1803.7866,359.116,4.92E+00,
1804.3524,359.216,4.92E+00,
1804.9194,359.316,4.92E+00,
1805.4882,359.416,4.91E+00,
1806.0516,359.516,4.92E+00,
1806.6114,359.616,4.91E+00,
1807.1748,359.716,4.91E+00,
1807.7376,359.816,4.91E+00,
1808.301,359.916,4.91E+00,
1808.8644,360.016,4.91E+00,
1809.4236,360.116,4.91E+00,
1809.981,360.216,4.91E+00,
1810.5414,360.316,4.91E+00,
1811.0994,360.416,4.91E+00,
1811.6568,360.516,4.91E+00,
1812.2148,360.616,4.91E+00,
1812.7728,360.716,4.91E+00,
1813.3308,360.816,4.91E+00,
1813.89,360.916,4.91E+00,
1814.4492,361.016,4.91E+00,
1815.006,361.116,4.91E+00,
1815.5598,361.216,4.91E+00,
1816.113,361.316,4.91E+00,
1816.6674,361.416,4.91E+00,
1817.2224,361.516,4.91E+00,
1817.7756,361.616,4.91E+00,
1818.3288,361.716,4.91E+00,
1818.8838,361.816,4.91E+00,
1819.4406,361.916,4.91E+00,
1819.995,362.016,4.91E+00,
1820.5512,362.116,4.91E+00,
1821.102,362.216,4.91E+00,
1821.6558,362.316,4.91E+00,
1822.2132,362.416,4.91E+00,
1822.7694,362.516,4.91E+00,
1823.3286,362.616,4.91E+00,
1823.8854,362.716,4.91E+00,
1824.4404,362.816,4.91E+00,
1824.9954,362.916,4.91E+00,
1825.5504,363.016,4.91E+00,
1826.1054,363.116,4.91E+00,
1826.6568,363.216,4.91E+00,
1827.2076,363.316,4.91E+00,
1827.7596,363.416,4.91E+00,
1828.314,363.516,4.91E+00,
1828.8696,363.616,4.91E+00,
1829.4216,363.716,4.91E+00,
1829.9784,363.816,4.91E+00,
1830.534,363.916,4.91E+00,
1831.0896,364.016,4.91E+00,
1831.6446,364.116,4.91E+00,
1832.196,364.216,4.91E+00,
1832.748,364.316,4.91E+00,
1833.3012,364.416,4.91E+00,
1833.855,364.516,4.91E+00,
1834.4064,364.616,4.91E+00,
1834.959,364.716,4.91E+00,
1835.5116,364.816,4.91E+00,
1836.063,364.916,4.91E+00,
1836.6162,365.016,4.91E+00,
1837.1688,365.116,4.91E+00,
1837.719,365.216,4.91E+00,
1838.2698,365.316,4.91E+00,
1838.82,365.416,4.91E+00,
1839.3678,365.516,4.91E+00,
1839.9168,365.616,4.91E+00,
1840.4688,365.716,4.91E+00,
1841.0178,365.816,4.91E+00,
1841.5626,365.916,4.91E+00,
1842.1134,366.016,4.91E+00,
1842.6564,366.116,4.91E+00,
1843.2024,366.216,4.91E+00,
1843.746,366.316,4.91E+00,
1844.2896,366.416,4.91E+00,
1844.8356,366.516,4.91E+00,
1845.3792,366.616,4.91E+00,
1845.921,366.716,4.91E+00,
1846.4634,366.816,4.91E+00,
1847.0082,366.916,4.91E+00,
1847.5512,367.016,4.91E+00,
1848.0924,367.116,4.91E+00,
1848.633,367.216,4.91E+00,
1849.1706,367.316,4.91E+00,
1849.7094,367.416,4.91E+00,
1850.2518,367.516,4.91E+00,
1850.7924,367.616,4.91E+00,
1851.3324,367.716,4.91E+00,
1851.8754,367.816,4.91E+00,
1852.4154,367.916,4.91E+00,
1852.9524,368.016,4.91E+00,
1853.4882,368.116,4.91E+00,
1854.027,368.216,4.91E+00,
1854.5664,368.316,4.91E+00,
1855.1052,368.416,4.91E+00,
1855.6428,368.516,4.91E+00,
1856.1804,368.616,4.91E+00,
1856.7198,368.716,4.91E+00,
1857.258,368.816,4.91E+00,
1857.7944,368.916,4.91E+00,
1858.3332,369.016,4.91E+00,
1858.8732,369.116,4.91E+00,
1859.4084,369.216,4.91E+00,
1859.9436,369.316,4.91E+00,
1860.4782,369.416,4.91E+00,
1861.0128,369.516,4.91E+00,
1861.5498,369.616,4.91E+00,
1862.0892,369.716,4.91E+00,
1862.6268,369.816,4.91E+00,
1863.1608,369.916,4.91E+00,
1863.6948,370.016,4.91E+00,
1864.227,370.116,4.91E+00,
1864.764,370.216,4.91E+00,
1865.2998,370.316,4.91E+00,
1865.835,370.416,4.91E+00,
1866.3726,370.516,4.91E+00,
1866.909,370.616,4.91E+00,
1867.4424,370.716,4.91E+00,
1867.9788,370.816,4.91E+00,
1868.514,370.916,4.91E+00,
1869.0492,371.016,4.91E+00,
1869.585,371.116,4.91E+00,
1870.1178,371.216,4.91E+00,
1870.6524,371.316,4.91E+00,
1871.1852,371.416,4.91E+00,
1871.715,371.516,4.91E+00,
1872.2466,371.616,4.91E+00,
1872.7818,371.716,4.91E+00,
1873.3176,371.816,4.91E+00,
1873.8492,371.916,4.91E+00,
1874.3826,372.016,4.91E+00,
1874.9118,372.116,4.91E+00,
1875.4398,372.216,4.91E+00,
1875.972,372.316,4.91E+00,
1876.5042,372.416,4.91E+00,
1877.0328,372.516,4.91E+00,
1877.5608,372.616,4.91E+00,
1878.0924,372.716,4.91E+00,
1878.6246,372.816,4.91E+00,
1879.1526,372.916,4.91E+00,
1879.6776,373.016,4.91E+00,
1880.2056,373.116,4.91E+00,
1880.733,373.216,4.91E+00,
1881.2586,373.316,4.91E+00,
1881.7866,373.416,4.91E+00,
1882.3122,373.516,4.91E+00,
1882.842,373.616,4.91E+00,
1883.3688,373.716,4.91E+00,
1883.8962,373.816,4.90E+00,
1884.426,373.916,4.90E+00,
1884.9546,374.016,4.91E+00,
1885.4802,374.116,4.91E+00,
1886.007,374.216,4.91E+00,
1886.538,374.316,4.91E+00,
1887.0618,374.416,4.91E+00,
1887.5904,374.516,4.91E+00,
1888.1202,374.616,4.91E+00,
1888.6458,374.716,4.90E+00,
1889.1726,374.816,4.91E+00,
1889.7024,374.916,4.91E+00,
1890.2316,375.016,4.91E+00,
1890.7578,375.116,4.91E+00,
1891.2828,375.216,4.91E+00,
1891.809,375.316,4.91E+00,
1892.3382,375.416,4.90E+00,
1892.8656,375.516,4.90E+00,
1893.3924,375.616,4.91E+00,
1893.9192,375.716,4.91E+00,
1894.4448,375.816,4.91E+00,
1894.9704,375.916,4.91E+00,
1895.493,376.016,4.91E+00,
1896.0204,376.116,4.91E+00,
1896.5478,376.216,4.91E+00,
1897.074,376.316,4.91E+00,
1897.5996,376.416,4.90E+00,
1898.1228,376.516,4.90E+00,
1898.646,376.616,4.90E+00,
1899.1698,376.716,4.90E+00,
1899.6954,376.816,4.90E+00,
1900.221,376.916,4.90E+00,
1900.7436,377.016,4.90E+00,
1901.2674,377.116,4.91E+00,
1901.7912,377.216,4.91E+00,
1902.3132,377.316,4.91E+00,
1902.8358,377.416,4.91E+00,
1903.359,377.516,4.91E+00,
1903.884,377.616,4.91E+00,
1904.4072,377.716,4.91E+00,
1904.9292,377.816,4.91E+00,
1905.4524,377.916,4.90E+00,
1905.9738,378.016,4.90E+00,
1906.494,378.116,4.90E+00,
1907.0154,378.216,4.90E+00,
1907.5398,378.316,4.90E+00,
1908.0642,378.416,4.90E+00,
1908.5856,378.516,4.90E+00,
1909.1064,378.616,4.90E+00,
1909.6278,378.716,4.90E+00,
1910.1492,378.816,4.90E+00,
1910.67,378.916,4.90E+00,
1911.192,379.016,4.90E+00,
1911.7134,379.116,4.90E+00,
1912.236,379.216,4.90E+00,
1912.7574,379.316,4.90E+00,
1913.2788,379.416,4.90E+00,
1913.7984,379.516,4.90E+00,
1914.3198,379.616,4.90E+00,
1914.8424,379.716,4.90E+00,
1915.3614,379.816,4.90E+00,
1915.8858,379.916,4.90E+00,
1916.4048,380.016,4.90E+00,
1916.925,380.116,4.90E+00,
1917.4458,380.216,4.90E+00,
1917.9654,380.316,4.90E+00,
1918.4862,380.416,4.90E+00,
1919.0082,380.516,4.90E+00,
1919.529,380.616,4.90E+00,
1920.0498,380.716,4.90E+00,
1920.5676,380.816,4.90E+00,
1921.0848,380.916,4.90E+00,
1921.6026,381.016,4.90E+00,
1922.121,381.116,4.90E+00,
1922.64,381.216,4.90E+00,
1923.1596,381.316,4.90E+00,
1923.6804,381.416,4.90E+00,
1924.2,381.516,4.90E+00,
1924.7178,381.616,4.90E+00,
1925.2332,381.716,4.90E+00,
1925.7498,381.816,4.90E+00,
1926.27,381.916,4.90E+00,
1926.7908,382.016,4.90E+00,
1927.3092,382.116,4.90E+00,
1927.8288,382.216,4.90E+00,
1928.3436,382.316,4.90E+00,
1928.8584,382.416,4.90E+00,
1929.375,382.516,4.90E+00,
1929.8922,382.616,4.90E+00,
1930.41,382.716,4.90E+00,
1930.9278,382.816,4.90E+00,
1931.4462,382.916,4.90E+00,
1931.9634,383.016,4.90E+00,
1932.48,383.116,4.90E+00,
1932.9978,383.216,4.90E+00,
1933.518,383.316,4.90E+00,
1934.0364,383.416,4.90E+00,
1934.5518,383.516,4.90E+00,
1935.0702,383.616,4.90E+00,
1935.5874,383.716,4.90E+00,
1936.1028,383.816,4.90E+00,
1936.6164,383.916,4.90E+00,
1937.1312,384.016,4.90E+00,
1937.6472,384.116,4.90E+00,
1938.1638,384.216,4.90E+00,
1938.6792,384.316,4.90E+00,
1939.1952,384.416,4.90E+00,
1939.71,384.516,4.90E+00,
1940.223,384.616,4.90E+00,
1940.7396,384.716,4.90E+00,
1941.2574,384.816,4.90E+00,
1941.7734,384.916,4.90E+00,
1942.29,385.016,4.90E+00,
1942.8042,385.116,4.90E+00,
1943.3172,385.216,4.90E+00,
1943.832,385.316,4.90E+00,
1944.3462,385.416,4.90E+00,
1944.8568,385.516,4.90E+00,
