Time,Temperature,Mass,
[s],[K],[mg],
1200.3498,308.35,4.84E+00,
1276.9074,308.45,4.83E+00,
1294.5276,308.55,4.83E+00,
1306.9092,308.65,4.84E+00,
1316.217,308.75,4.84E+00,
1324.1088,308.85,4.83E+00,
1331.067,308.95,4.83E+00,
1337.1,309.05,4.84E+00,
1342.6254,309.15,4.84E+00,
1347.6804,309.25,4.84E+00,
1352.3556,309.35,4.84E+00,
1356.7548,309.45,4.84E+00,
1360.9926,309.55,4.83E+00,
1364.9052,309.65,4.83E+00,
1368.5088,309.75,4.83E+00,
1372.0098,309.85,4.83E+00,
1375.2912,309.95,4.83E+00,
1378.5012,310.05,4.83E+00,
1381.56,310.15,4.84E+00,
1384.5246,310.25,4.84E+00,
1387.4178,310.35,4.83E+00,
1390.23,310.45,4.83E+00,
1392.9924,310.55,4.83E+00,
1395.6408,310.65,4.83E+00,
1398.2064,310.75,4.83E+00,
1400.6904,310.85,4.83E+00,
1403.151,310.95,4.83E+00,
1405.5162,311.05,4.83E+00,
1407.8064,311.15,4.83E+00,
1410.1026,311.25,4.83E+00,
1412.3226,311.35,4.83E+00,
1414.4922,311.45,4.83E+00,
1416.597,311.55,4.83E+00,
1418.6814,311.65,4.83E+00,
1420.761,311.75,4.83E+00,
1422.7686,311.85,4.83E+00,
1424.7576,311.95,4.83E+00,
1426.7022,312.05,4.83E+00,
1428.5868,312.15,4.83E+00,
1430.4984,312.25,4.83E+00,
1432.3302,312.35,4.83E+00,
1434.1464,312.45,4.83E+00,
1435.9524,312.55,4.83E+00,
1437.7188,312.65,4.83E+00,
1439.4678,312.75,4.83E+00,
1441.2204,312.85,4.83E+00,
1442.9298,312.95,4.83E+00,
1444.6278,313.05,4.83E+00,
1446.2898,313.15,4.83E+00,
1447.9086,313.25,4.83E+00,
1449.5088,313.35,4.83E+00,
1451.1408,313.45,4.83E+00,
1452.7068,313.55,4.83E+00,
1454.2806,313.65,4.83E+00,
1455.8478,313.75,4.83E+00,
1457.3868,313.85,4.83E+00,
1458.9306,313.95,4.83E+00,
1460.457,314.05,4.83E+00,
1461.957,314.15,4.83E+00,
1463.4312,314.25,4.83E+00,
1464.9084,314.35,4.83E+00,
1466.349,314.45,4.83E+00,
1467.783,314.55,4.83E+00,
1469.2182,314.65,4.83E+00,
1470.645,314.75,4.83E+00,
1472.0502,314.85,4.83E+00,
1473.4428,314.95,4.83E+00,
1474.8222,315.05,4.83E+00,
1476.1974,315.15,4.83E+00,
1477.5666,315.25,4.83E+00,
1478.9196,315.35,4.83E+00,
1480.2576,315.45,4.83E+00,
1481.5776,315.55,4.83E+00,
1482.879,315.65,4.83E+00,
1484.1888,315.75,4.83E+00,
1485.4896,315.85,4.83E+00,
1486.7892,315.95,4.83E+00,
1488.0648,316.05,4.83E+00,
1489.32,316.15,4.83E+00,
1490.5866,316.25,4.83E+00,
1491.8484,316.35,4.83E+00,
