Time (s),Mass (g),HRR (kW/m2),TC back 1 (K)
143,77.6,48.27,30.90
144,77.2,48.20,30.98
145,76.8,47.55,31.05
146,77.0,48.66,31.11
147,77.3,49.03,31.21
148,77.0,47.83,31.28
149,77.0,47.07,31.35
150,76.9,47.33,31.41
151,76.4,48.55,31.49
152,76.2,47.57,31.59
153,76.3,46.99,31.67
154,76.3,47.26,31.75
155,76.4,46.48,31.87
156,76.2,48.32,31.96
157,75.4,47.15,32.03
158,76.4,46.26,32.14
159,76.3,45.76,32.25
160,76.1,46.48,32.32
161,75.8,46.32,32.42
162,75.5,46.79,32.52
163,75.6,46.58,32.63
164,75.5,46.56,32.73
165,75.5,46.23,32.85
166,75.8,46.76,32.98
167,75.2,46.96,33.10
168,75.0,44.98,33.25
169,74.9,47.02,33.36
170,75.1,45.18,33.45
171,75.3,44.69,33.58
172,75.2,45.90,33.69
173,74.1,44.41,33.79
174,74.5,44.64,33.92
175,74.7,45.14,34.02
176,74.4,44.63,34.16
177,73.9,44.22,34.31
178,73.8,44.79,34.43
179,74.0,44.20,34.56
180,74.1,44.02,34.69
181,73.1,44.13,34.82
182,72.6,44.43,34.96
183,72.9,45.77,35.13
184,73.4,44.98,35.27
185,73.3,45.36,35.42
186,72.0,44.60,35.57
187,72.7,44.31,35.73
188,72.7,44.09,35.90
189,72.3,45.09,36.05
190,71.4,44.78,36.20
191,71.9,45.18,36.35
192,72.1,44.88,36.51
193,71.9,43.91,36.67
194,71.6,44.10,36.85
195,72.0,44.18,37.05
196,72.1,44.99,37.21
197,70.9,42.79,37.35
198,70.6,42.28,37.51
199,71.3,42.86,37.69
200,71.6,43.50,37.88
201,70.3,42.56,38.06
202,70.3,42.30,38.25
203,70.2,41.56,38.43
204,70.0,42.17,38.61
205,69.9,42.34,38.80
206,69.8,43.49,38.98
207,69.8,44.04,39.16
208,69.6,43.32,39.35
209,69.9,42.34,39.55
210,69.3,41.00,39.73
211,69.8,41.34,39.93
212,69.8,41.37,40.13
213,69.3,41.93,40.30
214,69.4,42.48,40.51
215,69.4,41.39,40.69
216,69.2,41.68,40.89
217,69.1,42.39,41.06
218,70.4,43.34,41.26
219,74.6,43.01,41.45
220,76.4,42.65,41.65
221,77.0,41.98,41.88
222,77.7,41.67,42.12
223,78.0,42.14,42.33
224,78.1,43.12,42.52
225,78.5,42.60,42.75
226,78.6,43.24,42.95
227,78.7,42.43,43.16
228,78.8,42.09,43.36
229,78.9,42.05,43.57
230,78.9,43.73,43.79
231,78.6,43.04,44.00
232,78.9,41.81,44.20
233,78.9,42.08,44.38
234,78.7,41.17,44.61
235,78.9,41.17,44.82
236,78.7,41.58,45.04
237,78.5,42.20,45.31
238,78.1,41.52,45.53
239,78.2,41.94,45.76
240,77.9,42.32,45.96
241,77.4,42.01,46.18
242,77.7,42.22,46.40
243,77.4,43.03,46.64
244,76.9,41.55,46.88
245,77.1,41.82,47.10
246,76.9,41.00,47.33
247,76.7,41.11,47.56
248,76.1,41.18,47.80
249,76.1,41.16,48.01
250,75.6,40.75,48.24
251,75.4,41.35,48.47
252,75.4,40.78,48.73
253,75.3,40.86,48.98
254,75.3,41.96,49.20
255,75.2,41.68,49.44
256,75.2,42.04,49.68
257,75.3,40.22,49.92
258,75.1,40.63,50.15
259,75.2,41.37,50.40
260,75.2,40.81,50.64
261,75.1,39.33,50.86
262,75.1,39.13,51.11
263,75.0,40.19,51.35
264,75.2,39.93,51.60
265,74.8,38.64,51.84
266,74.9,40.01,52.10
267,74.8,40.75,52.36
268,74.5,39.12,52.57
269,75.2,38.66,52.83
270,74.9,39.11,53.06
271,74.5,39.49,53.33
272,74.6,39.06,53.62
273,74.6,38.39,53.86
274,74.8,38.60,54.10
275,74.3,38.49,54.34
276,74.6,39.30,54.61
277,75.0,39.17,54.83
278,75.0,39.42,55.06
279,75.1,38.66,55.34
280,75.2,38.25,55.56
281,75.0,38.36,55.80
282,74.9,38.47,56.07
283,74.4,39.57,56.31
284,74.3,38.68,56.56
285,73.8,38.81,56.83
286,73.8,39.86,57.06
287,74.2,39.83,57.31
288,74.1,40.84,57.55
289,74.2,39.95,57.79
290,74.1,39.78,58.03
291,73.8,38.60,58.29
292,73.7,39.32,58.52
293,73.2,39.50,58.78
294,73.5,39.79,59.03
295,73.2,40.32,59.25
296,73.2,40.39,59.48
297,73.5,38.74,59.71
298,73.7,37.69,59.96
299,73.6,38.43,60.18
300,73.3,36.85,60.37
301,73.6,37.21,60.63
302,73.5,39.13,60.83
303,73.6,38.87,61.06
304,73.8,39.03,61.30
305,73.4,38.61,61.51
306,72.9,38.63,61.74
307,72.9,39.13,61.97
308,72.9,37.63,62.21
309,72.8,39.14,62.44
310,72.2,39.47,62.69
311,72.6,40.13,62.93
312,72.1,38.91,63.16
313,72.0,40.13,63.41
314,71.6,38.10,63.65
315,71.4,38.32,63.88
316,71.3,37.83,64.09
317,71.4,38.33,64.31
318,71.2,38.78,64.53
319,71.0,39.64,64.76
320,71.0,38.23,64.97
321,71.2,37.85,65.20
322,71.1,37.67,65.44
323,71.5,37.24,65.68
324,71.4,37.80,65.90
325,71.2,37.26,66.09
326,71.5,37.81,66.31
327,71.5,37.87,66.55
328,71.7,38.14,66.75
329,71.4,38.64,67.00
330,71.4,37.36,67.19
331,71.1,37.78,67.38
332,71.1,37.79,67.59
333,71.1,37.42,67.82
334,71.0,37.47,67.99
335,71.2,35.92,68.19
336,71.0,37.05,68.43
337,70.7,36.83,68.63
338,70.9,34.77,68.83
339,70.7,38.59,69.03
340,70.9,37.92,69.19
341,71.1,37.85,69.40
342,71.2,39.06,69.60
343,71.3,38.15,69.77
344,70.8,37.93,69.94
345,70.8,38.73,70.13
346,70.9,38.53,70.33
347,70.5,38.67,70.52
348,70.5,37.93,70.72
349,70.7,37.09,70.90
350,70.7,35.62,71.08
351,70.2,36.88,71.25
352,70.0,36.41,71.43
353,70.1,37.03,71.63
354,69.9,37.50,71.82
355,69.9,38.10,71.99
356,70.2,38.07,72.16
357,70.2,37.88,72.34
358,70.3,38.01,72.51
359,70.1,38.02,72.67
360,70.1,38.78,72.82
361,69.9,39.38,72.96
362,69.7,38.56,73.13
363,69.9,38.64,73.31
364,69.9,38.60,73.48
365,70.1,38.22,73.64
366,70.4,37.84,73.82
367,70.2,37.58,73.97
368,70.1,37.63,74.14
369,70.4,37.39,74.30
370,70.5,37.50,74.45
371,70.3,37.38,74.59
372,70.2,38.16,74.74
373,70.5,37.03,74.88
374,70.4,36.85,75.00
375,70.4,37.81,75.17
376,70.7,37.64,75.34
377,71.0,37.41,75.50
378,70.8,37.40,75.65
379,70.6,37.05,75.80
380,70.4,36.88,75.95
381,70.3,37.50,76.13
382,70.2,38.03,76.24
383,70.5,37.84,76.36
384,70.5,37.44,76.50
385,70.3,36.76,76.62
386,70.3,35.98,76.75
387,70.6,36.46,76.89
388,70.5,36.40,77.02
389,70.0,36.32,77.13
390,70.2,35.93,77.27
391,69.9,35.72,77.44
392,69.8,36.66,77.58
393,70.1,37.04,77.68
394,69.9,37.30,77.85
395,69.8,37.00,77.98
396,69.7,37.05,78.09
397,69.6,37.09,78.18
398,69.5,37.65,78.31
399,69.3,38.01,78.44
400,69.7,39.05,78.57
401,69.4,38.52,78.71
402,69.4,38.13,78.81
403,69.3,37.60,78.91
404,69.2,37.39,79.02
405,69.2,38.10,79.13
406,69.3,37.70,79.28
407,69.5,37.59,79.37
408,69.4,37.09,79.48
409,69.4,37.62,79.60
410,69.6,37.19,79.69
411,69.3,37.75,79.79
412,69.0,37.66,79.92
413,69.1,37.09,80.04
414,69.3,36.37,80.15
415,69.3,36.24,80.25
416,69.3,37.17,80.36
417,69.6,38.59,80.46
418,69.5,38.94,80.56
419,69.3,38.80,80.62
420,69.3,38.21,80.72
421,68.9,37.24,80.82
422,68.6,37.78,80.93
423,68.8,38.52,81.04
424,68.7,37.69,81.14
425,68.4,36.95,81.24
426,68.7,36.10,81.32
427,69.1,37.07,81.41
428,68.9,36.35,81.49
429,68.7,36.52,81.58
430,68.8,35.68,81.67
431,68.7,36.84,81.76
432,68.7,36.89,81.84
433,68.9,37.01,81.91
434,69.3,36.62,81.98
435,69.2,37.20,82.06
436,69.1,37.15,82.13
437,69.4,37.04,82.18
438,69.3,36.86,82.26
439,69.0,37.41,82.33
440,69.0,37.80,82.43
441,68.7,37.51,82.52
442,68.4,36.86,82.58
443,68.1,37.10,82.65
444,68.2,37.12,82.73
445,67.7,36.82,82.80
446,67.7,36.52,82.84
447,68.2,35.97,82.91
448,68.0,36.25,82.97
449,67.9,35.79,83.06
450,68.1,35.57,83.10
451,68.1,36.74,83.17
452,68.1,36.18,83.25
453,68.2,35.90,83.31
454,68.4,36.71,83.36
455,67.9,35.69,83.46
456,67.9,36.73,83.51
457,68.1,36.25,83.53
458,67.8,36.69,83.62
459,67.7,36.66,83.67
460,68.0,36.30,83.70
461,67.7,36.34,83.77
462,67.4,36.30,83.84
463,67.3,36.02,83.88
464,67.5,35.11,83.91
465,67.3,34.87,83.96
466,67.2,34.96,84.00
467,67.5,34.85,84.05
468,67.2,35.71,84.12
469,67.0,36.02,84.16
470,66.9,35.25,84.23
471,67.0,35.17,84.26
472,66.9,35.24,84.32
473,66.8,36.85,84.37
474,67.0,36.48,84.42
475,66.9,37.27,84.44
476,66.9,36.84,84.48
477,67.1,36.84,84.55
478,66.9,36.11,84.62
479,66.9,36.32,84.65
480,67.0,37.09,84.70
481,67.0,37.77,84.74
482,66.8,36.85,84.80
483,66.6,36.68,84.83
484,66.9,36.43,84.87
485,66.6,36.66,84.90
486,66.5,36.62,84.94
487,66.7,36.64,84.96
488,66.7,36.70,84.98
489,66.6,35.91,85.01
490,66.4,35.98,85.04
491,66.4,35.94,85.06
492,65.8,35.92,85.08
493,65.4,36.80,85.12
494,65.3,35.81,85.16
495,64.8,35.93,85.20
496,64.7,36.61,85.22
497,64.9,36.41,85.30
498,64.7,36.43,85.34
499,64.9,36.61,85.39
500,65.1,34.87,85.42
501,65.3,35.56,85.45
502,65.2,35.53,85.49
503,65.3,35.04,85.53
504,65.7,35.42,85.55
505,65.5,35.25,85.56
506,65.4,35.28,85.59
507,65.6,35.73,85.61
508,65.3,35.87,85.65
509,65.2,36.04,85.66
510,65.2,36.34,85.70
511,65.4,36.45,85.72
512,65.1,36.04,85.73
513,64.8,35.99,85.77
514,64.9,36.00,85.80
515,64.5,35.61,85.85
516,64.3,35.20,85.85
517,64.2,34.99,85.87
518,64.3,35.58,85.88
519,64.1,35.29,85.91
520,64.1,35.56,85.97
521,64.3,36.26,86.00
522,64.3,36.13,86.02
523,64.2,35.76,86.02
524,64.2,35.57,86.09
525,64.2,36.54,86.13
526,63.9,36.18,86.14
527,63.7,35.64,86.16
528,63.8,36.57,86.16
529,63.6,37.36,86.15
530,63.5,36.10,86.22
531,63.6,35.74,86.26
532,63.6,35.32,86.28
533,63.5,35.85,86.30
534,63.8,35.34,86.32
535,63.7,34.80,86.34
536,63.4,34.50,86.34
537,63.3,35.41,86.36
538,63.5,35.46,86.40
539,63.2,35.52,86.41
540,63.0,36.12,86.45
541,63.0,35.96,86.50
542,62.8,34.90,86.55
543,62.6,35.08,86.58
544,62.9,36.36,86.60
545,62.8,36.37,86.64
546,62.8,36.49,86.67
547,62.7,36.54,86.70
548,62.8,36.30,86.73
549,62.4,36.13,86.76
550,62.1,35.99,86.82
551,62.3,35.94,86.90
552,62.2,36.60,86.97
553,61.9,36.59,87.05
554,61.9,36.00,87.14
555,61.7,35.82,87.24
556,61.6,36.21,87.32
557,61.3,36.36,87.43
558,61.4,36.39,87.50
559,61.1,36.22,87.59
560,61.0,35.55,87.66
561,61.4,34.76,87.76
562,61.1,34.99,87.90
563,61.2,36.10,88.14
564,61.3,36.17,88.38
565,61.4,35.40,88.57
566,61.1,34.79,88.73
567,61.0,35.04,88.99
568,61.1,35.06,89.16
569,61.1,35.69,89.30
570,61.3,35.38,89.47
571,61.7,34.83,89.58
572,61.5,34.55,89.73
573,61.5,34.64,89.88
574,61.6,35.16,90.04
575,61.8,34.58,90.14
576,61.7,34.13,90.27
577,61.8,33.59,90.36
578,62.0,32.78,90.41
579,61.7,32.76,90.52
580,61.3,32.25,90.62
581,61.1,32.35,90.73
582,60.8,32.87,90.80
583,61.0,32.79,90.89
584,60.9,32.74,90.99
585,60.8,32.77,91.10
586,60.8,32.89,91.17
587,60.9,33.39,91.26
588,61.2,32.76,91.38
589,60.9,33.11,91.46
590,60.7,32.74,91.52
591,60.7,34.02,91.64
592,60.8,33.39,91.71
593,60.7,34.35,91.78
594,60.6,33.66,91.85
595,60.9,33.91,91.93
596,60.8,33.67,92.00
597,60.8,33.77,92.09
598,60.8,34.24,92.20
599,60.8,34.62,92.27
600,60.7,34.62,92.35
601,60.6,34.11,92.42
602,60.6,34.81,92.50
603,60.5,35.80,92.53
604,60.4,35.69,92.60
605,60.6,34.49,92.68
606,60.4,34.78,92.77
607,60.4,35.14,92.83
608,60.5,35.11,92.90
609,60.5,35.23,92.96
610,60.4,34.94,93.05
611,60.0,35.55,93.13
612,59.8,34.73,93.19
613,59.4,34.48,93.29
614,59.2,34.74,93.38
615,59.2,34.74,93.43
616,58.8,34.32,93.48
617,58.7,35.32,93.56
618,59.1,35.27,93.63
619,59.5,35.38,93.74
620,59.5,35.12,93.83
621,59.4,35.33,93.92
622,59.6,36.24,94.03
623,59.7,35.11,94.10
624,59.8,34.82,94.19
625,59.9,34.09,94.31
626,59.6,34.35,94.35
627,59.7,34.07,94.44
628,60.0,34.20,94.53
629,59.7,33.45,94.66
630,59.5,33.71,94.75
631,59.6,33.93,94.87
632,59.4,34.34,94.95
633,59.2,34.77,95.08
634,59.4,34.17,95.18
635,59.8,33.84,95.31
636,59.6,34.19,95.43
637,59.4,33.97,95.54
638,59.4,33.32,95.63
639,59.2,33.96,95.75
640,59.2,34.50,95.88
641,59.0,33.51,96.00
642,59.0,33.03,96.07
643,59.1,33.97,96.17
644,59.1,33.76,96.25
645,58.9,34.10,96.39
646,58.7,33.61,96.50
647,58.7,34.05,96.59
648,58.8,34.29,96.72
649,58.5,34.24,96.81
650,58.4,34.47,96.93
651,58.2,33.20,97.04
652,57.8,32.97,97.12
653,57.6,32.77,97.22
654,57.5,33.61,97.29
655,57.6,33.89,97.36
656,57.5,34.42,97.46
657,57.4,34.00,97.55
658,57.9,33.59,97.66
659,58.1,33.60,97.75
660,57.7,32.65,97.85
661,57.9,33.71,97.93
662,58.1,34.04,98.02
663,57.9,34.13,98.12
664,57.8,34.15,98.20
665,57.9,33.76,98.28
666,57.5,34.63,98.36
667,57.1,34.60,98.44
668,57.1,34.86,98.50
669,57.2,34.55,98.56
670,57.1,34.98,98.64
671,57.2,33.60,98.74
672,57.3,32.89,98.82
673,56.8,33.35,98.91
674,56.6,33.34,98.99
675,56.9,34.23,99.08
676,56.5,34.12,99.18
677,56.6,33.86,99.26
678,56.9,33.70,99.38
679,57.1,34.39,99.44
680,57.0,34.39,99.53
681,57.0,35.39,99.61
682,57.2,34.07,99.69
683,57.2,34.28,99.74
684,57.1,34.92,99.85
685,57.1,35.28,99.95
686,57.0,34.93,99.98
687,56.8,34.53,100.06
688,56.5,34.80,100.12
689,56.1,34.82,100.18
690,55.7,35.17,100.24
691,55.8,35.03,100.32
692,56.0,35.67,100.41
693,55.7,33.96,100.47
694,55.5,33.80,100.57
695,55.6,34.76,100.69
696,55.5,33.77,100.74
697,55.4,34.14,100.81
698,55.4,34.25,100.89
699,55.5,33.65,100.97
700,55.2,33.81,101.02
701,55.2,34.18,101.09
702,55.6,34.82,101.14
703,55.5,35.11,101.26
704,55.4,34.87,101.37
705,55.6,34.95,101.44
706,55.8,33.40,101.53
707,55.8,35.22,101.64
708,55.8,34.70,101.71
709,56.0,35.66,101.77
710,55.9,36.04,101.82
711,55.7,35.21,101.88
712,55.5,34.91,101.95
713,55.4,35.07,102.04
714,55.4,35.23,102.12
715,55.5,34.42,102.18
716,55.4,34.02,102.25
717,55.3,33.37,102.31
718,55.0,33.63,102.38
719,54.9,34.58,102.51
720,54.2,35.30,102.63
721,53.9,34.98,102.72
722,53.9,34.42,102.80
723,53.9,34.60,102.86
724,53.8,33.91,102.93
725,53.7,34.09,103.01
726,54.0,34.51,103.10
727,54.2,34.69,103.18
728,54.5,34.96,103.27
729,54.9,34.67,103.36
730,54.8,34.43,103.45
731,54.5,34.32,103.52
732,54.4,34.20,103.58
733,54.1,34.15,103.67
734,53.8,33.29,103.77
735,53.8,33.67,103.86
736,53.9,33.88,103.93
737,53.8,34.76,104.03
738,53.9,35.12,104.10
739,54.2,34.91,104.20
740,54.1,34.82,104.29
741,54.1,34.85,104.34
742,54.4,34.37,104.40
743,54.6,35.17,104.49
744,54.5,34.74,104.55
745,54.4,35.72,104.65
746,54.1,34.89,104.71
747,53.7,34.69,104.76
748,53.5,34.90,104.83
749,53.7,35.28,104.91
750,53.7,35.36,105.01
751,53.6,34.98,105.11
752,53.5,34.79,105.24
753,53.4,34.52,105.32
754,53.0,35.70,105.41
755,52.8,36.02,105.49
756,52.9,35.60,105.58
757,52.7,35.82,105.67
758,52.8,36.25,105.77
759,52.9,34.82,105.84
760,52.7,35.50,105.89
761,52.4,35.98,105.95
762,52.2,35.76,106.02
763,52.3,35.81,106.09
764,52.1,35.54,106.17
765,52.4,35.35,106.29
766,52.4,35.34,106.40
767,52.1,34.43,106.48
768,52.0,34.45,106.58
769,51.9,33.84,106.67
770,51.9,33.55,106.77
771,51.8,33.45,106.87
772,51.9,33.82,106.97
773,52.3,34.26,107.09
774,52.3,34.15,107.19
775,52.5,33.12,107.28
776,52.6,32.94,107.38
777,52.6,33.12,107.44
778,52.3,33.46,107.52
779,52.3,33.76,107.60
780,52.6,34.10,107.72
781,52.7,33.43,107.82
782,52.5,33.06,107.91
783,52.5,34.42,108.02
784,52.2,34.60,108.09
785,52.1,33.96,108.16
786,52.1,34.27,108.24
787,51.6,35.79,108.31
788,51.4,35.10,108.39
789,51.4,34.65,108.50
790,51.3,35.02,108.57
791,51.2,34.79,108.67
792,51.3,34.40,108.77
793,51.5,33.81,108.88
794,51.2,32.89,108.99
795,50.7,32.15,109.09
796,50.7,32.78,109.18
797,50.6,33.78,109.27
798,50.3,33.91,109.36
799,50.1,33.06,109.47
800,50.0,33.15,109.57
801,49.6,33.45,109.72
802,49.6,34.02,109.79
803,49.8,34.21,109.93
804,50.0,33.61,110.00
805,50.1,33.43,110.08
806,50.1,33.87,110.18
807,49.9,34.15,110.30
808,50.1,34.10,110.42
809,50.4,33.20,110.53
810,50.7,33.81,110.61
811,50.7,32.79,110.70
812,50.8,33.71,110.79
813,51.0,34.49,110.91
814,50.7,35.09,110.96
815,50.5,34.34,111.11
816,50.4,33.32,111.25
817,50.2,33.15,111.31
818,49.9,33.52,111.40
819,49.9,34.16,111.50
820,50.1,33.20,111.60
821,50.2,32.42,111.70
822,50.2,32.15,111.87
823,50.2,32.47,112.00
824,50.0,32.75,112.13
825,49.8,31.77,112.26
826,49.9,32.46,112.41
827,49.9,32.82,112.51
828,49.5,32.82,112.64
829,48.8,34.15,112.74
830,48.9,34.60,112.83
831,48.6,33.76,112.91
832,48.2,33.73,113.00
833,47.9,34.09,113.09
834,47.5,33.61,113.21
835,47.3,33.93,113.35
836,47.4,34.06,113.48
837,47.7,33.92,113.59
838,47.5,34.13,113.71
839,47.6,34.89,113.84
840,48.1,33.39,113.95
841,47.9,32.91,114.07
842,47.7,34.01,114.22
843,47.5,34.09,114.44
844,47.5,34.85,114.58
845,47.4,33.75,114.72
846,47.6,33.64,114.84
847,48.1,32.93,114.95
848,48.2,33.06,115.11
849,48.4,33.45,115.24
850,48.9,34.02,115.40
851,48.8,33.30,115.53
852,48.7,33.61,115.66
853,48.6,33.54,115.79
854,48.4,34.59,115.94
855,47.9,34.63,116.12
856,47.5,33.46,116.28
857,47.5,34.17,116.45
858,47.3,34.87,116.59
859,47.5,33.90,116.70
860,47.7,33.78,116.83
861,47.1,33.82,116.98
862,46.4,34.02,117.15
863,46.2,33.52,117.35
864,46.2,34.13,117.52
865,46.1,34.64,117.66
866,46.1,35.33,117.79
867,46.1,34.36,117.97
868,46.1,34.29,118.13
869,45.9,34.23,118.31
870,45.9,33.87,118.47
871,45.7,33.81,118.62
872,45.9,35.60,118.78
873,46.2,34.86,118.99
874,46.4,34.60,119.16
875,46.2,33.83,119.36
876,46.3,34.11,119.56
877,46.7,34.89,119.71
878,46.8,34.42,119.87
879,47.1,34.65,120.05
880,47.3,33.40,120.24
881,47.3,33.03,120.43
882,47.5,33.93,120.58
883,47.5,33.82,120.79
884,47.4,33.54,121.00
885,46.9,33.27,121.20
886,46.5,33.77,121.40
887,46.7,32.93,121.63
888,46.7,33.24,121.82
889,46.8,33.81,122.02
890,47.0,34.18,122.23
891,46.9,33.77,122.43
892,46.9,33.64,122.63
893,47.1,33.93,122.86
894,47.1,34.19,123.05
895,46.9,34.29,123.24
896,46.8,33.99,123.48
897,46.6,33.21,123.73
898,46.4,33.99,123.96
899,46.4,34.50,124.18
900,46.4,35.06,124.39
901,46.3,35.80,124.59
902,46.1,34.83,124.80
903,46.2,34.40,125.02
904,46.3,34.87,125.25
905,45.8,34.79,125.47
906,45.6,34.68,125.71
907,45.6,34.98,125.95
908,45.4,34.97,126.20
909,45.4,35.42,126.46
910,45.4,35.74,126.72
911,45.4,34.09,127.01
912,45.7,34.52,127.25
913,45.7,34.35,127.49
914,46.0,34.56,127.74
915,46.0,34.62,127.97
916,45.7,34.63,128.23
917,45.8,34.09,128.49
918,45.9,35.22,128.75
