Time (s),Mass (g),HRR (kW/m2),TC back 1 (K)
121,67,53.5,19.57
122,67,56.01,19.59
123,68.7,50.18,19.59
124,73.2,51.91,19.6
125,76.7,54.41,19.62
126,76.8,52.79,19.65
127,77.3,54.1,19.66
128,77.9,50.71,19.67
129,78.2,59.01,19.68
130,78.6,59.64,19.7
131,80,55.73,19.7
132,80.2,57.24,19.73
133,80,57.02,19.75
134,80.1,64.65,19.77
135,80.2,60.58,19.78
136,80.2,49.42,19.79
137,80.3,52.64,19.81
138,80.4,53.26,19.84
139,80.3,64.94,19.87
140,80.5,59.49,19.87
141,80.3,50.91,19.89
142,80.2,58.55,19.92
143,79.8,58.13,19.93
144,79.8,57.47,19.95
145,79.9,57.3,19.97
146,79.8,55.63,20
147,79.8,51.37,20.03
148,79.8,50.62,20.07
149,79.8,54.98,20.08
150,79.9,41.7,20.11
151,79.9,55.4,20.14
152,79.9,46.39,20.17
153,80.2,49.44,20.21
154,80.2,45.96,20.24
155,80.2,54.01,20.27
156,80.1,51.08,20.31
157,80.2,47.61,20.32
158,80.2,43.69,20.36
159,80,44.79,20.37
160,80.1,50.13,20.41
161,79.9,46.72,20.45
162,79.9,48.96,20.49
163,79.9,50.73,20.53
164,79.9,47.37,20.56
165,79.9,46.62,20.61
166,79.9,45.11,20.66
167,80.9,48.45,20.7
168,77.9,45.22,20.75
169,77.8,44.62,20.79
170,77.8,45.8,20.83
171,77.9,46.42,20.88
172,77.9,47.97,20.93
173,77.8,41.07,21
174,77.8,41.38,21.04
175,77.8,41.28,21.09
176,77.8,43.78,21.14
177,77.9,45.76,21.2
178,77.9,48,21.25
179,77.9,39.97,21.31
180,77.8,40.94,21.38
181,77.8,38.08,21.45
182,77.8,41.27,21.5
183,77.7,46.84,21.55
184,77.7,39.75,21.63
185,77.7,39.74,21.68
186,77.7,38.09,21.75
187,77.8,41.61,21.83
188,77.9,38.51,21.89
189,78.1,49.38,21.95
190,78.1,43.15,22.01
191,78.2,36.92,22.09
192,78.3,40.45,22.16
193,78.3,40.67,22.23
194,78.3,34.92,22.31
195,78.3,38.78,22.4
196,78.3,38.65,22.47
197,78.2,34.29,22.57
198,78.3,44.2,22.66
199,78.3,33.09,22.74
200,78.3,37.28,22.83
201,78.3,41.7,22.9
202,78.3,34.1,22.98
203,78.4,37.55,23.08
204,78.4,44.81,23.18
205,78.4,39.71,23.26
206,78.4,37.32,23.36
207,78.4,35.82,23.46
208,78.4,33.51,23.56
209,78.3,36.01,23.67
210,78.4,35.77,23.78
211,78.3,36.85,23.89
212,78.3,41.9,24
213,78.3,38.69,24.11
214,78.3,40.92,24.23
215,78.3,44.76,24.34
216,78.5,38.67,24.46
217,78.6,36.13,24.58
218,78.8,34.11,24.7
219,78.8,38.07,24.83
220,79,39.74,24.96
221,78.8,34.82,25.09
222,78.8,42.82,25.22
223,78.8,37.52,25.33
224,78.7,42.21,25.48
225,78.7,33.14,25.61
226,78.7,38.57,25.74
227,78.7,37.66,25.88
228,78.6,30.79,26.04
229,78.7,36.19,26.18
230,78.7,37.19,26.32
231,78.7,33.59,26.48
232,78.7,36.86,26.63
233,78.7,33.23,26.8
234,78.7,33.33,26.94
235,78.8,35.95,27.11
236,78.7,31.37,27.27
237,78.7,35.74,27.43
238,78.6,40.34,27.62
239,78.6,34.04,27.79
240,78.7,40.26,27.97
241,78.6,32.38,28.16
242,78.6,33.85,28.34
243,78.5,35.88,28.51
244,78.4,40.08,28.7
245,78.4,32.12,28.88
246,78.3,36.38,29.07
247,78.3,36.5,29.26
248,78.3,30.93,29.44
249,78.3,31.97,29.65
250,78.4,32.42,29.86
251,78.4,33.31,30.07
252,78.4,44.63,30.27
253,78.5,35.09,30.48
254,78.6,33.1,30.69
255,79.6,32.52,30.9
256,79.6,35.36,31.1
257,79.6,32.24,31.32
258,79.9,36.81,31.53
259,80.2,30.33,31.76
260,81.2,30.96,31.97
261,81.2,32.55,32.2
262,81.4,34.15,32.44
263,81.4,30.56,32.66
264,81.4,33.57,32.9
265,81.3,39.75,33.13
266,81.4,31.88,33.37
267,81.5,32.5,33.6
268,81.4,36.82,33.85
269,81.5,38.8,34.1
270,81.7,35.92,34.35
271,81.8,39.34,34.59
272,82.5,29.75,34.83
273,82.6,31.42,35.07
274,82.5,31.78,35.32
275,82.6,40.46,35.59
276,82.4,36.43,35.84
277,82.3,33.78,36.08
278,82.3,29.73,36.34
279,82.1,31.13,36.6
280,82,33.85,36.86
281,82,31.72,37.12
282,82.1,33.63,37.37
283,81.8,38.74,37.64
284,81.6,31.01,37.92
285,81.5,36.71,38.18
286,81.5,34.61,38.45
287,81.4,37.15,38.74
288,81.4,31.92,39.01
289,81.5,35.77,39.29
290,81.5,32.18,39.56
291,81.5,30.46,39.85
292,81.5,27.99,40.11
293,81.5,33.26,40.39
294,81.5,37.74,40.63
295,81.5,30.41,40.92
296,81.5,32.89,41.21
297,81.7,34.94,41.49
298,81.5,31.61,41.76
299,81.5,30.93,42.04
300,81.7,32.84,42.31
301,81.8,34.03,42.6
302,82,33.82,42.87
303,81.5,29.53,43.15
304,81.5,31.97,43.43
305,81.5,31.91,43.7
306,81.8,36.38,43.98
307,81.8,28.08,44.25
308,81.7,27.92,44.52
309,81.5,32.69,44.78
310,81.5,32,45.05
311,81.5,30.43,45.32
312,81.5,34.33,45.57
313,81.5,34.09,45.88
314,81.5,36.64,46.16
315,81.5,30.75,46.44
316,81.7,33.4,46.71
317,81.5,33.42,46.99
318,81.5,33.72,47.27
319,81.4,35.33,47.53
320,81.2,30.36,47.79
321,81.2,31.24,48.09
322,81,30.55,48.35
323,80.6,30.95,48.62
324,80,36.33,48.89
325,80.1,33.64,49.15
326,80,33.52,49.42
327,79.9,34.2,49.67
328,80.1,29.09,49.92
329,80.2,34.57,50.18
330,80.6,26.93,50.44
331,81.2,39.36,50.71
332,80.9,35.42,50.97
333,81.4,36.67,51.23
334,82.1,35.46,51.47
335,82.8,34.21,51.72
336,82.5,34.25,51.99
337,82.5,29.86,52.23
338,82.4,37.71,52.49
339,82.3,32.28,52.73
340,81.7,38.36,52.98
341,80.8,32.73,53.23
342,80.5,32.61,53.46
343,80.5,33.83,53.72
344,80.2,30.05,53.97
345,80.3,33.03,54.21
346,80.3,37.79,54.45
347,80.4,33.6,54.68
348,80.5,32.19,54.9
349,80.3,34.73,55.14
350,80.2,39.23,55.37
351,79.6,39.96,55.61
352,79.8,40.23,55.83
353,79.9,32.95,56.08
354,79.9,32.63,56.3
355,79.8,37.02,56.54
356,79.6,34.89,56.78
357,79.6,30.2,57
358,79.7,33.07,57.2
359,80.2,35.4,57.42
360,82,34.83,57.66
361,82,31.1,57.9
362,82.1,34.64,58.12
363,82.1,36.26,58.34
364,82,29.99,58.57
365,82.1,37.82,58.78
366,82.1,28.21,58.99
367,82.1,33.5,59.19
368,82.1,33.5,59.43
369,82.1,33.66,59.62
370,82.3,37.15,59.83
371,81.7,34.13,60.04
372,80.9,35.96,60.25
373,79.8,29.26,60.44
374,79,36.03,60.65
375,79.3,35.73,60.86
376,79.6,33.47,61.04
377,80.6,33.77,61.25
378,81.2,35.95,61.45
379,81.2,30.34,61.64
380,81.4,35.54,61.84
381,81.7,37.76,62.03
382,81.8,35.71,62.22
383,82,33.1,62.41
384,81.8,32.34,62.61
385,82,31.31,62.81
386,82.1,32.4,63
387,82.1,33.98,63.19
388,82.3,33.31,63.37
389,81.7,29.34,63.55
390,81.2,30.02,63.75
391,79.5,36.15,63.93
392,79.3,36.65,64.12
393,79.5,32.52,64.31
394,79.6,27.58,64.51
395,80.3,33.83,64.67
396,81.1,34.49,64.87
397,80.9,35.02,65.04
398,80.9,31.42,65.23
399,80.9,26.88,65.42
400,81.1,36.63,65.61
401,81,29.09,65.79
402,80.9,32.14,65.97
403,80.9,33.51,66.14
404,80.9,30.71,66.32
405,80.6,36.44,66.5
406,80.1,39.21,66.68
407,79.3,35.91,66.86
408,79.3,29.23,67.03
409,79.2,31.99,67.22
410,79,35.79,67.38
411,79,31.26,67.57
412,79,33.79,67.75
413,78.1,33.99,67.92
414,78.1,34.34,68.09
415,78.4,40.52,68.25
416,78.6,29.01,68.43
417,78.6,30.24,68.61
418,78.9,33.59,68.77
419,79.3,34.57,68.93
420,79.3,36.75,69.11
421,79.3,30.13,69.28
422,79.3,32.97,69.44
423,79.2,37.75,69.61
424,78.9,36.74,69.78
425,78.7,31.91,69.93
426,78.7,36.73,70.11
427,78.7,30.82,70.29
428,78.8,31.03,70.46
429,78.9,30.58,70.63
430,78.8,36.07,70.79
431,78.8,30.75,70.96
432,78.7,40.13,71.13
433,78.5,37.98,71.3
434,78.6,32.12,71.46
435,78.5,34.03,71.62
436,78.3,34.75,71.8
437,77.4,33.12,71.95
438,77.7,30.88,72.11
439,77.7,37.9,72.28
440,77.6,37.87,72.45
441,77.6,34.8,72.61
442,77.7,34.52,72.78
443,77.7,31.83,72.93
444,77.8,32.44,73.1
445,77.9,31.73,73.25
446,77.8,33.88,73.42
447,77.7,28.33,73.58
448,77.6,31.73,73.74
449,77.7,30.36,73.87
450,77.3,35.49,74.03
451,76.9,36.25,74.21
452,76.8,37.66,74.35
453,76.7,30.78,74.51
454,76.5,35.49,74.67
455,76.2,31.18,74.83
456,75.7,36.52,74.98
457,74.5,30.56,75.15
458,74.5,30.03,75.31
459,74.5,31.46,75.47
460,74.7,32.97,75.62
461,74.7,31.94,75.78
462,74.8,26.45,75.93
463,74.9,33.97,76.09
464,75,28.63,76.25
465,75,33.07,76.41
466,75.6,27.82,76.55
467,75.5,30.4,76.69
468,75.4,31.54,76.85
469,75.5,29.26,77.01
470,75.5,30.5,77.16
471,75.5,33.67,77.29
472,75.3,30.66,77.46
473,75,33.68,77.61
474,74.6,29.33,77.76
475,74.7,38.48,77.91
476,74.6,33.6,78.06
477,74.6,28.79,78.22
478,74.8,30.39,78.36
479,75,29.75,78.52
480,75,32.42,78.66
481,75,32.28,78.81
482,75,34.02,78.95
483,75,35.9,79.1
484,75,31.01,79.25
485,75,33.41,79.4
486,75,35.13,79.56
487,75,28.82,79.71
488,75,36.57,79.86
489,75,31.34,80.02
490,74.9,32.89,80.14
491,74.9,29.3,80.29
492,74.7,32.28,80.44
493,74.8,31.61,80.58
494,74.8,27.55,80.7
495,74.7,30.98,80.86
496,74.8,30.8,81.01
497,74.8,34.05,81.18
498,74.8,37.21,81.33
499,74.6,28.27,81.48
500,74.4,30.94,81.64
501,73.9,32.48,81.77
502,73.1,31.08,81.92
503,73,26.73,82.08
504,73,33.53,82.23
505,72.8,32.1,82.36
506,72.9,32.78,82.51
507,72.5,32.72,82.66
508,72,31.78,82.82
509,72,26.58,82.96
510,71.9,29.26,83.1
511,71.8,31.73,83.24
512,71.7,28.8,83.38
513,71.6,35.66,83.53
514,71.5,32.05,83.66
515,71.2,32.72,83.8
516,71.2,39.67,83.94
517,71.1,28.91,84.1
518,71.1,33.63,84.23
519,70.9,31.7,84.4
520,70.8,29.78,84.55
521,69.9,28.4,84.69
522,70,36.92,84.82
523,70,28.92,84.97
524,70,33.73,85.09
525,70,28.96,85.23
526,70,30.75,85.38
527,69.7,31.78,85.54
528,69.3,26.86,85.68
529,68.6,29.94,85.83
530,68.6,32.27,85.98
531,68.6,28.34,86.13
532,68.6,28.14,86.29
533,68.2,32.89,86.43
534,67.8,30.37,86.56
535,67.6,28.52,86.71
536,67.6,27.09,86.85
537,67.6,30.92,87
538,67.7,33.42,87.13
539,67.7,30.65,87.29
540,67.6,28.17,87.42
541,67.5,34.2,87.57
542,67.6,32.37,87.71
543,67.6,29.4,87.83
544,67.6,25.84,87.98
545,67.6,28.94,88.11
546,67.6,33.91,88.25
547,67.6,36.65,88.38
548,67.6,29.31,88.52
549,67.7,32.86,88.66
550,67.7,34.11,88.8
551,67.7,27.11,88.95
552,67.5,27.12,89.1
553,67.3,28.69,89.21
554,67.2,32.02,89.36
555,67.2,31.9,89.49
556,67.2,28.67,89.62
557,67.2,31.46,89.75
558,67.1,34.47,89.91
559,67.1,29.94,90.04
560,67.1,31.3,90.19
561,67,31.33,90.31
562,66.9,28.49,90.44
563,66.8,29.48,90.56
564,66.8,31.52,90.7
565,66.7,30.53,90.85
566,66.8,34.26,90.98
567,67,35.12,91.12
568,66.9,33.08,91.26
569,66.9,28.67,91.41
570,66.9,25.76,91.54
571,66.8,27.85,91.66
572,66.8,30.82,91.8
573,66.6,38.32,91.92
574,66.6,30.04,92.05
575,66.5,32.81,92.19
576,66.5,33.5,92.34
577,66.5,35,92.47
578,66.5,29.53,92.6
579,66.5,27.9,92.74
580,66.5,30.3,92.86
581,66.2,33.61,92.99
582,65.8,34.78,93.12
583,65.4,30.04,93.24
584,65.6,36.62,93.38
585,65.6,34.89,93.5
586,65.4,27.49,93.62
587,65.2,31.33,93.75
588,65.3,28.69,93.88
589,65.1,32.73,94.03
590,65.2,28.69,94.15
591,65.1,35.43,94.27
592,64.8,31.43,94.42
593,63.9,30.98,94.54
594,63.8,35.92,94.67
595,63.8,30.89,94.8
596,63.5,36.32,94.91
597,62.6,35.22,95.04
598,62.2,30.54,95.15
599,61.9,36.43,95.3
600,61.7,31.15,95.43
601,61.5,31.33,95.57
602,61.1,33.86,95.71
603,60.4,32.44,95.84
604,60.3,33.22,95.97
605,60.1,32.13,96.09
606,59.6,33.6,96.22
607,59.3,34.24,96.35
608,59,31.88,96.48
609,57.7,36.66,96.63
610,57.4,31.14,96.75
611,57.1,34.73,96.89
612,56.3,32.09,97.02
613,55.8,33.23,97.14
614,55.6,31.2,97.28
615,55.5,31.16,97.4
616,55.4,34.01,97.53
617,55.1,32.51,97.64
618,55,31.29,97.77
619,54.9,33.01,97.9
620,54.6,37.83,98.02
621,54.1,33.87,98.16
622,54,31.73,98.29
623,53.7,35.59,98.41
624,53.4,35.9,98.55
625,53.2,34.28,98.68
626,52.9,32.9,98.81
627,52.7,31.69,98.95
628,52.7,32.18,99.07
629,52.5,33.35,99.2
630,51.9,32.54,99.32
631,51.3,33.58,99.43
632,51.3,29.98,99.56
633,51.1,35.19,99.69
634,51,34.38,99.84
635,50.7,30.62,99.96
636,50.6,37.28,100.09
637,50.5,31.77,100.22
638,50.4,28.01,100.36
639,50.2,34.48,100.49
640,50,34.24,100.62
641,49.9,34.52,100.74
642,49.5,32.48,100.88
643,49.1,32.33,101
644,49,34.02,101.13
645,48.7,36.76,101.26
646,48.6,37.14,101.37
647,48.6,33.31,101.5
648,48.5,30.6,101.62
649,48.4,34.5,101.75
650,48,32.33,101.88
651,48.4,34.68,102
652,48.3,32.38,102.13
653,48.4,33.47,102.23
654,48.5,29.43,102.36
655,48.5,35.84,102.5
656,48.5,32.73,102.6
657,48.7,31.3,102.72
658,48.9,34.84,102.83
659,48.9,34.55,102.96
660,48.6,33.76,103.08
661,48.3,32.24,103.21
662,48.2,37.09,103.34
663,47.9,34.7,103.46
664,47.9,33.01,103.66
665,47.9,33.39,103.79
666,47.7,32.47,103.86
667,47.6,36.47,103.99
668,47.4,32,104.11
669,47.3,32.35,104.23
670,47.3,36.06,104.35
671,47.1,31.76,104.48
672,47.1,37.14,104.62
673,47.1,33.89,104.75
674,47,39.42,104.87
675,46.7,32.46,104.97
676,46.4,36.59,105.09
677,46.4,31.55,105.21
678,46.4,34.03,105.33
679,46.3,30.92,105.45
680,46.1,33.71,105.58
681,46.1,31.12,105.69
682,46.1,29.64,105.81
683,46.1,34.72,105.94
684,46.1,28.82,106.07
685,46,31.55,106.17
686,45.9,33.69,106.3
687,45.8,33.07,106.42
688,45.5,33.68,106.55
689,45.5,34.54,106.67
690,45.5,27.79,106.81
691,45.5,30.73,106.91
692,45.5,31.82,107.05
693,45.4,34.85,107.18
694,45.4,32.6,107.28
695,45.4,33.78,107.39
696,45.4,32.69,107.5
697,45.4,32.37,107.6
698,45.2,34.47,107.73
699,45.2,41.59,107.84
700,45.2,28.01,107.96
701,45.2,30.49,108.09
702,45.2,33.44,108.21
703,45.4,29.59,108.32
704,45.4,28.67,108.44
705,45.5,29.29,108.56
706,45.5,36.17,108.67
707,45.5,31.73,108.77
708,45.5,29,108.89
709,45.7,29.66,109
710,45.5,37.64,109.13
711,45.7,33.5,109.24
712,45.8,32.96,109.38
713,45.8,35.24,109.53
714,45.8,28.69,109.66
715,45.8,32.03,109.79
716,45.8,28.3,109.92
717,45.8,33.12,110.03
718,45.8,32.91,110.18
719,45.8,30.79,110.3
720,45.8,35.31,110.4
721,45.7,34.9,110.51
722,45.6,30.76,110.63
723,45.5,34.26,110.77
724,45.5,29.38,110.89
725,45.5,32.92,111.01
726,45.5,30.92,111.15
727,45.4,32.36,111.28
728,45.5,31.29,111.43
729,45.5,31.17,111.56
730,45.5,33.82,111.68
731,45.4,35.08,111.8
732,45.2,29.86,111.93
733,45.1,31.92,112.07
734,45.1,32.02,112.2
735,44.9,33.73,112.34
736,44.9,30.62,112.44
737,44.9,28.54,112.58
738,44.8,31.27,112.71
739,44.9,33.98,112.86
740,44.8,33.2,113
741,44.8,38.32,113.14
742,44.9,33.46,113.27
743,45.1,30.85,113.41
744,45.2,33.43,113.56
745,45.5,28.36,113.69
746,45.4,36.31,113.83
747,45.4,27.11,113.97
748,45.2,32.88,114.14
749,45.1,31.31,114.29
750,45.1,32.23,114.45
751,45.1,35.28,114.59
752,45.1,28.78,114.74
753,45.1,30.97,114.9
754,45,34.06,115.03
755,45.1,30.87,115.19
756,45.1,36.63,115.35
757,44.8,32.75,115.48
758,44.6,33.85,115.64
759,44.6,32.42,115.8
760,44.6,30.61,115.93
761,44.6,32.29,116.12
762,44.6,30.13,116.29
763,44.6,33.63,116.44
