Time (s),Mass (g),HRR (kW/m2),TC back 1 (K)
71,79.4,59.23,29.49
72,79.2,58.31,29.51
73,78.9,58.98,29.54
74,78.4,58.59,29.58
75,78.7,59.56,29.61
76,78.9,57.96,29.65
77,78.7,57.39,29.68
78,78.8,57.27,29.70
79,78.6,56.74,29.73
80,78.2,54.27,29.74
81,78.3,54.07,29.75
82,78.2,53.07,29.79
83,78.1,54.04,29.83
84,78.0,53.45,29.85
85,78.2,53.01,29.88
86,77.7,52.15,29.90
87,77.3,51.77,29.93
88,77.7,53.58,29.99
89,77.8,53.67,29.97
90,77.6,52.24,30.00
91,77.6,53.51,30.03
92,77.3,52.47,30.04
93,77.1,52.77,30.12
94,77.2,52.41,30.10
95,77.3,53.53,30.14
96,76.8,52.27,30.23
97,77.1,52.82,30.26
98,77.0,51.19,30.23
99,76.8,50.88,30.26
100,76.7,50.00,30.29
101,76.8,48.72,30.33
102,76.6,50.09,30.35
103,76.5,50.82,30.35
104,76.5,48.75,30.37
105,76.4,48.37,30.47
106,75.9,49.70,30.51
107,76.1,49.48,30.57
108,76.0,50.38,30.56
109,76.1,48.22,30.58
110,76.0,48.49,30.64
111,75.8,48.32,30.68
112,75.9,48.34,30.74
113,75.6,48.71,30.71
114,75.8,50.17,30.80
115,75.6,50.40,30.84
116,75.4,49.47,30.87
117,75.5,49.13,30.93
118,75.4,48.30,30.96
119,75.2,49.57,30.99
120,75.0,50.40,31.04
121,74.7,47.46,31.09
122,75.1,47.56,31.15
123,74.9,48.22,31.20
124,74.5,48.49,31.27
125,74.6,49.37,31.33
126,74.8,48.14,31.40
127,74.5,46.55,31.44
128,74.5,48.48,31.50
129,74.4,47.24,31.55
130,74.3,48.18,31.62
131,74.1,48.54,31.68
132,74.3,47.90,31.76
133,74.1,48.07,31.81
134,74.0,47.56,31.87
135,73.9,47.92,31.93
136,73.9,46.56,31.98
137,73.8,47.65,32.07
138,73.6,47.82,32.14
139,73.7,47.74,32.21
140,73.6,47.62,32.27
141,73.4,46.58,32.33
142,73.5,47.15,32.37
143,73.4,46.79,32.47
144,73.0,46.82,32.52
145,73.2,46.92,32.60
146,73.2,47.16,32.67
147,73.1,46.67,32.76
148,72.9,47.96,32.85
149,73.0,47.58,32.92
150,72.9,46.97,32.94
151,72.6,46.23,33.01
152,72.8,45.71,33.17
153,72.6,46.45,33.26
154,72.4,44.71,33.36
155,72.4,45.17,33.46
156,72.4,44.92,33.57
157,72.0,44.12,33.59
158,72.3,44.91,33.74
159,71.9,44.73,33.85
160,72.1,44.02,33.92
161,71.9,43.17,34.04
162,72.0,42.95,34.15
163,71.8,41.26,34.25
164,71.7,42.16,34.34
165,71.5,43.68,34.44
166,71.7,44.38,34.53
167,71.5,43.34,34.63
168,71.4,44.67,34.81
169,71.5,43.04,34.87
170,71.2,43.36,35.00
171,71.3,43.27,35.12
172,71.1,43.53,35.23
173,71.3,43.45,35.36
174,71.0,43.96,35.51
175,70.8,42.92,35.63
176,71.0,42.40,35.70
177,70.9,43.83,35.85
178,70.7,44.01,35.97
179,70.5,43.66,36.07
180,70.6,43.53,36.20
181,70.2,42.89,36.33
182,70.4,41.81,36.46
183,70.4,43.11,36.61
184,70.3,43.26,36.78
185,70.0,42.47,36.94
186,70.3,42.35,37.08
187,70.1,43.25,37.21
188,69.8,43.19,37.38
189,69.7,43.84,37.54
190,69.9,42.42,37.72
191,69.6,42.82,37.88
192,69.7,41.82,38.05
193,69.4,42.14,38.22
194,69.4,43.29,38.38
195,69.2,42.59,38.52
196,69.2,42.49,38.69
197,69.2,41.68,38.87
198,68.9,41.94,39.05
199,69.2,41.82,39.22
200,69.0,42.53,39.42
201,68.9,42.55,39.60
202,68.9,42.51,39.79
203,68.8,41.49,39.98
204,68.8,42.03,40.17
205,68.6,42.30,40.36
206,68.5,42.29,40.49
207,68.3,41.76,40.69
208,68.2,42.68,40.88
209,68.1,43.53,41.08
210,67.8,42.69,41.29
211,67.8,42.57,41.42
212,67.6,42.55,41.70
213,67.6,42.07,41.92
214,67.5,42.40,42.09
215,67.4,41.72,42.32
216,67.4,42.34,42.54
217,67.4,42.42,42.74
218,67.4,41.90,42.95
219,67.4,42.05,43.21
220,67.4,41.84,43.39
221,67.5,40.39,43.59
222,66.9,40.64,43.81
223,66.9,41.41,44.09
224,66.8,41.31,44.29
225,66.8,41.80,44.53
226,66.5,41.94,44.79
227,66.7,41.67,45.02
228,66.5,41.67,45.25
229,66.3,39.88,45.52
230,66.3,40.97,45.73
231,66.3,39.61,46.01
232,66.2,40.74,46.25
233,66.0,39.34,46.49
234,66.4,39.61,46.75
235,66.0,41.24,46.99
236,66.0,40.91,47.24
237,65.9,40.67,47.52
238,65.9,39.31,47.79
239,65.7,39.75,48.07
240,65.6,40.08,48.34
241,65.8,40.39,48.61
242,65.6,38.82,48.90
243,65.5,39.19,49.17
244,65.3,39.65,49.44
245,65.5,39.52,49.73
246,65.1,40.01,50.02
247,65.3,39.90,50.32
248,65.1,40.02,50.60
249,64.7,40.24,50.91
250,65.0,40.35,51.18
251,64.8,40.29,51.48
252,64.9,39.08,51.76
253,64.6,39.82,52.04
254,64.7,39.43,52.35
255,64.8,38.89,52.65
256,64.6,38.20,52.96
257,64.6,38.50,53.26
258,64.3,38.65,53.56
259,64.3,39.88,53.87
260,64.1,39.10,54.18
261,64.1,37.42,54.49
262,64.0,37.70,54.79
263,63.7,37.47,55.08
264,64.0,37.10,55.39
265,64.1,37.50,55.69
266,63.7,37.66,55.99
267,63.8,37.85,56.29
268,63.6,37.87,56.62
269,63.7,37.80,56.93
270,63.5,37.90,57.26
271,63.5,37.00,57.57
272,63.5,38.65,57.86
273,63.2,37.53,58.29
274,63.4,36.53,58.56
275,63.1,37.73,58.92
276,63.1,38.40,59.20
277,63.2,38.53,59.55
278,62.9,37.70,59.82
279,63.0,37.59,60.17
280,62.7,36.64,60.55
281,62.8,37.38,60.88
282,62.8,38.44,61.21
283,62.6,37.34,61.52
284,62.6,37.12,61.87
285,62.5,36.94,62.19
286,62.5,37.10,62.52
287,62.4,37.40,62.90
288,62.2,38.26,63.16
289,62.3,37.49,63.50
290,62.0,37.67,63.86
291,62.2,37.27,64.15
292,61.9,36.02,64.49
293,62.0,36.23,64.81
294,61.6,36.85,65.13
295,61.7,36.47,65.45
296,61.8,36.72,65.77
297,61.6,36.78,66.09
298,61.5,37.39,66.69
299,61.5,36.78,66.75
300,61.5,36.08,67.06
301,61.3,36.82,67.39
302,61.2,36.56,67.74
303,61.5,37.32,68.07
304,61.2,38.05,68.39
305,61.3,39.36,68.71
306,61.0,38.43,69.03
307,60.8,37.27,69.33
308,61.0,36.94,69.66
309,60.5,36.87,69.98
310,60.8,36.05,70.31
311,59.9,36.52,70.63
312,60.1,35.40,70.94
313,60.5,36.16,71.25
314,60.3,35.95,71.56
315,60.4,35.76,71.89
316,60.3,36.38,72.21
317,60.2,37.43,72.51
318,60.0,37.17,72.82
319,60.2,36.61,73.14
320,60.1,36.41,73.41
321,59.9,37.50,73.70
322,59.9,37.57,74.04
323,60.0,37.69,74.37
324,59.8,36.96,74.61
325,59.8,38.04,74.92
326,59.8,36.31,75.19
327,59.9,36.34,75.52
328,59.6,36.82,75.77
329,59.5,36.86,76.07
330,59.5,36.29,76.41
331,59.0,36.43,76.66
332,58.6,36.24,76.95
333,58.2,36.06,77.17
334,57.8,36.61,77.54
335,57.6,38.14,77.82
336,57.9,35.69,78.10
337,58.7,35.88,78.32
338,58.8,36.33,78.65
339,58.4,35.15,78.88
340,57.4,36.30,79.21
341,57.8,34.79,79.50
342,58.0,35.29,79.76
343,58.0,34.92,80.06
344,58.4,34.51,80.27
345,58.1,35.02,80.56
346,57.9,34.83,80.74
347,58.0,36.15,81.05
348,57.8,36.28,81.29
349,57.8,36.03,81.53
350,57.9,36.22,81.75
351,58.1,36.40,81.98
352,57.9,37.07,82.22
353,58.0,38.20,82.41
354,58.1,36.67,82.65
355,57.8,36.36,82.84
356,57.7,36.52,83.10
357,57.5,36.80,83.30
358,57.5,36.70,83.54
359,57.3,37.31,83.75
360,57.3,36.63,83.96
361,57.4,36.74,84.18
362,57.2,36.39,84.40
363,57.0,35.46,84.63
364,57.2,36.25,84.83
365,56.9,35.60,85.02
366,57.2,35.90,85.24
367,56.8,36.20,85.43
368,57.2,36.10,85.65
369,57.0,36.71,85.83
370,57.0,36.90,86.03
371,57.0,36.14,86.21
372,56.4,36.53,86.39
373,56.2,36.39,86.58
374,56.0,36.36,86.76
375,56.2,38.27,86.92
376,55.6,38.87,87.09
377,54.8,37.46,87.24
378,54.8,37.82,87.40
379,54.6,37.49,87.59
380,54.1,36.88,87.77
381,55.0,36.47,87.90
382,54.9,36.94,88.02
383,54.5,37.46,88.17
384,54.2,36.97,88.27
385,54.1,37.91,88.43
386,53.8,38.12,88.62
387,53.9,37.23,88.79
388,54.2,37.09,88.94
389,54.3,36.37,89.10
390,54.1,35.74,89.30
391,53.9,36.02,89.39
392,54.1,37.88,89.53
393,53.6,37.12,89.65
394,53.4,35.87,89.84
395,53.9,35.64,89.88
396,53.5,35.14,90.08
397,53.1,35.78,90.19
398,53.5,35.13,90.25
399,53.4,35.04,90.36
400,53.0,35.40,90.46
401,52.8,35.08,90.57
402,52.8,35.27,90.68
403,52.6,35.26,90.85
404,52.3,35.72,90.89
405,52.5,36.11,90.95
406,52.4,34.84,91.10
407,52.2,35.07,91.20
408,52.0,35.34,91.31
409,52.1,34.94,91.42
410,52.0,35.08,91.51
411,52.1,35.15,91.57
412,52.1,33.88,91.65
413,52.4,33.42,91.71
414,52.8,33.07,91.77
415,52.5,34.49,91.87
416,52.5,34.98,91.98
417,52.8,34.16,92.12
418,52.8,35.26,92.22
419,54.3,35.08,92.27
420,56.8,35.21,92.37
421,57.1,35.24,92.45
422,56.8,35.52,92.53
423,56.6,34.86,92.60
424,56.5,35.24,92.66
425,56.6,35.57,92.73
426,56.3,34.83,92.81
427,56.2,35.24,92.87
428,56.3,36.10,92.94
429,56.3,35.80,93.01
430,56.2,34.87,93.06
431,56.0,35.42,93.10
432,56.2,34.62,93.18
433,55.9,34.97,93.22
434,55.9,34.91,93.26
435,55.9,34.24,93.31
436,55.8,34.17,93.38
437,55.6,35.37,93.43
438,55.5,36.22,93.47
439,55.7,35.75,93.52
440,55.6,35.39,93.60
441,55.7,35.77,93.66
442,55.9,36.21,93.74
443,55.6,35.29,93.78
444,55.5,36.00,93.78
445,55.5,36.80,93.85
446,55.2,36.49,93.95
447,55.5,35.95,93.96
448,55.1,36.10,94.04
449,55.4,35.76,94.07
450,55.3,35.18,94.11
451,55.1,35.77,94.09
452,55.1,36.45,94.23
453,55.0,36.58,94.29
454,55.0,36.58,94.31
455,55.0,36.21,94.35
456,54.8,35.84,94.34
457,54.9,36.90,94.42
458,54.9,36.73,94.51
459,54.9,35.29,94.44
460,54.6,33.97,94.56
461,54.7,34.29,94.54
462,54.7,34.49,94.60
463,54.7,34.80,94.66
464,54.6,34.41,94.70
465,54.4,34.52,94.80
466,54.5,34.04,94.81
467,54.5,34.00,94.86
468,54.2,34.97,94.96
469,54.5,34.91,95.04
470,54.3,33.22,95.11
471,54.1,32.29,95.17
472,54.1,32.79,95.24
473,54.3,32.78,95.29
474,54.0,33.26,95.36
475,54.0,33.82,95.42
476,54.2,33.81,95.49
477,53.8,33.90,95.55
478,53.9,33.90,95.61
479,53.9,34.13,95.67
480,53.9,34.41,95.76
481,53.8,34.10,95.83
482,53.6,34.96,95.93
483,53.8,34.81,96.02
484,53.5,36.12,96.10
485,53.5,35.94,96.19
486,53.7,36.38,96.25
487,53.5,35.78,96.32
488,53.5,34.88,96.39
489,53.5,34.68,96.44
490,53.5,34.26,96.52
491,53.2,34.92,96.59
492,53.2,34.47,96.64
493,53.4,33.72,96.71
494,53.1,34.58,96.77
495,53.3,34.85,96.83
496,53.1,35.30,96.88
497,53.0,35.15,96.93
498,53.2,35.01,96.98
499,52.7,33.30,97.03
500,53.3,33.54,97.10
501,53.0,33.79,97.15
502,53.0,33.76,97.20
503,53.1,33.94,97.25
504,52.7,34.48,97.29
505,52.5,33.13,97.30
506,52.6,32.49,97.36
507,52.7,33.10,97.47
508,52.6,32.66,97.50
509,52.1,33.13,97.62
510,52.3,32.25,97.64
511,52.3,31.36,97.70
512,52.3,31.98,97.77
513,52.5,32.24,97.82
514,52.1,32.96,97.88
515,52.1,33.66,97.94
516,52.0,32.89,98.00
517,52.1,32.52,98.09
518,51.8,31.87,98.19
519,51.6,32.10,98.24
520,51.8,32.39,98.33
521,51.8,32.05,98.40
522,51.7,32.52,98.41
523,51.4,32.54,98.47
524,51.5,32.51,98.49
525,51.3,32.92,98.62
526,51.5,33.38,98.70
527,51.6,33.12,98.78
528,51.5,32.93,98.87
529,51.4,32.46,98.94
530,51.5,33.50,99.00
531,51.4,33.64,99.06
532,51.2,33.06,99.17
533,51.3,32.64,99.28
534,51.4,33.29,99.30
535,50.9,31.83,99.37
536,51.0,31.99,99.45
537,51.1,31.58,99.52
538,50.6,32.38,99.61
539,50.7,32.54,99.71
540,50.6,31.83,99.76
541,50.8,31.93,99.85
542,50.7,32.05,99.93
543,50.5,31.99,99.99
544,50.6,32.81,100.05
545,50.6,33.70,100.10
546,50.7,33.34,100.19
547,50.5,32.26,100.28
548,50.5,31.28,100.37
549,50.3,31.64,100.44
550,50.2,31.73,100.50
551,50.3,32.37,100.56
552,50.3,32.95,100.61
553,50.2,33.54,100.70
554,50.3,34.04,100.76
555,50.0,33.70,100.83
556,50.2,34.13,100.90
557,50.2,33.58,100.93
558,50.1,33.07,100.98
559,49.9,32.19,101.05
560,50.0,32.43,101.12
561,50.0,32.76,101.20
562,50.0,32.37,101.28
563,50.0,32.54,101.35
564,49.8,32.14,101.40
565,49.9,31.83,101.42
566,49.7,32.37,101.52
567,49.7,33.29,101.55
568,49.6,33.04,101.67
569,49.6,31.70,101.71
570,49.6,32.41,101.77
571,49.5,32.99,101.83
572,49.3,34.27,101.87
573,49.3,34.12,101.94
574,49.4,33.31,101.95
575,49.4,33.23,102.10
576,49.2,32.64,102.12
577,49.1,32.39,102.13
578,49.2,33.07,102.20
579,49.0,33.79,102.31
580,49.0,32.91,102.36
581,49.0,32.69,102.40
582,49.1,32.63,102.41
583,48.9,33.31,102.45
584,48.9,33.29,102.50
585,48.8,33.97,102.55
586,48.8,33.17,102.60
587,48.6,32.42,102.62
588,49.0,33.21,102.73
589,48.7,32.28,102.80
590,48.6,32.24,102.86
591,48.5,32.50,102.92
592,48.3,33.21,102.97
593,48.2,33.16,103.01
594,48.2,33.25,103.07
595,48.4,33.71,103.11
596,48.1,33.90,103.15
597,48.0,32.95,103.19
598,48.1,32.93,103.22
599,48.3,32.95,103.28
600,48.2,32.67,103.35
601,48.1,33.32,103.41
602,48.0,33.36,103.46
603,47.8,32.64,103.50
604,47.9,31.49,103.57
605,48.0,32.71,103.62
606,48.1,32.86,103.66
607,48.0,31.27,103.71
608,47.9,32.91,103.75
609,48.0,33.01,103.75
610,47.9,31.94,103.78
611,47.9,32.14,103.80
612,47.8,33.49,103.84
613,47.5,32.04,103.88
614,47.6,31.95,103.93
615,47.9,32.31,103.98
616,47.5,31.99,104.01
617,47.5,31.37,104.06
618,47.3,30.97,104.11
619,47.2,32.90,104.16
620,46.9,32.85,104.20
621,47.1,32.72,104.28
622,47.5,32.76,104.32
623,47.4,32.11,104.37
624,47.2,33.30,104.42
625,47.2,32.62,104.49
626,47.0,32.43,104.51
627,47.1,32.46,104.60
628,47.1,32.81,104.71
629,47.0,32.52,104.72
630,46.9,33.96,104.70
631,46.7,33.89,104.82
632,46.7,34.91,104.85
633,46.5,35.27,104.90
634,46.3,35.08,104.93
635,46.4,34.85,104.98
636,46.5,34.83,105.06
637,46.5,36.10,105.12
638,46.5,35.92,105.19
639,46.4,34.98,105.24
640,45.9,34.30,105.32
641,46.2,34.20,105.34
642,46.1,33.87,105.40
643,45.9,34.10,105.44
644,45.9,34.10,105.51
645,46.1,33.62,105.58
646,45.9,33.01,105.59
647,46.0,33.67,105.70
648,46.2,33.72,105.69
649,46.1,33.09,105.73
650,45.8,32.97,105.82
651,45.7,32.45,105.87
652,45.6,32.51,105.93
653,45.6,33.27,106.00
654,45.9,33.07,106.06
655,45.6,33.39,106.11
656,45.9,33.64,106.18
657,45.6,33.17,106.21
658,45.4,33.08,106.26
659,45.4,33.55,106.28
660,45.2,33.67,106.32
661,45.2,32.88,106.38
662,45.1,32.44,106.40
663,45.3,33.04,106.46
664,44.9,32.55,106.52
665,45.1,32.36,106.58
666,45.2,32.10,106.66
667,44.8,32.38,106.72
668,44.7,32.97,106.75
669,44.7,31.48,106.81
670,44.9,32.20,106.86
671,44.9,32.08,106.91
672,44.7,32.42,106.98
673,44.6,31.81,107.06
674,44.3,31.49,107.12
675,44.4,31.60,107.18
676,44.6,31.86,107.24
677,44.5,32.15,107.31
678,44.5,31.49,107.36
679,44.2,31.53,107.43
680,44.4,32.44,107.47
681,44.4,32.74,107.59
682,44.4,33.24,107.61
683,44.4,32.69,107.68
684,44.2,32.56,107.80
685,44.2,31.82,107.84
686,44.2,31.84,107.84
687,44.3,31.90,107.90
688,44.3,32.12,107.90
689,44.1,31.85,108.02
690,44.0,33.04,108.03
691,43.9,33.05,108.15
692,44.1,32.67,108.22
693,44.0,31.91,108.29
694,43.6,31.40,108.36
695,43.8,32.13,108.43
696,43.9,32.21,108.50
697,43.8,32.77,108.58
698,43.6,32.34,108.67
699,43.4,32.41,108.74
700,43.7,32.67,108.80
701,43.4,32.70,108.87
702,43.5,32.47,108.94
703,43.5,32.10,109.01
704,43.1,31.57,109.09
705,43.2,32.30,109.15
706,43.3,32.35,109.23
707,43.3,32.78,109.31
708,43.0,32.99,109.39
709,43.1,32.40,109.47
710,43.4,32.65,109.56
711,43.2,33.16,109.64
712,42.9,32.82,109.73
713,43.1,32.99,109.81
714,43.2,32.34,109.90
715,42.7,32.95,109.97
716,42.6,32.27,110.05
717,42.7,31.88,110.14
718,42.7,31.70,110.21
719,42.5,32.36,110.29
720,42.3,32.71,110.38
721,42.5,32.93,110.47
722,42.6,32.52,110.55
723,42.4,32.36,110.65
724,42.5,33.18,110.73
725,42.6,33.50,110.80
726,42.4,33.26,110.87
727,42.5,33.18,110.95
728,42.0,32.88,111.03
729,42.1,33.93,111.08
730,42.2,33.80,111.19
731,42.3,34.61,111.29
732,42.3,34.21,111.37
733,42.3,33.90,111.45
734,42.1,33.79,111.52
735,41.8,33.44,111.63
736,41.8,33.49,111.73
737,41.9,33.36,111.84
738,42.0,33.13,111.91
739,41.8,32.90,112.00
740,41.7,32.98,112.08
741,41.8,33.23,112.16
742,41.6,33.33,112.27
743,41.5,34.08,112.35
744,41.7,33.04,112.45
745,41.5,33.08,112.61
746,41.3,33.34,112.57
747,41.3,32.99,112.74
748,41.5,33.85,112.77
749,41.4,33.51,112.92
750,41.3,33.12,113.04
751,41.2,33.55,113.08
752,41.0,33.83,113.26
753,41.0,34.37,113.32
754,41.0,34.39,113.42
755,41.1,33.19,113.51
756,41.0,32.95,113.74
757,40.8,33.51,113.78
758,41.0,32.84,113.91
759,40.7,33.11,114.06
760,40.6,34.13,114.17
761,40.5,33.73,114.26
762,40.4,32.80,114.42
763,40.3,32.23,114.56
764,40.5,32.96,114.69
765,40.5,33.47,114.79
766,40.3,33.84,114.90
767,40.0,33.67,115.03
768,40.5,34.31,115.16
769,40.5,34.54,115.34
770,40.0,33.92,115.42
771,40.0,34.86,115.54
772,39.8,34.52,115.69
773,39.6,34.24,115.83
774,39.7,33.77,115.92
775,40.0,33.60,116.07
776,39.6,33.45,116.22
777,39.5,33.59,116.37
778,39.7,35.34,116.51
779,39.2,34.04,116.66
780,39.0,33.31,116.81
781,39.4,34.24,116.95
782,39.5,34.27,117.10
783,39.2,34.63,117.22
784,38.9,35.75,117.36
785,39.0,35.13,117.51
786,38.8,34.72,117.69
787,38.7,35.33,117.83
788,39.0,35.89,117.98
789,39.1,36.39,118.12
790,39.0,35.09,118.32
791,38.8,35.51,118.50
792,38.7,35.10,118.70
793,38.5,34.89,118.87
794,38.4,36.03,119.06
795,38.3,36.70,119.22
796,38.3,36.11,119.39
797,38.5,35.77,119.57
798,38.7,35.36,119.72
799,38.5,34.28,119.93
800,38.3,34.97,120.11
801,38.1,35.76,120.27
802,38.1,36.49,120.47
803,38.0,35.57,120.70
804,38.1,35.63,120.92
805,38.3,36.26,121.13
806,38.1,36.87,121.35
807,37.8,36.77,121.58
808,37.6,37.20,121.78
809,38.0,36.33,122.04
810,37.8,36.64,122.19
811,37.5,36.14,122.45
812,37.6,36.18,122.69
813,37.8,37.28,122.92
814,37.7,36.77,123.19
815,37.8,37.17,123.45
816,37.7,37.79,123.71
817,37.3,38.19,123.97
818,37.1,38.32,124.20
819,37.4,38.45,124.46
820,37.1,38.51,124.71
821,37.3,37.64,125.02
822,37.4,37.96,125.29
823,37.3,38.01,125.53
824,37.0,38.62,125.82
825,36.9,38.42,126.05
826,36.8,38.91,126.36
827,36.8,38.84,126.60
828,36.9,39.41,126.93
829,36.8,38.44,127.25
830,36.3,39.04,127.56
831,36.2,38.51,127.86
832,36.2,38.18,128.20
833,36.4,37.74,128.52
834,36.4,37.93,128.85
835,36.5,38.93,129.18
836,36.6,38.80,129.50
837,36.3,38.98,129.84
838,36.2,38.59,130.16
839,36.2,38.35,130.52
840,35.8,38.34,130.89
841,36.1,38.65,131.28
842,36.3,38.11,131.65
843,36.3,38.70,132.00
844,35.8,38.52,132.36
845,36.0,37.94,132.72
846,36.1,38.62,133.08
847,35.9,39.66,133.51
848,35.7,38.83,133.92
849,35.5,39.30,134.33
850,35.6,38.60,134.74
851,35.4,38.92,135.18
852,35.1,39.46,135.60
853,35.0,38.59,136.00
854,34.9,38.56,136.46
855,35.1,38.29,136.91
856,35.0,37.80,137.33
857,34.7,38.72,137.76
858,34.6,39.37,138.18
859,34.7,39.11,138.63
860,34.7,38.32,139.07
861,34.4,38.40,139.53
862,34.5,38.76,140.00
863,34.7,38.02,140.50
864,34.7,39.07,140.99
865,34.7,38.39,141.51
866,34.7,38.63,142.03
867,34.5,38.37,142.50
868,34.3,38.26,143.03
869,34.6,38.35,143.55
870,34.7,38.38,144.07
871,34.4,38.30,144.60
872,34.1,37.99,145.17
873,34.0,38.14,145.64
874,34.2,38.57,146.17
875,34.3,38.42,146.71
876,33.9,39.06,147.26
877,33.8,39.52,147.72
878,33.7,39.60,148.35
879,33.9,38.51,148.88
880,34.1,38.72,149.46
881,33.6,39.43,150.01
882,33.4,40.00,150.51
883,33.4,39.99,151.11
884,33.6,39.63,151.67
885,33.5,38.87,152.22
886,33.4,37.78,152.78
887,33.4,38.93,153.37
888,33.3,39.04,153.91
889,33.0,39.43,154.51
890,33.1,39.15,155.09
891,33.1,38.96,155.68
892,32.9,38.91,156.30
893,32.8,39.76,156.91
894,32.9,39.78,157.52
895,32.9,40.47,158.15
896,32.8,40.35,158.77
897,32.9,40.92,159.41
898,32.5,39.66,160.05
899,32.5,39.68,160.68
900,32.4,40.46,161.28
901,32.4,39.38,161.92
902,32.8,38.89,162.56
903,32.2,39.17,163.22
904,32.2,39.09,163.86
905,32.4,40.34,164.49
906,32.3,40.11,165.15
907,32.2,39.24,165.77
908,31.9,39.47,166.41
