Time (s),Temperature (K),Mass (mg)
0,325,5.027
3.9,325.5,5.021
7.4,326,5.017
10.9,326.5,5.012
14.3,327,5.006
17.5,327.5,5.002
20.6,328,4.999
23.5,328.5,4.996
26.4,329,4.994
29.3,329.5,4.991
32,330,4.989
34.7,330.5,4.986
37.4,331,4.983
39.9,331.5,4.982
42.4,332,4.980
45,332.5,4.977
47.4,333,4.976
49.8,333.5,4.973
52.2,334,4.971
54.5,334.5,4.969
56.9,335,4.969
59.2,335.5,4.967
61.5,336,4.966
63.8,336.5,4.965
66.1,337,4.964
68.4,337.5,4.963
70.5,338,4.961
72.8,338.5,4.960
75,339,4.959
77.2,339.5,4.958
79.3,340,4.958
81.6,340.5,4.956
83.8,341,4.955
86,341.5,4.954
88.2,342,4.952
90.3,342.5,4.950
92.5,343,4.949
94.7,343.5,4.948
96.9,344,4.948
99.1,344.5,4.946
101.2,345,4.945
103.5,345.5,4.943
105.7,346,4.942
107.8,346.5,4.941
110.1,347,4.940
112.3,347.5,4.940
114.6,348,4.939
116.8,348.5,4.938
119.1,349,4.938
121.3,349.5,4.937
123.6,350,4.936
125.9,350.5,4.935
128.2,351,4.934
130.5,351.5,4.933
132.9,352,4.933
135.2,352.5,4.932
137.6,353,4.931
139.9,353.5,4.931
142.4,354,4.930
144.7,354.5,4.929
147.1,355,4.928
149.6,355.5,4.927
152,356,4.926
154.5,356.5,4.926
157,357,4.926
159.5,357.5,4.926
162,358,4.925
164.5,358.5,4.924
167.1,359,4.924
169.7,359.5,4.923
172.3,360,4.923
174.9,360.5,4.922
177.5,361,4.922
180.2,361.5,4.921
182.9,362,4.920
185.6,362.5,4.920
188.3,363,4.919
191,363.5,4.919
193.8,364,4.919
196.5,364.5,4.919
199.4,365,4.919
202.1,365.5,4.919
204.9,366,4.919
207.7,366.5,4.919
210.6,367,4.919
213.5,367.5,4.919
216.4,368,4.918
219.2,368.5,4.917
222.2,369,4.917
225.2,369.5,4.917
228.2,370,4.917
231.1,370.5,4.916
234,371,4.916
237,371.5,4.915
240.1,372,4.914
243,372.5,4.913
246.1,373,4.913
249.1,373.5,4.912
252.2,374,4.912
255.2,374.5,4.911
258.2,375,4.910
261.2,375.5,4.910
264.3,376,4.910
267.5,376.5,4.910
270.5,377,4.908
273.6,377.5,4.907
276.6,378,4.907
279.7,378.5,4.907
282.8,379,4.906
285.8,379.5,4.905
289,380,4.905
292.1,380.5,4.905
295.1,381,4.904
298.2,381.5,4.904
301.3,382,4.903
304.4,382.5,4.904
307.4,383,4.903
310.5,383.5,4.903
313.5,384,4.903
316.6,384.5,4.902
319.7,385,4.902
322.7,385.5,4.901
325.9,386,4.901
328.9,386.5,4.901
331.9,387,4.901
334.9,387.5,4.901
338,388,4.901
341.1,388.5,4.901
344.1,389,4.901
347.2,389.5,4.900
350.2,390,4.900
353.2,390.5,4.899
356.3,391,4.899
359.3,391.5,4.899
362.3,392,4.899
365.3,392.5,4.899
368.3,393,4.898
371.4,393.5,4.897
374.4,394,4.897
377.4,394.5,4.896
380.4,395,4.896
383.5,395.5,4.895
386.4,396,4.895
389.5,396.5,4.894
392.5,397,4.893
395.4,397.5,4.893
398.5,398,4.893
401.5,398.5,4.894
404.4,399,4.894
407.4,399.5,4.894
410.4,400,4.894
413.4,400.5,4.894
416.4,401,4.894
419.4,401.5,4.894
422.4,402,4.893
425.3,402.5,4.893
428.4,403,4.892
431.3,403.5,4.892
434.3,404,4.891
437.3,404.5,4.891
440.3,405,4.891
443.3,405.5,4.891
446.3,406,4.891
449.3,406.5,4.891
452.3,407,4.891
455.3,407.5,4.890
458.3,408,4.890
461.2,408.5,4.889
464.2,409,4.889
467.2,409.5,4.888
470.2,410,4.888
473.2,410.5,4.888
476,411,4.888
479.1,411.5,4.887
482,412,4.887
485,412.5,4.887
488,413,4.886
491,413.5,4.886
494,414,4.885
497,414.5,4.885
500,415,4.884
502.9,415.5,4.883
505.9,416,4.883
508.9,416.5,4.882
511.9,417,4.882
514.9,417.5,4.881
517.9,418,4.880
520.8,418.5,4.880
523.8,419,4.879
526.8,419.5,4.879
529.8,420,4.880
532.8,420.5,4.879
535.7,421,4.879
538.8,421.5,4.879
541.8,422,4.878
544.7,422.5,4.878
547.7,423,4.878
550.7,423.5,4.877
553.7,424,4.876
556.7,424.5,4.876
559.7,425,4.875
562.6,425.5,4.875
565.7,426,4.874
568.7,426.5,4.873
571.6,427,4.873
574.6,427.5,4.873
577.6,428,4.872
580.6,428.5,4.871
583.5,429,4.870
586.6,429.5,4.870
589.6,430,4.869
592.5,430.5,4.869
595.6,431,4.869
598.6,431.5,4.868
601.5,432,4.867
604.5,432.5,4.866
607.5,433,4.865
610.6,433.5,4.865
613.5,434,4.865
616.5,434.5,4.864
619.6,435,4.863
622.6,435.5,4.862
625.6,436,4.861
628.6,436.5,4.860
631.6,437,4.859
634.5,437.5,4.858
637.6,438,4.858
640.5,438.5,4.857
643.6,439,4.856
646.6,439.5,4.855
649.6,440,4.854
652.6,440.5,4.854
655.6,441,4.854
658.6,441.5,4.853
661.6,442,4.852
664.6,442.5,4.852
667.6,443,4.850
670.7,443.5,4.849
673.7,444,4.848
676.6,444.5,4.847
679.6,445,4.846
682.6,445.5,4.845
685.7,446,4.845
688.7,446.5,4.844
691.7,447,4.843
694.7,447.5,4.843
697.7,448,4.842
700.7,448.5,4.840
703.7,449,4.838
706.7,449.5,4.838
709.7,450,4.837
712.6,450.5,4.837
715.7,451,4.836
718.7,451.5,4.835
721.7,452,4.835
724.6,452.5,4.834
727.7,453,4.833
730.6,453.5,4.832
733.6,454,4.831
736.6,454.5,4.829
739.5,455,4.828
742.5,455.5,4.826
745.6,456,4.825
748.5,456.5,4.824
751.5,457,4.823
754.4,457.5,4.822
757.6,458,4.821
760.5,458.5,4.820
763.4,459,4.819
766.4,459.5,4.818
769.4,460,4.817
772.5,460.5,4.815
775.4,461,4.813
778.4,461.5,4.812
781.4,462,4.811
784.3,462.5,4.810
787.4,463,4.809
790.4,463.5,4.808
793.3,464,4.807
796.3,464.5,4.805
799.4,465,4.804
802.3,465.5,4.802
805.2,466,4.801
808.3,466.5,4.799
811.4,467,4.798
814.3,467.5,4.797
817.3,468,4.795
820.3,468.5,4.793
823.3,469,4.792
826.3,469.5,4.791
829.2,470,4.790
832.2,470.5,4.788
835.2,471,4.787
838.2,471.5,4.785
841.2,472,4.784
844.2,472.5,4.782
847.1,473,4.781
850.2,473.5,4.780
853.2,474,4.779
856.2,474.5,4.778
859.2,475,4.777
862.2,475.5,4.775
865.2,476,4.774
868.2,476.5,4.772
871.2,477,4.771
874.2,477.5,4.770
877.2,478,4.768
880.2,478.5,4.766
883.2,479,4.764
886.2,479.5,4.761
889.2,480,4.759
892.1,480.5,4.757
895.2,481,4.755
898.1,481.5,4.753
901.1,482,4.752
904.1,482.5,4.750
907.1,483,4.748
910.1,483.5,4.746
913.1,484,4.745
916.1,484.5,4.743
919.1,485,4.741
922.1,485.5,4.739
925.1,486,4.737
928.1,486.5,4.735
931,487,4.733
934.1,487.5,4.731
937.1,488,4.729
940.1,488.5,4.727
943.1,489,4.724
946.1,489.5,4.723
949.1,490,4.721
952.1,490.5,4.719
955.1,491,4.717
958.1,491.5,4.715
961.1,492,4.712
964.1,492.5,4.710
967.1,493,4.708
970.1,493.5,4.706
973.1,494,4.704
976.1,494.5,4.701
979.2,495,4.699
982.1,495.5,4.697
985.1,496,4.694
988.2,496.5,4.692
991.2,497,4.690
994.2,497.5,4.689
997.2,498,4.685
1000.1,498.5,4.684
1003.1,499,4.681
1006.1,499.5,4.678
1009.1,500,4.675
1012.2,500.5,4.673
1015.1,501,4.671
1018.2,501.5,4.669
1021.2,502,4.666
1024.2,502.5,4.664
1027.1,503,4.660
1030.1,503.5,4.657
1033.1,504,4.654
1036.1,504.5,4.649
1039.1,505,4.646
1042.2,505.5,4.642
1045.1,506,4.640
1048.1,506.5,4.636
1051.1,507,4.633
1054.2,507.5,4.629
1057.1,508,4.625
1060.2,508.5,4.623
1063.2,509,4.619
1066.1,509.5,4.616
1069.2,510,4.612
1072.2,510.5,4.607
1075.2,511,4.604
1078.1,511.5,4.600
1081.1,512,4.597
1084.1,512.5,4.594
1087.1,513,4.590
1090.1,513.5,4.587
1093.1,514,4.582
1096,514.5,4.580
1099.1,515,4.576
1102.1,515.5,4.572
1105.1,516,4.568
1108,516.5,4.563
1111.1,517,4.559
1114,517.5,4.555
1117,518,4.551
1120,518.5,4.547
1123.1,519,4.542
1126,519.5,4.537
1129,520,4.532
1132,520.5,4.528
1135,521,4.524
1138,521.5,4.519
1141,522,4.515
1143.9,522.5,4.511
1146.9,523,4.506
1149.9,523.5,4.501
1152.9,524,4.497
1155.9,524.5,4.492
1158.9,525,4.486
1161.9,525.5,4.481
1164.9,526,4.474
1167.9,526.5,4.469
1170.8,527,4.464
1173.9,527.5,4.457
1176.9,528,4.453
1179.8,528.5,4.447
1182.9,529,4.441
1185.8,529.5,4.436
1188.8,530,4.430
1191.8,530.5,4.424
1194.8,531,4.419
1197.8,531.5,4.413
1200.8,532,4.407
1203.9,532.5,4.400
1206.9,533,4.393
1209.9,533.5,4.387
1212.8,534,4.381
1215.8,534.5,4.374
1218.8,535,4.367
1221.9,535.5,4.360
1224.8,536,4.354
1227.8,536.5,4.347
1230.8,537,4.340
1233.8,537.5,4.334
1236.8,538,4.328
1239.8,538.5,4.321
1242.8,539,4.314
1245.8,539.5,4.306
1248.8,540,4.299
1251.9,540.5,4.292
1254.8,541,4.284
1257.8,541.5,4.276
1260.8,542,4.268
1263.8,542.5,4.260
1266.8,543,4.253
1269.8,543.5,4.245
1272.8,544,4.236
1275.8,544.5,4.229
1278.8,545,4.221
1281.8,545.5,4.212
1284.8,546,4.203
1287.8,546.5,4.194
1290.8,547,4.184
1293.8,547.5,4.176
1296.8,548,4.167
1299.8,548.5,4.159
1302.9,549,4.153
1305.8,549.5,4.146
1308.8,550,4.138
1311.8,550.5,4.130
1314.8,551,4.120
1317.8,551.5,4.110
1320.9,552,4.100
1323.8,552.5,4.091
1326.9,553,4.080
1329.9,553.5,4.071
1332.8,554,4.062
1335.8,554.5,4.053
1338.8,555,4.043
1341.8,555.5,4.034
1344.7,556,4.025
1347.7,556.5,4.017
1350.8,557,4.007
1353.7,557.5,3.996
1356.7,558,3.985
1359.7,558.5,3.975
1362.7,559,3.965
1365.7,559.5,3.955
1368.7,560,3.944
1371.6,560.5,3.934
1374.6,561,3.923
1377.7,561.5,3.913
1380.6,562,3.903
1383.6,562.5,3.892
1386.5,563,3.881
1389.5,563.5,3.870
1392.5,564,3.859
1395.5,564.5,3.847
1398.5,565,3.835
1401.4,565.5,3.824
1404.4,566,3.811
1407.5,566.5,3.799
1410.4,567,3.787
1413.4,567.5,3.775
1416.4,568,3.764
1419.4,568.5,3.752
1422.4,569,3.739
1425.4,569.5,3.727
1428.5,570,3.714
1431.4,570.5,3.700
1434.4,571,3.685
1437.3,571.5,3.666
1440.4,572,3.651
1443.4,572.5,3.638
1446.4,573,3.626
1449.4,573.5,3.614
1452.4,574,3.601
1455.4,574.5,3.587
1458.5,575,3.572
1461.4,575.5,3.553
1464.4,576,3.538
1467.5,576.5,3.521
1470.4,577,3.506
1473.4,577.5,3.490
1476.4,578,3.473
1479.4,578.5,3.455
1482.5,579,3.439
1485.4,579.5,3.422
1488.4,580,3.405
1491.4,580.5,3.389
1494.5,581,3.374
1497.4,581.5,3.356
1500.5,582,3.337
1503.5,582.5,3.319
1506.5,583,3.300
1509.4,583.5,3.282
1512.5,584,3.265
1515.5,584.5,3.246
1518.5,585,3.228
1521.5,585.5,3.210
1524.5,586,3.191
1527.6,586.5,3.172
1530.5,587,3.153
1533.5,587.5,3.134
1536.5,588,3.115
1539.5,588.5,3.095
1542.5,589,3.074
1545.5,589.5,3.054
1548.5,590,3.033
1551.5,590.5,3.011
1554.5,591,2.990
1557.5,591.5,2.967
1560.5,592,2.944
1563.5,592.5,2.920
1566.5,593,2.897
1569.5,593.5,2.873
1572.4,594,2.849
1575.4,594.5,2.824
1578.5,595,2.797
1581.4,595.5,2.769
1584.5,596,2.741
1587.4,596.5,2.713
1590.5,597,2.682
1593.4,597.5,2.650
1596.4,598,2.620
1599.4,598.5,2.587
1602.4,599,2.552
1605.4,599.5,2.516
1608.3,600,2.480
1611.4,600.5,2.442
1614.4,601,2.403
1617.3,601.5,2.364
1620.3,602,2.323
1623.3,602.5,2.281
1626.3,603,2.240
1629.3,603.5,2.198
1632.2,604,2.157
1635.2,604.5,2.114
1638.2,605,2.072
1641.1,605.5,2.031
1644.1,606,1.990
1647.1,606.5,1.951
1650,607,1.915
1653,607.5,1.877
1656,608,1.842
1658.9,608.5,1.811
1661.9,609,1.782
1664.8,609.5,1.757
1667.8,610,1.734
1670.8,610.5,1.712
1673.7,611,1.692
1676.7,611.5,1.674
1679.7,612,1.659
1682.7,612.5,1.647
1685.7,613,1.635
1688.7,613.5,1.623
1691.7,614,1.614
1694.7,614.5,1.602
1697.6,615,1.593
1700.8,615.5,1.583
1703.8,616,1.575
1706.8,616.5,1.566
1709.9,617,1.558
1713,617.5,1.550
1716,618,1.544
1719.1,618.5,1.537
1722.2,619,1.530
1725.3,619.5,1.524
1728.3,620,1.518
1731.5,620.5,1.512
1734.6,621,1.506
1737.6,621.5,1.500
1740.7,622,1.494
1743.9,622.5,1.488
1747,623,1.483
1750.1,623.5,1.476
1753.1,624,1.471
1756.2,624.5,1.466
1759.2,625,1.461
1762.3,625.5,1.456
1765.4,626,1.451
1768.5,626.5,1.445
1771.5,627,1.440
1774.6,627.5,1.436
1777.5,628,1.431
1780.6,628.5,1.427
1783.7,629,1.423
1786.7,629.5,1.418
1789.7,630,1.414
1792.8,630.5,1.410
1795.8,631,1.405
1798.8,631.5,1.400
1801.7,632,1.396
1804.8,632.5,1.391
1807.8,633,1.386
1810.8,633.5,1.382
1813.8,634,1.377
1816.8,634.5,1.373
1819.8,635,1.369
1822.7,635.5,1.364
1825.7,636,1.361
