Time (s),Mass (g),HRR (kW/m2),TC back 1 (K)
0,121,0.33,26.4
1,120.8,1.64,26.39
2,120.8,0.1,26.38
3,120.7,-0.26,26.38
4,120.7,3.79,26.37
5,121,2.2,26.36
6,121.2,-0.56,26.36
7,121,-0.73,26.35
8,121,0.1,26.35
9,121,2.27,26.35
10,121,0.72,26.33
11,121.2,1.09,26.33
12,121,1.91,26.33
13,121,2.49,26.32
14,121,3.01,26.3
15,121,3.19,26.3
16,121,-0.82,26.3
17,121,2.83,26.3
18,121,1.83,26.3
19,120.8,2.49,26.29
20,121,3.09,26.29
21,121,3.74,26.28
22,121,0.88,26.26
23,120.8,2.6,26.25
24,120.8,4.1,26.25
25,120.8,-0.26,26.24
26,121,3.31,26.24
27,121,1.83,26.23
28,121,3.42,26.23
29,121,-0.84,26.23
30,121,2.11,26.22
31,121,1.75,26.22
32,121.2,3.33,26.21
33,121.2,3.72,26.21
34,121.1,-0.85,26.2
35,121,1.97,26.18
36,121,0.41,26.18
37,121.2,3.02,26.18
38,121,2.73,26.18
39,121,3.22,26.16
40,121,-0.51,26.15
41,121,3.61,26.15
42,121,1.65,26.14
43,121,-0.88,26.14
44,121,3.09,26.13
45,121,-0.95,26.13
46,121.2,3.35,26.13
47,121.2,3.01,26.11
48,121.1,2.05,26.09
49,121.1,3.23,26.1
50,121.2,-1.05,26.09
51,121,-0.6,26.1
52,121,-0.9,26.09
53,121.2,0.08,26.08
54,121.3,-1.32,26.07
55,121.3,-1.41,26.03
56,121.3,1.28,25.86
57,120.7,-0.41,25.65
58,120.1,0.08,25.44
59,119.4,-1.13,25.26
60,119.4,-0.99,25.08
61,119.4,1.3,24.92
62,119.2,2.36,24.76
63,118.8,1.72,24.61
64,118.5,3.01,24.53
65,118.8,2.63,24.42
66,118.5,2.88,24.36
67,118.3,3.15,24.28
68,118.5,2.27,24.19
69,118.7,-0.01,24.1
70,118.5,3.31,24.06
71,117.7,-0.6,24.03
72,117.5,0.65,23.97
73,117.5,-0.32,23.92
74,117.5,3.58,23.9
75,117.5,3.82,23.87
76,117.4,4.07,23.87
77,117.3,3.37,23.89
78,117.2,0.02,23.92
79,117.1,1.11,23.92
80,117.1,-0.49,23.92
81,117.1,0.54,23.92
82,117,2.4,23.93
83,117.1,0.89,23.96
84,117,3.28,24.02
85,116.8,3.86,24.01
86,116.7,2.34,24.05
87,116.7,0.69,24.11
88,116.5,0.06,24.14
89,116.4,0.88,24.22
90,115.7,2.51,24.2
91,115.7,4.52,24.24
92,115.7,4.61,24.29
93,115.8,4.21,24.31
94,115.7,0.78,24.33
95,115.7,1.43,24.39
