Time (s),Temperature (K),Mass (mg)
0,325,5.426
4.3,325.5,5.418
8.4,326,5.411
12.1,326.5,5.404
15.8,327,5.397
19.3,327.5,5.390
22.6,328,5.383
25.9,328.5,5.380
29,329,5.377
32,329.5,5.374
35,330,5.369
37.8,330.5,5.367
40.6,331,5.364
43.4,331.5,5.361
46.1,332,5.359
48.7,332.5,5.356
51.3,333,5.355
53.8,333.5,5.352
56.3,334,5.350
58.8,334.5,5.347
61.3,335,5.347
63.7,335.5,5.345
66.1,336,5.344
68.5,336.5,5.343
70.8,337,5.342
73.1,337.5,5.341
75.5,338,5.339
77.8,338.5,5.338
80.1,339,5.337
82.3,339.5,5.335
84.6,340,5.334
86.8,340.5,5.333
89.1,341,5.332
91.3,341.5,5.330
93.6,342,5.329
95.8,342.5,5.327
98,343,5.326
100.3,343.5,5.326
102.5,344,5.324
104.7,344.5,5.323
106.9,345,5.322
109.2,345.5,5.321
111.4,346,5.320
113.7,346.5,5.320
115.9,347,5.319
118.1,347.5,5.318
120.4,348,5.317
122.6,348.5,5.317
124.9,349,5.316
127.2,349.5,5.315
129.5,350,5.315
131.8,350.5,5.314
134.1,351,5.313
136.4,351.5,5.312
138.7,352,5.311
141.1,352.5,5.311
143.4,353,5.310
145.8,353.5,5.309
148.2,354,5.308
150.6,354.5,5.308
153,355,5.306
155.3,355.5,5.305
157.8,356,5.305
160.3,356.5,5.305
162.7,357,5.305
165.2,357.5,5.304
167.7,358,5.304
170.2,358.5,5.303
172.7,359,5.303
175.3,359.5,5.302
177.9,360,5.301
180.5,360.5,5.301
183.1,361,5.301
185.7,361.5,5.300
188.4,362,5.300
191,362.5,5.299
193.7,363,5.299
196.3,363.5,5.299
199.1,364,5.298
201.9,364.5,5.298
204.6,365,5.297
207.4,365.5,5.297
210.2,366,5.297
212.9,366.5,5.297
215.7,367,5.297
218.6,367.5,5.296
221.4,368,5.296
224.3,368.5,5.296
227.2,369,5.295
230.1,369.5,5.295
233.1,370,5.295
235.9,370.5,5.295
238.9,371,5.294
241.9,371.5,5.293
244.9,372,5.292
247.8,372.5,5.292
250.9,373,5.291
253.8,373.5,5.291
256.8,374,5.290
259.9,374.5,5.290
262.9,375,5.289
265.9,375.5,5.289
268.9,376,5.289
272,376.5,5.288
275.1,377,5.287
278.2,377.5,5.286
281.2,378,5.285
284.4,378.5,5.284
287.4,379,5.284
290.5,379.5,5.283
293.6,380,5.283
296.7,380.5,5.282
299.7,381,5.282
302.8,381.5,5.281
305.8,382,5.281
308.9,382.5,5.280
312.1,383,5.281
315,383.5,5.280
318.2,384,5.280
321.2,384.5,5.280
324.3,385,5.279
327.4,385.5,5.279
330.4,386,5.278
333.5,386.5,5.278
336.6,387,5.277
339.6,387.5,5.277
342.7,388,5.277
345.8,388.5,5.277
348.7,389,5.277
351.8,389.5,5.276
354.9,390,5.277
357.9,390.5,5.277
361,391,5.277
364.1,391.5,5.277
367,392,5.276
370,392.5,5.276
373.1,393,5.275
376.1,393.5,5.275
379.1,394,5.275
382.2,394.5,5.275
385.2,395,5.275
388.1,395.5,5.275
391.2,396,5.275
394.1,396.5,5.274
397.2,397,5.274
400.1,397.5,5.274
403.2,398,5.274
406.2,398.5,5.274
409.1,399,5.274
412.2,399.5,5.274
415.1,400,5.273
418.1,400.5,5.273
421.2,401,5.273
424.2,401.5,5.272
427.1,402,5.272
430.1,402.5,5.272
433.1,403,5.271
436.1,403.5,5.272
439.1,404,5.271
442.1,404.5,5.271
445.1,405,5.272
448,405.5,5.272
451,406,5.272
454,406.5,5.272
457,407,5.272
460,407.5,5.271
463,408,5.270
466,408.5,5.270
468.9,409,5.269
472,409.5,5.270
474.9,410,5.271
477.9,410.5,5.271
480.9,411,5.271
483.9,411.5,5.271
486.8,412,5.270
489.8,412.5,5.270
492.8,413,5.269
495.7,413.5,5.269
498.7,414,5.269
501.7,414.5,5.268
504.7,415,5.267
507.7,415.5,5.266
510.6,416,5.266
513.6,416.5,5.265
516.6,417,5.265
519.5,417.5,5.264
522.5,418,5.263
525.5,418.5,5.263
528.5,419,5.262
531.5,419.5,5.262
534.4,420,5.262
537.4,420.5,5.262
540.4,421,5.261
543.4,421.5,5.261
546.4,422,5.261
549.4,422.5,5.260
552.4,423,5.260
555.4,423.5,5.259
558.3,424,5.258
561.4,424.5,5.258
564.4,425,5.257
567.3,425.5,5.257
570.3,426,5.256
573.3,426.5,5.255
576.3,427,5.255
579.3,427.5,5.255
582.3,428,5.254
585.3,428.5,5.254
588.3,429,5.254
591.3,429.5,5.254
594.3,430,5.253
597.3,430.5,5.253
600.3,431,5.253
603.3,431.5,5.252
606.3,432,5.251
609.3,432.5,5.250
612.3,433,5.249
615.3,433.5,5.249
618.3,434,5.249
621.3,434.5,5.249
624.3,435,5.248
627.3,435.5,5.248
630.4,436,5.248
633.3,436.5,5.247
636.3,437,5.247
639.3,437.5,5.246
642.4,438,5.245
645.4,438.5,5.243
648.4,439,5.243
651.4,439.5,5.243
654.4,440,5.242
657.4,440.5,5.242
660.4,441,5.242
663.4,441.5,5.241
666.4,442,5.240
669.4,442.5,5.239
672.4,443,5.237
675.4,443.5,5.236
678.5,444,5.235
681.4,444.5,5.235
684.4,445,5.234
687.4,445.5,5.233
690.4,446,5.232
693.4,446.5,5.231
696.4,447,5.230
699.4,447.5,5.230
702.4,448,5.229
705.4,448.5,5.229
708.4,449,5.229
711.4,449.5,5.228
714.4,450,5.228
717.4,450.5,5.227
720.4,451,5.226
723.4,451.5,5.225
726.4,452,5.224
729.4,452.5,5.223
732.3,453,5.222
735.4,453.5,5.221
738.3,454,5.220
741.3,454.5,5.217
744.3,455,5.215
747.3,455.5,5.214
750.3,456,5.214
753.3,456.5,5.213
756.3,457,5.212
759.2,457.5,5.210
762.2,458,5.209
765.2,458.5,5.208
768.2,459,5.207
771.2,459.5,5.207
774.1,460,5.205
777.1,460.5,5.204
780.2,461,5.203
783.2,461.5,5.201
786.2,462,5.199
789.1,462.5,5.198
792.2,463,5.197
795.1,463.5,5.196
798.1,464,5.195
801,464.5,5.194
804,465,5.193
807,465.5,5.191
810,466,5.189
813.1,466.5,5.188
816,467,5.187
819.1,467.5,5.186
822,468,5.185
825,468.5,5.185
828,469,5.184
831,469.5,5.182
834,470,5.181
837,470.5,5.179
840,471,5.177
843,471.5,5.176
846,472,5.174
849,472.5,5.173
852,473,5.171
855,473.5,5.170
858,474,5.168
861,474.5,5.168
864,475,5.167
867,475.5,5.166
869.9,476,5.165
872.9,476.5,5.163
875.9,477,5.161
878.9,477.5,5.160
882,478,5.159
884.9,478.5,5.157
888,479,5.155
891,479.5,5.153
894,480,5.151
896.9,480.5,5.148
900,481,5.147
903,481.5,5.146
906,482,5.145
908.9,482.5,5.143
912,483,5.140
915,483.5,5.138
918,484,5.137
920.9,484.5,5.135
924,485,5.133
926.9,485.5,5.131
929.9,486,5.130
932.9,486.5,5.129
936,487,5.126
938.9,487.5,5.124
942,488,5.122
945,488.5,5.119
947.9,489,5.117
950.9,489.5,5.116
954,490,5.114
957,490.5,5.112
960,491,5.110
962.9,491.5,5.108
966,492,5.105
968.9,492.5,5.102
972,493,5.101
974.9,493.5,5.099
977.9,494,5.097
980.9,494.5,5.095
983.9,495,5.093
986.9,495.5,5.090
990,496,5.088
993,496.5,5.086
995.9,497,5.084
998.9,497.5,5.082
1001.9,498,5.079
1004.9,498.5,5.077
1007.9,499,5.075
1010.8,499.5,5.073
1013.9,500,5.070
1016.9,500.5,5.067
1019.8,501,5.065
1022.9,501.5,5.062
1025.9,502,5.059
1028.9,502.5,5.056
1031.9,503,5.053
1034.8,503.5,5.051
1037.8,504,5.047
1040.9,504.5,5.043
1043.8,505,5.040
1046.8,505.5,5.037
1049.8,506,5.034
1052.9,506.5,5.031
1055.8,507,5.028
1058.8,507.5,5.024
1061.8,508,5.020
1064.8,508.5,5.018
1067.8,509,5.015
1070.8,509.5,5.010
1073.8,510,5.007
1076.7,510.5,5.003
1079.8,511,4.999
1082.8,511.5,4.996
1085.8,512,4.992
1088.8,512.5,4.989
1091.7,513,4.986
1094.8,513.5,4.981
1097.8,514,4.977
1100.8,514.5,4.973
1103.8,515,4.970
1106.7,515.5,4.966
1109.8,516,4.961
1112.8,516.5,4.957
1115.8,517,4.952
1118.8,517.5,4.948
1121.8,518,4.944
1124.8,518.5,4.939
1127.8,519,4.935
1130.8,519.5,4.930
1133.8,520,4.925
1136.8,520.5,4.921
1139.8,521,4.917
