Time (s),Temperature (K),Mass (mg)
0,325,5.128
12,325.5,5.116
24,326,5.104
36,326.5,5.093
49.6,327,5.082
61.3,327.5,5.067
70.5,328,5.051
78.2,328.5,5.038
84.9,329,5.029
90.8,329.5,5.021
96.1,330,5.013
100.9,330.5,5.008
105.5,331,5.004
109.7,331.5,5.002
113.8,332,4.999
117.6,332.5,4.997
121.2,333,4.996
124.7,333.5,4.995
128.1,334,4.994
131.3,334.5,4.993
134.5,335,4.991
137.6,335.5,4.991
140.5,336,4.991
143.4,336.5,4.992
146.3,337,4.991
149.1,337.5,4.992
151.8,338,4.992
154.5,338.5,4.991
157.2,339,4.991
159.7,339.5,4.991
162.3,340,4.990
164.8,340.5,4.990
167.3,341,4.990
169.8,341.5,4.990
172.3,342,4.990
174.6,342.5,4.991
177.1,343,4.991
179.5,343.5,4.992
181.8,344,4.992
184.2,344.5,4.992
186.6,345,4.993
188.9,345.5,4.993
191.2,346,4.993
193.6,346.5,4.994
196,347,4.994
198.3,347.5,4.994
200.6,348,4.995
202.9,348.5,4.995
205.3,349,4.995
207.6,349.5,4.995
209.9,350,4.995
212.2,350.5,4.995
214.5,351,4.995
216.8,351.5,4.995
219.2,352,4.995
221.5,352.5,4.995
223.8,353,4.995
226.2,353.5,4.995
228.5,354,4.995
230.9,354.5,4.995
233.2,355,4.995
235.6,355.5,4.995
238.1,356,4.996
240.4,356.5,4.995
242.9,357,4.995
245.2,357.5,4.995
247.7,358,4.995
250.2,358.5,4.994
252.6,359,4.994
255.1,359.5,4.994
257.5,360,4.994
260.1,360.5,4.994
262.5,361,4.994
265.1,361.5,4.993
267.6,362,4.993
270.2,362.5,4.992
272.8,363,4.991
275.4,363.5,4.991
278.1,364,4.991
280.8,364.5,4.991
283.3,365,4.991
286,365.5,4.990
288.8,366,4.990
291.5,366.5,4.989
294.2,367,4.989
297,367.5,4.989
299.7,368,4.989
302.5,368.5,4.988
305.3,369,4.988
308.2,369.5,4.987
311,370,4.987
313.8,370.5,4.986
316.7,371,4.985
319.6,371.5,4.985
322.5,372,4.984
325.4,372.5,4.983
328.3,373,4.982
331.3,373.5,4.982
334.2,374,4.981
337.1,374.5,4.980
340.2,375,4.979
343.1,375.5,4.979
346.2,376,4.979
349.2,376.5,4.978
352.1,377,4.977
355.2,377.5,4.976
358.3,378,4.975
361.2,378.5,4.975
364.3,379,4.974
367.3,379.5,4.974
370.3,380,4.973
373.4,380.5,4.973
376.4,381,4.972
379.5,381.5,4.972
382.6,382,4.971
385.6,382.5,4.970
388.7,383,4.969
391.8,383.5,4.969
394.9,384,4.968
397.9,384.5,4.968
401,385,4.967
404,385.5,4.967
407.1,386,4.966
410.1,386.5,4.966
413.2,387,4.965
416.2,387.5,4.965
419.3,388,4.965
422.3,388.5,4.964
425.4,389,4.964
428.5,389.5,4.963
431.5,390,4.963
434.5,390.5,4.962
437.6,391,4.961
440.6,391.5,4.961
443.6,392,4.961
446.7,392.5,4.960
449.6,393,4.960
452.8,393.5,4.959
455.8,394,4.959
458.8,394.5,4.959
461.7,395,4.959
464.8,395.5,4.958
467.8,396,4.958
470.7,396.5,4.957
473.8,397,4.957
476.8,397.5,4.956
479.8,398,4.956
482.7,398.5,4.956
485.8,399,4.956
488.7,399.5,4.955
491.8,400,4.955
494.8,400.5,4.955
497.7,401,4.954
500.7,401.5,4.954
503.7,402,4.953
506.7,402.5,4.953
509.6,403,4.952
512.6,403.5,4.952
515.7,404,4.952
518.6,404.5,4.953
521.6,405,4.953
524.5,405.5,4.953
527.5,406,4.953
530.5,406.5,4.953
533.5,407,4.953
536.4,407.5,4.953
539.5,408,4.952
542.4,408.5,4.952
545.4,409,4.951
548.4,409.5,4.951
551.4,410,4.951
554.4,410.5,4.950
557.4,411,4.950
560.3,411.5,4.949
563.3,412,4.949
566.3,412.5,4.948
569.3,413,4.948
572.3,413.5,4.947
575.3,414,4.947
578.3,414.5,4.946
581.3,415,4.945
584.3,415.5,4.945
587.2,416,4.944
590.2,416.5,4.944
593.2,417,4.943
596.2,417.5,4.942
599.2,418,4.942
602.2,418.5,4.941
605.1,419,4.941
608.1,419.5,4.940
611.1,420,4.940
614.1,420.5,4.940
617.1,421,4.940
620.1,421.5,4.939
623.1,422,4.938
626.1,422.5,4.937
629.1,423,4.936
632.1,423.5,4.936
635,424,4.935
638.1,424.5,4.934
641.1,425,4.933
644.1,425.5,4.933
647.1,426,4.932
650,426.5,4.931
653,427,4.931
656,427.5,4.930
659,428,4.929
662,428.5,4.928
665.1,429,4.927
668.1,429.5,4.927
671,430,4.927
674,430.5,4.926
677.1,431,4.926
680,431.5,4.925
683,432,4.923
686,432.5,4.922
689,433,4.921
692.1,433.5,4.920
695,434,4.920
698,434.5,4.920
700.9,435,4.919
703.9,435.5,4.918
707.1,436,4.917
710,436.5,4.916
713,437,4.916
716,437.5,4.915
719,438,4.914
722,438.5,4.914
725,439,4.913
728,439.5,4.913
731.1,440,4.913
734,440.5,4.912
737,441,4.912
740,441.5,4.911
743,442,4.910
746,442.5,4.908
749,443,4.906
752,443.5,4.905
755.1,444,4.904
758,444.5,4.903
761.1,445,4.903
764,445.5,4.902
767,446,4.901
770.1,446.5,4.899
773.1,447,4.898
776,447.5,4.897
779,448,4.896
782.1,448.5,4.896
785.1,449,4.895
788.1,449.5,4.894
791.1,450,4.894
794,450.5,4.893
797,451,4.892
800,451.5,4.891
803,452,4.889
806,452.5,4.888
808.9,453,4.887
812,453.5,4.886
815,454,4.884
818,454.5,4.882
820.9,455,4.880
824,455.5,4.879
827,456,4.879
829.9,456.5,4.878
833,457,4.877
835.9,457.5,4.877
838.9,458,4.876
841.9,458.5,4.875
844.9,459,4.874
847.9,459.5,4.873
850.9,460,4.872
853.9,460.5,4.870
856.9,461,4.869
859.8,461.5,4.868
862.9,462,4.867
865.8,462.5,4.866
868.9,463,4.864
871.8,463.5,4.863
874.8,464,4.861
877.8,464.5,4.860
880.8,465,4.858
883.8,465.5,4.857
886.8,466,4.855
889.8,466.5,4.855
892.8,467,4.854
895.8,467.5,4.852
898.7,468,4.851
901.7,468.5,4.850
904.7,469,4.849
907.7,469.5,4.848
910.7,470,4.846
913.7,470.5,4.843
916.7,471,4.841
919.7,471.5,4.839
922.7,472,4.837
925.7,472.5,4.835
928.7,473,4.833
931.7,473.5,4.833
934.7,474,4.832
937.7,474.5,4.831
940.7,475,4.829
943.6,475.5,4.828
946.6,476,4.827
949.6,476.5,4.825
