Time (s),Mass (g),HRR (kW/m2),TC back 1 (K)
141,108.7,2.1,23.27
142,108.8,-2.21,23.28
143,108.7,0.44,23.29
144,108.8,-0.31,23.3
145,108.7,2.37,23.31
146,108.6,2.15,23.33
147,108.7,1.94,23.34
148,108.6,-2.1,23.36
149,108.5,-0.42,23.37
150,108.4,-0.53,23.39
151,108.2,0.39,23.41
152,108.1,2,23.43
153,108.2,-1.84,23.44
154,108.1,2.85,23.45
155,107.8,1.11,23.46
156,107.5,-1.38,23.48
157,107.7,2.61,23.49
158,107.6,3.15,23.51
159,107.4,2.14,23.53
160,107.3,-0.03,23.54
161,107,3.96,23.56
162,107,0.94,23.58
163,106.9,4.51,23.59
164,106.6,1.55,23.61
165,106.4,6.69,23.63
166,106.1,6.8,23.64
167,105.5,6.42,23.65
168,105.6,8.08,23.68
169,105.5,7.99,23.7
170,105.3,12.05,23.72
171,105.2,9.09,23.75
172,105.2,13.01,23.76
173,105.3,12.29,23.77
174,105.3,16.28,23.79
175,105.2,17.44,23.83
176,105,23.34,23.84
177,105,17.63,23.87
178,104.9,23.18,23.89
179,104.4,28.39,23.9
180,104.4,25.23,23.95
181,104.6,26.31,23.97
182,104.2,33.58,24
183,104.2,35.67,24.01
184,104.1,27.92,24.04
185,103.9,39.91,24.05
186,103.6,39.22,24.05
187,103.6,40.93,24.07
188,103.5,34.2,24.09
189,103.4,35.65,24.11
190,103.4,42.56,24.13
191,103.4,40.18,24.17
192,103.3,44.49,24.16
193,103.3,40.66,24.16
194,103.3,37.2,24.18
195,103.1,43.65,24.21
196,103.1,40.59,24.25
197,103.1,43.46,24.28
198,103,46.15,24.33
199,102.7,42.33,24.36
200,102.5,45.91,24.36
201,102.5,38.09,24.38
202,102.5,45.83,24.4
203,102.4,41.36,24.45
204,102.3,44.9,24.52
205,102.2,43.26,24.54
206,102.4,44.96,24.57
207,102.2,43.45,24.59
208,102.2,45.08,24.63
209,102.2,49.93,24.65
210,102.1,40.13,24.67
211,101.9,44.05,24.73
212,101.9,37.44,24.78
213,101.6,41.53,24.83
214,101.5,44.37,24.88
215,101.3,40.03,24.93
216,101.3,39.1,24.98
217,101.5,38.57,25.02
218,101.3,35.99,25.08
219,101.3,38.38,25.13
220,101.2,33.17,25.16
221,101.2,38.59,25.23
222,101.2,37.49,25.26
223,101.2,37.31,25.29
224,101,38.24,25.32
225,100.9,31.28,25.37
226,100.9,37.42,25.44
227,100.7,30.15,25.48
228,100.6,29.6,25.53
229,100.5,31.54,25.55
230,100.5,31.28,25.58
231,100.4,31.73,25.64
232,100.5,33.72,25.69
233,100.3,29.98,25.75
234,100.2,27.9,25.79
235,100,27.66,25.84
236,100,29.75,25.9
237,99.9,27.46,25.94
238,100,32.74,26.02
239,99.9,29.32,26.07
240,99.8,29.59,26.13
241,99.7,29.39,26.18
242,99.6,26.52,26.24
243,99.6,29.4,26.28
244,99.6,31.54,26.32
245,99.6,31.21,26.37
246,99.5,27.04,26.41
247,99.6,30.17,26.47
248,99.4,22.14,26.52
249,99.3,28.5,26.58
250,99,28.28,26.63
251,99.1,28.22,26.7
252,99,28.09,26.73
253,99,21.13,26.79
254,99,26.73,26.84
255,98.9,26.45,26.89
256,99,22.7,26.94
257,99,25.07,27.01
258,98.8,28.52,27.06
259,98.8,23.1,27.14
260,98.7,23.37,27.2
261,98.6,22.9,27.24
262,98.7,27.41,27.29
263,98.5,27.32,27.36
264,98.5,20.36,27.45
265,98.1,22.71,27.54
266,98,22.75,27.61
267,98,23.96,27.69
268,97.9,22.69,27.76
269,98,24.19,27.82
270,97.9,21.52,27.88
271,97.9,26.92,27.96
272,97.8,22.28,28.04
273,97.7,23.11,28.1
274,97.7,22.54,28.2
275,97.6,25.35,28.28
276,97.5,29.16,28.36
277,97.5,23.87,28.44
278,97.4,24.13,28.53
279,97.4,25.99,28.62
280,97.3,23.2,28.69
281,97.2,21.06,28.77
282,97.2,21.72,28.84
283,97.1,25.4,28.92
284,97.2,20.51,29.03
285,97.1,20.14,29.11
286,97,21.07,29.19
287,97,22.52,29.23
288,97,25.57,29.31
289,96.7,21.99,29.37
290,97,25.48,29.45
291,96.9,25.82,29.56
292,96.8,25.82,29.62
293,96.7,25.04,29.72
294,96.6,26.47,29.82
295,96.5,21.93,29.9
296,96.5,24.76,30
297,96.5,26.1,30.09
298,96.4,26.87,30.18
299,96.5,25.36,30.3
300,96.5,25.49,30.38
301,96.5,25.31,30.45
302,96.2,24.09,30.57
303,96.1,22.38,30.65
304,96,23.95,30.71
305,95.9,23.69,30.82
306,95.9,24.32,30.93
307,95.8,23.37,31.02
308,95.8,24.32,31.12
309,95.8,25.44,31.23
310,95.8,21.35,31.33
311,95.6,27.05,31.43
312,95.5,25.1,31.54
313,95.5,28.21,31.65
314,95.4,18.76,31.75
315,95.3,22.35,31.86
316,95.3,25.76,31.97
317,95.2,22.56,32.07
318,95.1,22.63,32.18
319,95.1,22.27,32.28
320,95,20.95,32.39
321,95.1,20.64,32.49
322,95.1,21.7,32.58
323,95,23.15,32.69
324,94.8,20.25,32.81
325,94.8,21.93,32.92
326,94.7,22.06,33.03
327,94.7,22.37,33.14
328,94.6,23.78,33.24
329,94.7,21.09,33.34
330,94.5,20.13,33.47
331,94.6,22.99,33.55
332,94.5,18.59,33.68
333,94.4,24.59,33.79
334,94.4,22.94,33.9
335,94.4,18.11,34.03
336,94.3,15.34,34.14
337,94.2,17.5,34.25
338,94.1,22.99,34.39
339,94,22.36,34.5
340,93.9,21.53,34.62
341,93.9,21.83,34.75
342,93.9,20.67,34.88
343,93.9,22.09,35
344,93.8,19.78,35.12
345,93.7,22.32,35.26
346,93.7,19.3,35.37
347,93.5,21.46,35.5
348,93.4,17.16,35.61
349,93.4,17.9,35.74
350,93.4,22.37,35.85
351,93.3,28.24,35.99
352,93.3,19.89,36.13
353,93.3,23.87,36.26
354,93.3,21.78,36.37
355,93.3,22.84,36.5
356,93.3,21.29,36.66
357,93.3,19.11,36.81
358,93.3,20.43,36.98
359,93.2,23.68,37.12
360,93.2,19.84,37.26
361,93.1,21.82,37.4
362,93.1,25.46,37.54
363,93.1,22.19,37.68
364,93.1,16.71,37.81
365,93,20.52,37.95
366,92.8,19.74,38.09
367,92.6,21.77,38.24
368,92.4,17.46,38.36
369,92.5,14.98,38.5
370,92.4,19.97,38.63
371,92.4,18.58,38.8
372,92.3,19.64,38.95
373,92.3,22.06,39.09
374,92.2,18.78,39.23
375,91.9,16.74,39.39
376,90.1,18.92,39.55
377,90.8,19.97,39.71
378,90.9,24.97,39.85
379,90.9,19.83,40.01
380,90.9,19.15,40.2
381,90.9,21.46,40.36
382,91,21.96,40.53
383,91,17.78,40.7
384,91.1,21.12,40.87
385,91,19.71,41.03
386,91,15.88,41.23
387,91.1,16.67,41.4
388,91,19.58,41.58
389,91,22.68,41.75
390,91,21.39,41.92
391,91,21.72,42.08
392,91,20.62,42.26
393,91,18.86,42.44
394,91,18.85,42.59
395,90.9,16.88,42.74
396,90.9,19.05,42.91
397,90.9,16.33,43.08
398,91,18.87,43.25
399,91,23.2,43.4
400,91,23.17,43.54
401,90.9,18.44,43.73
402,90.9,17.31,43.89
403,90.9,17.64,44.07
404,90.9,20.12,44.25
405,90.9,16.6,44.43
406,90.8,20.97,44.59
407,90.7,17.51,44.79
408,90.7,16.4,44.95
409,90.7,19.78,45.12
410,90.6,17.97,45.28
411,90.4,17.42,45.46
412,90.4,21.48,45.63
413,90.4,19.37,45.81
414,90.2,18.01,46
415,90.2,17.26,46.18
416,90.2,18.95,46.35
417,89.8,17.84,46.51
418,89.8,19.23,46.7
419,89.8,19.71,46.88
420,89.8,14.64,47.07
421,89.8,20.2,47.27
422,89.7,13.6,47.45
423,89.6,14.39,47.63
424,89.7,14.81,47.83
425,89.6,18,48.02
426,89.6,16.24,48.18
427,89.6,12.68,48.39
428,89.6,18.51,48.58
429,89.5,15.7,48.75
430,89.5,14.7,48.9
431,89.1,20.63,49.08
432,89.1,17.74,49.25
433,89.1,19.2,49.44
434,89.1,16.2,49.62
435,89.2,15.35,49.81
436,89.1,14.1,49.99
437,89.2,15.76,50.19
438,89.1,16.8,50.37
439,89.1,18.09,50.55
440,89.1,12.75,50.76
441,89.1,12.61,50.95
442,89.1,17.03,51.15
443,89,17.58,51.32
444,88.9,17.1,51.51
445,88.9,15.74,51.68
446,88.8,13.4,51.88
447,88.6,15.11,52.07
448,88.7,15.36,52.25
449,88.5,20.55,52.46
450,88.4,18.13,52.65
451,88,21.88,52.84
452,88,20.92,53.03
453,88,19.29,53.24
454,87.9,17.9,53.45
455,88,14.09,53.65
456,88,19.37,53.85
457,88,16.57,54.03
458,87.9,20.38,54.24
459,87.9,19.05,54.42
460,87.9,18.42,54.6
461,87.7,20.65,54.8
462,87.6,14.69,54.99
463,87.5,14.5,55.2
464,87.4,19.35,55.38
465,87.1,16.7,55.59
466,87,20.92,55.78
467,87.1,16.96,55.97
468,87.1,19.46,56.15
469,87.2,18.81,56.35
470,87.2,21.73,56.55
471,87.2,20.91,56.76
472,87.2,18.4,56.96
473,87.1,21.91,57.13
474,87,18.83,57.33
475,87,18.65,57.54
476,86.8,18.73,57.74
477,86.8,21.92,57.93
478,86.7,17.37,58.11
479,86.7,16.97,58.3
480,86.5,18.4,58.5
481,86.5,20.24,58.69
482,86.5,19.72,58.88
483,86.5,18.57,59.08
484,86.5,20.28,59.28
485,86.4,16.05,59.48
486,86.3,20.58,59.67
487,86.2,19.79,59.86
488,85.9,18.54,60.04
489,85.8,20.42,60.21
490,85.8,16.66,60.42
491,85.9,17.77,60.6
492,85.9,16.66,60.8
493,85.9,17.39,61
494,85.8,19,61.17
495,85.7,20.78,61.36
496,85.6,18.33,61.53
497,85.6,20.02,61.73
498,85.5,21.78,61.92
499,85.4,17.17,62.11
500,85.3,21.32,62.31
501,85.2,19.23,62.47
502,85.2,18.24,62.67
503,85.2,20.54,62.86
504,85.1,18.65,63.05
505,85,17.1,63.25
506,85,19.86,63.44
507,84.9,23.55,63.64
508,84.8,17.93,63.83
509,84.8,17.95,64.01
510,84.7,19.43,64.19
511,84.7,15.93,64.38
512,84.7,19.52,64.58
513,84.6,17.55,64.78
514,84.7,20.25,64.96
515,84.5,17.62,65.13
516,84.5,21.71,65.33
517,84,18.64,65.53
518,84,20.74,65.71
519,84.1,21.27,65.9
520,84,16.92,66.1
521,83.9,16.7,66.31
522,83.9,20.86,66.5
523,83.8,18.66,66.69
524,83.7,19.87,66.88
525,83.9,18.5,67.09
526,83.7,20.89,67.26
527,83.7,13.32,67.45
528,83.7,18.78,67.65
529,83.7,19.59,67.86
530,83.8,18.98,68.04
531,83.7,21.36,68.23
532,83.6,21.63,68.41
533,83.4,19.53,68.61
534,83.3,15.33,68.79
535,83,14.89,68.96
536,83,15.83,69.15
537,83,19.63,69.34
538,83,18.96,69.51
539,82.9,22.77,69.71
540,82.9,14.95,69.89
541,82.7,16.98,70.07
542,82.7,17.47,70.27
543,82.7,18.74,70.47
544,82.5,19.2,70.65
545,82.7,21.04,70.83
546,82.5,13.81,71.01
547,82.5,17.31,71.19
548,82.4,13.82,71.37
549,82.4,18.7,71.56
550,82.2,16.35,71.75
551,82.2,13.68,71.93
552,82.1,18.48,72.1
553,82.1,17.88,72.28
554,82.1,19.61,72.45
555,82,20.29,72.62
556,81.8,18.55,72.8
557,81.8,14.75,72.98
558,81.8,19.75,73.18
559,81.8,17.56,73.36
560,81.8,18.46,73.56
561,81.8,18.08,73.73
562,81.5,19.08,73.92
563,81.5,22.78,74.07
564,81.5,19.27,74.26
565,81.5,18.65,74.43
566,81.5,20.52,74.63
567,81.4,19.82,74.82
568,81.2,16.46,74.99
569,81.1,15.41,75.18
570,81.1,18.35,75.35
571,81,18.12,75.54
572,81.1,20.63,75.72
573,80.9,17.21,75.9
574,80.9,20.46,76.07
575,80.8,18.23,76.24
576,80.8,18.7,76.42
577,80.7,15.92,76.57
578,80.2,18.82,76.74
579,80.2,17.27,76.9
580,80.2,16.69,77.07
581,80.4,13.59,77.26
582,80.3,19.5,77.42
583,80.3,16.06,77.59
584,80.2,16.17,77.76
585,80.2,21.2,77.92
586,80.2,19.12,78.08
587,80.1,13.68,78.23
588,80.2,19.76,78.41
589,80.1,18.29,78.57
590,80.1,16.61,78.73
591,80.2,15.76,78.89
592,80,17.16,79.06
593,79.9,17.64,79.24
594,79.7,19.51,79.4
595,79.5,19.04,79.55
596,79.5,20.63,79.71
597,79.5,17.57,79.86
598,79.3,15.8,80.01
599,79.2,20.43,80.15
600,79.3,18.74,80.29
601,79.2,13.62,80.47
602,79.2,16.34,80.62
603,79.2,19.16,80.8
604,79.2,17.39,80.95
605,79.1,19.83,81.13
606,79,15.62,81.3
607,78.9,15.55,81.47
608,78.9,19.93,81.63
609,78.9,20.61,81.8
610,78.8,19.34,81.95
611,78.8,19.07,82.08
612,78.8,13.57,82.23
613,78.6,17,82.36
614,78.4,11.96,82.52
615,78.3,15.99,82.66
616,78.4,16.74,82.81
617,78.3,17.23,82.95
618,78.3,18.22,83.12
619,78.3,15.85,83.26
620,78.3,12.79,83.43
621,78.4,16.31,83.6
622,78.3,20.99,83.76
623,78.2,16.2,83.91
624,78.3,18.87,84.05
625,78.3,16.04,84.2
626,78.1,14.49,84.33
627,78.1,20.43,84.47
628,78,15.71,84.61
629,78,17.82,84.74
630,78,18.26,84.89
631,78,20.83,85.04
632,78,17.54,85.19
633,78,17.75,85.35
634,78,16.89,85.47
635,77.8,16.36,85.63
636,77.7,14.26,85.78
637,77.7,19.61,85.92
638,77.6,17.6,86.06
639,77.4,19.33,86.21
640,77.3,17.19,86.35
641,77.3,20,86.48
642,77.3,18.52,86.64
643,77.3,16.73,86.78
644,77.3,19,86.92
645,77.2,17.18,87.05
646,77.1,16.45,87.19
647,77.1,17.27,87.33
648,77,15.93,87.47
649,76.8,17.28,87.6
650,76.8,17.09,87.74
651,76.8,13.92,87.85
652,76.7,13.34,87.99
653,76.7,19.6,88.13
654,76.7,16.13,88.28
655,76.7,14.95,88.41
656,76.7,17,88.55
657,76.5,20.16,88.68
658,76.7,15.07,88.82
659,76.5,15.09,88.96
660,76.5,15.17,89.09
661,76.4,18.14,89.23
662,76.3,11.86,89.35
663,76.4,18.27,89.47
664,76.2,15.5,89.59
665,75.8,17.03,89.72
666,75.9,17.41,89.83
667,75.8,11.87,89.95
668,75.8,12.16,90.07
669,75.7,15.97,90.2
670,75.8,13.86,90.35
671,75.8,15.04,90.46
672,75.8,13.66,90.59
673,75.8,16.73,90.72
674,75.6,14.23,90.85
675,75.6,13.71,90.98
676,75.5,14.68,91.1
677,75.5,13.95,91.22
678,75.5,13.81,91.35
679,75.4,11.27,91.47
680,75.3,15.34,91.61
681,75.3,16.4,91.72
682,75.2,14.74,91.84
683,75.2,13.89,91.98
684,75.1,16.31,92.09
685,75.2,13.31,92.22
686,75.1,18.53,92.35
687,75,19.01,92.47
688,74.9,16.63,92.58
689,74.9,13.65,92.67
690,74.8,13.55,92.77
691,74.8,14.15,92.91
692,74.8,18.46,93.01
693,74.7,15.44,93.12
694,74.7,19.87,93.24
695,74.6,18.42,93.37
696,74.6,15.16,93.48
697,74.2,19.06,93.6
698,74.4,16.24,93.71
699,74.3,14.33,93.81
700,74.3,11.92,93.92
701,74.3,14.59,94.03
702,74.3,15.39,94.14
703,74.2,17.29,94.25
704,74.2,15.8,94.35
705,74.1,19.29,94.47
706,74.1,13.91,94.57
707,74,17.43,94.67
708,73.9,18.26,94.76
709,73.6,14.98,94.86
710,73.7,15.07,94.95
711,73.7,16.12,95.05
712,73.6,13.94,95.15
713,73.6,13.94,95.25
714,73.5,11.94,95.35
715,73.5,17.08,95.47
716,73.5,15.75,95.58
717,73.4,15.9,95.68
718,73.4,12.19,95.77
719,73.4,16.69,95.89
720,73.4,13.99,95.99
721,73.3,12.77,96.07
722,73,13.13,96.18
723,73.1,16.23,96.27
724,73,15.83,96.35
725,73.1,11.62,96.46
726,73,11.86,96.56
727,73,15.23,96.66
728,72.9,16.31,96.74
729,72.9,16.26,96.83
730,72.9,17.64,96.94
731,72.8,13.07,97.04
732,72.9,12.62,97.13
733,72.7,12.37,97.22
734,72.6,12.58,97.34
735,72.6,16.08,97.42
736,72.5,15.54,97.49
737,72.4,13.31,97.56
738,72.3,12.77,97.67
739,72.3,13.1,97.78
740,72.3,11,97.86
741,72.2,15.24,97.92
742,72.2,13.71,98.01
743,72.1,14.65,98.09
744,72.1,16.66,98.17
745,72,17.24,98.27
746,72,15.02,98.36
747,72,12.84,98.45
748,71.9,16.38,98.55
749,71.9,15.82,98.64
750,71.9,17.83,98.74
751,71.8,12.33,98.81
752,71.8,14.16,98.89
753,71.7,15.31,98.99
754,71.6,10.74,99.07
755,71.5,12.6,99.17
756,71.5,12.8,99.26
757,71.3,12.25,99.33
758,71.3,15.05,99.41
759,71.3,13.69,99.5
760,71.3,12.32,99.57
761,71.2,17.13,99.64
762,71.2,12.35,99.73
763,71.1,17.29,99.8
764,71.1,15.38,99.86
765,70.9,18.66,99.93
766,70.6,18.02,100.01
767,70.6,13.09,100.08
768,70.6,15.18,100.17
769,70.6,15.17,100.23
770,70.6,13.66,100.3
771,70.6,14.97,100.36
772,70.6,14.61,100.43
773,70.5,16.98,100.52
774,70.3,16.59,100.58
775,70.1,18.34,100.66
776,70.1,18.71,100.74
777,70.1,14.13,100.81
778,70.1,15.72,100.87
779,70.1,12.14,100.94
780,70.1,15.15,101.01
781,70.1,13.63,101.07
782,70,15.54,101.16
783,70,17.18,101.22
784,70,19.13,101.29
785,69.9,16,101.36
786,69.8,16.51,101.42
787,69.8,16.5,101.48
788,69.8,17.74,101.54
789,69.7,18.05,101.61
790,69.6,17.79,101.68
791,69.6,16.15,101.74
792,69.5,17.94,101.79
793,69.4,14.11,101.85
794,69.4,12.09,101.89
795,69.4,13.04,101.95
796,69.2,15.63,102
797,69.2,15.42,102.04
798,69.2,14.39,102.1
799,69.1,17.4,102.18
800,69.1,17.21,102.22
801,69.1,19.46,102.26
802,69,16.65,102.32
803,69,14.12,102.36
804,68.9,13,102.44
805,68.8,14.61,102.51
806,68.7,14.93,102.55
807,68.7,17.86,102.59
808,68.7,18.58,102.63
809,68.6,19.52,102.66
810,68.6,16.99,102.71
811,68.6,16.29,102.77
812,68.5,16.06,102.84
813,68.4,17.9,102.9
814,68.3,17.12,102.96
815,68.3,14.63,103
816,68.2,19.29,103.05
817,68.1,20.11,103.12
818,68.1,18.71,103.19
819,68,19.71,103.24
820,68,19.05,103.31
821,67.9,14.93,103.34
822,67.9,20.77,103.39
823,67.9,16.9,103.44
824,67.8,21.04,103.49
825,67.8,14.89,103.55
826,67.7,19.42,103.59
827,67.6,13.42,103.65
828,67.5,14.33,103.7
829,67.4,17.7,103.73
830,67.4,17.9,103.79
831,67.2,15.31,103.85
832,67.2,14.15,103.89
833,67.2,16.64,103.93
834,67.2,16.46,103.98
835,67.2,16.84,104.01
836,67.1,17.59,104.05
837,67,17.86,104.09
838,67,19.73,104.15
839,66.9,14.39,104.21
840,66.9,18.44,104.23
841,66.9,14.93,104.27
842,66.9,16.9,104.31
843,66.8,15.99,104.36
844,66.7,15.66,104.41
845,66.6,22.35,104.46
846,66.6,18.54,104.48
847,66.4,13.61,104.51
848,66.4,16.57,104.56
849,66.4,15.75,104.6
850,66.3,16.66,104.63
851,66.4,20.92,104.68
852,66.3,18.32,104.7
853,66.3,14.52,104.75
854,66.2,17.67,104.77
855,66.2,14.91,104.83
856,66,16.66,104.88
857,66.1,19.61,104.92
858,66,17.91,104.94
859,65.8,19.11,104.97
860,65.9,14.94,105.03
861,65.8,16.07,105.05
862,65.7,14.79,105.1
863,65.8,15.38,105.13
864,65.8,22.74,105.19
865,65.7,17.38,105.22
866,65.6,17.04,105.26
867,65.6,16.86,105.3
868,65.5,21.02,105.34
869,65.4,16.45,105.37
870,65.4,19.31,105.39
871,65.3,14.95,105.44
872,65.3,20.91,105.49
873,65.3,18.53,105.52
874,65.2,16.36,105.57
875,65.2,13.84,105.59
876,65.2,20.1,105.63
877,65.1,17.17,105.67
878,64.5,19.69,105.73
879,64.5,15.69,105.75
880,64.5,14.27,105.78
881,64.5,17.25,105.81
882,64.5,21.49,105.86
883,64.5,17.57,105.88
884,64.5,17.62,105.92
885,64.5,15.2,105.96
886,64.5,16.21,106.01
887,64.4,17.64,106.04
888,64.4,19.3,106.06
889,64.4,14.99,106.15
890,64.2,18.86,106.16
891,64.2,14.79,106.2
892,64.2,19.86,106.23
893,64.1,17.21,106.27
894,64.1,18.61,106.27
895,64.1,16.99,106.3
896,64.1,13.9,106.34
897,63.9,14.97,106.37
898,63.9,19.55,106.4
899,63.9,17.84,106.42
900,63.8,20.51,106.46
901,63.8,15.03,106.51
902,63.6,17.34,106.54
903,63.6,14.92,106.6
904,63.5,19.27,106.63
905,63.5,19.07,106.68
906,63.5,18.88,106.71
907,63.4,15.17,106.75
908,63.3,20.61,106.8
909,63.3,15.06,106.84
910,63.3,19.27,106.87
911,63.2,19.57,106.9
912,63.1,18.47,106.93
913,63.1,15.13,106.98
914,62.9,16.77,107.04
915,62.9,17.49,107.07
916,62.9,18.04,107.1
917,62.6,19.14,107.14
918,62.6,17.66,107.16
919,62.6,15.7,107.21
920,62.6,14.78,107.24
921,62.6,17.29,107.3
922,62.5,17.53,107.34
923,62.5,17.11,107.36
924,62.3,18.59,107.39
925,62.3,17.19,107.42
926,62.3,19.45,107.48
927,62.3,13.53,107.53
928,62.3,14.05,107.58
929,62,13.63,107.63
930,62.1,18.33,107.66
931,62,18.63,107.7
932,62,15.07,107.75
933,61.9,18.69,107.77
934,61.8,15.04,107.83
935,61.8,15.44,107.88
936,61.8,16.31,107.88
937,61.7,15.26,107.94
938,61.7,19.98,107.98
939,61.7,18.48,108
940,61.5,17.27,108.04
941,61.6,14.81,108.08
942,61.5,17.68,108.14
943,61.4,14.01,108.18
944,61.4,18.47,108.24
945,61.3,19.76,108.3
946,61.2,17.46,108.34
947,61.3,14.92,108.39
948,61.2,19.96,108.44
949,61.1,14.71,108.49
950,61.2,15.89,108.54
951,61.3,14.67,108.59
952,61.5,12.67,108.63
953,61.5,20.3,108.67
954,61.5,15.75,108.71
955,61.4,18.09,108.74
956,61.4,16.8,108.81
957,61.4,18.28,108.84
958,61.4,14.62,108.89
959,61.5,13.67,108.93
960,61.4,18.37,108.99
961,61.3,15.84,109.04
962,61,16.16,109.1
963,60.7,15.24,109.17
964,60.7,17.09,109.22
965,60.7,15.79,109.27
966,60.5,17.14,109.34
967,60.5,15.26,109.39
968,60.4,17.67,109.46
969,60.4,12.71,109.52
970,60.4,14.4,109.58
971,60.4,14.55,109.64
972,60.4,20,109.7
973,60.2,16.61,109.74
974,60.1,16.25,109.81
975,60.1,17.99,109.86
976,60,16.78,109.89
977,59.8,20.77,109.94
978,59.8,17.95,110.02
979,59.8,15.3,110.09
980,59.8,18.8,110.16
981,59.6,17.87,110.21
982,59.7,14.29,110.27
983,59.6,15.85,110.36
984,59.5,15.13,110.43
985,59.5,14.63,110.51
986,59.5,15.27,110.57
987,59.4,18.46,110.65
988,59.2,16.23,110.73
989,59.2,14.86,110.81
990,59.1,16.05,110.89
