Time (s),Temperature (K),Mass (mg)
0,325,4.682
4.1,325.5,4.676
8.4,326,4.671
12.4,326.5,4.668
16.3,327,4.665
20.2,327.5,4.662
23.8,328,4.658
27.2,328.5,4.655
30.5,329,4.651
33.6,329.5,4.648
36.7,330,4.644
39.6,330.5,4.640
42.4,331,4.637
45.1,331.5,4.632
47.6,332,4.629
50.2,332.5,4.626
52.7,333,4.623
55.1,333.5,4.620
57.5,334,4.617
59.7,334.5,4.615
61.9,335,4.612
64.1,335.5,4.610
66.2,336,4.607
68.3,336.5,4.605
70.5,337,4.603
72.5,337.5,4.601
74.5,338,4.599
76.5,338.5,4.598
78.5,339,4.595
80.4,339.5,4.594
82.4,340,4.593
84.3,340.5,4.591
86.2,341,4.590
88.1,341.5,4.588
90,342,4.587
91.8,342.5,4.585
93.8,343,4.584
95.6,343.5,4.583
97.4,344,4.581
99.3,344.5,4.580
101.1,345,4.579
102.9,345.5,4.579
104.8,346,4.578
106.7,346.5,4.577
108.5,347,4.576
110.3,347.5,4.576
112.2,348,4.575
114,348.5,4.574
115.8,349,4.573
117.7,349.5,4.573
119.6,350,4.573
121.4,350.5,4.572
123.2,351,4.571
125.2,351.5,4.569
127.1,352,4.568
128.9,352.5,4.567
130.8,353,4.566
132.7,353.5,4.565
134.6,354,4.564
136.6,354.5,4.563
138.6,355,4.562
140.5,355.5,4.562
142.5,356,4.561
144.4,356.5,4.560
146.5,357,4.559
148.5,357.5,4.558
150.5,358,4.557
152.6,358.5,4.557
154.7,359,4.556
156.7,359.5,4.555
158.8,360,4.555
161,360.5,4.554
163.1,361,4.554
165.3,361.5,4.553
167.6,362,4.553
169.8,362.5,4.553
172,363,4.552
174.3,363.5,4.552
176.6,364,4.551
179,364.5,4.551
181.3,365,4.550
183.7,365.5,4.550
186.1,366,4.550
188.6,366.5,4.549
191.1,367,4.549
193.6,367.5,4.549
196.2,368,4.549
198.9,368.5,4.549
201.5,369,4.549
204.2,369.5,4.548
206.8,370,4.549
209.5,370.5,4.550
212.3,371,4.550
215.1,371.5,4.549
218,372,4.549
220.8,372.5,4.549
223.7,373,4.549
226.6,373.5,4.548
