Time (s),Temperature (K),Mass (mg)
0,303.15,5.43515
2,304.483334,5.435064
4,305.816668,5.434929
6,307.15,5.434551
8,308.483332,5.434113
10,309.816668,5.434152
12,311.15,5.434575
14,312.483332,5.435402
16,313.816668,5.436358
18,315.15,5.437101
20,316.483332,5.437399
22,317.816668,5.437281
24,319.15,5.437157
26,320.483332,5.436972
28,321.816668,5.436759
30,323.15,5.436485
32,324.483332,5.436213
34,325.816668,5.435932
36,327.15,5.435615
38,328.483332,5.435238
40,329.816668,5.434822
42,331.15,5.434379
44,332.483332,5.4339
46,333.816668,5.433346
48,335.15,5.432706
50,336.483332,5.432025
52,337.816664,5.431313
54,339.15,5.430556
56,340.483336,5.429737
58,341.816664,5.428833
60,343.15,5.427814
62,344.483336,5.426677
64,345.816664,5.425452
66,347.15,5.424192
68,348.483336,5.422912
70,349.816664,5.421546
72,351.15,5.419988
74,352.483336,5.418267
76,353.816664,5.416438
78,355.15,5.414454
80,356.483336,5.412321
82,357.816664,5.410043
84,359.15,5.407639
86,360.483336,5.405073
88,361.816664,5.402323
90,363.15,5.399414
92,364.483336,5.396348
94,365.816664,5.393088
96,367.15,5.389601
98,368.483336,5.385875
100,369.816664,5.381918
102,371.15,5.377737
104,372.483336,5.373316
106,373.816664,5.368699
108,375.15,5.363935
110,376.483336,5.358992
112,377.816664,5.367642
114,378.15,5.1238
116,378.15,5.123776
118,378.15,5.123712
120,378.15,5.123746
122,378.15,5.123754
124,378.15,5.123704
126,378.15,5.1237
128,378.15,5.1237
130,378.15,5.1237
132,378.15,5.1237
134,378.15,5.1237
136,378.15,5.1237
138,378.15,5.1237
140,378.15,5.1237
142,378.15,5.123719
144,378.15,5.123785
146,378.15,5.123799
148,378.15,5.123799
150,378.15,5.123755
152,378.15,5.123703
154,378.15,5.123648
156,378.15,5.123646
158,378.15,5.12372
160,378.15,5.123787
162,378.15,5.123799
164,378.15,5.1238
166,378.15,5.1238
168,378.15,5.1238
170,378.15,5.1238
172,378.15,5.1238
174,378.15,5.1238
176,378.15,5.123799
178,378.15,5.123759
180,378.15,5.12369
182,378.15,5.12361
184,378.15,5.1236
186,378.15,5.1236
188,378.15,5.1236
190,378.15,5.1236
192,378.15,5.1236
194,378.15,5.1236
196,378.15,5.1236
198,378.15,5.1236
200,378.15,5.1236
202,378.15,5.123611
204,378.15,5.123687
206,378.15,5.1237
208,378.15,5.1237
210,378.15,5.1237
212,378.15,5.1237
214,378.15,5.1237
216,378.15,5.1237
218,378.15,5.1237
220,378.15,5.1237
222,378.15,5.123671
224,378.15,5.123605
226,378.15,5.1236
228,378.15,5.1236
230,378.15,5.1236
232,378.15,5.1236
234,378.15,5.1236
236,378.15,5.1236
238,378.15,5.1236
240,378.15,5.1236
242,378.15,5.1236
244,378.15,5.1236
246,378.15,5.1236
248,378.15,5.123547
250,378.15,5.123436
252,378.15,5.1234
254,378.15,5.123409
256,378.15,5.123485
258,378.15,5.123556
260,378.15,5.123605
262,378.15,5.12373
264,378.15,5.123824
266,378.15,5.123889
268,378.15,5.123899
270,378.15,5.123863
272,378.15,5.123807
274,378.15,5.1238
276,378.15,5.1238
278,378.15,5.1238
280,378.15,5.1238
282,378.15,5.1238
284,378.15,5.1238
286,378.15,5.1238
288,378.15,5.1238
290,378.15,5.1238
292,378.15,5.123839
294,377.525,5.123947
296,376.691664,5.123998
