Time (s),Mass (g),HRR (kW/m2),TC Top (K),TC back 1 (K),TC back 2 (K)
1076,10.551994,113.5253286,1060.634,954.586,621.414
1077,10.457178,116.4254936,1057.457,954.792,621.907
1078,10.402737,110.8911109,1063.504,954.89,622.188
1079,10.33808,111.9063437,1072.836,955.192,622.952
1080,10.264056,108.5038071,1066.395,955.501,623.731
1081,10.177953,110.4978928,1054.185,955.685,624.455
1082,10.101482,111.223599,1050.687,955.891,625.257
1083,10.022449,108.1295353,1052.117,956.039,625.817
1084,9.967976,108.4933862,1050.746,956.134,626.096
1085,9.915172,108.744405,1048.152,956.375,626.887
1086,9.862617,110.409618,1049.398,956.642,627.776
1087,9.81692,110.6681725,1055.982,956.89,628.579
1088,9.739298,114.4613625,1068.299,956.846,629.144
1089,9.647836,113.5322578,1064.373,956.888,629.408
1090,9.569131,112.971279,1056.909,957.025,630.16
1091,9.514936,110.6063778,1064.327,957.262,631.118
1092,9.432527,110.2846047,1060.526,957.446,632.014
1093,9.286554,112.80646,1050.831,957.607,632.586
1094,9.188999,111.8840549,1051.957,957.694,632.813
1095,9.188774,110.9864918,1055.637,958.057,633.682
1096,9.176774,110.5746291,1052.684,958.474,634.587
1097,9.082737,110.9745749,1046.059,958.805,635.424
1098,9.028324,111.2671014,1048.203,959.08,636.082
1099,8.974127,112.5701872,1045.506,959.205,636.37
1100,8.917256,109.8677164,1048.383,959.575,637.239
1101,8.84802,111.4778215,1058.569,959.942,638.092
1102,8.800161,111.7032234,1053.412,960.263,638.901
1103,8.721331,111.017597,1054.729,960.427,639.572
1104,8.655037,112.6571176,1056.216,960.509,639.856
1105,8.617383,112.3229064,1058.454,960.715,640.684
1106,8.530513,109.7265952,1057.865,960.848,641.558
1107,8.453701,112.4054203,1059.93,960.972,642.343
1108,8.360022,112.0785179,1055.344,961.142,643.099
1109,8.350645,110.4142288,1053.239,961.19,643.399
1110,8.303851,113.4430491,1052.469,961.289,644.267
1111,8.222477,113.1282104,1055.307,961.372,645.159
1112,8.085309,110.9542685,1043.288,961.61,645.991
1113,8.033486,109.5185304,1040.129,961.866,646.881
1114,8.026174,110.0535013,1044.746,961.998,647.529
1115,7.957347,110.9786982,1051.492,962.074,647.822
1116,7.865203,114.5872943,1044.916,962.278,648.669
1117,7.781867,111.6252112,1046.866,962.456,649.547
1118,7.716967,109.8382853,1050.729,962.589,650.39
1119,7.659584,111.9312621,1057.129,962.644,651.008
1120,7.604536,110.5251959,1052.562,962.718,651.333
1121,7.58487,111.3431484,1044.83,962.921,652.184
1122,7.519794,111.6315028,1043.976,963.162,652.977
1123,7.417527,111.0856964,1044.06,963.519,653.852
1124,7.381933,111.7004204,1050.5,963.768,654.456
1125,7.324167,113.8019259,1049.963,963.897,654.798
1126,7.249158,113.4339584,1047.512,964.222,655.683
1127,7.17112,113.9666069,1043.157,964.425,656.551
1128,7.125799,112.4368346,1042.881,964.637,657.428
1129,7.037876,111.2029387,1048.165,965.021,658.013
1130,6.910151,113.1455245,1050.413,965.075,658.274
1131,6.841882,113.5758246,1054.564,965.309,659.221
1132,6.786339,111.6479208,1049.497,965.566,660.035
1133,6.713459,117.02054,1049.288,965.848,660.946
1134,6.678825,120.6708006,1065.573,966.123,661.585
1135,6.615366,119.0426249,1062.277,966.222,661.845
1136,6.524847,118.0003875,1051.393,966.579,662.818
1137,6.462021,113.1881207,1047.87,966.887,663.693
1138,6.363601,115.7300861,1047.644,967.207,664.558
1139,6.280024,112.1032231,1041.349,967.452,665.209
1140,6.239805,109.8936253,1043.654,967.552,665.47
1141,6.204805,111.6865537,1048.687,967.882,666.403
1142,6.138417,114.2586794,1045.203,968.166,667.379
1143,6.081272,112.9764033,1039.086,968.474,668.381
1144,6.029831,113.8814268,1034.037,968.622,669.315
1145,5.957105,119.5124477,1040.028,968.728,669.901
1146,5.894048,116.8613696,1049.997,968.993,670.257
1147,5.860896,116.1621308,1054.526,969.19,671.214
1148,5.817127,115.2464356,1064.12,969.401,672.157
1149,5.76091,115.523466,1057.277,969.65,673.094
1150,5.69388,115.4148924,1048.424,969.799,673.687
1151,5.636252,115.6680366,1047.214,969.874,673.99
1152,5.539057,113.8226715,1046.062,970.086,674.931
1153,5.463115,114.368526,1050.279,970.272,675.913
1154,5.407145,115.351009,1049.104,970.436,676.87
1155,5.348812,112.8531954,1045.812,970.414,677.55
1156,5.262072,116.6681283,1044.922,970.592,677.895
1157,5.188786,117.5379803,1040.667,970.976,678.852
1158,5.130311,114.3724327,1034.292,971.127,679.959
1159,5.091715,114.6572282,1032.655,971.204,681.002
1160,5.017049,113.9494676,1030.837,971.232,681.692
1161,4.956558,113.4569147,1032.763,971.217,682.007
1162,4.8907,113.871666,1038.883,971.188,682.972
1163,4.819234,112.5445671,1047.32,971.232,684.097
1164,4.736764,113.826963,1054.651,971.366,685.141
1165,4.642993,116.7208055,1057.098,971.523,685.848
1166,4.538567,115.429865,1053.899,971.585,686.176
1167,4.482537,117.9722478,1047.793,971.785,687.165
1168,4.410474,116.3888916,1052.377,971.965,688.377
1169,4.342181,114.9584853,1048.751,972.088,689.475
1170,4.262616,115.3478706,1037.751,972.411,690.234
1171,4.131135,118.6475097,1041.521,972.483,690.522
1172,4.029694,117.3818834,1051.654,972.839,691.759
1173,3.949193,120.3283559,1048.626,973.202,693.025
1174,3.883114,117.7831233,1049.478,973.307,694.261
1175,3.79601,114.0757655,1045.131,973.425,695.562
1176,3.706938,115.3554347,1042.383,973.466,696.421
1177,3.595556,116.1219357,1036.828,973.636,696.827
1178,3.470006,116.7530442,1042.434,973.847,698.216
1179,3.392507,116.0388611,1044.568,974.039,699.407
1180,3.295218,113.270228,1048.172,974.159,700.911
1181,3.213493,116.2743543,1041.231,974.289,701.84
1182,3.151511,117.8250875,1039.817,974.359,702.229
1183,3.080459,116.6342236,1035.478,974.607,703.627
1184,2.96701,114.8099092,1036.142,974.842,704.894
1185,2.86417,114.9607213,1040.739,975.144,706.282
1186,2.817058,116.9470826,1037.751,975.341,707.232
1187,2.751911,115.3778516,1037.614,975.409,707.639
1188,2.67699,117.2792256,1036.127,975.64,709.156
1189,2.616833,114.1806642,1035.886,975.767,710.452
1190,2.551968,115.4748307,1047.196,975.83,711.739
1191,2.431443,114.4206976,1067.072,975.891,712.739
1192,2.355168,114.2906978,1064.362,975.902,713.147
1193,2.287559,117.1883528,1054.539,975.965,714.591
1194,2.197585,117.3063111,1041.435,976.055,716.023
1195,2.134184,117.6666346,1031.912,976.062,717.345
1196,2.082052,116.9769287,1041.685,976.016,718.491
1197,2.027646,118.8078443,1040.549,976.082,718.907
1198,1.932679,114.9444236,1037.754,976.254,720.257
1199,1.862114,114.5392581,1037.759,976.317,721.904
1200,1.813731,116.1195085,1040.814,976.458,723.325
1201,1.725555,116.3023445,1049.298,976.56,724.35
1202,1.602077,115.9407608,1046.986,976.658,724.823
1203,1.507621,115.8139415,1041.669,976.968,726.248
1204,1.414246,116.2455719,1042.524,977.399,727.815
1205,1.302563,116.3252934,1056.087,977.862,729.23
1206,1.221795,113.8633074,1076.006,978.138,730.176
1207,1.145845,117.9420208,1067.949,978.242,730.626
1208,1.034081,117.461512,1049.111,978.513,731.985
1209,0.948085,111.5066539,1046.511,978.567,733.392
1210,0.90961,113.8773494,1040.987,978.525,734.598
1211,0.851002,110.1228465,1042.223,978.849,736.066
1212,0.782011,111.4748486,1037.966,978.955,737.188
1213,0.766283,111.2498518,1041.537,979.038,737.625
1214,0.778982,112.7922571,1046.54,979.286,739.152
1215,0.704608,113.5869488,1036.975,979.456,740.513
1216,0.651849,111.5144849,1028.513,979.666,741.888
1217,0.590886,111.7019361,1024.455,979.808,742.919
1218,0.526493,111.081775,1028.398,979.876,743.438
1219,0.493143,114.6583154,1034.819,980.008,744.808
1220,0.422088,110.5673548,1035.6,980.066,746.077
1221,0.380746,110.6953402,1044.287,980.189,747.427
1222,0.353904,110.7696642,1053.324,980.281,748.404
1223,0.299194,110.195422,1053.044,980.315,748.891
1224,0.25538,111.4970118,1052.43,980.39,750.22
1225,0.240606,114.0278961,1049.505,980.447,751.434
1226,0.192994,109.8689332,1040.024,980.582,752.691
1227,0.185329,109.7699149,1036.963,980.72,753.719
1228,0.159239,111.2898868,1037.267,980.728,753.959
1229,0.080975,108.2519862,1038.486,980.804,755.313
1230,0.024977,107.7788633,1035.501,980.9,756.494
1231,-0.03058,106.0288714,1029.066,980.878,757.604
1232,-0.073479,108.5757434,1030.269,981.055,758.65
1233,-0.090621,103.6570449,1031.363,981.045,759.032
1234,-0.128179,105.8739688,1034.174,981.029,760.373
1235,-0.14139,108.9019116,1039.774,981.079,761.627
1236,-0.192505,108.6192517,1043.777,981.188,762.952
1237,-0.230903,108.5716032,1032.885,981.264,763.84
1238,-0.267224,108.4536742,1033.228,981.293,764.233
1239,-0.319562,106.6159542,1033.601,981.392,765.567
1240,-0.332069,107.1721516,1033.37,981.456,766.742
1241,-0.349349,106.537533,1038.993,981.493,768.154
1242,-0.326602,109.0750019,1044.801,981.626,769.353
1243,-0.308089,107.3464719,1040.522,981.685,770.218
1244,-0.250299,107.5540136,1033.107,981.695,770.598
1245,-0.250925,108.2385272,1032.664,981.736,771.739
1246,-0.254793,108.5109097,1033.547,981.89,773.067
1247,-0.268935,105.4653569,1042.411,982.123,773.992
1248,-0.309134,107.0796438,1035.048,982.24,774.22
1249,-0.289093,107.7736369,1035.054,982.294,774.422
1250,-0.299705,105.4628687,1033.408,982.394,775.159
1251,-0.301375,103.9580039,1026.089,982.224,776.163
1252,-0.240947,105.9456891,1024.29,982.266,777.16
1253,-0.203759,106.5233144,1023.774,982.203,777.901
1254,-0.233728,106.3122049,1028.319,982.161,778.189
1255,-0.271526,107.4932557,1036.508,982.048,779.216
1256,-0.264621,105.8109255,1029.976,982.056,780.148
1257,-0.285569,102.8576781,1033.522,982.238,781.255
1258,-0.322123,103.7728226,1038.414,982.357,781.899
1259,-0.389733,106.0560809,1038.331,982.404,782.231
1260,-0.379024,103.7728478,1040.081,982.563,783.266
1261,-0.398031,103.9991343,1046.064,982.749,784.173
1262,-0.418536,102.8332489,1042.11,983.016,785.313
1263,-0.45392,106.6429581,1033.624,983.211,785.989
1264,-0.500017,103.4442926,1034.946,983.279,786.275
1265,-0.540466,101.2478031,1038.193,983.509,787.306
1266,-0.583009,102.6076559,1036.904,983.664,788.271
1267,-0.630275,103.8702889,1033.904,983.727,789.34
1268,-0.662963,102.3286794,1036.678,983.754,789.977
1269,-0.732995,103.9604198,1038.681,983.77,790.265
1270,-0.779923,101.3636671,1041.658,983.808,791.223
1271,-0.862682,101.2951702,1036.627,983.805,792.088
1272,-0.953313,101.6695347,1042.736,983.901,793.135
1273,-0.980793,101.6058837,1042.261,984,793.749
1274,-0.978811,99.96661861,1041.719,984.021,793.935
1275,-1.006213,100.7917439,1039.987,984.19,794.931
1276,-1.064429,99.69936116,1039.505,984.517,795.897
1277,-1.144811,99.05118523,1033.556,984.847,796.843
1278,-1.200658,96.54194512,1029.04,985.065,797.768
1279,-1.244075,93.75388982,1034.268,985.081,798.463
1280,-1.255635,94.13802058,1042.808,985.122,798.709
1281,-1.310856,96.68947944,1036.982,985.133,799.68
1282,-1.357095,98.24718961,1041.49,985.115,800.63
1283,-1.446471,97.83757497,1041.183,985.167,801.529
1284,-1.526611,94.76848723,1046.391,985.213,802.25
1285,-1.571921,96.47617065,1045.894,985.242,802.437
1286,-1.64483,96.52576421,1042.838,985.396,803.358
1287,-1.731863,94.33890159,1040.583,985.562,804.111
1288,-1.784748,91.9590796,1050.64,985.87,805.118
1289,-1.846178,93.92207971,1041.835,986.042,805.806
1290,-1.95008,92.8464901,1046.638,986.064,806.028
1291,-2.037919,90.59876049,1057.227,986.166,806.835
1292,-2.097991,90.60087719,1043.33,986.351,807.708
1293,-2.181074,92.2267632,1037.141,986.473,808.45
1294,-2.24595,88.10495251,1036.324,986.502,809.111
1295,-2.370237,90.58093132,1033.611,986.542,809.302
1296,-2.477558,90.58938732,1026.701,986.686,810.09
1297,-2.515925,90.67030693,1038.065,986.758,810.891
1298,-2.563321,89.51620083,1048.022,986.861,811.577
1299,-2.630693,90.6279809,1041.234,986.987,812.306
1300,-2.699444,89.11548424,1041.234,986.987,812.306
1301,-2.702203,91.80120938,1038.393,987.172,813.157
1302,-2.774835,88.83511892,1033.081,987.459,814.228
1303,-2.872895,87.51564626,1030.555,987.575,814.562
1304,-2.936256,84.97979702,1047.894,987.676,815.272
1305,-3.015361,86.21674252,1040.702,987.756,816.014
1306,-3.070443,84.36197438,1044.148,987.767,816.159
1307,-3.119424,85.1929234,1057.697,987.859,816.942
1308,-3.159827,84.17772353,1056.179,988.033,817.612
1309,-3.234693,84.14588603,1057.619,988.19,818.165
1310,-3.305373,81.47146083,1055.372,988.264,818.378
1311,-3.375565,82.07624263,1051.934,988.539,819.109
1312,-3.432201,80.855269,1055.221,988.889,819.792
1313,-3.477609,82.87851894,1049.764,989.427,820.582
1314,-3.550957,84.86455988,1046.388,989.757,821.099
1315,-3.632799,84.40639927,1047.058,989.845,821.335
1316,-3.66681,82.20705135,1053.877,990.079,822.038
1317,-3.765564,82.39832092,1070.63,990.281,822.818
1318,-3.848515,82.26228894,1072.492,990.472,823.485
1319,-3.980697,80.88671081,1063.095,990.705,824.339
1320,-4.0915,82.7818124,1066.387,991.062,824.891
1321,-4.138384,78.80068133,1068.525,991.101,825.031
1322,-4.210342,79.67887279,1077.666,991.352,825.843
1323,-4.323311,80.01613532,1076.181,991.752,826.73
1324,-4.380419,75.81381149,1077.631,992.045,827.441
1325,-4.435319,73.74179531,1069.248,992.22,828.12
1326,-4.468996,74.15941928,1069.014,992.372,828.337
1327,-4.522382,74.59472283,1070.399,992.885,829.135
1328,-4.592282,76.26113209,1076.622,993.255,829.92
1329,-4.618716,78.17073294,1073.24,993.743,830.843
1330,-4.629838,74.38391008,1068.493,994.076,831.533
1331,-4.651348,76.08500306,1074.475,994.168,831.793
1332,-4.747487,71.97885788,1085.099,994.441,832.601
1333,-4.853068,70.65605354,1077.65,994.694,833.444
1334,-4.914086,71.81164383,1077.888,994.976,834.325
1335,-4.965864,70.80293193,1077.83,995.169,834.88
1336,-5.060621,70.32746193,1078.565,995.26,835.107
1337,-5.134706,71.18115591,1083.518,995.594,835.954
1338,-5.153038,69.98725351,1087.241,995.847,836.705
1339,-5.180523,68.86134842,1075.356,996.085,837.538
1340,-5.218899,70.16792808,1070.234,996.299,838.134
1341,-5.154713,66.9566478,1071.961,996.37,838.382
1342,-4.778113,67.91372826,1076.145,996.586,839.139
1343,-4.602413,64.5832091,1079.78,996.791,839.88
1344,-4.687756,65.2241964,1085.787,997.036,840.695
1345,-4.817914,66.0311394,1076.006,997.265,841.243
1346,-4.899124,63.3723153,1077.779,997.292,841.386
1347,-5.008133,63.50674589,1083.553,997.475,842.202
1348,-5.094196,67.06354988,1081.951,997.766,842.954
1349,-5.132517,65.94611815,1090.288,998.168,843.638
1350,-5.198035,64.27418091,1090.387,998.714,844.481
1351,-5.26415,65.87569101,1089.745,998.992,844.965
1352,-5.370969,64.82391493,1087.607,999.079,845.154
1353,-5.485507,64.12735606,1084.653,999.489,846.007
1354,-5.554632,63.37633537,1084.196,999.852,846.689
1355,-5.656057,62.52430498,1091.034,1000.284,847.425
1356,-5.745925,62.53595154,1098.178,1000.802,848.012
1357,-5.811787,63.47829556,1098.008,1000.838,848.187
1358,-5.861794,59.18725786,1096.378,1000.989,848.906
1359,-5.884821,60.41704328,1091.691,1001.125,849.742
1360,-5.910845,61.72208551,1090.282,1001.112,850.556
1361,-5.929743,59.60875074,1086.891,1001.11,851.312
1362,-5.907981,57.30451862,1091.704,1001.174,851.62
1363,-5.947443,59.8945779,1099.065,1001.383,852.533
1364,-6.020668,59.41251622,1089.943,1001.622,853.472
1365,-6.128436,58.42922311,1091.923,1001.745,854.397
1366,-6.224192,57.36068169,1099.645,1001.811,855.066
1367,-6.302623,58.79161605,1101.798,1001.842,855.249
1368,-6.352033,55.98435409,1106.411,1001.992,856.219
1369,-6.406092,55.73072815,1094.547,1002.09,857.068
1370,-6.446474,58.31908603,1093.913,1002.212,858.08
1371,-6.506276,58.79036141,1091.489,1002.218,858.645
1372,-6.592623,55.89760566,1092.654,1002.219,858.825
1373,-6.669482,55.74615198,1097.792,1002.259,859.77
1374,-6.72834,56.70668629,1101.528,1002.381,860.655
1375,-6.838554,57.76338907,1111.3,1002.425,861.616
1376,-6.859389,53.11843424,1115.358,1002.45,862.251
1377,-6.775037,54.3000007,1113.242,1002.505,862.448
1378,-6.54562,55.10337829,1105.678,1002.721,863.211
1379,-6.31071,53.6232516,1100.929,1003.015,864.152
1380,-6.228427,54.90957116,1102.519,1003.313,865.019
1381,-6.160263,57.26110511,1106.623,1003.521,865.64
1382,-6.104029,54.2477196,1107.067,1003.588,865.875
1383,-6.085839,53.9774671,1104.997,1003.842,866.719
1384,-6.07386,53.57683949,1096.293,1004.182,867.556
1385,-6.09109,53.70300363,1101.871,1004.637,868.424
1386,-6.083298,50.17505397,1106.398,1005.054,869.367
1387,-6.102943,52.19171675,1102.539,1005.317,869.974
1388,-6.111599,50.33961446,1103.764,1005.409,870.145
1389,-6.107978,50.98425676,1112.323,1005.794,871.085
1390,-6.128709,49.69713964,1121.313,1005.743,871.798
1391,-6.14264,50.9153795,1117.594,1005.931,872.757
1392,-6.173753,49.45805918,1115.526,1006.073,873.364
1393,-6.239689,50.67592699,1115.964,1006.133,873.582
1394,-6.292265,50.85689732,1117.815,1006.417,874.416
1395,-6.407982,51.07578917,1118.781,1006.852,875.167
1396,-6.552582,50.10321534,1115.191,1007.456,876.016
1397,-6.687383,51.15086709,1114.136,1007.891,876.595
1398,-6.737256,47.67472515,1115.209,1008.01,876.783
1399,-6.756249,47.61264415,1116.382,1008.479,877.516
1400,-6.823057,50.47477787,1110.011,1008.985,878.258
1401,-6.867287,49.47772405,1109.144,1009.576,879.045
1402,-6.855653,47.64272077,1099.784,1010.048,879.644
1403,-6.831895,47.23395546,1098.712,1010.139,879.831
1404,-6.863754,47.11902732,1093.857,1010.467,880.556
1405,-6.886054,45.29505298,1089.615,1010.626,881.243
1406,-6.911456,45.09698543,1092.428,1010.667,881.982
1407,-6.921112,47.27088872,1094.991,1010.78,882.496
1408,-6.977186,47.29314374,1094.261,1010.77,882.687
1409,-7.035523,46.03350778,1093.9,1010.764,883.414
1410,-7.069103,47.34878126,1095.649,1010.868,884.091
1411,-7.109762,47.01104427,1078.342,1011.059,884.764
1412,-7.1762,45.35265934,1076.565,1011.308,885.385
1413,-7.25173,46.10120163,1075.601,1011.366,885.554
1414,-7.31833,45.89107247,1073.17,1011.606,886.172
1415,-7.32693,44.10794269,1072.034,1011.924,886.763
1416,-7.316093,44.91800726,1058.614,1012.402,887.45
1417,-7.326018,48.77462858,1042.569,1012.799,887.893
1418,-7.372913,48.18143578,1045.494,1012.852,888.023
1419,-7.378637,48.92293162,1054.058,1013.067,888.706
1420,-7.420343,49.0376717,1048.682,1013.13,889.284
1421,-7.433938,48.35244737,1053.786,1013.411,889.854
1422,-7.444688,47.32627455,1040.971,1013.812,890.412
1423,-7.498043,49.01027087,1038.084,1014.102,890.889
1424,-7.570654,45.60385246,1036.908,1014.115,891.035
1425,-7.588262,44.7647488,1028.65,1014.229,891.574
1426,-7.585769,45.56593526,1016.876,1014.476,892.103
1427,-7.627492,47.52981277,1032.987,1014.622,892.672
1428,-7.672234,44.25982656,1051.561,1014.889,893.062
1429,-7.684276,45.1091815,1050.845,1014.965,893.203
1430,-7.681822,47.32829968,1047.007,1015.289,893.763
1431,-7.72169,46.86530703,1041.286,1015.582,894.264
1432,-7.783136,43.79814827,1033.294,1015.644,894.768
1433,-7.850998,43.2252989,1019.246,1015.628,895.193
1434,-7.907262,43.33810711,1021.656,1015.604,895.294
1435,-7.90668,41.69228474,1025.708,1015.472,895.727
1436,-7.901785,42.93294438,1005.161,1015.249,896.265
1437,-7.887516,46.32924871,991.941,1015.294,896.693
1438,-7.793742,45.75754612,996.576,1015.378,897.09
1439,-7.516766,44.66547394,997.128,1015.417,897.186
1440,-7.379411,45.78692092,998.177,1015.624,897.689
1441,-7.172487,43.49180096,1000.498,1015.849,898.15
1442,-7.168468,42.98509101,1011.759,1016.258,898.667
1443,-7.152158,43.21249041,998.386,1016.69,898.993
1444,-7.14768,45.51551376,999.363,1016.868,899.102
1445,-7.182839,44.48807819,1004.3,1017.485,899.498
1446,-7.182227,44.11877626,1014.053,1018.015,899.959
1447,-7.110116,43.94065366,1007.102,1018.257,900.425
1448,-7.063002,46.57446566,998.281,1018.352,900.81
1449,-7.081443,42.28520212,997.226,1018.356,900.866
1450,-7.119235,42.36222495,992.218,1018.35,901.283
1451,-7.145287,44.83489991,996.786,1018.192,901.742
1452,-7.181729,44.62597487,992.484,1018.08,902.214
1453,-7.205437,41.90278562,995.895,1018.12,902.526
1454,-7.20223,44.11098839,998.599,1018.18,902.637
1455,-7.236759,42.52653617,1005.151,1018.485,903.076
1456,-7.261781,40.21392269,999.114,1018.873,903.45
1457,-7.333094,40.69728471,998.84,1019.072,903.859
1458,-7.330161,44.02764818,1001.104,1019.329,904.209
1459,-7.358373,40.22406125,1002.181,1019.488,904.517
1460,-7.378736,40.43950593,1005.586,1019.498,904.542
1461,-7.401185,43.05628742,1002.384,1019.662,904.957
1462,-7.433708,42.08823741,1007.32,1019.878,905.362
1463,-7.481683,41.04507512,1015.454,1020.244,905.712
1464,-7.546057,40.90348037,1003.394,1020.413,906.035
1465,-7.590837,43.70067795,1006.767,1020.473,906.093
1466,-7.640141,40.36640454,1019.925,1020.767,906.453
1467,-7.663714,41.10491697,1006.893,1020.784,906.816
1468,-7.71813,40.48043109,1001.988,1020.678,907.187
1469,-7.717362,40.55048195,996.982,1020.72,907.49
1470,-7.734083,39.85487196,1000.763,1020.743,907.55
1471,-7.739454,43.86543537,1012.41,1020.908,907.891
1472,-7.791676,41.92908482,992.503,1021.255,908.292
1473,-7.822628,39.10140472,990.385,1021.64,908.618
1474,-7.790445,40.1146784,990.665,1021.936,908.827
1475,-7.76027,41.84882837,991.226,1021.911,908.906
1476,-7.720932,39.83060411,995.034,1021.815,909.216
1477,-7.726381,41.1024671,1018.149,1021.734,909.548
1478,-7.753092,40.74911732,1007.487,1021.868,909.871
1479,-7.742047,41.22449697,1002.113,1022.087,910.166
1480,-7.745049,39.6015151,1000.244,1022.177,910.245
1481,-7.683594,41.53959042,993.86,1022.498,910.573
1482,-7.669636,40.22967765,990.526,1022.66,910.902
1483,-7.700958,39.25696445,986.933,1022.747,911.182
1484,-7.716582,39.15594283,984.583,1023.035,911.433
1485,-7.736188,40.16767649,986.342,1023.028,911.477
1486,-7.74858,37.05631251,993.758,1022.922,911.776
1487,-7.797807,36.63853943,982.752,1022.514,912.065
1488,-7.866958,37.28960209,995.337,1022.313,912.388
1489,-7.919096,38.83487835,990.379,1022.716,912.582
1490,-7.962288,35.7637818,990.568,1022.759,912.643
1491,-7.991428,37.41326254,994.593,1023.066,912.965
1492,-8.006885,39.80929512,1004.809,1023.603,913.258
1493,-8.028865,40.06659127,989.954,1023.792,913.537
1494,-8.072425,35.7357037,988.877,1023.905,913.84
1495,-8.134494,37.61119249,990.035,1024.078,914.024
1496,-8.185034,37.44812642,995.639,1024.146,914.108
1497,-8.181888,36.74548969,992.384,1024.453,914.417
1498,-8.227389,38.39100771,971.46,1025.046,914.647
1499,-8.234214,40.92737244,979.36,1025.657,914.921
1500,-8.257195,38.05182418,969.048,1025.85,915.212
1501,-8.28832,39.82780394,970.199,1025.848,915.256
1502,-8.349209,39.66065585,978.384,1025.903,915.491
1503,-8.429151,38.59431874,988.658,1026.097,915.733
1504,-8.470581,38.17500274,986.307,1026.173,916.002
1505,-8.469352,39.43093651,990.382,1026.492,916.183
1506,-8.494999,36.64400969,989.413,1026.56,916.214
1507,-8.584225,38.60354574,977.057,1027.238,916.535
1508,-8.616522,38.11965873,970.599,1027.487,916.764
1509,-8.651428,37.29666127,989.2,1027.297,917.015
1510,-8.735976,36.90730778,970.16,1027.302,917.194
1511,-8.757652,38.54831586,968.177,1027.291,917.252
1512,-8.773146,36.08147715,963.671,1027.27,917.557
1513,-8.794287,38.80344513,975.183,1027.394,917.774
1514,-8.851805,37.49549214,971.253,1027.617,917.997
1515,-8.846696,36.94570586,962.206,1027.929,918.227
1516,-8.895848,37.25009396,965.228,1028.036,918.275
1517,-8.985834,35.28402083,977.397,1028.459,918.528
1518,-9.027275,34.78104421,977.771,1028.346,918.754
1519,-9.069659,34.43122624,980.918,1028.097,918.993
1520,-9.080922,38.14143318,974.699,1028.286,919.156
1521,-9.085205,35.93540837,974.395,1028.298,919.205
1522,-9.132003,38.551511,973.607,1028.34,919.491
1523,-9.17315,36.05867648,977.974,1028.291,919.703
1524,-9.205115,36.1313591,984.388,1028.275,919.975
1525,-9.242106,36.70132959,969.036,1028.277,920.152
1526,-9.296916,39.89632631,969.679,1028.327,920.209
1527,-9.296509,38.18561444,971.091,1028.58,920.45
1528,-9.317315,37.69070024,965.074,1028.943,920.659
1529,-9.364126,38.50479717,959.509,1029.02,920.886
1530,-9.404096,39.06029973,969.086,1029.032,921.099
1531,-9.215377,37.77469111,980.846,1029.605,921.284
1532,-9.136452,39.52710225,980.071,1029.7,921.345
1533,-9.187999,37.21691696,976.47,1030.14,921.616
1534,-9.212126,38.36977665,971.2,1030.745,921.823
1535,-9.072775,41.68495124,962.422,1031.343,922.047
1536,-9.024232,37.74291915,948.897,1032.063,922.192
1537,-8.934264,39.77949946,948.779,1032.071,922.221
1538,-8.741505,39.25184757,947.107,1032.055,922.463
1539,-8.664596,38.66878119,947.7,1031.647,922.678
1540,-8.711886,38.27926667,955.699,1031.141,922.852
1541,-8.662829,38.91171161,937.29,1030.837,923.027
1542,-8.6024,36.40851787,939.428,1030.808,923.053
1543,-8.631529,36.55889325,950.568,1030.558,923.27
1544,-8.730409,37.35719161,947.042,1030.258,923.504
1545,-8.792036,36.01522136,974.872,1030.134,923.623
1546,-8.844879,37.02137505,976.287,1030.34,923.808
1547,-8.89509,36.42944464,974.333,1030.403,923.82
1548,-8.924218,36.44355459,943.746,1031.422,924.02
1549,-8.972569,36.8552912,961.717,1031.46,924.128
1550,-9.032047,35.41165062,956.934,1031.147,924.282
1551,-9.083243,35.00941252,946.592,1030.719,924.444
1552,-9.141393,39.01129022,940.195,1030.536,924.602
1553,-9.208723,35.2455477,932.424,1030.608,924.811
1554,-9.259112,38.25245561,943.232,1030.881,924.994
1555,-9.291146,38.70518259,943.976,1031.07,925.083
1556,-9.299974,36.22776609,943.736,1031.335,925.136
1557,-9.337497,35.42657495,933.436,1032.184,925.32
1558,-9.377842,36.86455147,931.807,1033.234,925.506
1559,-9.440179,35.68023664,940.614,1034.209,925.646
1560,-9.511,35.35665015,938.013,1034.57,925.71
1561,-9.534839,39.29915128,949.543,1035.179,925.831
1562,-9.544441,37.16738394,928.373,1035.282,925.976
1563,-9.609455,37.3248319,920.712,1034.946,926.193
1564,-9.627539,37.40900171,922.311,1034.874,926.249
1565,-9.176953,36.21633883,918.471,1035.335,926.426
1566,-8.63427,34.99523924,931.658,1034.976,926.544
1567,-8.665219,37.95310684,946.188,1034.958,926.687
1568,-8.716845,35.18531982,946.232,1034.958,926.687
1569,-8.750392,36.85040327,936.258,1034.673,926.835
1570,-8.827108,36.78290754,943.913,1034.352,926.992
1571,-8.889147,36.8071048,911.466,1034.709,927.132
1572,-8.946315,35.24666258,907.748,1034.313,927.292
1573,-8.992377,37.50169938,910.055,1034.257,927.305
1574,-9.039609,35.09324526,921.2,1033.901,927.416
1575,-9.096043,33.77285993,915.245,1033.562,927.628
