Time (s),Mass (g),HRR (kW/m2),TC Top (K),TC back 1 (K),TC back 2 (K)
539,66.264672,69.53440392,1072.959,734.141,410.407
540,66.280876,69.79286255,1078.219,734.526,410.67
541,66.27298,68.100118,1080.637,735.42,411.264
542,66.223368,67.2974921,1069.395,736.209,411.77
543,66.116188,69.07899797,1070.322,736.961,412.307
544,66.048178,68.44222114,1083.537,737.444,412.697
545,66.046165,68.37565298,1080.672,737.82,412.921
546,66.013059,69.14060552,1077.776,738.684,413.464
547,65.943388,69.32930646,1083.302,739.516,414.03
548,65.85039,69.57470931,1087.05,740.421,414.577
549,65.764452,69.52725746,1085.597,740.95,414.858
550,65.74747,70.33678624,1086.381,741.262,415.103
551,65.707289,70.93870931,1090.378,742.088,415.659
552,65.611203,72.15633664,1093.119,743.065,416.249
553,65.552444,74.06293062,1094.588,743.931,416.795
554,65.53695,75.86906,1098.631,744.421,417.087
555,65.527194,72.48768845,1095.888,744.838,417.393
556,65.486216,70.60183898,1081.78,745.646,417.959
557,65.413885,71.23946824,1070.994,746.456,418.486
558,65.366044,70.03551963,1075.331,747.349,419.072
559,65.296714,71.26099226,1074.005,747.872,419.426
560,65.224834,73.59198309,1076.134,748.264,419.686
561,65.226954,71.86106298,1077.479,749.068,420.247
562,65.196677,71.03859512,1078.639,749.954,420.795
563,65.121959,71.93300751,1085.722,750.953,421.375
564,65.061682,71.31864144,1088.652,751.493,421.786
565,64.998275,73.61245774,1084.829,751.916,422.04
566,64.909132,73.71134321,1079.426,752.887,422.623
567,64.864417,74.14082937,1077.66,753.836,423.181
568,64.829783,75.09478242,1076.516,754.793,423.761
569,64.774086,74.45238252,1074.9,755.671,424.311
570,64.746153,70.90992871,1072.121,756.22,424.63
571,64.723045,71.42614021,1078.43,756.609,424.905
572,64.679411,72.73387399,1087.244,757.41,425.469
573,64.632752,71.24216275,1086.402,758.31,426.108
574,64.590428,72.06162944,1080.429,759.214,426.759
575,64.526126,73.35964306,1075.186,759.722,427.112
576,64.46966,73.97572098,1070.986,760.137,427.402
577,64.407359,75.02417965,1071.516,761.001,427.98
578,64.343707,75.2036204,1084.792,761.876,428.542
579,64.315082,71.82572706,1087.622,762.773,429.178
580,64.2719,70.27091798,1079.612,763.348,429.626
581,64.195398,72.30391343,1081.707,763.748,429.825
582,64.157675,71.64085613,1083.388,764.631,430.342
583,64.113131,69.26697428,1086.287,765.536,431
584,64.014592,70.99079718,1095.031,766.376,431.581
585,63.936412,72.64801864,1096.199,766.924,431.956
586,63.911144,70.70345784,1093.286,767.365,432.182
587,63.883481,70.72737606,1087.485,768.384,432.724
588,63.858151,72.36849281,1077.35,769.455,433.404
589,63.792637,71.89567189,1073.648,770.324,433.973
590,63.71967,74.35062959,1079.31,770.849,434.266
591,63.638757,73.7759186,1075.604,771.252,434.547
592,63.592317,73.09750137,1067.668,772.163,435.203
593,63.572531,74.13807047,1058.583,772.978,435.81
594,63.552707,73.96108763,1062.253,773.82,436.414
595,63.525019,71.51571535,1074.12,774.312,436.755
596,63.490458,73.74027722,1075.894,774.706,437.008
597,63.416005,75.64847361,1077.395,775.609,437.574
598,63.354238,74.40709521,1077.225,776.581,438.145
599,63.316892,75.09337826,1083.446,777.769,438.815
600,63.281291,77.06850854,1089.737,778.382,439.176
601,63.230104,76.99695091,1091.099,778.769,439.383
602,63.166769,74.85209851,1088.344,779.929,439.992
603,63.116355,74.46394258,1085.212,781.027,440.611
604,63.06382,71.70133162,1092.41,782.029,441.218
605,63.001661,70.53777999,1094.202,783.117,441.801
606,62.956415,74.12528109,1095.743,783.848,442.183
607,62.906353,74.45200387,1089.789,784.104,442.39
608,62.859537,73.3377177,1073.571,784.854,442.969
609,62.812646,74.19914959,1067.787,785.864,443.641
610,62.707214,73.5778542,1080.731,786.95,444.244
611,62.638997,72.51540124,1079.687,787.617,444.613
612,62.616495,74.66798189,1079.333,788.128,444.862
613,62.581919,75.35063967,1081.577,789.253,445.45
614,62.539667,74.68033673,1092.536,790.195,446.045
615,62.494251,75.63029988,1100.586,791.136,446.667
616,62.430657,74.75892109,1095.005,791.734,447.025
617,62.383077,74.11917518,1093.599,792.117,447.278
618,62.32173,73.7725434,1086.827,793.041,447.901
619,62.278355,72.6995256,1079.206,793.946,448.494
620,62.222914,71.94587985,1079.671,794.81,449.072
621,62.155902,73.97852158,1082.965,795.286,449.486
622,62.110041,73.90410965,1088.277,795.647,449.712
623,62.088468,71.61362287,1094.242,796.527,450.284
624,62.089055,71.19834315,1087.356,797.391,450.897
625,62.101162,72.26399598,1087.27,798.226,451.512
626,62.015085,71.26738904,1096.048,798.769,451.905
627,61.918831,72.39757203,1087.987,799.196,452.16
628,61.870507,71.86916646,1085.029,800.057,452.719
629,61.80189,71.39371937,1092.121,800.938,453.361
630,61.72926,71.9193316,1086.553,801.843,453.967
631,61.6902,74.27022124,1085.401,802.454,454.315
632,61.636349,72.93332078,1089.501,802.793,454.583
633,61.546674,72.43936971,1094.946,803.719,455.198
634,61.539659,74.12198096,1096.611,804.621,455.801
635,61.508771,73.49044408,1090.795,805.409,456.436
636,61.432505,72.12655949,1077.892,806.37,457.051
637,61.378705,72.82978138,1082.849,806.805,457.368
638,61.319613,74.22157383,1086.591,807.211,457.628
639,61.287695,73.05817585,1077.45,808.015,458.195
640,61.243709,75.47231689,1075.194,808.722,458.819
641,61.182387,73.95276866,1077.978,809.427,459.458
642,61.105715,71.65400793,1062.131,809.882,459.774
643,61.048401,73.35577832,1069.054,810.25,460.044
644,61.020689,77.59708253,1083.651,811.098,460.663
645,60.943093,76.12659381,1082.628,811.943,461.217
646,60.894564,76.34788688,1076.889,812.84,461.849
647,60.85991,76.27117575,1090.294,813.157,462.206
648,60.839991,74.05280519,1080.946,813.42,462.391
649,60.824991,72.78972984,1060.81,814.35,462.979
650,60.75153,74.09171376,1055.542,815.201,463.574
651,60.685439,75.948283,1059.6,815.767,464.223
652,60.655972,74.12120101,1073.2,816.218,464.634
653,60.624058,74.50076473,1067.736,816.605,464.855
654,60.54316,74.58898941,1070.393,817.467,465.42
655,60.500915,74.73415432,1083.992,818.207,466.05
656,60.464451,74.70742124,1070.891,818.926,466.679
657,60.420121,78.00816649,1078.689,819.378,467.069
658,60.347275,77.26443553,1073.116,819.591,467.271
659,60.269557,75.95778032,1065.426,820.217,467.836
660,60.233201,78.06503546,1075.271,820.884,468.461
661,60.186309,78.32248436,1072.313,821.437,469.117
662,60.124925,75.43385656,1058.973,821.791,469.49
663,60.107195,75.57613044,1057.689,821.978,469.687
664,60.057514,78.40631906,1050.864,822.513,470.283
665,59.994233,78.19525362,1049.661,823.036,470.912
666,59.928382,77.78731049,1063.316,823.574,471.487
667,59.88257,76.9423737,1070.608,823.989,471.873
668,59.856798,75.56596149,1073.977,824.154,472.079
669,59.787626,74.75593143,1074.741,824.679,472.702
670,59.755695,78.27891287,1072.022,825.27,473.329
671,59.703927,75.42859598,1081.95,825.871,473.948
672,59.653912,73.48000172,1078.689,826.179,474.48
673,59.633653,76.50680559,1072.9,826.372,474.886
674,59.58127,78.16652445,1064.729,826.963,475.085
675,59.51143,75.24312245,1070.042,827.544,475.661
676,59.440176,77.63820298,1061.625,828.158,476.284
677,59.414339,80.3098757,1063.045,828.731,476.865
678,59.385938,77.91871948,1087.395,829.141,477.261
679,59.290174,77.98588596,1075.723,829.367,477.476
680,59.214099,79.21048009,1055.86,830.019,478.121
681,59.17181,75.89790285,1052.46,830.668,478.723
682,59.150048,74.90222136,1048.662,831.387,479.293
683,59.086523,77.27820277,1053.732,831.852,479.668
684,59.011773,76.62573882,1056.23,832.105,479.883
685,58.923323,71.96488245,1064.763,832.74,480.433
686,58.868658,74.32965872,1082.329,833.375,481.037
687,58.87709,76.15099778,1094.843,833.951,481.642
688,58.832596,73.21153007,1091.966,834.313,482.01
689,58.771066,73.83075267,1080.337,834.561,482.249
690,58.721,75.10515033,1073.617,835.118,482.828
691,58.696397,75.44513599,1078.879,835.689,483.47
692,58.639483,76.38381278,1079.245,836.192,484.045
693,58.575146,76.89626086,1093.588,836.47,484.381
694,58.514117,77.22062031,1090.93,836.666,484.57
695,58.481899,75.76031513,1079.657,837.218,485.151
696,58.448425,75.19229064,1073.854,837.689,485.714
697,58.399402,73.30556258,1080.371,838.222,486.317
698,58.360002,74.81045734,1077.753,838.533,486.682
699,58.318644,75.59727478,1073.306,838.767,486.918
700,58.258824,74.84474805,1054.707,839.353,487.516
701,58.188289,74.30989516,1046.232,839.921,488.102
702,58.124214,77.09750022,1069.135,840.492,488.665
703,58.087169,74.95641896,1083.235,840.908,489.057
704,58.020296,74.06375418,1078.664,841.163,489.285
705,57.945269,75.98446427,1071.148,841.798,489.862
706,57.907367,78.10525368,1063.571,842.389,490.429
707,57.89603,77.65046601,1056.985,842.999,491.063
708,57.862054,79.13455347,1076.596,843.553,491.641
709,57.770381,77.38737084,1087.941,843.897,491.985
710,57.704734,74.95572759,1083.509,844.088,492.185
711,57.66396,75.43024509,1079.014,844.641,492.777
712,57.660464,76.05854889,1092.268,845.214,493.436
713,57.609395,73.47548252,1083.859,845.696,493.97
714,57.557152,74.38353111,1053.969,846.052,494.309
715,57.509982,76.9613388,1040.521,846.2,494.578
716,57.443662,78.13436831,1029.804,846.574,495.167
717,57.371956,75.53226454,1049.556,847.012,495.695
718,57.318954,73.53904218,1066.173,847.577,496.322
719,57.301857,72.7967334,1083.157,847.929,496.678
720,57.257408,73.58483397,1087.328,848.122,496.89
721,57.183815,75.78900576,1085.335,848.663,497.505
722,57.114751,76.04737485,1067.95,849.103,498.059
723,57.057712,73.58330218,1063.92,849.555,498.661
724,56.989585,75.490224,1056.26,849.828,499.031
725,56.970772,75.41944539,1058.491,850.014,499.236
726,56.931792,74.98244424,1067.881,850.496,499.807
727,56.918033,74.34178796,1083.182,850.98,500.456
728,56.875731,75.2198003,1085.219,851.41,500.994
729,56.799112,73.47700599,1076.19,851.733,501.381
730,56.731889,74.73131056,1062.117,851.882,501.58
731,56.685818,75.99040075,1042.936,852.3,502.2
732,56.649347,73.96459568,1056.387,852.64,502.778
733,56.589144,73.25443357,1054.578,853.034,503.319
734,56.563503,77.20931632,1048.911,853.331,503.653
735,56.50755,76.06714465,1045.66,853.503,503.875
736,56.446254,73.17554034,1038.219,853.98,504.483
737,56.387541,73.3366569,1038.512,854.487,505.095
738,56.325357,75.16687872,1048.504,854.982,505.663
739,56.269381,74.67091746,1058.795,855.312,506.046
740,56.244135,75.11397826,1061.108,855.499,506.239
741,56.203917,76.41449607,1073.914,856.109,506.852
742,56.152935,75.84365516,1072.446,856.738,507.445
743,56.093332,76.22439984,1042.635,857.34,508.042
744,56.045522,79.64131319,1052.152,857.93,508.61
745,55.985006,78.81912476,1061.91,858.373,508.96
746,55.920064,75.00584149,1063.812,858.501,509.132
747,55.881241,74.08215511,1067.705,859.007,509.738
748,55.841866,75.59113803,1065.435,859.562,510.286
749,55.766619,75.9395986,1067.177,860.051,510.874
750,55.746861,77.49814085,1070.946,860.39,511.27
751,55.693298,78.74058274,1068.285,860.588,511.515
752,55.658497,77.72674838,1063.484,861.05,512.094
753,55.644065,76.85251771,1059.843,861.505,512.65
754,55.600275,75.70976165,1067.329,861.984,513.229
755,55.509546,73.27313493,1084.353,862.232,513.568
756,55.459732,72.88099038,1085.109,862.393,513.756
757,55.428746,72.51022918,1072.56,862.874,514.355
758,55.365718,73.8892455,1045.26,863.312,514.96
759,55.317082,74.0777282,1049.739,863.742,515.531
760,55.258365,73.85344451,1049.53,863.964,515.864
761,55.202505,72.54194858,1057.112,864.188,516.113
762,55.176999,75.06689207,1060.35,864.715,516.696
763,55.145566,73.90432251,1052.321,865.191,517.231
764,55.098135,74.13147805,1059.023,865.758,517.836
765,55.049801,72.82195534,1049.558,866.14,518.187
766,54.987974,73.96595085,1048.322,866.305,518.357
767,54.941104,74.17032983,1039.365,866.846,518.951
768,54.92556,77.2174445,1018.99,867.353,519.564
769,54.896912,76.91801804,1021.501,867.709,520.053
770,54.823997,79.22840079,1050.795,867.855,520.39
771,54.759411,79.18224049,1049.879,867.986,520.659
772,54.707572,79.00567158,1056.298,868.286,521.267
773,54.666987,80.08906954,1060.051,868.553,521.758
774,54.619396,79.53653887,1037.698,868.928,522.334
775,54.570027,76.34382673,1036.198,869.216,522.716
776,54.536255,76.49540222,1030.183,869.382,522.959
777,54.468659,78.14741524,1040.469,869.796,523.518
778,54.421722,79.36829485,1069.986,870.197,524.012
779,54.377397,76.30914735,1065.291,870.562,524.526
780,54.337252,75.44422605,1085.549,870.864,524.984
781,54.291807,77.32525259,1078.659,870.999,525.195
782,54.23242,76.24871198,1068.329,871.389,525.807
783,54.201103,75.36732101,1066.479,871.765,526.372
784,54.137331,76.59405435,1040.456,872.227,527.011
785,54.087123,76.77198553,1024.905,872.621,527.591
786,54.042159,75.58652006,1030.008,872.9,528.018
787,54.016899,75.4364053,1031.246,873.006,528.15
788,53.990444,77.23365655,1037.737,873.489,528.717
789,53.933809,77.4935675,1049.456,873.922,529.233
790,53.837902,77.82916945,1048.681,874.27,529.824
791,53.803317,81.18325264,1026.362,874.442,530.162
792,53.771507,78.75090547,1051.286,874.551,530.32
793,53.735689,77.20275921,1098.12,874.847,530.843
794,53.688525,77.80620804,1079.855,875.078,531.368
795,53.647844,78.36600991,1053.367,875.386,531.91
796,53.597954,75.38491503,1052.314,875.577,532.305
797,53.527988,76.5543507,1058.205,875.643,532.436
798,53.450149,77.15287193,1072.968,875.808,532.764
799,53.415831,75.7141182,1067.643,876.059,533.362
800,53.344995,73.08740291,1069.403,876.382,533.874
801,53.325466,74.04508889,1046.397,876.557,534.345
802,53.234406,77.46915169,1015.247,876.808,534.964
803,53.185861,75.84874822,1009.411,876.879,535.125
804,53.143006,76.73218136,1056.964,877.287,535.853
805,53.132571,77.49393194,1063.452,877.632,536.411
806,53.096612,74.79951623,1053.297,877.813,536.762
807,53.046789,75.73137306,1043.707,877.898,536.962
808,53.001681,76.52604675,1019.271,878.133,537.581
809,52.958785,79.72514894,1025.689,878.312,538.147
810,52.893426,77.85888044,1047.35,878.523,538.706
811,52.821449,78.11937035,1044.677,878.681,539.092
812,52.75807,77.28139961,1049.272,878.718,539.256
813,52.728662,75.62971542,1071.331,878.876,539.789
814,52.685451,75.39976205,1095.475,879.075,540.329
815,52.656735,77.25015211,1086.201,879.241,540.869
816,52.596146,76.91791432,1057.759,879.339,541.218
817,52.537377,76.81501997,1058.277,879.395,541.44
818,52.49276,77.4546514,1055.391,879.548,541.998
819,52.461755,80.0505878,1048.33,879.746,542.586
820,52.414346,77.10860861,1052.602,879.925,543.22
821,52.355733,75.40009826,1046.444,880.092,543.811
822,52.330233,75.77279486,1045.459,880.251,544.158
823,52.281952,77.79057463,1046.254,880.309,544.274
824,52.198685,78.23562989,1049.044,880.511,544.683
825,52.175947,77.08009592,1037.732,880.727,545.102
826,52.132299,75.94450743,1037.465,881.057,545.715
827,52.099162,76.28446201,1013.789,881.494,546.428
828,52.026585,77.07434046,1022.038,881.56,546.551
829,51.973901,80.35836412,1052.082,881.933,547.152
830,51.932922,77.62383363,1032.451,882.423,547.793
831,51.890039,77.70356439,1021.209,882.745,548.317
832,51.82042,78.76043737,1057.636,883.019,548.694
833,51.734681,78.17116827,1064.653,883.19,548.883
834,51.685277,75.94080919,1065.883,883.604,549.408
835,51.675809,76.24707443,1048.608,883.961,550.001
836,51.615653,76.47852386,1061.796,884.324,550.529
837,51.536614,77.65869466,1055.768,884.55,550.885
838,51.494964,81.49698909,1052.023,884.647,551.08
839,51.489476,79.96732779,1046.511,884.912,551.617
840,51.454901,78.15220003,1052.431,885.252,552.226
841,51.40042,78.72003033,1064.631,885.671,552.824
842,51.356475,78.37490877,1077.419,885.957,553.189
843,51.304197,78.47360582,1066.591,886.103,553.359
844,51.229028,76.22177212,1037.291,886.633,553.988
845,51.207569,77.69537822,1030.272,887.172,554.632
846,51.143352,77.04257399,1039.839,887.622,555.16
847,51.14349,76.22576027,1072.84,887.922,555.571
848,51.10038,76.58748648,1059.918,888.063,555.734
849,51.034852,77.1202963,1038.136,888.53,556.302
850,51.007601,75.81951248,1055.897,889.002,556.933
851,50.939052,76.60867912,1052.461,889.365,557.435
852,50.869659,79.71118438,1042.262,889.565,557.799
853,50.802136,80.14856506,1030.057,890.074,558.465
854,50.776295,76.0162759,1037.19,890.139,558.631
855,50.758312,77.64255169,1061.278,890.386,559.187
856,50.713674,77.85314926,1073.429,890.768,559.791
857,50.652509,77.99962136,1057.711,891.119,560.304
858,50.584903,78.42150757,1053.697,891.348,560.686
859,50.537033,80.75439044,1048.862,891.453,560.863
860,50.501552,77.73985053,1041.53,891.842,561.49
861,50.444712,77.43043925,1060.999,892.255,562.088
862,50.400552,78.99773817,1065.616,892.629,562.68
863,50.388022,77.6381613,1069.052,892.891,563.082
864,50.310482,79.92987504,1053.325,892.984,563.254
865,50.273735,80.08313738,1015.063,893.313,563.83
866,50.222622,79.76783745,1019.575,893.668,564.384
867,50.164767,77.86497445,1032.145,894.085,565.01
868,50.134415,78.11157383,987.592,894.426,565.434
869,50.079689,78.40262857,990.517,894.558,565.634
870,50.025888,78.33964025,1008.006,894.935,566.188
871,49.948041,77.62209211,1044.588,895.382,566.85
872,49.918363,77.42779995,1046.747,895.702,567.406
873,49.890671,77.41364522,1050.873,895.963,567.779
874,49.847475,78.43797971,1045.709,896.09,567.988
875,49.7886,78.05388144,1021.613,896.428,568.611
876,49.748939,78.09936182,1002.657,896.663,569.162
877,49.679627,80.0137195,1031.923,896.961,569.772
878,49.616084,83.07736834,1060.804,897.17,570.165
879,49.577257,81.01169202,1052.954,897.281,570.384
880,49.554121,80.0110822,1041.642,897.576,570.967
881,49.482805,82.18124688,1049.553,897.855,571.549
882,49.430699,80.84856838,1049.229,898.152,572.119
883,49.376632,79.38229315,1048.74,898.432,572.517
884,49.34066,82.23716899,1057.912,898.513,572.657
885,49.286618,81.1256548,1086.573,898.766,573.093
886,49.230942,79.45886078,1079.284,898.97,573.812
887,49.180102,79.85378109,1053.324,899.091,574.499
888,49.131711,80.88334786,1045.061,899.125,574.849
889,49.076576,79.99958906,1057.544,899.128,575.09
890,49.035718,77.3554336,1082.347,899.137,575.685
891,49.015738,76.61603259,1085.437,899.171,576.251
892,48.963313,75.84738701,1089.074,899.293,576.812
893,48.90802,76.11037583,1108.845,899.555,577.432
894,48.823699,76.72903239,1102.123,899.743,577.814
895,48.759143,78.69437854,1086.229,899.75,578.046
896,48.714468,78.33399615,1059.009,899.784,578.647
897,48.703172,80.71951305,1031.19,899.874,579.177
898,48.667304,81.00428792,1056.533,900.036,579.727
899,48.601058,78.76316414,1054.159,900.172,580.15
900,48.556019,77.70533511,1059.91,900.245,580.371
901,48.545428,81.13972815,1063.841,900.477,580.927
902,48.484578,80.14794703,1056.104,900.766,581.424
903,48.397652,81.94239076,1066.159,901.08,581.918
904,48.337886,78.67105281,1077.719,901.351,582.32
905,48.319686,77.78100028,1083.422,901.47,582.5
906,48.305255,80.32054031,1086.858,901.775,582.944
907,48.246581,81.4135562,1071.593,902.074,583.356
908,48.162323,77.92860753,1028.161,902.535,583.96
909,48.084078,78.32564435,1022.424,902.727,584.357
910,48.057801,78.55617004,1034.967,902.778,584.516
911,48.014912,79.70062456,1069.145,902.964,585.067
912,47.963474,79.66519654,1084.23,903.262,585.675
913,47.948564,81.02351177,1104.839,903.601,586.221
914,47.899401,79.20488064,1106.697,903.797,586.577
915,47.852075,76.97780383,1084.098,903.875,586.807
916,47.772154,75.86047089,1052.85,904.068,587.38
917,47.712129,80.44671762,1070.593,904.257,587.935
918,47.665275,79.48371655,1064.274,904.436,588.486
919,47.601728,80.70791447,1047.912,904.534,588.901
920,47.569773,82.20057055,1054.864,904.583,589.113
921,47.514258,80.09485723,1058.753,904.701,589.647
922,47.477609,79.84295718,1047.629,904.782,590.215
923,47.47581,81.65365997,1067.184,904.91,590.823
924,47.465759,78.90648863,1059.512,905.104,591.172
925,47.362036,79.04012349,1047.348,905.187,591.373
926,47.225667,79.14435367,1029.758,905.434,591.906
927,47.134491,80.41452202,1055.375,905.837,592.5
928,47.13192,81.30282038,1054.409,906.283,593.058
929,47.127294,83.82830583,1039.762,906.653,593.559
930,47.106864,84.41670821,1030.612,906.925,594.065
931,47.08031,83.06853494,1044.052,907.009,594.192
932,47.007694,81.60197923,1075.655,907.312,594.669
933,46.951248,82.77812749,1049.48,907.657,595.321
934,46.893822,81.95940368,1025.738,907.894,595.855
935,46.828248,85.33952744,1029.135,908.071,596.284
936,46.729135,85.83333282,1035.87,908.169,596.5
937,46.704012,83.096428,1040.993,908.417,597.049
938,46.667666,84.18810906,1035.633,908.696,597.585
939,46.595167,84.80211247,1052.798,909.151,598.224
940,46.562444,81.83064618,1041.136,909.401,598.629
941,46.549699,84.97640601,1053.605,909.518,598.794
942,46.493573,87.50121905,1084.944,909.882,599.341
943,46.450952,86.57843952,1076.979,910.214,599.934
944,46.400428,89.75736672,1058.514,910.483,600.442
945,46.343055,85.86259763,1032.068,910.601,600.919
946,46.310248,85.54658292,1034.812,910.635,601.048
947,46.233746,85.4518237,1033.016,910.792,601.637
948,46.153933,86.74322237,1008.968,910.949,602.229
949,46.116341,83.96469858,1067.947,911.128,602.844
950,46.096637,85.96139415,1052.898,911.283,603.212
951,46.030766,86.46650024,1059.695,911.392,603.412
952,45.957435,84.69904735,1061.608,911.709,604.024
953,45.907971,85.57555151,1025.756,911.977,604.566
954,45.888205,85.60357209,1030.548,912.341,605.167
955,45.858057,81.7931735,1033.917,912.502,605.525
956,45.804136,83.37721234,1053.847,912.593,605.741
957,45.75513,85.71249907,1088.053,912.866,606.326
958,45.694125,81.20269415,1087.882,913.207,606.884
959,45.620143,83.97129733,1108.117,913.547,607.41
960,45.560799,90.15397763,1114.954,913.762,608.057
961,45.512502,90.17927245,1101.569,913.827,608.485
962,45.474531,87.33675499,1066.905,914.068,608.642
963,45.412676,87.44508083,1060.789,914.316,609.154
964,45.341309,84.69200274,1044.279,914.571,609.708
965,45.278614,84.08846483,1030.854,914.809,610.219
966,45.194824,81.4106996,1033.235,914.98,610.641
967,45.15393,83.95558722,1038.248,915.033,610.769
968,45.126416,83.08058655,1062.047,915.305,611.397
969,45.068883,85.66966111,1081.668,915.565,611.975
970,45.04816,85.48231014,1087.966,915.784,612.504
971,45.018523,86.12532939,1058.66,916.042,613.018
972,44.962691,84.00160363,1061.456,916.128,613.179
973,44.901425,88.71725208,1075.874,916.466,613.763
974,44.860906,85.21972241,1088.319,916.898,614.38
975,44.805959,84.09719572,1069.651,917.345,614.948
976,44.755787,86.12903751,1045.413,917.679,615.318
977,44.709001,86.43650871,1055.83,917.796,615.489
978,44.632759,83.75737214,1081.785,918.294,616.201
979,44.588678,86.78261057,1064.375,918.719,616.758
980,44.524222,87.97679737,1051.886,919.159,617.333
981,44.453064,85.21354922,1033.334,919.452,617.817
982,44.408537,85.04627774,1034.289,919.544,617.967
983,44.347957,88.06726783,1046.122,919.957,618.649
984,44.296345,85.85216217,1068.567,920.379,619.269
985,44.250881,87.38266737,1062.857,920.897,619.908
986,44.203957,89.50373341,1040.281,921.228,620.349
987,44.154274,87.94355725,1034.705,921.326,620.489
988,44.113794,89.1975715,1011.811,921.748,621.136
989,44.054604,90.18183437,1011.98,922.123,621.787
990,43.992451,88.25849327,1050.887,922.527,622.395
991,43.954614,90.21323436,1070.49,922.785,623.036
992,43.904851,90.5215689,1067.049,922.882,623.535
993,43.864403,91.37329405,1060.734,923.282,623.726
994,43.833444,91.67357541,1072.973,923.551,624.351
995,43.764301,92.41099411,1080.735,923.831,624.996
996,43.673958,87.91374406,1088.645,924.027,625.417
997,43.601658,89.94796656,1081.43,924.078,625.576
998,43.550386,89.9011168,1053.158,924.293,626.253
999,43.524368,92.30700206,1044.647,924.481,626.845
1000,43.451962,92.32436211,1070.733,924.729,627.527
1001,43.399294,94.38178024,1075.75,925.118,628.255
1002,43.314425,94.78652519,1047.748,925.379,628.759
1003,43.266394,91.14012842,1051.679,925.502,628.968
1004,43.225817,92.16651677,1065.818,925.824,629.559
1005,43.202823,90.84812444,1080.298,926.148,630.29
1006,43.146358,88.866021,1078.121,926.467,630.975
1007,43.071287,90.71346738,1087.745,926.672,631.445
1008,42.996726,93.01544634,1086.196,926.745,631.646
1009,42.945297,89.4106964,1086.361,926.997,632.389
1010,42.896283,89.71307655,1078.501,927.164,633.165
1011,42.85127,89.67130707,1042.453,927.182,633.876
1012,42.828915,93.27280655,1072.171,927.18,634.501
1013,42.749518,92.85797194,1075.208,927.133,634.735
1014,42.648442,94.42675204,1083.643,926.977,635.502
1015,42.5805,93.94018624,1082.973,926.828,636.253
1016,42.56849,95.1712297,1067.732,926.681,637.044
1017,42.532524,92.08665876,1056.262,926.584,637.569
1018,42.47921,91.78323391,1046.872,926.539,637.812
1019,42.427483,90.57370982,1038.132,926.389,638.611
1020,42.378399,90.08568505,1075.854,926.272,639.348
1021,42.308816,89.07035087,1082.846,926.21,640.044
1022,42.237088,90.71046374,1076.066,926.143,640.711
1023,42.179008,90.8500831,1081.045,926.112,640.908
1024,42.103484,90.42796029,1087.069,926.001,641.744
1025,42.050098,90.65864709,1064.676,925.94,642.459
1026,42.033241,93.04285033,1047.469,925.915,643.241
1027,41.940661,93.40879917,1034.285,926.006,643.811
1028,41.867966,94.29019894,1041.706,926.012,643.963
1029,41.839658,95.36547849,1085.775,926.094,644.766
1030,41.77309,95.27745533,1117.829,926.246,645.545
1031,41.683256,93.58661797,1092.051,926.299,646.254
1032,41.627484,92.46322299,1057.12,926.328,647.012
1033,41.565602,94.55583876,1046.883,926.368,647.612
1034,41.480436,95.02002556,1059.306,926.386,647.791
1035,41.431563,97.99522642,1098.791,926.474,648.557
1036,41.412468,98.57272327,1099.34,926.547,649.255
1037,41.382952,96.81672135,1070.004,926.527,650.046
1038,41.273059,95.59716657,1072.085,926.525,650.632
1039,41.225564,97.2506046,1077.469,926.519,650.85
1040,41.20763,95.93603887,1083.76,926.518,651.596
1041,41.143084,96.34024667,1071.971,926.575,652.385
1042,41.103129,96.46137866,1109.16,926.599,653.113
1043,41.016213,95.49428938,1115.516,926.608,653.778
1044,40.925298,95.52319583,1109.388,926.606,653.969
1045,40.881165,97.78723807,1089.79,926.59,654.677
1046,40.815161,97.36567884,1077.391,926.57,655.54
1047,40.716821,97.08822761,1048.538,926.713,656.308
1048,40.682852,99.50290567,1089.677,926.764,656.906
1049,40.645708,100.8704052,1083.886,926.767,657.048
1050,40.582171,97.95539276,1075.459,926.779,657.813
1051,40.521225,99.39020912,1106.964,926.759,658.523
1052,40.488896,96.87284964,1070.955,926.659,659.351
1053,40.431346,101.285865,1051.554,926.564,659.943
1054,40.295598,98.54880444,1055.135,926.506,660.162
1055,40.249827,98.30761426,1067.957,926.312,660.903
1056,40.218073,101.4072557,1078.879,926.117,661.735
1057,40.167937,101.9878149,1075.229,925.995,662.498
1058,40.097168,96.75137614,1079.444,925.957,663.163
1059,40.045342,97.9212786,1074.858,925.939,663.414
1060,39.984596,98.6510208,1083.777,925.894,664.276
1061,39.922061,100.4683894,1131.935,925.91,665.105
1062,39.856404,100.9136312,1129.164,925.968,665.923
1063,39.79528,105.3608677,1123.588,925.989,666.556
1064,39.736536,103.3824416,1116.197,925.992,666.777
1065,39.692966,101.0671889,1088.948,926.018,667.776
1066,39.632117,105.045648,1088.534,926.06,668.593
1067,39.551231,103.8553764,1107.98,926.16,669.516
1068,39.512209,101.6247958,1114.05,926.397,670.42
1069,39.439746,104.6466104,1114.223,926.533,671.14
1070,39.394468,101.8493487,1116.278,926.569,671.292
1071,39.333283,97.00009074,1126.772,926.779,672.446
1072,39.269856,99.85071456,1122.025,926.798,673.317
