Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0,308,7.0113,0.3556
8.3,308.5,7.0043,0.3636
16,309,6.9973,0.371
23.3,309.5,6.9906,0.378
30.8,310,6.9846,0.3847
38.5,310.5,6.9774,0.3921
46,311,6.9706,0.3995
53,311.5,6.9635,0.4067
60,312,6.9576,0.4125
67.5,312.5,6.9505,0.4203
74.7,313,6.9431,0.4272
81.2,313.5,6.9365,0.434
88,314,6.9305,0.4394
95,314.5,6.9232,0.4461
102,315,6.9166,0.452
109,315.5,6.9089,0.4586
115.5,316,6.9022,0.4638
122.3,316.5,6.8954,0.4695
129.1,317,6.8879,0.4749
135.9,317.5,6.8812,0.48
142.7,318,6.8739,0.4856
149.5,318.5,6.867,0.4904
156.5,319,6.8597,0.496
163.5,319.5,6.852,0.5012
170.3,320,6.8444,0.5058
177.1,320.5,6.837,0.5108
183.9,321,6.829,0.5155
190.4,321.5,6.8214,0.52
196.9,322,6.8139,0.5231
203.4,322.5,6.8063,0.5263
209.9,323,6.7989,0.5291
216.4,323.5,6.7915,0.5315
222.9,324,6.7841,0.5341
229.4,324.5,6.7766,0.5362
235.9,325,6.7692,0.538
242.1,325.5,6.762,0.5396
248.4,326,6.7553,0.5409
254.7,326.5,6.7481,0.542
260.9,327,6.7414,0.5436
267.4,327.5,6.7343,0.5436
273.6,328,6.7272,0.5436
279.6,328.5,6.7208,0.5435
285.6,329,6.7144,0.5433
291.9,329.5,6.708,0.5423
298.2,330,6.7011,0.5417
304.4,330.5,6.6948,0.5399
310.6,331,6.6881,0.5395
316.8,331.5,6.682,0.5375
323,332,6.6757,0.5355
329.3,332.5,6.6699,0.5334
335.6,333,6.6633,0.5308
341.8,333.5,6.6577,0.528
348,334,6.6514,0.5253
354,334.5,6.6461,0.5217
360,335,6.6408,0.5186
366,335.5,6.6353,0.5146
372,336,6.63,0.5109
378.2,336.5,6.6249,0.5068
384.4,337,6.6194,0.5028
390.4,337.5,6.6145,0.4979
396.4,338,6.6098,0.4937
402.4,338.5,6.6051,0.4895
408.2,339,6.6004,0.4842
414,339.5,6.5964,0.4801
420,340,6.5919,0.4752
426,340.5,6.5874,0.4702
432,341,6.5832,0.4648
438,341.5,6.5791,0.4602
444,342,6.5751,0.4544
450,342.5,6.5711,0.4492
456,343,6.5673,0.4439
462,343.5,6.5634,0.4385
468.2,344,6.5598,0.4326
474.2,344.5,6.5559,0.4273
480,345,6.5527,0.4229
486.2,345.5,6.5492,0.417
492.4,346,6.5457,0.4111
498.4,346.5,6.5424,0.4056
504.2,347,6.5394,0.4002
510,347.5,6.5366,0.3957
516,348,6.5336,0.3901
522,348.5,6.5307,0.3842
528,349,6.5281,0.3794
534,349.5,6.5252,0.3742
540,350,6.5225,0.369
545.8,350.5,6.52,0.3636
551.6,351,6.5175,0.3592
557.6,351.5,6.5152,0.3534
563.3,352,6.5131,0.3487
569,352.5,6.511,0.3435
575,353,6.5089,0.3387
581,353.5,6.5067,0.3333
587,354,6.5048,0.33
592.8,354.5,6.5027,0.3252
598.8,355,6.501,0.3206
605,355.5,6.4991,0.3159
610.8,356,6.4975,0.3117
616.6,356.5,6.4959,0.3077
622.6,357,6.4943,0.3037
628.4,357.5,6.4926,0.2986
634.2,358,6.4914,0.2952
640.2,358.5,6.4899,0.2915
646.2,359,6.4884,0.287
652.2,359.5,6.4869,0.2831
657.9,360,6.4857,0.2796
663.6,360.5,6.4847,0.2764
669.6,361,6.4833,0.273
675.6,361.5,6.4821,0.2698
681.4,362,6.481,0.267
687.2,362.5,6.4801,0.2633
693.2,363,6.479,0.2606
699,363.5,6.478,0.2577
704.8,364,6.477,0.2554
710.5,364.5,6.4761,0.2529
716.2,365,6.4751,0.2504
722.2,365.5,6.4742,0.2475
728.2,366,6.4734,0.2451
734.2,366.5,6.4725,0.2427
740.2,367,6.4716,0.2406
746.2,367.5,6.4708,0.2387
752.2,368,6.4698,0.2367
758.2,368.5,6.4692,0.2344
764,369,6.4685,0.2332
769.8,369.5,6.4677,0.2318
775.8,370,6.4671,0.229
781.8,370.5,6.4664,0.2281
787.8,371,6.4657,0.2262
793.6,371.5,6.465,0.2257
799.4,372,6.4644,0.2243
805.4,372.5,6.4635,0.2238
811.4,373,6.4629,0.2222
817.4,373.5,6.4624,0.2216
823.1,374,6.4618,0.22
828.8,374.5,6.4613,0.2188
834.6,375,6.4608,0.2177
840.4,375.5,6.4601,0.2168
846.4,376,6.4597,0.2152
852.2,376.5,6.4594,0.2143
858,377,6.459,0.2132
864,377.5,6.4582,0.2125
870,378,6.4578,0.2125
875.7,378.5,6.4573,0.2126
881.4,379,6.4569,0.2123
887.2,379.5,6.4564,0.2121
893,380,6.456,0.2122
899,380.5,6.4554,0.212
904.8,381,6.4549,0.2121
910.6,381.5,6.4547,0.2122
916.6,382,6.4542,0.2121
922.3,382.5,6.4537,0.2124
928,383,6.4532,0.2129
933.8,383.5,6.4527,0.2119
939.6,384,6.4524,0.2118
945.4,384.5,6.4518,0.2124
951.2,385,6.4516,0.2119
956.9,385.5,6.4512,0.2119
962.6,386,6.4508,0.2122
968.4,386.5,6.4504,0.2134
974.2,387,6.45,0.2137
980.2,387.5,6.4495,0.214
986.2,388,6.4492,0.2149
992.2,388.5,6.4488,0.215
998,389,6.4484,0.2158
1003.8,389.5,6.4481,0.2166
1009.8,390,6.4476,0.2172
1015.8,390.5,6.4471,0.2179
1021.5,391,6.4469,0.2189
1027.2,391.5,6.4465,0.2198
1033,392,6.4462,0.2199
1038.8,392.5,6.4457,0.221
1044.8,393,6.4452,0.2218
1050.8,393.5,6.445,0.2236
1056.6,394,6.4445,0.2236
1062.4,394.5,6.4441,0.2252
1068.1,395,6.4437,0.2256
1073.8,395.5,6.4435,0.2268
1079.6,396,6.4432,0.228
1085.4,396.5,6.4429,0.229
1091.2,397,6.4424,0.2297
1097,397.5,6.4421,0.2306
1103,398,6.4417,0.2317
1108.7,398.5,6.4413,0.2327
1114.4,399,6.441,0.2344
1120.2,399.5,6.4406,0.2351
1126,400,6.4403,0.2361
1131.8,400.5,6.44,0.2366
1137.6,401,6.4396,0.2374
1143.6,401.5,6.4391,0.2387
1149.3,402,6.4389,0.2385
1154.8,402.5,6.4386,0.24
1160.6,403,6.4381,0.2411
1166.4,403.5,6.4377,0.242
1172.2,404,6.4374,0.2431
1177.9,404.5,6.4373,0.2435
1183.4,405,6.4368,0.2441
1189.2,405.5,6.4365,0.245
1195,406,6.4362,0.2465
1200.5,406.5,6.4359,0.2479
1206.2,407,6.4352,0.2481
1212,407.5,6.4348,0.2492
1217.8,408,6.4345,0.2501
1223.6,408.5,6.4343,0.2517
1229.1,409,6.4338,0.2521
1234.8,409.5,6.4335,0.2532
1240.6,410,6.4331,0.2553
1246.1,410.5,6.4329,0.2566
1251.9,411,6.4326,0.2576
1257.9,411.5,6.4322,0.2595
